honored_for_1,honored_for_2
6512,317
6458,1990
6458,1994
6513,289
6512,319
6508,443
6431,2830
6445,2403
6436,2681
6426,2990
6453,2152
6424,3051
3169,5654
6450,2252
6452,2187
6436,2690
6431,2844
6458,2012
6471,1608
6439,2599
8455,5644
6450,2257
6440,2567
6468,1699
1183,1699
6462,1896
1709,1780
6468,1709
6425,3042
6424,3072
5821,5380
6439,2613
7505,2335
6468,1713
6432,2829
6512,349
6437,2679
3259,2890
6432,2831
7496,2615
6427,2993
6468,1722
8465,5344
6432,2835
1699,2105
5268,6157
6427,3001
1223,482
6464,1853
7484,3001
6427,2999
6432,2850
6440,2602
5405,1918
1231,238
6510,431
7489,2850
6458,2042
6440,2599
3819,1935
6472,1613
7495,2667
6437,2696
3290,1954
6434,2795
3818,1971
6438,2676
6510,443
3260,2890
6444,2487
6468,1748
6447,2405
6440,2621
6432,2869
3282,2213
6513,357
6472,1633
5454,424
7496,2656
7523,1818
3260,2904
6511,427
6440,2628
3796,2674
6436,2751
642,2144
7517,2015
7510,2231
7532,1548
6435,2793
6445,2483
7371,6544
6430,2945
5382,2666
6427,3045
6508,531
6429,2987
1144,2979
6431,2924
6439,2675
6438,2706
6471,1683
6439,2681
6513,387
6456,2152
6468,1780
6429,2989
6435,2802
6450,2344
7000,1678
5821,5459
6450,2341
6439,2682
6440,2651
6429,2999
692,621
3802,2516
6437,2748
5931,2056
6435,2816
5397,2227
6481,1389
7528,1699
5907,2802
6458,2105
6985,2152
7506,2385
6453,2266
6427,3072
6464,1923
6472,1675
6468,1806
6435,2829
5931,2068
6432,2919
4212,6209
6468,1809
3261,2920
6455,2211
3166,5868
6432,2923
3296,1837
6440,2682
3808,2352
6447,2464
7504,2465
7564,604
6450,2376
3796,2728
7495,2748
3296,1846
1177,2001
7510,2287
7403,5602
7507,2378
6472,1702
3289,2069
6472,1699
3790,2925
705,258
6431,2979
7563,654
3796,2748
7510,2304
6472,1713
6453,2301
6513,445
6512,482
6451,2371
7523,1907
6431,2990
1219,725
7401,5695
6431,3001
6473,1699
6435,2880
3846,1217
7507,2416
6520,250
13492,13495
7533,1613
6477,1580
6469,1835
13492,13493
7505,2487
13492,13494
6447,2516
6472,1740
13492,13491
7506,2454
7530,1709
3295,1927
1068,5428
3297,1866
1183,1868
6468,1871
6432,2993
6468,1877
3815,2201
7511,2317
6470,1819
5910,2793
6455,2282
6452,2375
6455,2289
3344,424
6456,2257
6449,2473
3832,1684
3313,1389
7508,2418
3347,334
6438,2818
7563,711
6439,2786
7495,2824
7526,1862
6457,2232
6468,1895
6510,599
6520,289
6445,2613
6439,2798
7533,1652
3348,324
3296,1935
6468,1908
7516,2188
6467,1938
6523,209
5821,5586
3167,5938
708,250
6440,2786
6519,334
3314,1389
6990,2123
7911,6340
6523,215
5931,2182
6505,772
6440,2787
7564,711
6513,531
7496,2826
3293,2044
7498,2763
6439,2823
6510,621
6440,2798
7530,1780
7489,3051
6437,2894
6520,326
6440,2804
6470,1873
6432,3051
6505,794
6453,2406
7526,1910
1170,2342
696,654
6440,2818
5819,5683
6437,2913
6452,2448
4323,2910
6468,1951
6473,1796
6440,2826
6432,3072
6441,2798
3296,1990
7498,2798
5905,3029
6472,1841
7563,788
1215,968
5394,2489
6523,258
6435,2993
6444,2711
6473,1818
3282,2436
7498,2809
6455,2381
6453,2443
6435,3001
3335,794
7539,1544
1237,298
6477,1696
6484,1486
6467,2015
5933,2185
6452,2486
6453,2454
6452,2485
6525,221
5380,2947
5805,6157
6458,2304
3297,1988
1230,531
3181,5587
6445,2704
3297,1990
6440,2866
1183,1990
6450,2555
6436,2989
6523,291
7506,2585
6470,1940
1192,1715
6472,1877
6471,1908
6439,2903
6468,2010
6452,2506
7517,2259
6464,2133
6446,2694
6525,244
6525,250
3306,1735
6445,2735
3300,1925
3290,2238
6523,319
6439,2923
6473,1868
6447,2681
4242,5499
6437,2989
7505,2649
6464,2158
6445,2746
6437,2993
6468,2031
3304,1813
7533,1788
3834,1773
6521,397
6439,2944
6453,2508
3711,5592
6436,3041
6525,281
6892,5288
6523,349
6440,2919
6440,2924
6525,289
6464,2185
6985,2418
6438,2989
5821,5733
8029,2830
2222,2621
6445,2787
7526,2044
6477,1794
6485,1545
3690,6272
5821,5744
6456,2454
7533,1835
6444,2829
6523,379
3621,8423
7508,2611
3815,2411
6468,2088
6485,1560
6439,2993
7517,2342
6440,2960
6452,2588
6486,1539
7534,1819
6445,2809
715,217
6513,711
6471,2013
6511,772
3882,349
6453,2569
3281,2599
8029,2865
7513,2476
6439,3006
5931,2371
7526,2083
7513,2485
6468,2111
6513,723
5380,3077
1198,1646
1234,531
3296,2146
7533,1868
6525,355
7506,2712
7537,1748
6520,513
646,2382
8447,6316
6487,1534
6523,424
6471,2036
6511,794
6487,1545
6530,209
6440,3006
3311,1699
6530,215
6489,1486
6487,1552
7408,5769
6453,2615
7498,2987
6473,1993
6525,387
7534,1876
6477,1873
6512,788
3267,3080
3800,2944
6485,1628
7523,2218
2782,1735
6444,2909
6493,1389
6995,2211
5821,5842
3870,788
7532,1951
6472,2050
6439,3072
715,291
6979,2716
6488,1552
6505,1031
6479,1835
1183,2172
6520,563
6452,2671
6530,258
649,2346
7506,2769
2125,5745
7510,2651
6468,2189
3809,2696
6523,482
6470,2125
7551,1389
1245,265
7502,2906
6456,2569
7528,2105
6473,2041
6445,2909
710,471
6532,211
6523,496
6444,2944
3302,2044
6473,2044
7532,1990
6470,2143
6523,498
2666,5382
3171,6112
6532,230
6530,291
6457,2554
6468,2212
6440,3080
3272,2990
5312,5288
6452,2720
6472,2105
7510,2694
7507,2787
3823,2304
6464,2358
3289,2479
4225,6228
6985,2589
7361,7316
6533,221
3289,2483
6473,2086
6530,319
6523,536
6530,317
6468,2246
3271,3049
3306,1964
6487,1654
3361,258
6469,2218
6474,2061
6444,2991
3273,2990
7537,1876
6473,2099
3822,2358
6469,2222
6533,238
6471,2158
6530,329
6477,1972
6468,2257
5821,5931
6472,2132
7532,2040
6532,271
7516,2535
6485,1735
4228,6166
6473,2105
6454,2694
7540,1796
7523,2323
7505,2880
6492,1522
1183,2258
1172,2599
6533,250
6471,2171
6470,2206
6471,2174
3317,1646
4228,6177
6520,661
6452,2769
6530,349
7534,1993
6445,2990
4225,6272
6972,3036
7563,1105
6533,265
6471,2186
3823,2358
7397,6254
6464,2408
6474,2097
6469,2256
6461,2509
6471,2205
6464,2425
1723,1939
6456,2678
6525,538
6468,2304
7413,5777
6468,2308
6445,3020
3275,2990
1760,806
6490,1635
7532,2099
5821,5995
6444,3069
6487,1735
6520,711
6456,2701
6505,1182
6455,2731
6473,2179
6370,5372
6523,627
6464,2462
6486,1779
6520,723
6457,2683
6485,1814
6533,324
1183,2337
6530,424
6534,298
6453,2809
6368,5443
6452,2839
6471,2257
6486,1791
6372,5330
6464,2478
6494,1548
5842,5380
6473,2201
6494,1556
6477,2082
6520,748
6495,1522
6491,1652
6511,1031
6505,1217
6453,2829
3280,2890
6466,2425
12758,3983
6975,3036
6458,2678
6375,5251
3711,5916
6456,2746
6467,2405
3297,2372
7507,2935
7541,1886
6534,334
6486,1822
8036,2923
6372,5363
7510,2859
7541,1898
6456,2764
7541,1896
6461,2615
1166,2920
6533,387
7540,1938
6470,2339
6447,3052
7532,2185
7506,2990
7533,2152
6374,5319
6490,1723
7517,2654
6530,482
2666,5579
6452,2906
649,2573
6372,5384
3279,2965
3199,5445
6539,211
6532,427
6520,806
6452,2914
6453,2883
6468,2418
6452,2912
7537,2049
6494,1613
6468,2419
6496,1556
6452,2920
6525,656
6523,725
6452,2926
1244,531
5969,1514
6464,2553
6483,1964
3296,2455
6525,661
5821,6106
6455,2836
1062,6178
559,5387
6477,2152
5842,5459
6468,2437
6456,2809
8110,685
6538,271
6523,736
6470,2378
642,2823
7506,3030
3192,5695
6456,2816
6464,2574
6496,1582
3282,2910
6452,2944
6375,5330
6468,2454
6457,2794
7511,2887
3192,5705
6530,536
3815,2779
6456,2829
7537,2085
6497,1556
4249,5709
7517,2704
726,240
6452,2959
7532,2247
5821,6137
6533,455
3201,5440
6492,1723
3359,547
7506,3063
6539,271
6495,1635
7532,2256
6512,1107
2666,5647
6525,711
3192,5728
7510,2944
3815,2798
7001,2337
5418,2257
6464,2599
6485,1954
6452,2977
6375,5363
6468,2480
6369,5548
6485,1952
6470,2417
1202,1892
3318,1834
6458,2798
6368,5592
6494,1686
7548,1779
7403,6279
6533,480
6372,5471
3819,2696
7392,6619
712,711
6496,1633
3848,1804
6542,211
6452,3006
6452,3005
6462,2694
6458,2823
1256,244
6456,2890
6458,2826
6470,2454
7019,1819
6511,1182
7061,522
3192,5774
3290,2735
6374,5440
6542,230
7532,2308
5405,2709
6464,2654
6379,5288
6498,1597
655,2510
710,806
6505,1389
3735,5341
6457,2883
6456,2914
7537,2169
6373,5484
7526,2509
559,5499
6470,2482
3821,2682
6541,287
6511,1217
7523,2613
6452,3045
7534,2270
6534,506
6468,2551
6464,2681
6374,5471
6375,5440
6485,2029
6472,2437
6495,1723
6464,2684
6379,5319
6370,5597
6479,2218
6542,271
1201,2001
6479,2222
5842,5586
730,221
7517,2818
5315,5548
7517,2823
7523,2637
6379,5330
559,5530
6381,5273
4165,8432
5312,5644
5968,1692
6468,2582
3834,2316
3831,2411
6455,2987
6383,5219
3306,2304
6496,1722
1258,258
7534,2311
7541,2093
6523,882
6470,2532
6477,2315
3322,1813
3856,1646
6381,5288
5438,1759
6479,2256
6538,427
5405,2787
6468,2599
6370,5644
6368,5705
6468,2605
4166,8432
6379,5363
6468,2603
6538,439
7537,2237
6471,2514
6461,2829
3288,2889
5312,5683
6488,1995
6497,1723
6541,357
6496,1751
6497,1726
6483,2158
1170,3024
726,405
7523,2693
6368,5728
6539,427
6487,2038
3877,1033
6985,2991
6470,2569
3816,2925
6523,930
7000,2534
7537,2270
6460,2888
6539,439
555,5720
6371,5653
3289,2889
6487,2056
7424,5776
6485,2116
6541,387
5410,2683
2676,5515
3192,5905
7526,2621
6472,2534
6525,890
6487,2068
3320,1939
6470,2594
6375,5545
7528,2570
6538,491
6461,2883
6533,654
6496,1806
7372,7418
6477,2394
6985,3030
7430,5618
6468,2675
7532,2459
2247,2459
6488,2061
6468,2681
7534,2405
5931,2947
6494,1884
3181,6280
8076,1992
6471,2594
734,221
6456,3064
6494,1886
6472,2568
7026,1778
6482,2257
6496,1829
3300,2599
7534,2418
6548,215
6385,5275
7438,5398
3320,1988
6487,2116
6523,1000
7534,2426
731,329
3296,2735
3858,1697
6485,2180
7537,2342
6379,5471
3297,2711
5418,2493
5842,5733
7532,2495
6368,5818
6494,1910
6488,2095
6511,1389
6477,2443
6497,1822
6542,427
5842,5744
6458,3030
6374,5644
5950,2403
6472,2605
6464,2853
6504,1618
7533,2487
6367,5864
6382,5399
7549,1990
6382,5398
6372,5708
6509,1460
6533,723
6384,5341
6375,5618
6472,2611
3289,2985
6485,2213
6370,5777
3318,2094
3309,2375
6494,1948
676,2083
1189,2564
6532,772
6496,1887
7001,2621
6467,2795
6387,5275
7528,2671
6471,2676
7540,2304
6372,5750
6471,2681
6548,291
6532,794
6470,2716
6496,1910
2680,5515
6541,513
6461,2993
7537,2405
6482,2341
3300,2681
6374,5695
6477,2501
3310,2375
7534,2501
6506,1607
6474,2597
6497,1884
549,6051
6471,2696
7537,2418
5429,2228
6468,2798
6472,2673
7541,2301
6465,2888
6468,2795
6496,1934
6487,2213
6488,2181
5427,2305
5446,1716
5842,5821
6373,5750
6368,5905
6530,882
7528,2711
6548,329
6488,2189
6548,334
5931,3077
6473,2656
6385,5384
6470,2749
6490,2136
3290,3032
6533,800
6472,2696
210,211
6387,5330
6370,5864
3330,1797
6497,1925
6468,2823
6372,5803
7528,2735
3303,2643
3219,5247
6473,2678
6373,5777
6373,5776
6509,1567
6497,1939
1208,2061
1723,2482
6504,1729
6509,1572
682,1988
6496,1981
6477,2569
6523,1149
6506,1676
6464,2977
6472,2728
6541,595
6371,5865
6496,1990
1716,2711
7563,1678
6473,2707
6485,2334
575,5319
7564,1652
6379,5618
3304,2643
6374,5777
7541,2375
3855,1952
6473,2718
7532,2657
6472,2748
3306,2591
6470,2815
6496,2008
6468,2876
3296,2906
7532,2666
1269,209
6492,2136
6490,2202
7532,2667
7534,2611
2247,2666
6472,2764
6468,2887
6477,2615
6375,5776
6497,1993
6389,5341
1192,2609
7563,1715
6485,2371
738,302
7424,6029
6486,2338
6548,424
6506,1726
5429,2350
5842,5931
3218,5353
3296,2935
6490,2230
3868,1593
6501,1894
6553,281
8062,2654
1183,2912
6553,287
6375,5804
6373,5864
212,250
6892,6166
5456,1527
2270,1993
6482,2493
6375,5820
3858,1925
3870,1555
6538,772
6473,2787
742,221
6497,2040
7539,2506
6483,2479
7532,2728
726,725
6509,1678
6485,2421
6471,2855
6381,5644
6514,1527
6470,2890
6382,5618
6470,2889
3307,2643
3871,1545
6548,482
6372,5938
1271,226
6504,1844
3318,2308
6553,324
6538,794
7563,1787
7532,2751
6472,2850
6492,2230
5842,5995
6496,2105
6539,772
6495,2136
730,627
3306,2692
5866,5250
7541,2483
6548,496
7537,2611
3338,1705
6477,2701
6379,5738
5412,2953
6375,5868
6467,3015
740,329
7539,2551
7541,2489
6482,2555
6509,1722
6381,5695
1268,357
6539,794
6470,2944
6471,2913
3914,258
6440,3873
6474,2824
6466,3071
216,215
7564,1806
6395,5276
6487,2424
6541,748
743,265
6379,5777
6379,5776
741,329
6532,1031
662,2780
6553,387
682,2161
6467,3052
564,5821
4283,5219
7453,5252
6494,2219
6548,544
662,2787
3303,2836
6389,5479
5950,2701
3318,2375
6472,2909
3851,2238
3858,2021
6490,2356
6396,5273
3318,2385
6495,2202
6482,2612
7424,6177
6502,1990
6396,5275
6477,2764
3301,2920
6496,2179
6553,419
6470,2991
6468,3051
6391,5445
6470,2993
3852,2238
6542,772
6472,2944
6495,2230
1748,1934
6496,2209
745,265
6502,2021
6560,228
6381,5777
6381,5776
692,1914
6504,1969
6498,2154
3300,2989
5842,6106
6486,2530
6477,2809
6542,794
7541,2597
6394,5392
3318,2448
7011,2650
6509,1835
6486,2548
6553,471
5950,2783
6477,2829
7452,5372
6381,5804
6490,2425
6388,5592
3863,1950
6374,6030
5842,6137
6374,6029
6553,480
6497,2222
6370,6157
6509,1854
6560,273
3831,2952
6473,2979
747,258
732,723
7542,2606
6382,5804
4271,5708
743,387
6473,2990
6502,2094
6375,6030
7551,2342
6504,2038
6541,890
7540,2694
6385,5730
6553,522
6371,6164
1233,1601
5944,3021
7453,5394
7534,2883
6532,1182
6923,5445
6504,2049
3868,1843
6386,5705
6497,2270
6395,5437
7541,2678
6504,2056
6496,2304
6560,319
6474,2991
3863,2012
6381,5878
6486,2621
200,882
6504,2068
1748,2049
6560,331
1275,329
7001,3044
3876,1622
2777,2923
7563,2015
6478,2888
6510,1896
5438,2358
5433,2518
6532,1217
221,250
7533,2952
6517,1686
6488,2584
7540,2746
6494,2403
7039,1892
559,6164
6487,2618
7537,2842
6560,359
7537,2847
6488,2597
6548,736
6395,5479
6474,3035
1204,2564
6477,2940
6484,2723
6485,2692
6496,2358
6506,2045
6553,595
6496,2362
6380,5957
6402,5273
6539,1031
6403,5247
726,1012
676,2564
6497,2337
5866,5513
6485,2715
6388,5720
6373,6184
3199,6280
6500,2257
8093,2026
6388,5728
6373,6192
6373,6199
6372,6228
3338,1979
6495,2425
3306,2978
5449,2087
5459,1775
6496,2402
6374,6184
5438,2431
3876,1699
6492,2530
6395,5536
6402,5319
6374,6192
3200,6280
1280,265
6541,1012
751,281
6374,6196
6496,2411
6374,6199
6524,1548
6375,6166
7541,2795
6494,2483
6560,437
7027,2344
752,265
3317,2673
703,1796
1748,2169
6506,2132
6396,5542
6914,5868
6477,3030
6373,6254
6496,2441
6560,455
3351,1635
6498,2386
6397,5523
6542,1031
5984,1943
6496,2455
6488,2703
5447,2212
6403,5344
6553,693
6381,6030
6390,5750
8110,1588
692,2169
6400,5443
6375,6225
6388,5821
6395,5602
6526,1548
3848,2643
3864,2152
6517,1830
746,506
6477,3069
3858,2340
6486,2789
6504,2238
6538,1182
750,387
6553,723
6395,5621
6404,5341
6381,6059
6396,5597
6541,1101
5970,2417
7548,2651
6532,1389
5433,2691
5443,2381
3397,271
6487,2782
1284,238
3317,2750
5992,1747
1224,2101
6497,2482
8068,2933
7563,2202
6516,1898
6539,1182
6538,1217
6526,1594
7537,3021
6504,2275
677,2691
1099,5994
5968,2514
6522,1721
4278,5750
1281,355
5455,2036
3917,563
3318,2750
6498,2474
7540,2940
6488,2783
6517,1884
6498,2479
1228,2009
7540,2944
7026,2493
6517,1893
6539,1217
6391,5803
5984,2035
6394,5709
6398,5592
1238,1710
6393,5750
6379,6184
7424,6557
6504,2307
6517,1910
6514,2001
6382,6093
6492,2683
6502,2379
6488,2817
6496,2569
5441,2505
6553,806
6487,2851
3383,772
6488,2824
7542,2917
3401,221
6496,2581
8153,366
6374,6362
6546,1033
6522,1784
6526,1657
5331,5935
5969,2547
6408,5319
3383,794
3844,2889
1209,2656
7026,2555
6485,2947
5958,2897
6914,6030
6515,2021
6542,1182
6517,1963
3402,221
1274,654
6375,6362
6400,5592
6487,2900
6509,2218
6376,6340
8110,1738
7541,2993
3394,482
7542,2971
6381,6192
5995,1775
6494,2693
3344,2044
6485,2978
6553,869
6527,1675
6494,2704
3402,250
6573,252
6566,474
6497,2613
6542,1217
6412,5247
2275,2424
1735,2782
6488,2897
6497,2621
6526,1722
7563,2342
6553,890
6412,5261
3395,482
7462,5479
7367,8423
6502,2469
5331,6008
6502,2474
6509,2257
6409,5363
6502,2479
7466,5363
3914,788
6381,6228
6502,2484
2277,2385
3323,2726
1120,5484
6487,2947
6526,1737
7540,3071
6496,2673
6504,2424
6398,5709
6393,5864
5459,2056
5468,1778
6396,5776
6378,6340
1206,2829
6488,2927
6497,2654
6494,2746
3351,1877
5459,2068
6526,1759
6538,1389
6485,3032
6509,2294
6404,5548
3213,6166
3863,2403
6390,5986
1239,1830
5508,563
6490,2889
6403,5592
7563,2399
8122,1460
6487,2992
6526,1788
1288,324
2182,5380
6539,1389
3318,2934
3141,8423
6548,1107
8077,2866
6526,1793
7466,5428
6400,5705
6506,2418
4298,5330
759,357
718,1629
7561,2489
6404,5587
6509,2339
6508,2370
7513,3983
7035,2416
7563,2431
6575,295
6487,3029
6522,1943
6494,2809
235,234
6400,5728
6526,1822
6498,2690
3931,349
6385,6192
1225,2315
5987,2147
5455,2261
7563,2448
6490,2942
6385,6196
1115,5730
6548,1149
6501,2611
1206,2914
7549,2890
1216,2613
6575,322
2275,2559
6509,2378
6504,2531
6553,1012
7065,1524
6494,2847
6527,1822
6398,5821
3338,2379
6579,217
7470,5363
6524,1920
6488,3035
6385,6228
6402,5708
6487,3077
6506,2488
6381,6362
6502,2611
6490,2982
2182,5459
3330,2643
6401,5750
5459,2182
6496,2809
1239,1935
6415,5319
5446,2589
6522,2001
6504,2559
6526,1884
5969,2764
6515,2222
6573,431
749,748
6542,1389
6496,2815
6502,2629
7050,2031
6536,1586
6579,252
6509,2426
682,2839
6501,2679
6502,2648
6400,5809
8153,616
6396,5938
8122,1582
8108,2022
6522,2035
6497,2809
6412,5443
6398,5886
7053,1970
3770,5440
6399,5864
3876,2158
6402,5776
6401,5804
6402,5777
6417,5319
1295,258
3856,2787
6553,1101
6398,5905
3321,2990
6930,5804
6524,2004
6404,5730
239,238
6464,3873
6496,2880
6502,2700
7065,1629
3771,5440
3849,3024
6526,1963
6403,5774
6527,1940
6527,1939
5455,2402
6496,2906
5995,2056
6509,2511
3851,2987
6418,5330
6412,5515
6495,2942
6496,2918
7563,2609
5995,2068
6496,2920
1274,963
2182,5586
6498,2861
6400,5905
709,2101
6494,2990
7551,2991
3853,2942
7563,2625
6381,6503
1254,1597
3892,1740
6400,5916
6400,5921
3230,5890
6421,5273
6492,3071
7042,2405
5447,2704
6495,2982
6526,2028
6494,3020
6409,5654
6528,1963
698,2474
6506,2656
6504,2715
7563,2654
1780,1709
1293,424
3892,1775
4296,5635
6520,2227
7964,6619
4293,5738
3231,5890
6497,2959
7564,2650
6412,5592
7563,2679
6421,5319
6575,543
3330,2836
1298,291
6412,5595
5459,2371
3943,221
6529,1972
6496,3006
6418,5424
6414,5548
6579,431
6515,2415
6502,2818
243,242
6501,2853
4279,6199
6423,5275
6526,2081
6536,1778
6529,1994
6499,2924
6579,443
1294,439
3383,1217
7563,2707
6543,1558
6527,2054
1239,2146
7474,5471
6496,3020
6526,2096
6402,5938
6543,1567
1257,1597
7470,5602
6502,2841
6516,2418
6527,2076
5995,2182
6496,3045
3881,2188
5972,2908
6419,5440
7064,1828
6498,2989
6497,3020
6396,6157
6424,5288
7070,1646
6392,6279
6537,1784
3251,5355
6527,2103
2182,5733
6509,2675
8097,2602
2182,5744
7597,1726
7069,1709
6424,5319
775,221
6424,5330
3901,1621
6419,5484
5969,3051
7069,1722
6504,2858
6535,1896
6579,531
3868,2654
3880,2282
716,2061
7563,2794
6526,2179
5454,2641
6560,1123
6502,2927
5972,2971
4280,6272
6528,2125
6402,6030
6396,6225
6524,2256
1303,269
6510,2694
7563,2824
7563,2823
6543,1681
7065,1882
6514,2577
3233,5986
6526,2212
6526,2209
8102,2505
6526,2219
6426,5319
6020,1522
1216,2990
6509,2748
3862,2887
698,2671
1798,1340
2182,5821
1775,2056
6421,5484
8131,1633
5463,2420
6528,2178
6575,720
3904,1601
1219,2918
1775,2068
7077,1544
6419,5565
6404,6029
6529,2152
2182,5842
6535,1971
6395,6316
6543,1727
7065,1939
3411,524
597,5844
6527,2240
6419,5587
6425,5401
250,221
4316,5247
6524,2335
1306,258
6423,5471
6537,1943
7092,1123
7563,2915
5451,2851
5995,2371
3337,2853
7564,2889
208,1551
1305,317
6526,2306
3903,1700
7561,2993
6415,5750
7597,1876
6506,2944
3892,2056
7468,5890
1232,2599
3892,2068
2182,5931
6537,2001
2277,2990
6516,2658
6402,6192
5490,1696
7563,2966
6529,2259
6412,5886
6529,2257
6522,2473
6429,5363
7070,1876
3336,2944
1775,2182
6524,2426
3253,5523
6425,5499
6543,1841
6007,2076
6412,5905
7563,2991
6537,2035
1140,5499
6404,6157
7484,5445
6432,5288
8003,5738
3420,357
7597,1940
6421,5635
3370,1911
6404,6166
6554,1519
6524,2454
6543,1865
6429,5398
7563,3012
7070,1910
6421,5644
692,3023
6566,1155
2290,2637
6517,2678
3362,2180
1245,2270
7038,2916
6418,5750
6959,5363
2182,5995
3421,357
6432,5319
3336,2993
6526,2410
6527,2385
8097,2866
7489,5330
6517,2693
774,506
6429,5424
6411,5986
5486,1894
6434,5280
6405,6178
729,1910
6419,5750
6421,5695
6431,5384
1261,1813
5464,2591
6018,1812
3892,2182
6418,5804
7053,2503
6522,2577
7492,5275
7492,5280
6543,1935
7473,5873
3876,2696
6517,2746
6409,6094
3380,1692
3256,5536
1309,357
8101,2798
6412,6008
3905,1809
7466,6112
6421,5738
783,291
6424,5644
3343,2853
6437,5251
3375,1868
6431,5440
6421,5750
1263,1810
6404,6279
7492,5319
3352,2599
3378,1796
6407,6198
2182,6106
5481,2143
7492,5341
3376,1868
6421,5777
6421,5776
6543,1994
1133,5867
257,256
6422,5750
6529,2433
3370,2062
6517,2809
7064,2240
3351,2656
6517,2816
6527,2511
729,2028
2182,6137
1775,2371
6437,5305
7463,6272
3406,968
6013,2073
6428,5598
6536,2252
3912,1679
7597,2133
6527,2534
5870,6518
6412,6106
6543,2043
6439,5273
3917,1535
6404,6362
6526,2578
259,258
3872,2944
6439,5288
6535,2311
6529,2501
6527,2569
6425,5729
6437,5363
6543,2076
3344,2944
6543,2084
6429,5618
3375,1990
3890,2418
6439,5319
4316,5595
1313,387
6543,2100
5354,6192
3918,1556
6523,2723
3374,2044
6422,5864
2827,2619
6437,5398
3892,2371
6562,1522
7613,1709
5459,2947
6429,5654
3871,3032
2819,2876
3253,5809
7466,6279
773,772
1250,2373
705,2890
7069,2212
3910,1842
7065,2342
3254,5804
3377,1990
3915,1700
6432,5597
6543,2161
3786,5706
6414,6157
6535,2413
3378,1974
1318,298
1266,1914
2183,6261
6440,5363
6526,2704
3435,221
5380,5459
7492,5523
3903,2099
1303,779
6543,2178
6517,2991
6419,6030
6526,2720
3880,2824
6440,5384
3910,1895
3887,2613
6517,3011
3243,6199
6432,5644
3956,482
3435,250
6528,2678
1245,2609
3350,2889
6438,5472
6543,2216
6429,5750
3435,258
7492,5565
6422,5966
6434,5603
1127,6279
1254,2342
6434,5602
3940,1000
6437,5523
3244,6199
4308,5986
6526,2762
6600,474
5459,3077
3435,287
5372,5777
6529,2678
7470,6279
6438,5501
5500,1819
6543,2260
6439,5484
6529,2693
6517,3064
6431,5730
6531,2641
3380,2015
2855,1908
6429,5804
6536,2493
6414,6279
7495,5536
1322,291
705,3035
6528,2749
3435,326
6526,2809
266,265
6537,2473
6429,5820
1324,238
3391,1699
3435,334
2838,2457
5465,2940
6435,5644
3923,1594
7070,2342
6543,2301
5380,5586
6431,5776
6429,5838
1294,1182
6445,5341
3435,349
1243,2764
6432,5750
7066,2478
1795,2040
6562,1723
6413,6340
8108,2947
6554,1976
2340,1537
6439,5545
6526,2847
3881,2925
6439,5548
6418,6199
3392,1699
6419,6166
5379,5644
7464,6544
6419,6177
6562,1743
752,1629
6450,5219
6432,5777
6437,5621
1323,317
6414,6340
1294,1217
781,736
6527,2835
7613,1937
6543,2338
3351,2993
5995,2947
5497,2004
5478,2594
3887,2766
3393,1699
7076,2218
5382,5579
6549,2169
3963,417
3358,2787
7066,2530
6435,5706
3388,1869
6425,6031
6559,1876
3384,1998
6556,1976
6526,2906
3435,424
7466,6540
6419,6228
6979,5252
6526,2909
6543,2387
3964,417
4320,5769
6537,2577
6431,5868
7076,2257
7076,2256
3393,1747
6526,2925
3913,2010
3923,1703
6421,6184
7069,2480
2827,2912
6543,2408
6431,5878
6437,5692
7506,5328
6421,6192
6526,2948
6439,5644
6431,5890
6447,5394
6440,5618
6528,2890
5382,5647
6527,2919
6419,6272
6436,5750
6555,2061
6526,2959
7506,5352
1251,2648
3922,1772
7065,2647
5380,5733
7506,5363
6535,2694
6421,6228
3956,725
3378,2259
6423,6177
7065,2658
7492,5804
6438,5709
7065,2662
6419,6302
5380,5744
3918,1920
6559,1966
710,3064
3435,513
13483,329
5995,3077
3355,2997
6423,6196
3368,2599
3435,522
6437,5769
3390,1925
6543,2486
1321,531
3370,2547
6526,3020
6561,1938
4319,5908
6423,6225
6452,5330
7470,6540
6423,6228
3369,2599
6567,1767
6413,6540
6435,5864
3391,1925
7492,5864
3403,1556
6447,5499
6531,2899
6528,2991
6439,5750
6429,6066
4320,5908
5380,5821
6528,3005
6529,2979
5491,2387
3435,595
13483,408
5380,5842
7479,6316
6590,1105
3809,5398
6543,2569
6527,3064
6561,2015
6421,6362
3370,2637
6567,1835
6573,1652
6438,5844
6543,2588
6437,5873
790,711
6529,3024
6529,3030
1775,2947
3887,3015
6554,2257
7492,5957
7065,2809
6440,5803
3387,2144
1281,1896
6543,2615
6567,1870
7613,2212
7066,2789
7513,5330
6529,3064
1257,2664
3450,217
6447,5621
6456,5341
7613,2240
6543,2648
5380,5931
3435,697
3282,5443
6543,2667
6570,1835
6440,5864
6437,5957
805,329
7505,5621
6543,2683
3387,2216
3892,2947
6047,1678
7506,5602
8029,5776
6431,6166
7611,2360
3917,2189
6579,1588
6558,2241
6985,5394
5380,5995
6022,2478
3376,2588
6580,1567
3450,295
6421,6503
7638,1544
6580,1572
8122,2922
6562,2136
1332,424
1256,2782
1775,3077
6580,1582
6578,1648
1332,431
3450,322
6427,6340
3905,2602
6556,2344
3921,2113
3913,2364
3369,2853
6571,1894
6580,1622
283,238
