role_1,role_2
7249,7234
4076,7294
7778,7219
7248,7265
7250,7203
7249,7233
7247,7295
7250,7201
7249,7232
7247,7294
7249,7239
7778,7224
7250,7208
7249,7238
7248,7269
7247,7300
7249,7237
4076,7295
7249,7236
7249,7243
4076,7301
11275,13511
7250,7212
7249,7242
7250,7211
7247,7304
7249,7241
7250,7210
7247,7303
8836,7201
10218,13511
7249,7240
7249,7247
7250,7216
7249,7246
7250,7215
7249,7245
7778,7230
7250,7214
7249,7244
7778,7229
7250,7220
7249,7251
7248,7282
7249,7250
7248,7281
7250,7219
7250,7218
7248,7280
7249,7248
7249,7255
7250,7224
7249,7254
7251,7191
7778,7238
7248,7284
7249,7253
7249,7252
7249,7259
6194,7196
7250,7228
8836,7215
7249,7258
6194,7195
7250,7227
7249,7257
7778,7242
7250,7226
8836,7217
7249,7263
7248,7294
7250,7232
7249,7262
7250,7231
7249,7261
7250,7230
7249,7260
3551,7212
7250,7229
7251,7198
7248,7291
7249,7267
7249,7266
3551,7214
7250,7235
7249,7265
7248,7296
7251,7203
7249,7264
7778,7249
7248,7295
7249,7271
3551,7219
7249,7270
7046,13563
7249,7269
7778,7254
7251,7207
7249,7268
7249,7275
10219,13511
7249,7274
7251,7212
11276,13511
8837,7201
7251,7211
7249,7273
7250,7242
7248,7304
7249,7272
7248,7303
7251,7217
7778,7264
7249,7279
7249,7278
7250,7247
7249,7277
7248,7308
7249,7276
7250,7245
7249,7283
7251,7221
7252,7190
7251,7220
1435,7291
7249,7282
7249,7281
7778,7266
4400,13679
7251,7219
7250,7249
7249,7287
7249,7286
3551,7234
7252,7193
7249,7285
8837,7206
7249,7284
7252,7191
7778,7269
7249,7291
7251,7229
7252,7198
7778,7275
8837,7217
7252,7196
7249,7289
8836,7249
7249,7288
8837,7219
7249,7295
7251,7232
7252,7201
7249,7294
1435,7303
7249,7293
7251,7231
7249,7292
7778,7277
8837,7215
7251,7237
3551,7247
7250,7268
7249,7299
8838,7193
8838,7194
7252,7205
7250,7267
7249,7297
7249,7296
7252,7203
7249,7303
7252,7210
8837,7220
7249,7302
8838,7190
7249,7301
8838,7191
7252,7207
7249,7300
7250,7269
7249,7307
7250,7276
7252,7214
8837,7232
7249,7306
4081,7211
7249,7305
7252,7212
7249,7304
7251,7249
7250,7280
7778,7295
7249,7309
8836,7261
7249,7308
7252,7215
7251,7246
7253,7191
13386,13679
7252,7219
4081,7217
4082,7191
7778,7303
7253,7194
7251,7255
7253,7193
7250,7286
7250,7285
7251,7261
7252,7230
8838,7217
4082,7196
7251,7260
7253,7198
8837,7249
4082,7193
7251,7259
7250,7290
8838,7219
7253,7196
3553,7210
3550,7303
7253,7203
7252,7233
3553,7212
7250,7295
7253,7201
7250,7294
7252,7232
8838,7215
7252,7231
12858,13679
7253,7206
7251,7268
7251,7267
7253,7205
11790,14020
7252,7242
7253,7211
7253,7210
7251,7272
7250,7303
7251,7271
7252,7239
7253,7215
3551,7286
8839,7204
7253,7212
7252,7243
4081,7241
8839,7198
7252,7249
7253,7218
8837,7261
7253,7217
8837,7262
7251,7278
11278,13511
8839,7201
7252,7253
7254,7191
8838,7242
3553,7235
4083,7192
8839,7206
7252,7257
7253,7226
7252,7256
7254,7193
8838,7249
3551,7303
7253,7231
4082,7228
8839,7219
7254,7198
7253,7229
7252,7259
7253,7228
3553,7245
7254,7203
7253,7234
8839,7215
7254,7202
4083,7198
7251,7295
7254,7201
7251,7294
8839,7217
3553,7249
7254,7206
7252,7268
7252,7267
7253,7236
7254,7212
4083,7208
7252,7273
7254,7211
7253,7242
7254,7210
7251,7303
7253,7241
7253,7240
7252,7271
7254,7216
4083,7212
7253,7247
7254,7215
7253,7245
4083,7210
3553,7259
7252,7276
8838,7268
7254,7220
8838,7261
7254,7219
4083,7214
7253,7249
8840,7201
7253,7248
7254,7224
8840,7212
7255,7191
7252,7284
7253,7252
4083,7219
7252,7283
7253,7259
7252,7290
7253,7257
4084,7191
7254,7232
8840,7219
4084,7198
7254,7231
7253,7261
7252,7292
7254,7230
4082,7257
8838,7283
7254,7229
7255,7198
7252,7298
7253,7267
8840,7215
7254,7235
8103,13679
8840,7217
7252,7295
8839,7249
8839,7259
7254,7238
4084,7203
4083,7234
7253,7269
7252,7300
7252,7299
7253,7268
8839,7261
7255,7212
4084,7210
7254,7242
7253,7273
7252,7303
7254,7246
4084,7211
7253,7277
7253,7276
4084,7212
8840,7238
7255,7220
11280,13511
7253,7282
7253,7281
7254,7249
7256,7193
4083,7250
7256,7191
7253,7284
7253,7291
7256,7198
1233,13684
7254,7259
7256,7196
3553,7303
7253,7295
7256,7201
7255,7232
7254,7263
7253,7294
7255,7231
7254,7261
7255,7237
7254,7267
10752,13511
7253,7297
7254,7266
8840,7249
7253,7296
7254,7272
7256,7210
7253,7303
7254,7271
7254,7270
7256,7208
8840,7261
7254,7275
4084,7242
12861,13679
7256,7212
7253,7304
7255,7249
7256,7217
7255,7246
4084,7244
7254,7277
7253,7308
7254,7284
7257,7191
4084,7249
3557,7200
7257,7190
7255,7251
7256,7220
7256,7219
7257,7195
7257,7193
10753,13511
9151,14020
7256,7229
7257,7198
1443,7210
7256,7233
7257,7202
7254,7295
7257,7201
1443,7212
7254,7294
7256,7231
9696,13511
7254,7297
7256,7235
7257,7211
7256,7242
7257,7210
1443,7219
7254,7303
7255,7271
7257,7208
7257,7215
7257,7212
4083,7303
7257,7219
4084,7277
7257,7218
7255,7280
7257,7217
7256,7247
7257,7222
7256,7252
7256,7257
7257,7231
7257,7230
7258,7198
7257,7229
3558,7211
1443,7241
7257,7233
7255,7295
3557,7246
7258,7208
1443,7247
7256,7268
4084,7295
7257,7236
7256,7273
7257,7242
8844,7201
7257,7240
7256,7278
7258,7215
7257,7246
4084,7303
7259,7189
7257,7249
4087,7215
7259,7193
7259,7192
7257,7253
7259,7191
3557,7267
7257,7252
7259,7190
8844,7206
7259,7197
7257,7259
7256,7290
8844,7215
7259,7196
8844,7217
7257,7256
7259,7194
8843,7249
7259,7201
7256,7294
7259,7200
7258,7230
7257,7261
7256,7292
7259,7198
7257,7267
7256,7298
8845,7193
7259,7203
7256,7296
7257,7265
7258,7233
1443,7277
7256,7295
7259,7202
7259,7209
8844,7219
10221,13684
7259,7208
7259,7207
7257,7269
7256,7300
7259,7206
7257,7268
7256,7299
7259,7213
7259,7212
7259,7211
7257,7273
7259,7210
7256,7303
7259,7217
7259,7216
7259,7215
4087,7242
7259,7214
7257,7276
7259,7221
7259,7220
4087,7249
7257,7282
7259,7219
7258,7249
7259,7224
7257,7286
7257,7285
8845,7206
7259,7222
7259,7229
7260,7198
7259,7228
9699,13511
7257,7290
8845,7217
7257,7289
8844,7249
11279,13684
7259,7226
8845,7219
7257,7295
7259,7233
7259,7232
1443,7303
7257,7294
7260,7201
4087,7261
7259,7231
1445,7242
7259,7230
7257,7292
8845,7215
7259,7237
7257,7299
12865,13679
7257,7298
7259,7235
7259,7234
7259,7241
7257,7303
7259,7239
7259,7238
7257,7300
7259,7245
8846,7201
7259,7244
7789,7198
10228,13511
7260,7213
7259,7243
7259,7242
7259,7249
7260,7218
8844,7259
7259,7248
7260,7217
7259,7247
8844,7261
7260,7215
7259,7246
7259,7253
7261,7191
7261,7190
7259,7252
7261,7189
7260,7220
7259,7251
7259,7257
7260,7226
7261,7194
7261,7193
7260,7224
7259,7254
7261,7192
7259,7261
8846,7217
7259,7260
7261,7198
7260,7229
8845,7249
7261,7197
4087,7286
8846,7219
7261,7196
7260,7227
8846,7220
7261,7203
7259,7265
7260,7234
4088,7261
7259,7264
7261,7201
4088,7259
8846,7215
7261,7200
7259,7262
7260,7231
7259,7269
7261,7207
7261,7206
7259,7268
7261,7205
7259,7267
7259,7266
7259,7273
7261,7211
10751,13703
7260,7242
7261,7210
7260,7241
7259,7271
7259,7270
7261,7208
7261,7215
7259,7277
7259,7276
7261,7214
7261,7213
7259,7275
7261,7212
7261,7219
7259,7281
7260,7249
8845,7261
7261,7217
7259,7279
7259,7278
8847,7201
7262,7191
7259,7284
7261,7222
1445,7294
7261,7220
7260,7251
7259,7282
7261,7227
7259,7288
4091,7193
7262,7194
7259,7287
7261,7225
7261,7224
7262,7193
7259,7286
7261,7231
7259,7293
8846,7249
7261,7230
8847,7219
7262,7198
7259,7291
7260,7259
7261,7235
7259,7297
7262,7203
7261,7233
7789,7249
7259,7295
7262,7201
7261,7232
9701,13511
7259,7294
8847,7217
7259,7301
7261,7238
7262,7207
7260,7269
7259,7300
7262,7206
7261,7237
7262,7212
7261,7243
7259,7305
8845,7284
7261,7242
7262,7211
7262,7210
7259,7303
7261,7240
7260,7278
7261,7247
4091,7212
7262,7215
7261,7246
7260,7277
7259,7308
7261,7245
7260,7276
7261,7244
7262,7213
7791,7198
7262,7220
7261,7251
11287,13511
7260,7282
8846,7261
7262,7219
7260,7281
4091,7217
7261,7249
7262,7217
7261,7248
7262,7224
8847,7242
7261,7254
7262,7222
7261,7253
7791,7207
7262,7221
7261,7259
7791,7212
7261,7257
7262,7232
7261,7263
7263,7201
7260,7294
7261,7262
7262,7231
7262,7230
4092,7196
7263,7198
7260,7291
7261,7267
7261,7266
7262,7234
7260,7296
7263,7203
7791,7219
7260,7295
8847,7249
7261,7271
7260,7302
7261,7270
7263,7208
7261,7269
7263,7207
7261,7268
7263,7212
7260,7304
7263,7211
7261,7272
7261,7279
5676,7261
7261,7278
8847,7267
7263,7215
7261,7277
7262,7246
10225,13703
7260,7308
7262,7245
7263,7214
7261,7283
7263,7220
7261,7281
7263,7219
9174,13511
7262,7249
7261,7280
7261,7287
7263,7224
7263,7223
7261,7284
7264,7198
7263,7229
7262,7259
7261,7289
7264,7196
7261,7288
7791,7242
7264,7202
7264,7201
7261,7294
7263,7231
7263,7230
7262,7261
7263,7237
7262,7267
9703,13511
7263,7235
7264,7203
7261,7296
7263,7234
7261,7303
7264,7210
7262,7272
7791,7261
7263,7244
7262,7274
7264,7212
7264,7211
7263,7242
7263,7249
7264,7217
7261,7309
7262,7277
7264,7215
7265,7191
7264,7220
7264,7219
7265,7194
7264,7224
7263,7254
7263,7261
7265,7199
7265,7198
7264,7228
7265,7203
7262,7295
7265,7201
9698,13703
7262,7294
7265,7200
11284,13684
9704,13511
7264,7238
7263,7269
6208,7203
7264,7235
7263,7266
7264,7242
7262,7303
7263,7271
7265,7208
7265,7215
12870,13679
7263,7277
7263,7276
7264,7244
7262,7305
7265,7219
7264,7249
7265,7217
7263,7279
7264,7247
7791,7294
7266,7192
7266,7191
7263,7284
7265,7221
7266,7189
7265,7220
6208,7219
10217,14020
7266,7193
7265,7224
7266,7200
7266,7198
7263,7291
7265,7229
7264,7259
7264,7266
7266,7203
7265,7233
7266,7202
7263,7295
7266,7201
7263,7294
7263,7301
7266,7208
7264,7269
7263,7300
7266,7206
7266,7212
7266,7211
7266,7210
7263,7303
10234,13511
9177,13511
7266,7215
7266,7214
12871,13679
7267,7189
7266,7220
7266,7219
7265,7249
7266,7217
7265,7248
7267,7193
7266,7224
7264,7286
7267,7192
7267,7191
7266,7222
7267,7190
7267,7197
7265,7259
10763,13511
7266,7228
7267,7196
7266,7226
7265,7257
7267,7195
7267,7194
7266,7232
7267,7201
3567,7211
7264,7294
7267,7200
7266,7231
7267,7199
7266,7230
7264,7292
7267,7198
7264,7291
7266,7229
7265,7267
7266,7235
7267,7203
7266,7234
7267,7202
7266,7233
7264,7295
7267,7207
7266,7238
7267,7206
3567,7220
7267,7213
7266,7244
7267,7212
7266,7242
7267,7211
7267,7210
7264,7303
7267,7217
7265,7279
7266,7247
7267,7216
7267,7215
12872,13679
7267,7214
7266,7245
7268,7190
7267,7221
7267,7220
7268,7189
13401,13679
7267,7219
7265,7281
7265,7280
7266,7249
7267,7218
7268,7194
7267,7225
7268,7193
7267,7224
7267,7223
7266,7254
7268,7191
7267,7222
7268,7198
7265,7291
7267,7228
7266,7259
7268,7196
10230,13684
7268,7195
7267,7233
7265,7295
7266,7264
7267,7232
7268,7201
7265,7294
7266,7263
7268,7200
7267,7231
7266,7261
7267,7230
7266,7268
7268,7206
7267,7237
7265,7299
7266,7267
3567,7246
7268,7205
7267,7235
7268,7203
7267,7234
7268,7210
7265,7303
7267,7239
7266,7270
7268,7208
8854,7191
7267,7238
7268,7207
7266,7269
7268,7214
7267,7245
7267,7244
7268,7213
9179,13511
7268,7212
7266,7274
7267,7242
7268,7211
6208,7303
7267,7249
10748,14020
7268,7217
7267,7247
7266,7277
7268,7215
7267,7246
7269,7191
7267,7253
7266,7284
7268,7221
7267,7252
7267,7251
7268,7220
7269,7189
7268,7219
7267,7250
7267,7257
7269,7194
7268,7224
7267,7254
7268,7223
7266,7285
7269,7192
7267,7261
7268,7230
7266,7292
8854,7217
7269,7198
7266,7291
7267,7259
7268,7228
8854,7219
7269,7196
7269,7203
7267,7265
7269,7202
7268,7233
7266,7295
7268,7232
7269,7201
7266,7294
8854,7215
7267,7262
7269,7200
7269,7207
7266,7300
7267,7269
7267,7268
7269,7206
7268,7237
8326,7210
4098,7201
7269,7205
7266,7297
7267,7266
7268,7235
8326,7212
7269,7211
7268,7242
7269,7210
7267,7272
7266,7303
7269,7209
7267,7271
7269,7208
7267,7270
7268,7239
7267,7277
7269,7215
7267,7276
7269,7214
7268,7243
7269,7212
7269,7219
7268,7250
7268,7249
7269,7218
7269,7217
7267,7278
7268,7247
7269,7216
7267,7285
7267,7284
7270,7191
7268,7253
7269,7222
7268,7252
4098,7217
7269,7220
4097,7249
7268,7251
7269,7227
7268,7257
7269,7226
7268,7256
7267,7287
7269,7225
7269,7224
7270,7193
7267,7286
7269,7231
7267,7293
8854,7249
7268,7261
7269,7230
4097,7259
7270,7198
7267,7291
7269,7229
7269,7228
7270,7197
7268,7259
6741,7212
7268,7266
4098,7231
7269,7235
7269,7234
7270,7203
7267,7296
4098,7232
7269,7233
7267,7295
7270,7201
7269,7232
7267,7294
7267,7301
7270,7208
7268,7269
7269,7238
7270,7206
7269,7237
7268,7267
7269,7236
7270,7212
7268,7273
7270,7211
7269,7242
7270,7210
7267,7303
7267,7302
7268,7271
7268,7278
7270,7216
7269,7247
8326,7249
7270,7215
7268,7277
7268,7276
7270,7214
7269,7245
7267,7307
7270,7220
8854,7261
7270,7219
7268,7281
7269,7250
7269,7249
7269,7248
7270,7217
7270,7224
7271,7193
7268,7286
7268,7285
7268,7284
7271,7191
7269,7253
8326,7259
7268,7283
7271,7190
7270,7221
7269,7259
7268,7289
7271,7196
7269,7257
7270,7226
7268,7287
7271,7194
7270,7232
7271,7201
7269,7263
7268,7294
7270,7231
7269,7261
7270,7230
7271,7198
7270,7229
7269,7260
7268,7298
7269,7267
7269,7266
7270,7235
7270,7234
7271,7203
7270,7233
7269,7264
7798,7249
7268,7295
7270,7239
7270,7238
7268,7300
7271,7207
7269,7268
7270,7237
7268,7299
7270,7244
7271,7212
7271,7211
7269,7273
7270,7242
7271,7210
7268,7303
7271,7217
7269,7279
7269,7278
7270,7247
7269,7277
7271,7215
7271,7221
7271,7220
7269,7282
8857,7201
7271,7219
7270,7249
7800,7203
7271,7224
7272,7193
7270,7254
7269,7284
7272,7198
7269,7291
7270,7259
7269,7290
3367,13562
7272,7202
4098,7291
9177,13684
7269,7295
8326,7297
7272,7201
7271,7232
7269,7294
7271,7231
7269,7293
7270,7261
4098,7295
7271,7237
7270,7267
9711,13511
8857,7217
7270,7266
7272,7203
4098,7294
8857,7219
7269,7303
7269,7302
7269,7300
7271,7245
7272,7213
7271,7244
7270,7275
7272,7212
7269,7305
7271,7242
7271,7249
7801,7203
7798,7295
7270,7279
7272,7216
7271,7246
7270,7277
7272,7215
7269,7308
7270,7284
7273,7191
7272,7222
7271,7252
7271,7251
7272,7220
7801,7211
7273,7193
7272,7224
7271,7255
7270,7286
7271,7254
7272,7223
7271,7261
7270,7291
7271,7259
8857,7242
7273,7196
7270,7295
7273,7201
7271,7263
7272,7232
7270,7294
7272,7231
7273,7207
7270,7300
7271,7268
8857,7249
7271,7267
7273,7205
7801,7220
7270,7303
7272,7240
12878,13679
7272,7245
7273,7212
7270,7305
7271,7281
7273,7218
7272,7249
7271,7280
7273,7217
7801,7232
7271,7278
7272,7254
7271,7284
7273,7220
7272,7251
7274,7189
4427,13531
7273,7231
7272,7262
7273,7230
7272,7261
7274,7198
7273,7235
12884,13522
7801,7249
7271,7295
7273,7233
7274,7201
7271,7301
11293,13684
7272,7267
7273,7243
7274,7212
7273,7242
7274,7210
7271,7303
7274,7215
7272,7276
7274,7213
12879,13679
7272,7281
7273,7249
7274,7217
7801,7270
7273,7253
7273,7252
7273,7259
10771,13511
7273,7257
11294,13684
7273,7256
7800,7303
7274,7232
7275,7201
7274,7231
7275,7198
7274,7235
7275,7203
7272,7295
7274,7239
7272,7301
7273,7269
7273,7268
7275,7206
8861,7201
7275,7211
7272,7304
13414,13511
7275,7215
7275,7220
7275,7219
7274,7249
7275,7218
7273,7286
7275,7224
7276,7192
7273,7284
7276,7198
7273,7290
8861,7217
11295,13684
8861,7219
7273,7295
7276,7201
7274,7262
7273,7292
8861,7215
7273,7299
8862,7193
7273,7298
7274,7266
7276,7203
7276,7210
7273,7303
7276,7209
7276,7208
8862,7191
7276,7207
7275,7238
7273,7300
8862,7192
7276,7214
8862,7201
7273,7306
10244,13511
7276,7212
7275,7243
8862,7203
7276,7211
7275,7249
7276,7218
7276,7217
8862,7198
7276,7215
7275,7246
7277,7191
7276,7222
8862,7210
7277,7189
7276,7220
7276,7219
7277,7194
7276,7225
7277,7193
7276,7224
7275,7254
10238,13703
7277,7192
8862,7217
7277,7198
8861,7249
7275,7259
8862,7219
7277,7196
7276,7227
7277,7203
7274,7295
7277,7201
8862,7215
4106,7198
7276,7231
7277,7200
4106,7203
7277,7207
7276,7235
7276,7242
7277,7211
7277,7210
7276,7241
7274,7303
7277,7209
7275,7270
7277,7208
7277,7215
4106,7212
7275,7276
7277,7214
7276,7245
7277,7213
4106,7209
7806,7198
7277,7212
7277,7219
7276,7250
7276,7249
8861,7261
7277,7217
7276,7247
7277,7216
7276,7253
7277,7222
7278,7191
7278,7190
7276,7252
7278,7189
7277,7220
7277,7227
7806,7212
7277,7226
7276,7257
7278,7194
7277,7225
7806,7210
7277,7224
7278,7200
7277,7231
8862,7249
7278,7199
7277,7230
7277,7229
7276,7260
7278,7198
7277,7228
7276,7259
7277,7235
7277,7234
7806,7219
7278,7203
7277,7233
7275,7295
7278,7201
7277,7232
7276,7263
7275,7294
7277,7239
7277,7238
7276,7268
7277,7237
7276,7267
7277,7236
7278,7212
7277,7242
7278,7211
7278,7210
7276,7272
7275,7303
7277,7240
7277,7247
8864,7203
7278,7215
9712,13684
8862,7267
7276,7275
7278,7220
11303,13511
7276,7282
8862,7261
7278,7219
7276,7281
7277,7249
10769,13683
10246,13511
7278,7224
7276,7286
7278,7223
7277,7254
4106,7249
7277,7253
7278,7221
7277,7259
7278,7226
8336,7203
7279,7201
7276,7294
7277,7263
7278,7231
7806,7247
4108,7198
7070,13679
7277,7262
7277,7261
7278,7230
7276,7291
7279,7198
7277,7260
7277,7267
8862,7277
7277,7266
7276,7297
7279,7203
7276,7295
8336,7211
7276,7302
7276,7301
7279,7208
7277,7270
7277,7269
7074,13562
12884,13679
7279,7207
7277,7268
7278,7237
4108,7210
7279,7212
4108,7207
7278,7242
7279,7211
7276,7303
7278,7247
7279,7215
7278,7246
7278,7245
4108,7212
8336,7215
10247,13511
7279,7221
7278,7251
7277,7282
7279,7220
4106,7277
7278,7249
8336,7218
7277,7287
5489,13562
7278,7256
5489,13563
7277,7286
7279,7224
7280,7193
7279,7223
7280,7191
7277,7284
7278,7260
7277,7291
7279,7229
7278,7259
8336,7224
8862,7302
7277,7289
7277,7295
7277,7294
7280,7201
4109,7196
8336,7237
7277,7293
7279,7231
7278,7261
7279,7230
7278,7268
4106,7295
7279,7237
7278,7267
7280,7204
8864,7249
4106,7293
7277,7297
7277,7303
7280,7210
7277,7302
7278,7271
8866,7198
7277,7301
7278,7269
7277,7300
7279,7243
7279,7242
7277,7304
8866,7196
7279,7249
4109,7212
7281,7191
8866,7201
7280,7221
8336,7249
4108,7247
7280,7220
7278,7287
7806,7303
7281,7194
8866,7215
7279,7261
7281,7198
7278,7291
7280,7228
7279,7259
7279,7265
7281,7203
4108,7261
7278,7295
6224,7201
7281,7201
7279,7263
7278,7294
8336,7270
7281,7200
7279,7269
8866,7217
7280,7237
7278,7299
7281,7205
8866,7219
7281,7211
1466,7249
7278,7303
10249,13511
7279,7270
7278,7301
7280,7239
8867,7201
6224,7212
7280,7250
8867,7206
7281,7218
6224,7217
7281,7217
7280,7248
7281,7223
8866,7233
7281,7222
7279,7284
7282,7191
7281,7220
6224,7219
8336,7291
7281,7227
8867,7215
7281,7224
7282,7193
7280,7255
8867,7217
7281,7231
7280,7261
7281,7230
8866,7242
7282,7198
7281,7229
7279,7291
8867,7212
6753,7212
7280,7265
7281,7234
7282,7203
7279,7295
7282,7201
7279,7294
7282,7208
7279,7301
8866,7249
8867,7218
8867,7219
7282,7206
7281,7237
7282,7205
7281,7236
7282,7212
7281,7242
7282,7211
8867,7231
7281,7241
7282,7210
7279,7303
7280,7271
7282,7216
7282,7215
8866,7259
12887,13679
7282,7213
7282,7220
7280,7281
7282,7219
6224,7249
7281,7249
7282,7218
14153,7212
7282,7217
7281,7248
7283,7193
7282,7223
7283,7191
7281,7253
7283,7190
7282,7221
7281,7259
412,7203
7282,7227
14153,7220
7283,7194
8867,7249
7283,7201
7280,7294
8867,7242
7282,7231
6224,7261
7281,7261
7281,7260
7280,7291
7282,7229
412,7211
8866,7285
7282,7235
4109,7292
7281,7265
7282,7234
7282,7233
7280,7295
7281,7271
7282,7238
7281,7268
10251,13511
412,7220
7282,7242
7281,7272
7280,7303
7283,7217
7282,7248
7283,7215
7282,7245
7281,7276
8867,7261
7284,7189
7281,7282
7281,7280
7282,7249
7284,7194
7284,7193
7284,7191
7282,7253
7284,7198
7281,7291
7282,7260
7282,7259
11303,13684
7282,7257
7284,7195
7283,7226
8869,7219
7281,7295
7284,7201
7281,7294
7284,7200
7284,7199
7281,7298
7281,7297
8867,7288
7281,7296
7284,7203
7281,7303
7284,7210
412,7249
7281,7301
7284,7208
7282,7269
7282,7276
7284,7214
7284,7212
7284,7211
7281,7304
7283,7249
7081,13511
7284,7217
11309,13511
7284,7216
14153,7264
7284,7215
7282,7277
13418,13679
7282,7284
7283,7252
7284,7220
7284,7219
7282,7281
7284,7225
7284,7224
7285,7193
7282,7286
7284,7223
7283,7261
7284,7230
7282,7292
7284,7229
7282,7291
8869,7249
7284,7228
7282,7290
7282,7296
7284,7234
7284,7233
7282,7295
7285,7201
7284,7232
7282,7294
7284,7231
8869,7247
7282,7300
7284,7238
7283,7268
14153,7295
7282,7298
7285,7204
7284,7235
7284,7242
7282,7304
7282,7303
7282,7302
7284,7246
7282,7308
7285,7212
14153,7301
7285,7219
7284,7249
8869,7261
7284,7248
7284,7254
7286,7191
7284,7253
7284,7252
7285,7224
7286,7193
7284,7261
11305,13684
8871,7219
7286,7198
7284,7259
7285,7228
7284,7266
7286,7203
7286,7202
7285,7232
7286,7201
3586,7215
7284,7263
8871,7217
7284,7270
7286,7208
7286,7207
7284,7269
3586,7217
7284,7268
7283,7299
7284,7267
7286,7212
7285,7242
7284,7273
7286,7211
7286,7210
7283,7303
7284,7271
7285,7246
7286,7215
7284,7277
7286,7214
7287,7189
7286,7220
7284,7282
7286,7219
7285,7250
7285,7249
7284,7279
7286,7217
7284,7286
8871,7242
7287,7191
7286,7222
7287,7190
7284,7290
7285,7257
7286,7226
7286,7225
7287,7194
7287,7201
7286,7232
3586,7242
7284,7294
7287,7200
7286,7231
7287,7199
7286,7229
7284,7291
8873,7191
7285,7267
8872,7215
7286,7235
7285,7266
8872,7217
7286,7233
7284,7295
8871,7249
3586,7249
7284,7301
8873,7198
7285,7268
7286,7237
7287,7213
7287,7212
8873,7193
7287,7211
7286,7242
7287,7210
7284,7303
9721,13684
7287,7216
7815,7232
7286,7247
7287,7215
7284,7308
8873,7206
7287,7221
10255,13511
4116,7217
7287,7220
8873,7201
7286,7250
7286,7249
7288,7194
7287,7224
7288,7193
7287,7223
8345,7198
7287,7222
8873,7215
7286,7259
8345,7193
7286,7257
7286,7264
7287,7232
7288,7201
7287,7230
7288,7206
7287,7237
7286,7268
7286,7267
8873,7217
8872,7249
7288,7203
8873,7219
7285,7303
8873,7228
8345,7212
7288,7208
11313,13511
7286,7270
8345,7215
7287,7245
7286,7276
7288,7212
7288,7211
7286,7273
7288,7218
7287,7249
8345,7220
8872,7267
7288,7217
4117,7212
7288,7215
7287,7246
7286,7277
3586,7294
7286,7284
4116,7249
8345,7217
7286,7282
7288,7219
8345,7219
10779,13684
7289,7193
7287,7261
7286,7292
7287,7259
8873,7242
7289,7196
7289,7203
7286,7295
7289,7201
7286,7294
9728,13511
7289,7206
7287,7268
8873,7249
7287,7267
9194,13683
7286,7297
7288,7242
7286,7304
7286,7303
8873,7261
7286,7302
7287,7277
7289,7215
7288,7244
7289,7212
7286,7305
7289,7219
4438,13679
7288,7249
7289,7217
7287,7278
4117,7250
8345,7249
7290,7196
7815,7303
7290,7193
7081,13679
7288,7261
3590,7212
7290,7198
7288,7259
8345,7259
13423,13679
6233,7203
7289,7234
7290,7203
7289,7232
7287,7294
7290,7201
10252,13684
7081,13686
6233,7206
7290,7212
7081,13691
7290,7210
6233,7215
7290,7215
7290,7214
12895,13679
7290,7220
7290,7219
7289,7249
7291,7193
7291,7191
7290,7228
7291,7196
7289,7257
8345,7294
9730,13511
1477,7206
7291,7201
7290,7232
7291,7200
7289,7261
7291,7198
8672,13538
7291,7203
7290,7233
8345,7303
7289,7268
4117,7303
7291,7212
8877,7201
7290,7242
4117,7300
7291,7211
7291,7210
7291,7217
5704,7261
7291,7216
7289,7277
7291,7215
7291,7214
7290,7245
7290,7252
7291,7220
7291,7219
6233,7249
7290,7250
7820,7203
7290,7256
7292,7193
7291,7224
7291,7223
7292,7191
7291,7222
7292,7198
7291,7229
8877,7217
7292,7196
7291,7227
7292,7195
7290,7257
7291,7233
7292,7201
7291,7232
7291,7231
7292,7199
7291,7230
8878,7193
7291,7235
7291,7234
7291,7241
7290,7269
8878,7201
7291,7244
7292,7212
7291,7242
7290,7273
7291,7249
7291,7248
7292,7217
7291,7247
7292,7215
7290,7284
13426,13679
7291,7253
1477,7261
7292,7220
7290,7282
7293,7189
8877,7242
7293,7194
7292,7230
7290,7292
8878,7217
7291,7260
7293,7198
8877,7249
7292,7228
7291,7259
8878,7219
13426,13686
7291,7265
7293,7203
7292,7233
7290,7295
7291,7264
7292,7232
7290,7294
7293,7201
7291,7263
8878,7215
7293,7200
7290,7293
7292,7231
7291,7269
7293,7207
7291,7267
7291,7266
7292,7242
7293,7211
7293,7210
7291,7270
7293,7215
9204,13511
7291,7277
7291,7276
7293,7214
7293,7212
7293,7219
7291,7281
7292,7249
7291,7280
8877,7261
7291,7279
7292,7247
7291,7278
7294,7192
7291,7284
7294,7191
7292,7252
7293,7220
7291,7282
7294,7196
7292,7257
7294,7195
7293,7226
7292,7256
7294,7194
7294,7193
7293,7224
7291,7293
7293,7231
7294,7200
8878,7249
7293,7230
7294,7198
7293,7229
7291,7297
7292,7266
7294,7204
7294,7203
7294,7202
7292,7264
7291,7295
7294,7201
10790,13511
7293,7232
7291,7294
8348,7303
7294,7208
7291,7300
7294,7207
7294,7205
8880,7198
7294,7212
7294,7211
7292,7273
7291,7304
7293,7242
3594,7224
7294,7210
7291,7303
7294,7209
7294,7216
7293,7247
7294,7215
7294,7214
7294,7213
7295,7189
7292,7282
7294,7220
8878,7261
7294,7219
7294,7218
7293,7249
8880,7201
9205,13511
7294,7217
