category_1,category_2
2012,12683
13111,12682
10997,12683
10997,12682
9940,12682
6769,12683
6769,12682
8883,12682
3598,12682
8883,12683
2541,12682
3598,12683
11526,12682
427,12683
10469,12683
10469,12682
8355,12683
5184,12683
4127,12682
2013,12682
4127,12683
9941,12682
13112,12683
8884,12682
9941,12683
10998,12683
13112,12682
3599,12683
8884,12683
3599,12682
428,12682
2542,12683
11527,12683
10470,12683
4128,12682
4128,12683
2014,12683
10999,12683
9942,12682
9942,12683
8885,12682
8885,12683
13113,12683
12056,12682
3600,12682
6771,12683
6771,12682
2543,12683
429,12682
10471,12683
11528,12683
9414,12682
9414,12683
6724,14148
3072,12682
958,12683
11000,12683
9943,12683
7829,12683
6772,12682
13114,12683
3601,12683
6772,12683
2544,12683
430,12683
8358,12682
9415,12683
8358,12683
12077,12077
5187,12682
6773,12683
5716,12682
6773,12682
13115,12683
5716,12683
431,12683
9416,12683
8359,12683
6245,12683
11530,12683
14126,14126
13116,12682
8888,12683
6774,12683
9945,12682
8888,12682
9945,12683
3603,12683
11531,12683
9417,12683
13117,12683
961,12682
11003,12683
6775,12683
6775,12682
5718,12682
7832,12683
433,12682
11532,12682
10475,12683
4133,12682
4133,12683
11532,12683
2019,12683
13118,12683
6776,12682
9947,12682
9947,12683
8890,12682
11004,12683
8890,12683
6776,12683
434,12683
9419,12683
12062,12682
963,12683
11005,12683
13119,12682
11005,12682
13119,12683
9948,12683
2549,12683
4663,12683
435,12683
10477,12683
11534,12683
6249,12683
9420,12683
8363,12683
5192,12683
14130,14130
13120,12683
11006,12683
6778,12683
6778,12682
3607,12683
2550,12682
3607,12682
436,12682
2550,12683
11535,12683
9421,12682
6250,12683
8893,12682
9950,12683
8893,12683
7836,12682
13121,12683
5722,12683
6779,12683
6779,12682
5722,12682
13074,14148
437,12683
11536,12683
5194,12683
6251,12683
6251,12682
2023,12683
11008,12683
9951,12683
13122,12682
3609,12683
3609,12682
6780,12683
1495,12682
438,12683
9423,12683
11537,12683
2024,12682
14133,14133
9952,12683
6781,12682
7838,12682
13123,12682
2553,12683
3610,12683
8367,12682
8367,12683
6253,12683
10481,12683
3082,12682
13124,12682
3082,12683
968,12682
8896,12683
12067,12683
5725,12682
11010,12682
12067,12682
6782,12683
13124,12683
6782,12682
9953,12682
11010,12683
9953,12683
1497,12682
1497,12683
440,12682
8368,12683
10482,12682
8368,12682
10482,12683
9425,12683
3083,12683
13125,12682
3083,12682
13125,12683
969,12682
4140,12683
969,12683
11011,12683
3612,12682
8897,12682
8897,12683
441,12682
9426,12683
8369,12683
13126,12683
13126,12682
8898,12682
11012,12683
9955,12683
8898,12683
6784,12683
442,12682
442,12683
9427,12683
11013,12683
13127,12682
6785,12683
6785,12682
9956,12683
3614,12682
8899,12682
8899,12683
3614,12683
443,12683
9428,12682
11542,12683
6257,12683
6257,12682
5200,12682
9428,12683
13128,12683
11014,12683
9957,12683
8900,12682
12090,12090
13128,12682
7843,12683
7843,12682
2558,12682
8900,12683
10486,12683
9429,12683
8372,12683
11015,12683
9958,12682
8901,12682
8901,12683
7844,12682
13129,12683
6787,12683
7844,12683
6787,12682
445,12682
445,12683
11544,12683
9430,12683
5202,12683
3088,12682
6259,12683
6259,12682
2031,12683
2031,12682
974,12682
3088,12683
8902,12682
8902,12683
6788,12682
13130,12683
4674,12683
2560,12682
5731,12682
3617,12683
6788,12683
1503,12682
1503,12683
10488,12683
9431,12683
11545,12683
10488,12682
5203,12682
3089,12683
975,12683
6789,12683
7846,12683
11017,12683
13131,12683
2561,12682
13132,12682
11018,12682
12094,12094
6790,12683
4676,12682
6790,12682
9961,12683
3619,12683
12604,12682
448,12683
10490,12682
10490,12683
9433,12683
13133,12682
12076,12682
977,12683
11019,12683
8905,12682
6791,12683
9962,12683
6791,12682
8905,12683
12605,12683
449,12682
449,12683
10491,12683
10491,12682
9434,12683
8377,12683
2035,12683
13134,12682
7849,12683
6792,12682
11020,12683
6792,12683
450,12682
11549,12683
9435,12682
10492,12683
9435,12683
8378,12683
2036,12682
979,12682
12078,12682
11021,12683
11021,12682
13135,12683
12097,12097
1508,12682
1508,12683
9436,12683
3094,12682
4151,12683
3094,12683
13136,12683
11022,12683
8908,12682
9965,12683
7851,12683
8908,12683
3623,12682
9437,12683
10494,12683
6266,12683
5209,12683
981,12683
8909,12682
9966,12683
8909,12683
13137,12682
6795,12683
6795,12682
453,12682
1510,12683
10495,12683
10495,12682
9438,12682
9438,12683
4153,12683
3096,12682
6267,12683
9967,12682
6796,12682
13138,12683
6796,12683
9439,12683
10496,12683
11553,12682
5211,12682
2040,12683
9968,12683
6797,12683
6797,12682
13139,12683
2569,12682
3626,12683
455,12683
10497,12683
11554,12683
13140,12682
984,12682
12083,12682
13140,12683
11026,12683
3627,12683
3627,12682
11555,12683
11555,12682
5213,12683
4156,12682
6270,12683
9441,12683
10498,12683
2042,12682
13141,12682
13141,12683
985,12683
2042,12683
12084,12683
9970,12683
8913,12682
8913,12683
1514,12682
11556,12682
457,12683
4157,12682
5214,12683
10499,12683
11556,12683
6271,12683
8385,12683
6271,12682
13142,12683
12085,12682
8914,12682
8914,12683
2572,12682
12614,12683
458,12682
12614,12682
12104,12104
9443,12682
4158,12683
9443,12683
8386,12683
4158,12682
13143,12682
9972,12682
6801,12683
8915,12682
9972,12683
3630,12682
8915,12683
3630,12683
1516,12682
10501,12683
9444,12683
8387,12682
2045,12683
988,12682
988,12683
12087,12682
13144,12683
9973,12683
8916,12682
6802,12683
6802,12682
8916,12683
460,12683
5217,12682
6274,12683
5217,12683
2046,12683
9974,12682
8917,12682
8917,12683
7860,12682
13145,12682
7860,12683
6803,12682
2575,12683
8389,12683
12617,12682
12617,12683
5218,12683
4161,12683
6275,12682
9975,12682
9975,12683
11032,12682
13146,12682
3633,12683
3633,12682
1519,12683
462,12683
9447,12683
12108,12108
12618,12682
9976,12683
7862,12683
7862,12682
13147,12683
9976,12682
463,12683
9448,12683
8391,12683
10505,12683
10505,12682
8920,12683
13148,12683
7863,12683
11034,12683
9977,12683
7863,12682
8920,12682
464,12682
10506,12682
11563,12683
11563,12682
4164,12682
10506,12683
9449,12683
13149,12682
4164,12683
993,12683
7864,12682
9978,12683
8921,12682
8921,12683
6807,12682
7864,12683
12621,12682
12621,12683
11564,12682
465,12683
10507,12682
9450,12683
8393,12682
5222,12682
13150,12683
2051,12682
994,12683
13150,12682
7865,12683
11036,12683
9979,12683
3637,12682
2580,12683
9451,12682
10508,12683
9451,12683
5223,12682
2052,12682
3109,12683
3109,12682
12094,12682
2052,12683
13151,12683
9980,12682
6809,12683
9980,12683
3638,12682
5752,12683
2581,12682
11566,12683
6281,12683
5224,12682
9452,12683
13125,13511
5224,12683
12095,12682
13152,12683
9981,12683
5753,12683
468,12683
6763,14148
9453,12682
9453,12683
4168,12682
6282,12683
2054,12682
11039,12683
9982,12683
8925,12683
13153,12683
12096,12682
5754,12683
3640,12682
6811,12683
3640,12683
469,12682
9454,12683
4169,12682
4169,12683
6283,12683
6283,12682
9983,12683
6812,12682
13154,12683
5755,12683
6812,12683
13107,14148
470,12683
8398,12682
9455,12683
10512,12683
8398,12683
6284,12682
10512,12682
11569,12683
4170,12683
5227,12682
999,12683
9984,12683
7870,12683
13155,12683
2585,12682
1528,12682
471,12682
9456,12683
8399,12683
6285,12683
6285,12682
5228,12682
12627,12682
12627,12683
9456,12682
13156,12682
4171,12683
8928,12683
11042,12682
13156,12683
9985,12683
11042,12683
8928,12682
12628,12682
2586,12683
8400,12683
6286,12683
12628,12683
8400,12682
9457,12683
13157,12682
13157,12683
1001,12682
12100,12682
2058,12683
11043,12683
11043,12682
7872,12683
4173,12682
11572,12683
4173,12683
10515,12682
9458,12683
6287,12683
3116,12682
6287,12682
2059,12683
13158,12682
7873,12683
13111,14148
9987,12682
11044,12683
3645,12683
3645,12682
1531,12683
2588,12683
9459,12682
4174,12683
9459,12683
2060,12683
13159,12682
6817,12683
7874,12683
5760,12682
7874,12682
2589,12683
12631,12682
11574,12683
6289,12683
3118,12682
8403,12682
9460,12683
8403,12683
4175,12682
4175,12683
3118,12683
11046,12682
11046,12683
9989,12683
8932,12682
12121,12121
13160,12682
4704,12682
3647,12683
8932,12683
3647,12682
1533,12683
11575,12683
10518,12682
9461,12682
8404,12682
5233,12682
4176,12682
5233,12683
6290,12682
4176,12683
1005,12682
9990,12682
9990,12683
8933,12682
8933,12683
7876,12682
13161,12683
12104,12682
7876,12683
5762,12682
1534,12683
477,12683
10519,12683
8405,12683
11576,12682
5234,12683
4177,12682
3120,12682
5234,12682
6291,12682
2063,12682
8934,12682
9991,12683
13162,12683
11048,12682
12105,12683
13162,12682
2592,12682
4706,12682
478,12683
9463,12683
11577,12683
5235,12683
3121,12682
9992,12683
7878,12683
7878,12682
13163,12682
9992,12682
9464,12683
6293,12683
10521,12683
13164,12682
2065,12682
8936,12683
5765,12683
12107,12682
11050,12683
8936,12682
9993,12683
3651,12682
1537,12682
1537,12683
11579,12683
5237,12682
6294,12683
9465,12682
9465,12683
3123,12683
13165,12682
1009,12682
1009,12683
5766,12683
9994,12683
2595,12683
5238,12683
4181,12682
11580,12683
3124,12683
12109,12683
13166,12682
9995,12683
8938,12682
482,12682
11581,12683
482,12683
4182,12683
10524,12683
8410,12682
3125,12683
8410,12683
4182,12682
6296,12683
11053,12683
13167,12682
13167,12683
2597,12682
1540,12682
10525,12683
9468,12682
11582,12683
6297,12682
9468,12683
4183,12682
2069,12683
4183,12683
13168,12683
8940,12682
11054,12683
13168,12682
5769,12683
7883,12682
8940,12683
2598,12683
484,12682
11583,12682
9469,12683
8412,12682
6298,12683
8412,12683
11055,12683
11055,12682
12112,12683
9998,12683
13169,12682
13169,12683
12112,12682
3656,12683
1542,12682
10527,12683
9470,12683
12641,12683
2071,12683
3128,12683
9999,12683
11056,12683
13170,12683
2600,12683
9471,12682
9471,12683
6300,12682
11585,12682
4186,12683
5243,12682
6300,12683
4186,12682
2072,12683
8943,12683
7886,12683
13171,12682
7886,12682
11057,12682
5772,12683
487,12683
9472,12683
8415,12682
12643,12682
12643,12683
4187,12682
4187,12683
1016,12682
1016,12683
11058,12682
10001,12682
13172,12683
11058,12683
10001,12683
12644,12682
4188,12682
11587,12682
10530,12683
3131,12683
13173,12683
4188,12683
11059,12683
12116,12683
8945,12682
10002,12683
6831,12683
8945,12683
12645,12682
12645,12683
489,12682
4189,12682
10531,12683
4189,12683
8417,12683
6303,12682
13174,12683
3132,12683
2075,12682
12117,12683
11060,12682
7889,12682
3661,12683
5775,12682
8946,12683
5775,12683
490,12682
2076,12682
3133,12683
6304,12683
12118,12682
2076,12683
13175,12683
5776,12682
2605,12682
5248,12682
9476,12683
4191,12683
10005,12682
11062,12683
8948,12682
13176,12682
7891,12683
3663,12683
2606,12682
8948,12683
8420,12682
10534,12683
12137,12137
6306,12683
1021,12682
1021,12683
8949,12682
10006,12683
8949,12683
7892,12682
13177,12682
13177,12683
7892,12683
10535,12683
11592,12683
10535,12682
9478,12683
8421,12683
12649,12682
12649,12683
4193,12683
10007,12683
7893,12683
7893,12682
13178,12682
4722,12683
5779,12682
1551,12683
10536,12683
9479,12683
6308,12682
12650,12683
5251,12682
6308,12683
10008,12683
12122,12682
7894,12683
11065,12683
13179,12683
10008,12682
4723,12683
8423,12682
8423,12683
6309,12683
6309,12682
5252,12682
10537,12683
13180,12682
5781,12682
6838,12683
6838,12682
11066,12683
11595,12683
5253,12682
4196,12682
13181,12682
2082,12683
1025,12683
11067,12683
5782,12683
8953,12682
10010,12683
8953,12683
2611,12683
12653,12683
497,12683
10539,12683
5254,12683
10539,12682
9482,12683
8425,12683
11068,12682
13182,12682
4726,12683
10011,12683
2612,12682
5783,12683
12654,12683
498,12682
2612,12683
11597,12683
4198,12683
8426,12683
5255,12682
6312,12683
3141,12682
5255,12683
4198,12682
11069,12683
13183,12682
13183,12683
11069,12682
6841,12683
13136,14148
3670,12682
2613,12683
3670,12683
12655,12683
11598,12683
6313,12683
8427,12683
2085,12683
4199,12682
4199,12683
1028,12683
13184,12683
3671,12683
3671,12682
2614,12683
12656,12683
10542,12683
9485,12683
8428,12683
11071,12683
10014,12682
13185,12683
6843,12683
2615,12683
10543,12682
9486,12682
9486,12683
4201,12682
4201,12683
2087,12683
1030,12682
10015,12683
13186,12683
6844,12682
7901,12683
7901,12682
6844,12683
9487,12682
10544,12683
8430,12683
12658,12683
11601,12683
3145,12682
6845,12683
11073,12683
13187,12682
11073,12682
2617,12682
3674,12683
503,12682
1560,12683
9488,12683
8431,12683
6317,12683
7374,12682
12659,12683
11602,12683
3146,12682
5260,12683
2089,12683
1032,12682
3146,12683
1032,12683
13188,12683
11074,12683
12660,12683
10546,12683
9489,12683
3147,12683
13189,12682
3147,12682
4204,12683
1033,12682
7904,12682
5790,12683
8961,12682
3676,12682
8961,12683
12661,12683
4205,12682
4205,12683
11604,12683
3148,12682
9490,12683
6319,12682
13190,12683
3148,12683
1034,12682
2091,12682
11076,12682
6848,12682
7905,12682
11076,12683
10019,12683
5791,12682
6848,12683
12662,12683
11605,12682
3149,12683
5263,12683
3149,12682
6320,12683
11077,12683
11077,12682
13191,12683
6849,12683
6849,12682
7906,12682
2621,12683
3678,12683
12663,12682
11606,12683
6321,12683
9492,12683
3150,12683
2093,12682
1036,12683
13192,12682
7907,12683
7907,12682
1565,12682
9493,12682
12664,12683
9493,12683
4208,12682
4208,12683
2094,12683
11079,12683
11079,12682
10022,12683
8965,12682
8965,12683
13193,12683
5794,12683
3680,12682
7908,12683
509,12682
509,12683
11608,12682
4209,12682
5266,12683
4209,12683
6323,12683
3152,12682
6323,12682
11080,12683
10023,12683
6852,12682
11080,12682
12137,12683
13194,12682
5795,12682
6852,12683
5795,12683
10552,12683
12666,12683
5267,12682
3153,12683
5267,12683
10024,12683
8967,12682
8967,12683
6853,12683
11081,12683
13195,12683
11081,12682
2625,12683
1568,12683
9496,12683
5268,12682
10553,12683
12667,12682
9496,12682
12667,12683
11610,12683
13196,12682
2097,12683
4211,12682
4211,12683
1040,12683
10025,12683
11082,12683
3683,12682
8440,12683
11611,12683
11611,12682
4212,12682
10554,12683
2098,12682
3155,12683
13197,12682
4212,12683
1041,12682
11083,12683
3684,12682
8969,12682
8969,12683
12669,12682
2627,12683
1570,12682
3684,12683
11612,12683
6327,12683
9498,12683
8441,12683
6327,12682
2099,12683
3156,12683
13198,12682
11084,12683
2628,12682
3685,12683
5799,12682
3685,12682
1571,12682
2628,12683
11613,12683
6328,12682
4214,12683
9499,12682
9499,12683
10556,12683
4214,12682
6328,12683
11085,12683
13199,12682
11085,12682
6857,12683
10028,12683
2629,12683
2629,12682
10557,12683
9500,12682
9500,12683
4215,12682
4215,12683
1044,12683
13200,12683
10029,12683
8972,12682
5801,12682
6858,12682
3687,12683
8972,12683
3687,12682
10558,12683
9501,12683
5273,12682
11087,12683
10030,12682
10030,12683
13201,12682
6859,12683
2631,12682
3688,12683
517,12682
517,12683
10559,12683
10559,12682
9502,12683
8445,12683
4217,12682
4217,12683
1046,12683
13202,12682
4746,12682
3689,12682
518,12682
9503,12683
10560,12683
11617,12682
4218,12683
1047,12682
2104,12683
1047,12683
8975,12682
10032,12683
8975,12683
12146,12682
6861,12682
11089,12683
11089,12682
13203,12683
4747,12682
9504,12682
4219,12682
5276,12683
2105,12682
4219,12683
1048,12682
8976,12683
12147,12683
6862,12683
6862,12682
13204,12683
8976,12682
11090,12683
8448,12683
6334,12683
6334,12682
9505,12682
8448,12682
10562,12683
9505,12683
13205,12683
4220,12683
2106,12683
11091,12683
3692,12682
8977,12682
6863,12683
10034,12683
2635,12683
12677,12682
3692,12683
2635,12682
521,12683
10563,12683
4221,12682
4221,12683
6335,12683
2107,12683
13206,12683
12149,12683
6864,12682
7921,12683
10035,12683
5807,12682
3693,12682
6864,12683
5807,12683
2636,12683
4222,12683
9507,12683
4222,12682
12150,12682
11093,12683
10036,12682
13207,12683
10036,12683
2637,12683
10565,12683
10565,12682
9508,12682
11622,12683
6337,12682
9508,12683
5280,12683
1052,12682
12151,12683
10037,12682
13208,12683
10037,12683
8980,12682
8980,12683
524,12682
524,12683
10566,12682
6338,12682
8452,12683
2110,12683
11095,12683
11095,12682
12152,12683
10038,12683
13209,12682
13209,12683
4753,12682
1582,12682
11624,12683
12681,12682
12681,12683
10039,12683
11096,12683
13210,12683
7925,12682
12153,12683
11096,12682
13210,12682
5811,12682
6868,12683
5811,12683
3697,12682
9511,12683
4226,12683
5283,12682
4226,12682
1055,12682
1055,12683
10040,12683
5812,12682
13211,12682
12154,12683
10040,12682
3698,12683
527,12682
9512,12683
6341,12683
9512,12682
13212,12682
4227,12682
1056,12682
8984,12683
12155,12683
5813,12682
12155,12682
10041,12682
8984,12682
11098,12683
1585,12682
2642,12683
11627,12683
6342,12683
12684,12683
6342,12682
10570,12683
9513,12683
13213,12682
1057,12682
12156,12682
2114,12683
5814,12683
10042,12682
11099,12682
12685,12682
12685,12683
3700,12683
529,12683
10571,12683
4229,12683
9514,12682
6343,12683
6343,12682
13214,12683
12157,12682
11100,12683
3701,12683
6872,12683
4758,12682
12686,12683
11629,12683
4230,12683
9515,12683
5287,12682
4230,12682
12158,12682
2116,12683
11101,12683
13215,12683
12158,12683
10044,12682
8987,12682
8987,12683
2645,12683
5816,12683
3702,12683
10573,12683
12687,12682
11048,14342
12687,12683
10573,12682
11630,12683
6345,12682
9516,12683
8459,12682
8459,12683
4231,12682
5288,12683
11102,12682
12159,12683
12159,12682
10045,12683
11102,12683
13216,12682
7931,12682
12688,12683
10574,12683
6346,12683
3175,12683
1061,12682
1061,12683
8989,12682
10046,12683
8989,12683
13217,12683
6875,12683
6875,12682
3704,12683
11632,12683
12689,12682
3176,12682
3176,12683
8990,12683
11104,12682
12161,12683
13218,12682
3705,12683
5819,12683
3705,12682
9519,12683
10576,12683
8462,12683
12690,12683
12690,12682
2120,12682
10048,12683
6877,12683
12162,12682
13219,12682
3706,12682
3706,12683
535,12682
535,12683
9520,12683
12691,12683
9520,12682
13220,12682
2121,12683
3178,12683
8992,12683
12163,12682
4764,12682
10049,12682
8992,12682
10049,12683
11106,12683
12692,12682
1593,12682
536,12683
5293,12683
13221,12682
13221,12683
12164,12682
12164,12683
6879,12683
8993,12682
6879,12682
12693,12682
2651,12682
12693,12683
537,12682
11636,12683
4237,12683
9522,12683
6351,12683
13222,12683
2123,12682
1066,12683
12165,12682
8994,12682
11108,12683
8994,12683
12694,12683
538,12682
12694,12682
4238,12683
9523,12683
10580,12683
3181,12683
3181,12682
5295,12683
4238,12682
12166,12682
2124,12683
13223,12682
12166,12683
6881,12683
7938,12683
7938,12682
1596,12682
1596,12683
12695,12682
10581,12683
11638,12683
9524,12682
6353,12683
5296,12682
6353,12682
9524,12683
4239,12682
4239,12683
12167,12683
11,12682
13224,12683
10053,12683
13177,14148
3711,12683
3711,12682
2654,12683
540,12683
11639,12683
11639,12682
12696,12683
9525,12683
4240,12683
12,12682
11111,12683
12168,12683
8997,12682
10054,12683
8997,12683
7940,12682
8421,14148
13225,12683
12168,12682
3712,12683
10583,12683
9526,12683
12697,12683
4241,12683
6355,12683
3184,12682
6355,12682
2127,12683
3184,12683
1070,12682
7941,12683
11112,12682
13226,12682
1599,12683
10584,12683
9527,12683
12698,12683
11641,12683
2128,12682
6356,12683
3185,12682
1071,12683
10056,12683
12170,12682
5828,12682
13227,12683
543,12682
543,12683
9528,12683
10585,12683
12699,12683
9528,12682
3186,12682
13228,12682
2129,12683
2129,12682
3186,12683
5829,12683
6886,12683
6886,12682
7943,12683
10057,12683
12700,12682
544,12682
2658,12683
544,12683
8472,12683
11643,12683
4244,12682
6358,12683
12700,12683
6358,12682
8472,12682
10586,12683
13229,12682
3187,12682
12172,12682
4244,12683
2130,12683
5830,12683
12172,12683
10058,12682
9001,12682
6887,12683
10058,12683
9001,12683
7944,12683
5830,12682
12701,12682
12701,12683
3716,12683
11644,12682
10587,12683
11644,12683
6359,12683
8473,12683
11116,12682
1074,12683
13230,12682
10059,12683
11116,12683
9002,12683
6888,12683
1603,12682
2660,12683
12702,12682
2132,12683
13231,12682
12174,12683
5832,12682
9003,12682
10060,12683
9003,12683
2661,12683
2661,12682
547,12682
547,12683
12703,12682
10589,12683
6361,12683
8475,12682
3190,12682
4247,12682
4247,12683
9004,12682
10061,12683
11118,12683
13232,12682
5833,12682
5833,12683
6890,12683
9004,12683
4776,12683
12704,12683
9533,12683
8476,12682
12704,12682
2134,12682
1077,12683
12176,12683
7948,12682
13233,12683
12176,12682
6891,12683
6891,12682
7948,12683
549,12682
549,12683
10591,12683
11648,12683
13239,12517
8477,12682
8477,12683
12705,12682
12705,12683
5306,12683
4249,12682
3192,12682
5306,12682
3192,12683
11120,12683
13239,12529
12177,12683
12177,12682
13234,12682
3721,12683
3721,12682
10592,12683
8478,12682
12706,12683
11649,12683
10592,12682
11649,12682
12706,12682
1079,12682
1079,12683
22,12682
10064,12683
6893,12683
6893,12682
13235,12682
11121,12683
13235,12683
10064,12682
2665,12683
3722,12683
551,12682
6365,12683
10593,12683
12707,12683
11650,12683
13236,12682
4251,12682
4251,12683
9008,12683
11122,12682
5837,12682
12179,12683
12179,12682
5837,12683
6894,12683
7951,12682
11122,12683
9008,12682
10065,12683
3723,12683
12708,12682
3723,12682
552,12682
1609,12683
552,12683
8480,12683
11651,12683
9537,12683
8480,12682
3195,12683
13237,12683
12180,12682
4252,12683
11123,12683
12180,12683
10066,12683
12709,12683
1610,12683
553,12682
553,12683
4253,12682
4253,12683
8481,12683
13238,12683
11124,12682
12181,12683
10067,12683
9010,12682
11124,12683
3725,12682
12710,12683
554,12682
554,12683
10596,12683
9539,12683
5311,12682
3197,12683
6368,12683
2140,12683
11125,12683
12182,12683
13239,12683
7954,12683
9011,12683
2669,12682
555,12682
555,12683
10597,12683
12711,12683
11654,12683
8483,12682
8483,12683
4255,12683
12183,12683
1084,12683
27,12682
13240,12683
7955,12683
3727,12683
2670,12682
3727,12682
556,12682
556,12683
9541,12683
12712,12682
3199,12682
4256,12683
11127,12683
12184,12683
10070,12682
10070,12683
13241,12683
12184,12682
6899,12683
3728,12682
3728,12683
557,12682
1614,12683
557,12683
8485,12682
12713,12683
6371,12683
1086,12682
29,12682
13242,12683
7957,12683
7957,12682
12185,12683
3729,12683
3729,12682
558,12683
9543,12682
8486,12682
10600,12683
8486,12683
12714,12683
10600,12682
4258,12683
4258,12682
5315,12683
10072,12683
5844,12682
13243,12682
13243,12683
10072,12682
559,12682
559,12683
8487,12682
9544,12683
8487,12683
10601,12683
12715,12682
12715,12683
4259,12682
4259,12683
12187,12683
5845,12682
11130,12682
12187,12682
6902,12683
4788,12682
5845,12683
6902,12682
13244,12683
12716,12682
1617,12683
8488,12683
10016,14469
13218,13509
12716,12683
8488,12682
9545,12683
13245,12682
13245,12683
7960,12682
12188,12683
3732,12682
7960,12683
12717,12682
12717,12683
561,12682
561,12683
10603,12683
5318,12683
4261,12682
4261,12683
9546,12683
8489,12683
5318,12682
13246,12683
12189,12682
6904,12682
10075,12683
11132,12683
2676,12682
5847,12682
4790,12682
5847,12683
6904,12683
12718,12683
1619,12683
2676,12683
11661,12683
10604,12682
12718,12682
9547,12683
8490,12682
3205,12683
12190,12682
34,12682
11133,12683
12190,12683
13247,12683
6905,12683
3734,12682
9019,12682
9019,12683
3734,12683
563,12682
12719,12682
11662,12683
12719,12683
6377,12682
3206,12682
8491,12683
3206,12683
12718,12718
12191,12683
12191,12682
9020,12682
13248,12682
6906,12683
6906,12682
7963,12682
2678,12682
9020,12683
3735,12683
1621,12683
9549,12682
9549,12683
8492,12682
10606,12683
12720,12682
2150,12683
12192,12683
7964,12682
13249,12683
6907,12683
3736,12682
6907,12682
2679,12683
3736,12683
10607,12683
11664,12683
8493,12683
12721,12682
11664,12682
3208,12682
1094,12683
11136,12683
10079,12683
7965,12683
12193,12683
13250,12682
2680,12682
6908,12683
3737,12682
2680,12683
9551,12682
10608,12683
9551,12683
8494,12682
12722,12682
5323,12683
38,12682
2152,12683
10080,12683
6909,12683
12194,12682
5852,12682
11137,12683
13251,12682
11137,12682
10080,12682
12194,12683
4795,12683
13204,14148
8495,12682
8495,12683
12723,12682
5853,12683
7967,12683
13252,12683
10081,12683
2682,12682
12724,12682
2682,12683
8496,12683
13199,14345
10610,12683
8496,12682
13253,12682
1097,12682
7968,12682
4797,12682
11139,12683
5854,12683
6911,12683
10082,12683
3740,12682
5854,12682
7968,12683
12725,12683
2683,12682
1626,12682
3740,12683
569,12682
4269,12682
10611,12683
9554,12683
2155,12683
3212,12683
13254,12682
6912,12682
7969,12682
5855,12682
6912,12683
5855,12683
12726,12683
11669,12683
10612,12682
12726,12682
4270,12683
10612,12683
8498,12682
4270,12682
11141,12683
13255,12682
13255,12683
9027,12682
5856,12683
12727,12683
11670,12683
8499,12683
13256,12682
5857,12682
7971,12683
7971,12682
3743,12683
11671,12683
572,12683
11671,12682
9557,12683
10614,12683
8500,12682
12728,12682
6386,12683
11143,12683
10086,12683
9029,12682
9029,12683
13257,12683
2687,12683
10615,12683
11672,12683
12729,12683
4273,12682
5330,12683
4273,12683
5330,12682
10087,12683
13258,12683
2688,12682
1631,12682
2688,12683
12154,14148
8502,12683
12730,12683
12730,12682
6388,12683
3217,12682
4274,12682
2160,12683
10088,12683
11145,12683
13259,12682
13259,12683
4803,12682
5860,12683
1632,12683
9560,12683
8503,12682
8503,12683
12731,12682
10617,12683
12731,12683
9560,12682
3218,12682
13260,12682
5332,12683
4275,12682
1104,12682
3218,12683
4275,12683
1104,12683
12203,12682
11146,12683
2690,12683
8504,12683
5333,12682
11675,12683
12732,12683
8504,12682
9561,12683
13261,12682
1105,12682
1105,12683
11147,12683
11147,12682
6919,12683
12733,12683
577,12683
12157,14148
5334,12683
10619,12683
9562,12683
8505,12683
2163,12682
3220,12683
1106,12682
13262,12682
6920,12682
13215,14148
9034,12682
10091,12683
11148,12683
3749,12683
9034,12683
6920,12683
3749,12682
12734,12683
4278,12683
9563,12682
8506,12682
8506,12683
3221,12683
5335,12683
4278,12682
11149,12683
13263,12682
11149,12682
6921,12683
6921,12682
12159,14148
9035,12682
9035,12683
2693,12683
12735,12682
10621,12683
12735,12683
9564,12683
8507,12682
3222,12682
8507,12683
4279,12682
5336,12683
4279,12683
1108,12682
3222,12683
10093,12683
9036,12682
13264,12682
6922,12683
4808,12682
9036,12683
3751,12683
3751,12682
1637,12683
11679,12683
12736,12683
9565,12683
8508,12682
4280,12682
8508,12683
1109,12682
52,12682
1109,12683
11151,12683
11151,12682
9037,12682
10094,12683
9037,12683
7980,12682
13265,12682
7980,12683
5866,12682
3752,12683
1638,12683
581,12682
10623,12683
11680,12683
10623,12682
9566,12683
8509,12682
8509,12683
12737,12682
12737,12683
5338,12683
4281,12683
11152,12683
10095,12683
11152,12682
13266,12682
6924,12683
13219,14148
582,12682
2696,12683
12162,14148
9567,12683
8510,12682
8510,12683
11681,12683
12738,12682
4282,12683
4282,12682
6925,12683
11153,12683
13267,12683
2697,12683
3754,12683
8511,12682
9568,12683
8511,12683
5340,12682
12739,12682
12739,12683
10625,12682
13268,12682
4283,12682
2169,12682
4283,12683
9040,12683
10097,12682
13268,12683
10097,12683
11154,12683
9040,12682
3755,12683
2698,12683
12164,14148
12713,13512
8512,12683
11683,12683
6398,12683
12740,12683
9569,12682
8512,12682
9569,12683
13269,12683
1113,12683
5870,12683
11155,12683
3756,12682
7984,12683
12741,12682
3756,12683
12741,12683
1642,12683
3228,12682
8513,12682
9570,12683
8513,12683
13270,12683
3228,12683
11156,12682
13270,12682
4814,12683
11156,12683
3757,12683
5871,12682
3757,12682
6928,12683
5871,12683
12742,12683
2700,12683
586,12683
10628,12682
10628,12683
8514,12682
