people_with_this_profession_1,people_with_this_profession_2
12200,3875
12200,3878
12216,3382
12195,4032
12210,3567
12211,3536
12200,3872
12202,3809
12205,3716
12204,3750
12205,3719
12218,3315
12210,3574
12195,4039
12195,4038
12205,3731
12218,3327
12205,3730
12202,3823
12203,3792
12212,3508
12200,3880
12218,3321
12201,3848
12200,3879
12202,3820
12201,3850
12196,4005
12202,3819
12195,4036
12200,3892
12195,4047
12215,3426
12201,3860
12207,3674
12210,3581
12196,4018
12211,3553
12217,3367
12200,3894
12206,3708
12218,3335
12205,3738
12213,3490
12202,3831
12208,3645
12200,3893
12196,4012
12202,3826
12200,3888
12195,4042
12196,4011
12217,3363
12200,3890
12196,4014
12200,3889
12195,4044
12217,3362
12199,3931
12217,3373
12211,3558
12214,3465
12196,4026
12200,3902
12202,3840
12205,3747
12203,3809
12202,3839
12206,3715
12196,4025
12195,4056
12202,3834
12205,3741
12195,4051
12218,3337
12201,3867
12200,3898
12211,3557
12207,3681
12214,3463
12196,4021
12216,3412
12211,3567
12201,3877
12200,3908
12200,3907
12211,3566
12202,3848
12205,3754
12210,3599
12200,3909
12195,4064
12199,3940
12200,3904
12205,3748
12202,3844
12218,3348
12201,3875
12200,3906
12209,3626
12218,3347
12200,3916
12219,3326
12199,3946
12211,3574
12210,3608
12200,3917
12214,3478
12200,3912
12211,3571
12218,3353
12200,3911
12201,3880
12217,3384
12211,3573
12218,3356
12200,3914
12200,3913
12202,3851
12218,3355
12210,3614
12195,4078
12212,3551
12216,3427
12205,3768
12200,3923
12219,3334
12200,3926
12195,4081
12210,3610
12200,3920
12210,3609
12218,3361
12214,3485
12200,3919
12202,3860
12205,3767
12200,3922
12200,3921
12205,3766
12200,3932
12202,3870
12196,4055
12195,4086
12308,586
12195,4089
12218,3376
12201,3902
12218,3375
12211,3586
12207,3710
12195,4085
12218,3372
12219,3341
12196,4053
12195,4084
12202,3867
12210,3630
12216,3444
12195,4095
12205,3785
12196,4064
12205,3784
12203,3846
12196,4063
12211,3601
12205,3786
12196,4060
12208,3688
12200,3935
12218,3377
12211,3594
12217,3408
12208,3690
12202,3876
12196,4062
12292,1086
12216,3441
12195,4092
12198,3999
12200,3937
12211,3596
12210,3638
12201,3917
12196,4072
12200,3948
12205,3792
12206,3761
12213,3547
12211,3609
12205,3795
12218,3386
12200,3943
12203,3850
12202,3881
12218,3385
12196,4070
12200,3946
12219,3357
12205,3791
12195,4100
12210,3646
12202,3894
12200,3956
12219,3366
12210,3645
12211,3614
12214,3521
12200,3955
12200,3958
12208,3710
12196,4081
12218,3394
12205,3797
12200,3952
12195,4107
12218,3393
12211,3610
12210,3641
12202,3889
12200,3954
12205,3799
12217,3427
12202,3892
12210,3643
12196,4077
12217,3426
12218,3395
12195,4119
12218,3408
12196,4090
12195,4121
12216,3470
12196,4089
12218,3407
12211,3624
12200,3965
12196,4084
12211,3619
12218,3402
12208,3712
12197,4053
12215,3494
12218,3401
12200,3962
12205,3807
12199,3992
12200,3961
12195,4127
12216,3476
12211,3630
12216,3475
12217,3444
12196,4098
12200,3974
12203,3880
12200,3973
12208,3725
12205,3818
12211,3627
12200,3968
12196,4092
12213,3564
12200,3967
12195,4125
12206,3784
12196,4094
12203,3877
12205,3814
12196,4093
12200,3969
12195,4124
12218,3411
12195,4135
12204,3856
12211,3638
12218,3421
12196,4106
12205,3827
12200,3982
12195,4137
12195,4136
12216,3485
12205,3826
12211,3640
12200,3981
12210,3671
12196,4100
12210,3666
12204,3852
12205,3820
12195,4130
12214,3541
12200,3975
12202,3913
12200,3978
12218,3420
12205,3822
12286,1311
12213,3574
12211,3647
12218,3430
12200,3988
12211,3646
12201,3956
12214,3553
12205,3835
12200,3989
12196,4113
12205,3834
12195,4144
12218,3431
12195,4139
12200,3984
12196,4108
12216,3487
12202,3921
12204,3862
12203,3893
12211,3645
12218,3428
12195,4140
12196,4109
12219,3396
12200,3996
12196,4120
12210,3686
12202,3936
12205,3843
12200,3997
12210,3687
12218,3439
12202,3930
12226,3186
12199,4023
12196,4116
12195,4146
12217,3464
12200,3991
12195,4149
12200,3994
12202,3931
12206,3807
12196,4117
12195,4159
12196,4128
12199,4035
12200,4003
12213,3600
12205,3848
12202,3941
12199,4034
12217,3476
12205,3851
12195,4161
12202,3944
12195,4160
12205,3850
12200,4005
12216,3509
12195,4154
12210,3689
12195,4157
12218,3444
12213,3599
12205,3847
12200,4002
12204,3878
12209,3722
12219,3412
12205,3846
12220,3381
12200,4012
12199,4043
12211,3671
12218,3454
12195,4166
12200,4011
12218,3453
12210,3701
12196,4138
12213,3611
12210,3704
12208,3766
12218,3455
12227,3176
12211,3667
12200,4008
12202,3946
12225,3233
12205,3853
12195,4163
12214,3574
12203,3915
12203,3914
12211,3666
12224,3263
12195,4162
12205,3852
12208,3762
12218,3452
12212,3638
12196,4133
12200,4009
12218,3451
12216,3513
12199,4051
12218,3462
12218,3461
12216,3523
12215,3557
12205,3867
12217,3494
12213,3618
12210,3711
12200,4016
12215,3551
12210,3706
12226,3209
12205,3860
12211,3674
12200,4015
12210,3705
12213,3612
12208,3767
12204,3891
12228,3147
12218,3460
12200,4018
12226,3212
12212,3645
12214,3594
12200,4028
12202,3966
12211,3687
12218,3469
12218,3472
12195,4185
12200,4030
12205,3875
12195,4184
12211,3683
12203,3931
12196,4148
12200,4023
12199,4054
12200,4026
12210,3715
12200,4025
12199,4056
12201,3994
12195,4180
12205,3881
12195,4191
12217,3509
12205,3880
12217,3508
12210,3725
12216,3539
12210,3728
12209,3759
12200,4038
12218,3480
12202,3975
12203,3944
12210,3727
12200,4037
12204,3913
12230,3107
12285,1397
12200,4032
12215,3567
12205,3877
12195,4186
12200,4031
12197,4127
12210,3723
12211,3692
12200,4033
12201,4002
12205,3889
12200,4044
12216,3548
12211,3702
12202,3981
12200,4043
12212,3671
12218,3488
12216,3550
12210,3736
12202,3978
12196,4164
12200,4039
12210,3729
12201,4008
12200,4042
12211,3701
12196,4176
12211,3711
12204,3928
12202,3989
12200,4051
12196,4175
12204,3927
12218,3496
12200,4053
12216,3557
12195,4203
12230,3118
12211,3706
12195,4202
12205,3892
12196,4174
12218,3492
12217,3523
12200,4050
12216,3554
12210,3740
12195,4205
12196,4173
12205,3894
12216,3553
12218,3491
12203,3967
12195,4215
12223,3346
12217,3532
12218,3501
12196,4183
12200,4059
12196,4186
12205,3907
12200,4062
12203,3963
12211,3715
12210,3746
12200,4056
12202,3993
12195,4210
12195,4213
12200,4058
12200,4057
12203,3964
12205,3902
12202,3995
12203,3975
12200,4068
12200,4067
12205,3915
12216,3574
12211,3729
12220,3450
12210,3759
12199,4100
12200,4069
12216,3573
12205,3914
12211,3728
12202,4002
12210,3754
12195,4219
12200,4064
12216,3567
12203,3970
12206,3877
12211,3725
12206,3880
12200,4066
12205,3911
12205,3910
12199,4096
12214,3631
12195,4220
12210,3755
12195,4231
12205,3921
12214,3641
12210,3765
12196,4199
12210,3768
12217,3551
12195,4233
12212,3706
12211,3736
12200,4077
12195,4232
12196,4201
12212,3705
12222,3390
12195,4227
12205,3917
12200,4072
12202,4009
12217,3544
12200,4071
12201,4043
12203,3981
12200,4074
12218,3516
12196,4198
12196,4197
12195,4228
12218,3515
12222,3391
12200,4084
12196,4208
12203,3991
12205,3929
12217,3557
12200,4083
12203,3990
12200,4086
12218,3528
12210,3776
12205,3931
12202,4023
12218,3527
12195,4240
12205,3930
12200,4080
12218,3522
12196,4204
12195,4234
12200,4079
12202,4020
12210,3772
12216,3586
12195,4237
12200,4082
12196,4205
12205,3926
12214,3647
12200,4081
12200,4092
12213,3689
12203,3999
12205,3936
12218,3533
12196,4215
12200,4091
12205,3939
12200,4094
12205,3938
12217,3566
12199,4119
12210,3777
12213,3684
12218,3532
12196,4214
12211,3749
12210,3780
12200,4089
12202,4027
12195,4255
12200,4100
12202,4038
12211,3759
12226,3293
12205,3944
12195,4257
12204,3978
12200,4102
12202,4039
12211,3760
12200,4101
12217,3574
12196,4220
12213,3693
12205,3941
12200,4096
12202,4034
12218,3538
12195,4250
12216,3599
12196,4219
12211,3757
12196,4222
12200,4098
12205,3943
12211,3756
12203,4004
12202,4035
12214,3674
12202,4048
12218,3552
12285,1475
12195,4264
12200,4109
12210,3794
12200,4104
12202,4042
12204,3979
12206,3917
12199,4134
12200,4103
12202,4044
12200,4106
12211,3765
12195,4260
12200,4105
12199,4136
12202,4043
12202,4054
12200,4116
12200,4115
12203,4022
12211,3777
12205,3963
12218,3560
12214,3684
12202,4056
12208,3869
12217,3590
12211,3776
12200,4112
12204,3988
12205,3956
12210,3801
12207,3894
12195,4266
12200,4114
12218,3555
12210,3803
12217,3586
12200,4113
12202,4051
12196,4237
12203,4020
12205,3958
12200,4124
12196,4248
12300,1024
12199,4154
12216,3627
12210,3813
12217,3596
12216,3630
12202,4064
12218,3568
12226,3319
12205,3970
12195,4275
12196,4244
12218,3562
12205,3964
12218,3564
12195,4277
12210,3812
12226,3316
12199,4152
12195,4276
12205,3966
12218,3563
12195,4287
12203,4038
12195,4286
12218,3576
12216,3638
12292,1281
12200,4133
12199,4159
12195,4283
12218,3570
12217,3601
12196,4251
12195,4282
12218,3569
12200,4130
12218,3571
12202,4078
12203,4047
12218,3582
12200,4140
12220,3522
12218,3584
12219,3553
12200,4141
12195,4296
12216,3645
12209,3862
12200,4136
12205,3981
12203,4043
12216,3640
12211,3794
12200,4138
12195,4293
12203,4045
12210,3827
12201,4106
12205,3993
12195,4303
12210,3838
12210,3837
12211,3806
12200,4147
12205,3992
12195,4302
12219,3558
12217,3620
12200,4150
12205,3994
12218,3591
12227,3312
12214,3715
12212,3777
12208,3896
12211,3803
12196,4268
12205,3989
12213,3740
12202,4081
12216,3647
12195,4301
12219,3557
12205,3991
12202,4084
12205,3990
12195,4311
12207,3939
12210,3845
12196,4279
12218,3597
12196,4282
12195,4313
12205,4002
12200,4157
12218,3599
12203,4064
12196,4281
12212,3780
12218,3594
12199,4183
12202,4089
12210,3841
12211,3813
12195,4309
12217,3627
12218,3596
12205,3999
12200,4154
12217,3626
12211,3812
12199,4195
12218,3606
12210,3854
12202,4102
12218,3605
12202,4101
12196,4290
12200,4166
12211,3825
12195,4320
12207,3943
12195,4315
12205,4004
12218,3604
12216,3666
12202,4100
12200,4161
12216,3665
12217,3645
12210,3862
12218,3613
12200,4171
12210,3861
12195,4329
12211,3833
12214,3740
12200,4174
12217,3647
12218,3615
12208,3925
12198,4235
12196,4297
12211,3827
12195,4322
12217,3640
12201,4136
12216,3671
12200,4170
12195,4325
12218,3612
12200,4169
12195,4324
12210,3859
12200,4180
12210,3870
12215,3715
12218,3622
12216,3683
12205,4024
12199,4210
12206,3993
12200,4182
12196,4306
12233,3159
12211,3841
12205,4027
12200,4181
12196,4300
12203,4083
12200,4176
12205,4021
12195,4330
12200,4175
12205,4020
12199,4206
12205,4023
12211,3837
12200,4178
12210,3868
12205,4022
12206,3991
12214,3754
12218,3629
12208,3939
12196,4311
12207,3970
12222,3505
12205,4035
12205,4034
12200,4189
12218,3631
12202,4127
12211,3848
12253,2541
12218,3625
12216,3687
12200,4183
12203,4090
12222,3504
12214,3752
12200,4186
12200,4185
12229,3286
12210,3886
12219,3607
12211,3854
12200,4195
12203,4102
12210,3885
12205,4043
12216,3702
12219,3609
12217,3671
12210,3888
12218,3639
12200,4197
12205,4042
12216,3701
12202,4135
12202,4130
12203,4099
12200,4191
12200,4194
12210,3884
12218,3636
12200,4193
12210,3883
12205,4038
12202,4131
12211,3863
12213,3801
12211,3862
12205,4048
12200,4203
12200,4206
12210,3896
12202,4144
12218,3648
12219,3617
12211,3865
12208,3958
12205,4051
12200,4205
12210,3895
12200,4200
12205,4045
12216,3704
12211,3859
12218,3641
12219,3610
12196,4323
12227,3362
12205,4044
12216,3706
12200,4202
12211,3861
12216,3705
12218,3643
12202,4139
12205,4046
12199,4232
12203,4119
12226,3406
12202,4150
12205,4056
12225,3436
12202,4149
12218,3653
12201,4183
12200,4214
12212,3841
12210,3898
12210,3897
12202,4145
12210,3900
12205,4054
12200,4220
12234,3166
12218,3662
12218,3661
12202,4157
12210,3909
12208,3971
12219,3630
12220,3599
12233,3199
12201,4191
12216,3725
12205,4066
12202,4159
12209,3942
12202,4154
12211,3875
12218,3658
12210,3906
12200,4215
12229,3316
12211,3877
12217,3691
12216,3721
12218,3669
12200,4227
12210,3920
12216,3734
12211,3888
12197,4317
12200,4224
12216,3728
12211,3883
12202,4161
12234,3169
12216,3727
12211,3885
12218,3668
12223,3513
12201,4195
12201,4194
12214,3791
12215,3760
12205,4081
12211,3895
12218,3677
12209,3959
12207,4021
12211,3896
12212,3865
12200,4237
12216,3736
12200,4231
12201,4200
12204,4107
12219,3645
12235,3149
12211,3893
12212,3862
12218,3676
12210,3924
12218,3675
12205,4078
12218,3685
12210,3933
12211,3905
12202,4184
12200,4240
12200,4239
12211,3898
12198,4304
12200,4242
12217,3715
12216,3756
12205,4096
12200,4251
12205,4099
12203,4161
12218,3696
12216,3757
12218,3695
12202,4186
12202,4185
12211,3906
12200,4250
12211,3909
12198,4312
12217,3722
12200,4249
12210,3950
12200,4260
12207,4043
12220,3640
12203,4166
12290,1472
12211,3921
12203,4169
12218,3703
12211,3920
12199,4292
12204,4137
12216,3765
12205,4100
12234,3201
12200,4255
12216,3762
12203,4165
12210,3948
12200,4258
12218,3699
12202,4195
12205,4102
12216,3772
12202,4206
12218,3709
12234,3213
12220,3647
12202,4205
12210,3960
12199,4301
12212,3898
12202,4207
12210,3959
12212,3897
12208,4021
12218,3711
12210,3954
12202,4202
12207,4046
12200,4263
12218,3708
12200,4266
12202,4203
12211,3924
12218,3707
12200,4265
12216,3780
12219,3687
12205,4121
12217,3749
12202,4213
12212,3906
12218,3719
12202,4210
12210,3962
12216,3776
12218,3714
12211,3933
12205,4119
12216,3777
12203,4191
12200,4284
12209,4005
12217,3757
12210,3974
12218,3725
12200,4283
12207,4066
12218,3728
12205,4131
12205,4130
12205,4125
12205,4124
12200,4279
12217,3765
12200,4292
12205,4136
12218,3733
12210,3984
12205,4139
12199,4325
12219,3705
12202,4232
12202,4231
12205,4138
12200,4293
12218,3730
12210,3978
12200,4287
12217,3760
12233,3267
12211,3949
12200,4290
12199,4320
12218,3731
12201,4258
12217,3762
12211,3948
12205,4134
12200,4289
12216,3804
12300,1200
12218,3742
12205,4145
12205,4144
12200,4299
12218,3741
12217,3772
12211,3958
12216,3803
12218,3744
12233,3279
12200,4301
12205,4146
12213,3898
12206,4115
12211,3960
12217,3769
12200,4295
12211,3954
12219,3706
12205,4140
12234,3244
12218,3740
12203,4205
12200,4308
12216,3812
12200,4307
12210,3997
12208,4062
12206,4124
12203,4216
12216,3813
12233,3286
12205,4154
12204,4180
12205,4149
12218,3745
12200,4306
12205,4150
12205,4161
12200,4316
12218,3758
12200,4315
12210,4005
12205,4160
12211,3974
12210,4008
12200,4318
12200,4317
12206,4131
12202,4255
12205,4157
12218,3754
12210,4002
12211,3971
12203,4218
12200,4311
12208,4066
12205,4159
12200,4314
12200,4313
12210,4003
12210,4014
12205,4169
12216,3827
12201,4292
12217,3796
12219,3734
12216,3830
12200,4326
12210,4016
12211,3984
12205,4170
12219,3736
12228,3457
12220,3705
12218,3767
12202,4263
12232,3328
12202,4258
12205,4165
12213,3916
12211,3978
12210,4012
12202,4260
12200,4322
12234,3268
12229,3423
12210,4011
12211,3980
12218,3763
12200,4321
12205,4166
12216,3838
12214,3894
12203,4235
12216,3832
12211,3989
12203,4236
12200,4329
12208,4092
12214,3906
12210,4030
12205,4185
12203,4246
12205,4184
12202,4277
12217,3815
12218,3784
12205,4186
12210,4031
12207,4119
12210,4026
12210,4025
12202,4276
12216,3842
12205,4183
12208,4090
12210,4028
12216,3841
12211,3996
12202,4275
12202,4286
12208,4100
12220,3728
12222,3665
12218,3789
12205,4195
12201,4318
12202,4287
12218,3791
12214,3910
12218,3785
12219,3757
12211,4005
12219,3756
12206,4170
12202,4293
12205,4200
12218,3797
12214,3921
12216,3862
12205,4203
12201,4326
12205,4202
12218,3799
12201,4321
12203,4258
12202,4292
12205,4199
12205,4198
12211,4012
12202,4301
12210,4053
12217,3836
12211,4025
12214,3932
12202,4303
12205,4210
12210,4055
12213,3962
12218,3807
12220,3740
12215,3895
12211,4019
12205,4205
12210,4050
12209,4083
12216,3865
12205,4206
12210,4062
12218,3814
12209,4093
12205,4216
12211,4030
12210,4061
12210,4064
12232,3381
12205,4218
12205,4213
12203,4275
12211,4026
12210,4060
12216,3874
12210,4059
12210,4072
12216,3886
12202,4320
12216,3885
12210,4071
12203,4288
12218,3818
12202,4316
12213,3975
12207,4160
12212,4005
12228,3520
12217,3860
12210,4077
12216,3891
12210,4079
12217,3862
12216,3888
12219,3794
12205,4228
12202,4321
12208,4138
12212,4014
12205,4231
12220,3765
12203,4292
12217,3869
12211,4055
12214,3964
12210,4088
12203,4305
12218,3840
12226,3592
12203,4304
12220,3777
12214,3963
12218,3834
12202,4330
12214,3958
12216,3896
12216,3895
12210,4081
12202,4329
12210,4084
12208,4146
12211,4052
12210,4083
12218,3835
12210,4094
12210,4093
12211,4062
12218,3845
12203,4313
12203,4312
12218,3847
12213,3997
12210,4089
12211,4061
12217,3875
12216,3906
12211,4060
12218,3843
12203,4319
12211,4070
12217,3887
12218,3856
12203,4321
12205,4258
12208,4160
12233,3384
12218,3852
12214,3976
12205,4255
12218,3851
12216,3924
12213,4016
12217,3895
12211,4081
12203,4329
12218,3863
12203,4328
12214,3987
12213,4018
12219,3827
12210,4106
12211,4075
12205,4260
12213,4015
12205,4263
12210,4108
12211,4076
12218,3870
12211,4087
12217,3900
12205,4275
12210,4120
12218,3871
12211,4088
12216,3933
12210,4114
12211,4083
12217,3896
12203,4330
12210,4113
12219,3837
12210,4116
12211,4084
12218,3867
12211,4094
12218,3877
12211,4097
12210,4128
12218,3880
12218,3879
12211,4091
12205,4277
12217,3905
12205,4276
12214,3997
12229,3534
12211,4092
12207,4216
12216,3948
12205,4288
12219,3854
12210,4133
12210,4136
12233,3423
12216,3950
12214,4011
12211,4104
12216,3949
12218,3882
12211,4098
12211,4100
12219,3862
12228,3586
12214,4020
12211,4113
12216,3957
12205,4293
12205,4292
12211,4106
12218,3889
12233,3424
12208,4199
12211,4109
12216,3954
12218,3892
12219,3861
12211,4108
12218,3891
12208,4211
12205,4304
12218,3904
12209,4183
12234,3407
12211,4120
12214,4022
12211,4114
12216,3959
12205,4303
12211,4116
12205,4302
12205,4313
12210,4158
12213,4067
12218,3911
12211,4128
12227,3627
12222,3782
12217,3939
12205,4311
12209,4187
12218,3907
12222,3783
12216,3980
12218,3918
12205,4321
12217,3949
12205,4320
12210,4168
12214,4043
12218,3914
12211,4133
12210,4164
12218,3915
12210,4174
12219,3895
12227,3647
12217,3957
12218,3926
12205,4329
12205,4328
12234,3432
12217,3959
12210,4176
12210,4175
12205,4330
12217,3958
12205,4325
12214,4046
12212,4108
12205,4324
12218,3921
12213,4079
12216,3986
12220,3862
12210,4171
12205,4326
12210,4182
12210,4181
12208,4246
12210,4183
12216,3997
12218,3930
12218,3929
12206,4301
12211,4146
12214,4053
12209,4208
12233,3464
12211,4148
12218,3931
12213,4097
12308,1152
12211,4158
12217,3972
12206,4313
12218,3943
12206,4310
12206,4309
12210,4188
12218,3940
12216,4012
12216,4014
12211,4168
12208,4261
12209,4230
12219,3920
12218,3946
12217,3977
12210,4194
12210,4193
12214,4072
12211,4175
12210,4206
12214,4081
12210,4205
12211,4174
12213,4115
12211,4176
12213,4114
12210,4201
12211,4173
12210,4214
12216,4028
12211,4183
12217,3996
12229,3627
12214,4086
12218,3963
12233,3509
12210,4222
12216,4031
12211,4189
12210,4220
12214,4095
12211,4188
12210,4219
12209,4261
12211,4201
12218,3978
12215,4070
12216,4042
12227,3701
12208,4290
12218,3979
12212,4176
12218,3990
12217,4021
12212,4175
12210,4237
12215,4082
12218,3992
12216,4053
12218,3991
12217,4022
12211,4208
12233,3523
12244,3182
12211,4205
12211,4204
12218,3987
12223,3832
12211,4215
12216,4060
12216,4059
12209,4279
12216,4062
12215,4092
12240,3312
12245,3156
12216,4055
12210,4244
12208,4306
12211,4222
12216,4064
12218,4002
12211,4219
12216,4063
12210,4249
12208,4311
12218,4004
12210,4251
12211,4220
12216,4076
12211,4230
12215,4109
12209,4294
12211,4227
12242,3266
12218,4010
12211,4226
12242,3265
12216,4071
12211,4229
12220,3950
12217,4042
12211,4239
12216,4084
12218,4022
12211,4238
12216,4083
12218,4024
12242,3274
12218,4020
12219,3989
12211,4237
12216,4081
12210,4278
12211,4247
12216,4091
12223,3874
12217,4062
12211,4248
12245,3188
12216,4087
12218,4027
12211,4244
12216,4089
12211,4254
12213,4194
12217,4070
12211,4251
12218,4034
12213,4189
12210,4281
12210,4284
12212,4222
12216,4098
12240,3354
12214,4160
12210,4283
12216,4097
12223,3891
12219,4014
12214,4169
12211,4262
12300,1506
12302,1443
12218,4047
12214,4171
12214,4166
12218,4042
12241,3329
12210,4290
12223,3886
12227,3765
12209,4323
12216,4106
12245,3207
12219,4012
12218,4043
12218,4054
12216,4116
12226,3806
12218,4053
12227,3777
12218,4056
12233,3590
12211,4272
12242,3311
12220,3988
12210,4297
12210,4300
12217,4083
12216,4113
12210,4299
12217,4082
12217,4092
12211,4278
12220,4002
12211,4281
12210,4311
12210,4306
12216,4120
12210,4308
12217,4090
12210,4318
12242,3326
12242,3325
12210,4317
12242,3328
12216,4133
12216,4128
12216,4127
12211,4282
12210,4315
12217,4098
12211,4295
12217,4109
12211,4297
12212,4262
12212,4261
12217,4117
12213,4240
12218,4085
12233,3620
12215,4175
12222,3957
12244,3278
12219,4052
12214,4218
12213,4249
12211,4311
12219,4062
12218,4096
12212,4281
12220,4028
12225,3872
12211,4306
12227,3813
12214,4216
12233,3626
12227,3812
12219,4071
12220,4039
12211,4318
12218,4100
12242,3355
12218,4099
12222,3986
12242,3362
12216,4168
12223,3950
12218,4105
12218,4107
12242,3363
12216,4182
12217,4151
12218,4119
12216,4176
12224,3927
12216,4175
12219,4084
12216,4188
12219,4094
12212,4311
12218,4121
12216,4186
12219,4093
12214,4258
12217,4164
12218,4136
12245,3293
12226,3881
12220,4067
12217,4173
12216,4204
12227,3862
12218,4144
12217,4175
12216,4205
12220,4081
12247,3239
12215,4230
12242,3393
12219,4106
12216,4201
12218,4150
12216,4211
12228,3842
12218,4152
12220,4089
12217,4177
12219,4114
12219,4116
12216,4220
12216,4219
12218,4157
12217,4188
12213,4315
12216,4222
12213,4314
12218,4159
12215,4247
12218,4154
12216,4215
12242,3409
12242,3412
12217,4187
12216,4227
12217,4196
12218,4165
12214,4292
12217,4199
12243,3393
12213,4317
12244,3355
12216,4226
12217,4204
12242,3426
12218,4170
12228,3862
12228,3861
12217,4212
12218,4183
12217,4214
12244,3372
12227,3898
12217,4208
12217,4211
12216,4254
12217,4222
12218,4186
12244,3380
12216,4248
12227,3906
12216,4247
12233,3722
12214,4311
12216,4261
12217,4230
12218,4194
12214,4318
12217,4226
12214,4319
12219,4175
12217,4238
12215,4297
12214,4328
12217,4245
12235,3687
12217,4247
12216,4272
12218,4210
12226,3963
12217,4248
12242,3473
12217,4251
12219,4188
12233,3765
12217,4261
12218,4232
12217,4262
12244,3431
12233,3769
12216,4295
12218,4233
12217,4267
12229,3895
12219,4204
12216,4297
12226,3987
12217,4279
12217,4278
12217,4272
12217,4274
12242,3509
12222,4132
12216,4317
12240,3570
12217,4294
12241,3550
12234,3773
12232,3838
12241,3553
12234,3770
12219,4237
12222,4143
12218,4277
12217,4311
12219,4248
12240,3592
12218,4276
12219,4244
12217,4306
12243,3506
12220,4227
12217,4323
12218,4292
12222,4167
12227,4012
12218,4301
12242,3557
12218,4303
12242,3554
12242,3553
12218,4310
12218,4309
12242,3567
12338,586
12229,3964
12242,3574
12218,4320
12218,4313
12218,4325
12218,4328
12218,4324
12235,3796
12219,4299
12219,4300
12219,4311
12226,4095
12245,3500
12242,3596
12252,3286
12227,4060
12257,3130
12233,3887
12242,3614
12257,3159
12230,4003
12233,3905
12230,3997
12227,4098
12242,3645
12233,3942
12226,4166
12226,4165
12242,3671
12242,3687
12245,3603
12245,3599
12233,3977
12235,3927
12257,3245
12235,3928
12235,3923
12252,3396
12222,4327
12242,3729
12262,3124
12244,3675
12227,4205
12228,4173
12232,4067
12195,5214
12235,3976
12242,3756
12242,3768
12195,5224
12195,5218
12252,3464
12241,3804
12195,5233
12244,3708
12244,3707
12195,5226
12195,5238
12195,5235
12242,3777
12196,5217
12228,4222
12195,5255
12195,5256
12233,4073
12245,3700
12195,5253
12247,3650
12195,5259
12234,4049
12247,3649
12195,5260
12233,4082
12242,3803
12228,4247
12256,3381
12241,3850
12257,3365
12195,5287
12264,3149
12195,5282
12256,3393
12233,4117
12195,5297
12233,4118
12241,3865
12266,3091
12244,3784
12242,3841
12245,3750
12241,3874
12195,5311
12241,3886
12242,3862
12242,3861
12196,5287
12252,3548
12245,3764
12195,5316
12242,3859
12195,5327
12195,5336
12242,3874
12233,4153
12229,4279
12195,5342
12242,3888
12195,5338
12242,3881
12253,3553
12266,3149
12195,5359
12195,5358
12233,4177
12195,5356
12196,5325
12200,5212
12242,3909
12195,5366
12200,5214
12200,5213
12199,5239
12242,3906
12195,5362
12233,4187
12200,5220
12233,4197
12233,4196
12196,5346
12200,5222
12200,5216
12240,3976
12200,5215
12200,5218
12200,5217
12199,5258
12200,5230
12195,5379
12200,5224
12200,5223
12200,5226
12200,5236
12233,4212
12200,5235
12200,5238
12200,5237
12234,4178
12200,5232
12200,5231
12195,5388
12200,5233
12200,5244
12200,5243
12200,5246
12243,3913
12235,4155
12195,5395
12200,5240
12200,5239
12200,5242
12235,4156
12199,5272
12200,5241
12195,5409
12201,5223
12200,5253
12266,3207
12200,5248
12200,5249
12199,5291
12200,5260
12200,5259
12200,5262
12195,5416
12195,5410
12199,5286
12200,5255
12200,5258
12200,5257
12201,5226
12200,5268
12200,5267
12245,3872
12200,5270
12201,5239
12199,5300
12201,5238
12200,5269
12200,5264
12200,5263
12195,5420
12200,5265
12202,5214
12247,3821
12200,5278
12201,5246
12200,5277
12200,5272
12195,5429
12200,5284
12200,5283
12195,5438
12195,5441
12200,5286
12200,5285
12199,5316
12200,5279
12200,5282
12200,5292
12201,5260
12200,5291
12233,4268
12257,3527
12201,5263
12200,5293
12201,5262
12200,5287
12233,4267
12200,5290
12200,5289
12200,5300
12242,3997
12200,5299
12257,3532
12233,4279
12195,5457
12202,5239
12196,5425
12195,5456
12242,3999
12200,5296
12257,3528
12201,5267
12200,5297
12202,5235
12200,5308
12200,5307
12200,5310
12201,5278
12200,5304
12233,4280
12195,5461
12200,5306
12242,4003
12200,5316
12257,3548
12263,3362
12245,3920
12200,5315
12200,5318
12201,5287
12202,5256
12200,5317
12203,5224
12233,4294
12200,5312
12200,5311
12202,5249
12200,5313
12202,5262
12202,5264
12200,5325
12200,5320
12266,3276
12195,5477
12242,4030
12203,5239
12200,5332
12195,5487
12259,3503
12203,5238
12200,5331
12201,5300
12242,4031
12200,5333
12195,5483
12200,5327
12252,3715
12200,5340
12200,5339
12200,5342
12202,5279
12199,5367
12200,5336
12195,5490
12264,3354
12200,5338
12195,5492
12270,3167
12200,5348
12200,5350
12201,5318
12200,5349
12201,5313
12200,5346
12244,3981
12200,5356
12202,5293
12242,4053
12200,5358
12201,5327
12244,3993
12199,5388
12195,5507
12200,5351
12259,3522
12200,5354
12253,3710
12242,4062
12200,5364
12242,4064
12195,5521
12200,5366
12195,5520
12200,5360
12200,5359
12202,5300
12200,5362
12200,5361
12195,5516
12270,3202
12200,5371
12201,5340
12242,4071
12202,5311
12200,5367
12205,5212
12200,5370
12200,5369
12205,5214
12202,5317
12242,4077
