artists_1,artists_2
8739,3345
8649,6128
8584,8144
8585,8115
8714,4116
8601,7619
8625,6886
2285,6817
8587,8058
8739,3346
8588,8027
8656,5920
9093,8758
8649,6139
8594,7844
8583,8190
8585,8128
8597,7756
8679,5217
8585,8142
8581,8266
2285,6831
8581,8263
8599,7714
8594,7870
8711,4245
8585,8144
2285,6841
8581,8269
8587,8083
8591,7960
8620,7062
8584,8187
8584,8188
8591,7971
8712,4222
8603,7601
2285,6849
8711,4246
8595,7844
8591,7968
2285,6853
8594,7886
8623,6987
8719,4012
8727,3765
8622,7020
8587,8098
8728,3727
2285,6857
8597,7789
8582,8254
8581,8285
8648,6208
8835,412
8728,3729
8585,8163
2285,6858
8597,7800
8724,3865
2285,6863
8726,3804
8719,4014
2285,6864
8650,6155
8623,6992
8583,8233
8594,7892
8601,7684
8585,8180
8714,4182
8591,7995
2285,6868
8601,7686
8727,3780
8649,6193
2285,6875
8625,6938
8603,7621
8645,6319
8585,8190
8623,7012
2285,6879
8712,4253
8712,4254
2285,6881
8710,4311
8596,7846
8601,7701
8590,8044
2285,6886
8585,8192
2285,6888
8597,7823
2285,6890
1807,5325
8591,8018
8603,7646
8662,5819
8649,6222
8735,3550
8737,3489
8654,6062
8585,8201
8585,8202
8727,3801
8590,8058
8586,8184
8656,6007
8585,8210
8743,3312
2285,6907
2285,6908
8581,8347
8587,8154
8593,7968
8591,8042
8581,8352
8601,7733
8585,8229
9094,8836
2285,6921
8601,7729
8588,8132
8731,3701
2285,6925
8663,5819
8726,3866
8597,7860
2285,6929
8585,8233
2285,6928
8605,7614
8597,7862
8726,3874
8732,3684
9110,8351
8603,7684
2285,6939
2285,6938
8582,8336
8585,8243
8587,8190
8623,7074
8590,8098
2285,6943
8585,8254
8587,8192
8597,7876
2285,6944
2285,6947
8679,5346
9090,8989
8719,4106
8585,8261
8585,8263
8719,4104
2285,6955
8585,8269
8594,7990
8597,7899
2285,6958
8597,7892
8585,8266
2285,6962
8727,3865
8629,6912
8654,6139
8585,8278
9094,8877
8591,8089
8732,3727
8732,3728
8601,7789
8582,8378
8732,3729
8650,6271
8583,8348
8585,8287
8599,7848
8607,7601
8590,8128
8649,6308
8679,5378
8601,7798
8727,3886
8625,7049
8735,3640
2285,6987
8631,6875
8582,8389
2285,6992
8606,7646
8594,8018
8601,7801
2285,6994
8809,1367
8587,8243
8582,8399
8632,6849
8627,7004
8728,3874
8597,7944
2285,7004
8604,7729
8599,7880
8595,8004
8583,8377
8726,3954
8605,7706
8585,8326
8736,3646
8594,8041
8726,3949
8594,8042
8662,5934
9110,8430
8631,6895
8588,8229
2285,7018
8608,7619
8594,8054
8679,5420
8650,6319
8727,3933
2285,7022
8631,6902
8642,6564
8597,7968
8588,8243
8585,8348
8686,5217
8649,6365
8605,7729
8737,3638
8585,8351
2285,7041
8590,8190
8587,8285
8585,8347
8590,8201
8650,6342
2285,7046
8604,7770
8597,7980
8603,7806
2285,7057
8662,5974
8650,6346
2285,7056
8719,4209
8597,7991
8585,8363
8585,8372
8656,6172
8585,8377
2285,7072
8585,8378
8591,8192
2285,7074
8590,8233
8654,6251
8633,6909
8585,8398
8590,8243
8727,3997
8585,8399
8633,6904
8595,8083
8660,6068
8601,7899
8730,3900
8599,7972
8719,4253
8597,8028
8585,8400
8603,7844
8585,8403
8632,6955
8591,8229
8719,4254
8729,3958
8594,8144
8609,7674
8604,7829
8585,8430
8732,3874
8645,6564
8603,7878
8580,8592
9096,8980
8654,6300
8633,6944
8654,6296
8603,7886
9101,8833
8654,6308
8601,7944
8594,8162
8608,7729
8721,4227
8594,8164
8585,8452
8595,8144
8662,6068
8727,4053
8654,6309
8632,6992
8593,8202
8631,7025
8728,4018
8594,8184
9099,8913
8585,8459
8609,7725
8594,8192
8601,7968
8581,8600
2333,5676
8686,5346
8730,3984
8596,8132
8601,7991
8597,8115
8726,4116
8750,3366
8608,7770
8727,4081
8737,3780
8594,8215
8606,7844
8737,3777
8727,4089
8726,4120
8636,6921
8603,7944
8590,8348
8727,4097
9110,8617
8732,3954
8608,7791
8654,6365
9106,8738
8608,7806
8580,8668
8608,7801
8727,4113
8636,6943
8596,8183
8590,8377
8582,8626
8604,7944
8727,4127
8591,8345
1807,5662
8583,8602
8608,7829
8632,7086
8640,6838
8582,8630
8599,8104
8662,6162
8601,8054
8582,8644
8601,8055
8739,3777
8686,5420
8609,7800
8678,5662
8640,6841
1807,5676
8726,4176
8581,8671
8726,4186
8598,8154
8591,8372
8608,7846
8597,8180
8603,7994
8757,3221
8601,8058
8595,8254
8727,4164
8597,8195
8640,6862
8596,8226
8743,3665
8662,6185
8595,8263
8597,8202
8739,3801
8732,4018
8688,5378
8582,8673
8597,8210
8608,7870
8595,8266
8607,7894
8739,3804
8601,8083
8731,4053
8608,7876
8727,4188
8727,4182
8591,8400
8593,8348
8824,1190
8584,8630
8739,3825
8585,8592
8726,4222
8594,8326
8608,7892
8597,8233
8727,4205
8605,7980
8597,8229
8603,8044
8582,8696
8599,8169
8585,8612
8608,7899
8581,8733
8640,6904
8583,8673
8731,4094
8662,6233
8642,6853
8679,5707
8603,8058
8604,8027
8640,6912
8585,8617
8679,5704
8727,4217
8728,4186
8585,8630
8615,7701
8584,8655
8601,8128
8585,8626
8739,3862
8601,8142
8739,3865
8640,6934
8581,8756
8597,8261
8816,1474
8585,8644
8604,8055
8737,3933
8580,8802
8582,8740
8604,8058
8606,7989
8731,4114
8582,8733
8603,8083
8584,8672
8581,8765
8608,7929
8585,8643
8580,8798
9106,8888
8585,8655
8728,4215
8582,8741
8587,8589
8594,8372
8663,6233
8618,7637
8824,1251
8595,8352
8581,8787
8603,8098
8581,8780
8585,8657
8608,7944
8852,391
8585,8668
8580,8825
8585,8671
8587,8602
8585,8676
8601,8180
8606,8027
9107,8880
8580,8833
8594,8400
8608,7960
8662,6287
8587,8612
8585,8675
8585,8684
8608,7971
8596,8345
8583,8748
8587,8624
8662,6300
8585,8687
8662,6296
8582,8786
8582,8787
8606,8044
8665,6208
8679,5775
8606,8050
8582,8794
8587,8637
8642,6932
8585,8699
8727,4306
8608,7995
8608,7996
8642,6944
8581,8829
8582,8798
8601,8210
8642,6939
8608,7994
8601,8211
8580,8862
8585,8716
8585,8718
8727,4317
8824,1304
8580,8880
8584,8758
8739,3953
8585,8722
8640,7018
8662,6345
8585,8733
8615,7798
8599,8294
8646,6838
8642,6962
8640,7025
8739,3957
8594,8452
8581,8864
8608,8027
8585,8740
8585,8741
8608,8028
8603,8184
8750,3627
8729,4278
8614,7844
8731,4217
8584,8767
8605,8117
8585,8738
8608,8025
8645,6879
8603,8190
8645,6890
8585,8751
8590,8589
8585,8746
8730,4251
8585,8747
8585,8756
8640,7051
8599,8322
8584,8787
8585,8758
8581,8883
8585,8752
8585,8753
8646,6862
8585,8754
8582,8847
8608,8042
8585,8766
8665,6287
8760,3342
8590,8612
8582,8854
8597,8389
8585,8761
8642,6994
9108,8932
8645,6902
8646,6872
8582,8856
8585,8772
8585,8773
8824,1365
8601,8278
8582,8861
8585,8768
8608,8055
8604,8180
8645,6921
8585,8782
8583,8844
8605,8158
8640,7074
8590,8624
8582,8872
8739,4014
8645,6928
8645,6929
8585,8789
8604,8201
8640,7085
8585,8786
8623,7619
8640,7093
8585,8798
8584,8829
8590,8644
8623,7614
8743,3895
8608,8080
8581,8917
8585,8794
8646,6904
8640,7090
8679,5881
8737,4083
8585,8805
8582,8900
8585,8800
8646,6909
8603,8243
8623,7625
8581,8936
8606,8162
8620,7729
8591,8628
8587,8753
8737,4097
8590,8655
8599,8377
8604,8233
8605,8202
8601,8326
8591,8637
8679,5909
8618,7800
8615,7886
8599,8382
8585,8817
8585,8828
8585,8829
8665,6345
8584,8856
8739,4052
8588,8733
8585,8836
8585,8837
8739,4064
8686,5707
8585,8838
8591,8652
8585,8839
8735,4182
8585,8833
8587,8773
8584,8866
8585,8844
8585,8845
8582,8938
8590,8691
8585,8846
8591,8661
8585,8847
8585,8840
8593,8592
8584,8873
8587,8780
8582,8936
8649,6859
8584,8884
8605,8233
8585,8854
8739,4081
8608,8142
8591,8664
8739,4087
8625,7621
8585,8861
8656,6660
8739,4089
8649,6872
8739,4083
8649,6875
8582,8961
8591,8684
8585,8871
8649,6887
8585,8864
8623,7686
8824,1455
8645,7005
8618,7843
8585,8866
8585,8867
8736,4196
8608,8164
8585,8878
8649,6895
8649,6888
8585,8872
8585,8873
8649,6891
8581,9008
8607,8202
8585,8884
8601,8389
8585,8885
9110,8992
1807,6013
8585,8883
8645,7032
8593,8644
9118,8754
8585,8893
8649,6909
8601,8398
8649,6904
8835,1138
8585,8888
8736,4208
8739,4116
8649,6907
8582,8984
8585,8900
8645,7041
8650,6886
8608,8188
8591,8715
8679,5988
8585,8902
8608,8190
8608,8183
8582,8989
8585,8899
8590,8753
8645,7048
8594,8630
8645,7049
8591,8725
8646,7020
8605,8284
2285,7601
8594,8626
8603,8348
8594,8637
8585,8916
8593,8668
8582,9010
8606,8266
2333,6119
8608,8201
8591,8738
8608,8211
8585,8920
8606,8269
8593,8673
8649,6939
8650,6908
8585,8932
2285,7621
8645,7072
8585,8934
8594,8655
8623,7756
8591,8748
8585,8928
8590,8773
8608,8215
8584,8961
8585,8940
8650,6925
8646,7051
8757,3610
8594,8664
8650,6928
8585,8943
8585,8936
8595,8626
8588,8844
8686,5807
8585,8938
8608,8226
8585,8949
9120,8749
8588,8857
8739,4176
8584,8976
8585,8945
8609,8201
8608,8233
2333,6155
8591,8761
8645,7087
8615,8027
8593,8709
8650,6943
8608,8246
8591,8766
8650,6938
8590,8798
8584,8984
8591,8768
8595,8655
8585,8965
8623,7789
8585,8967
8735,4317
8585,8961
2333,6171
8594,8684
8585,8972
8615,8042
8593,8725
8743,4075
8581,9097
8585,8975
8736,4294
2285,7662
8605,8348
8585,8970
8588,8878
8585,8980
8654,6841
8582,9073
8590,8828
8587,8917
8590,8833
8591,8802
8585,8990
8594,8705
8585,8984
8623,7806
8686,5854
8597,8624
8739,4222
8596,8658
8590,8844
2333,6201
8743,4097
8649,7020
8584,9036
8597,8635
8597,8628
8594,8722
8762,3514
8654,6862
8656,6801
8619,7948
8593,8754
8585,9002
8656,6802
8585,9003
8594,8733
8648,7059
8686,5881
2285,7701
8618,7990
8650,6998
8739,4239
8631,7588
8597,8643
8586,8984
8585,9010
8603,8452
8585,9020
9112,9067
8594,8741
8594,8738
8585,9019
8591,8833
8585,9029
8755,3759
8591,8844
8594,8752
8743,4133
8591,8845
8590,8871
8584,9057
8594,8748
8585,9036
8597,8664
8594,8758
8623,7860
8587,8970
1807,6162
8596,8691
8769,3328
8679,6119
8619,7980
8649,7051
8832,1387
2285,7733
8594,8765
8594,8766
8593,8798
8594,8767
8609,8302
8594,8768
8594,8761
8686,5909
8607,8359
8610,8266
8585,9043
8596,8702
8651,6997
8654,6904
2272,8144
8742,4186
8597,8676
8654,6909
8608,8336
8597,8677
8679,6135
8606,8399
8594,8772
8590,8896
8594,8782
8608,8348
8595,8752
8591,8871
8585,9057
8597,8685
8593,8820
8597,8696
8679,6155
8587,9008
8591,8885
8594,8792
8597,8699
8585,9064
8591,8878
8591,8879
9121,8833
8591,8880
8585,9067
8597,8695
8776,3146
8594,8800
8686,5941
8593,8825
8585,9073
8591,8888
8688,5881
8584,9105
8597,8713
8591,8899
9117,8977
8650,7072
8593,8833
8597,8709
8591,8897
8585,9095
8633,7601
8609,8345
8608,8377
8625,7862
8650,7087
8764,3554
8594,8817
8595,8786
8601,8600
8585,9097
8595,8798
8594,8829
8608,8398
1807,6233
8597,8733
8621,7989
8597,8734
8608,8403
8594,8837
8590,8961
8615,8187
8594,8838
2333,6319
8591,8932
8594,8839
8686,5988
8594,8833
8597,8740
8585,9115
8679,6201
8601,8628
8594,8845
8594,8846
8590,8970
8651,7079
8591,8940
8597,8754
8757,3794
8590,8972
8601,8624
8623,7944
8585,9122
8601,8626
8656,6922
8654,6984
8597,8751
8591,8946
8633,7646
8601,8639
8594,8856
8591,8945
8656,6930
8601,8635
8627,7829
8634,7621
8597,8771
8597,8765
8601,8643
8597,8767
8594,8871
8596,8810
8591,8965
8596,8803
8594,8866
8627,7844
8623,7968
8603,8589
8656,6956
2285,7844
8594,8878
8656,6957
8623,7980
8594,8873
8613,8285
8692,5837
1807,6287
8597,8794
8603,8602
8601,8664
8594,8884
8594,8893
8597,8800
8633,7684
8669,6564
2285,7864
8623,7991
8597,8798
8601,8685
1807,6304
2285,7870
8596,8836
8594,8899
8594,8900
8594,8909
8686,6058
8597,8817
2285,7878
8601,8695
8597,8812
8776,3264
8621,8069
8679,6271
8656,6995
8750,4083
2285,7886
8595,8883
8593,8946
8603,8637
8631,7778
8594,8925
8601,8709
8686,6074
8604,8612
8595,8893
8654,7074
8604,8624
8603,8655
8597,8843
8597,8837
8595,8900
8597,8838
8596,8869
8594,8932
8597,8839
8660,6886
8596,8877
8597,8846
8601,8722
8601,8733
8601,8734
1807,6353
8654,7085
8594,8945
8593,8977
8597,8854
8631,7801
8597,8866
8597,8867
8679,6319
8597,8861
8597,8862
8595,8934
8594,8965
8593,8997
8594,8967
8595,8936
8601,8751
8594,8961
8604,8653
13783,11942
8596,8902
8638,7600
2285,7938
8597,8871
8590,9097
8597,8881
8601,8758
8594,8976
8605,8635
8601,8752
8595,8938
8596,8908
8686,6119
8656,7049
8601,8754
8777,3308
8679,6346
8638,7619
8597,8884
2285,7954
8777,3312
8605,8644
2285,7960
8686,6135
8601,8771
8615,8347
8605,8658
8701,5676
8631,7846
8597,8901
2285,7971
8686,6155
8597,8915
8619,8233
8604,8691
8597,8909
8594,9002
8601,8786
8595,8972
8777,3331
8603,8734
8605,8673
8623,8115
8656,7093
8633,7806
8595,8984
8594,9010
8656,7089
8601,8794
8662,6904
8604,8702
8597,8928
8640,7596
2285,7991
8615,8372
8601,8800
8662,6912
2285,7994
8601,8812
2285,7996
8603,8753
8608,8592
8597,8934
8623,8128
8601,8820
8605,8696
8594,9040
8688,6119
8603,8756
8594,9036
8640,7619
8608,8612
8595,9010
8670,6687
8686,6201
8633,7844
8785,3132
8601,8839
8605,8715
9123,9034
8605,8709
8608,8617
8596,8989
8603,8773
8607,8658
8597,8969
8601,8847
8601,8840
8594,9057
8603,8780
8608,8635
8785,3148
8688,6155
8601,8854
8638,7701
8712,5407
2285,8041
8596,9003
8714,5346
8785,3147
8608,8644
8601,8861
8616,8398
8760,3934
8608,8639
8601,8856
2285,8050
8597,8992
2333,6564
8608,8652
8597,8994
8608,8653
2285,8054
8608,8647
8604,8773
8660,7049
8608,8661
8597,9002
8785,3175
8601,8872
8618,8345
8670,6735
8605,8751
8875,391
8608,8668
8596,9035
8601,8881
8640,7674
8608,8675
8640,7686
8692,6068
8608,8673
8688,6193
8603,8828
8604,8798
8608,8684
2285,8084
8642,7625
2285,8089
8757,4061
8597,9021
8604,8805
8609,8661
8662,7018
8785,3205
8640,7701
8785,3206
8608,8687
8609,8658
8686,6271
8608,8699
8642,7646
8597,9036
8608,8696
8608,8707
8601,8925
8631,7996
8608,8709
8693,6068
8686,6285
8601,8921
8627,8115
2285,8115
8608,8705
8608,8715
8597,9057
8610,8655
8640,7725
8607,8749
8640,7726
8608,8718
8606,8780
8606,8773
8760,4000
8633,7938
8608,8725
8633,7944
8640,7729
8599,9000
8609,8691
8610,8671
8609,8702
8605,8820
8638,7798
8625,8202
8640,7738
8631,8027
2285,8140
8642,7686
8662,7062
8601,8953
2285,8144
8604,8861
8686,6319
8642,7684
8640,7756
8692,6144
8605,8836
8785,3257
2285,8154
8608,8746
8599,9037
8603,8913
8608,8751
8627,8162
8601,8969
8785,3265
2285,8163
2285,8162
8609,8723
8693,6119
8631,8050
8679,6564
8640,7768
8604,8884
8686,6343
8608,8761
8603,8917
8608,8772
8785,3285
8597,9115
8613,8612
8608,8767
8608,8768
8645,7621
8605,8862
8640,7789
8608,8782
8601,8992
2285,8184
2285,8187
8608,8787
8608,8789
8688,6309
2285,8190
8640,7798
2285,8192
8665,7018
8622,8352
8608,8798
8608,8792
8640,7800
13793,11899
8640,7801
2285,8202
8601,9021
8608,8805
8759,4120
2285,8211
8640,7820
8669,6921
8610,8746
13793,11915
8642,7756
8633,8044
8608,8820
8604,8945
8640,7829
8776,3614
8603,8970
8603,8972
8608,8827
2285,8229
8609,8798
8633,8054
8615,8612
8608,8825
8640,7843
8785,3349
8608,8836
8875,559
8693,6201
8604,8961
8692,6233
8777,3599
2285,8243
8608,8833
8669,6943
8608,8845
8608,8840
8609,8810
8774,3705
8640,7860
8603,9008
8645,7706
8615,8637
8608,8847
8604,8972
8605,8943
8608,8861
8636,7994
8601,9073
8633,8083
8759,4186
8640,7876
8781,3503
8631,8163
8640,7886
8615,8655
8608,8885
8608,8880
8769,3900
8640,7899
8608,8899
8608,8900
8608,8902
8607,8933
8608,8897
8608,8898
8609,8877
8608,8908
8603,9064
8633,8128
8727,5217
2333,6831
8642,7864
8764,4075
8785,3425
2285,8326
8608,8920
8609,8890
8608,8921
2272,8733
8727,5233
8608,8932
8609,8901
8605,9027
8632,8190
8618,8617
8790,3286
8608,8928
8606,8990
8607,8961
8608,8940
8619,8600
2272,8748
8640,7944
13783,12364
2285,8348
8608,8948
2285,8351
2272,8756
8608,8945
8609,8914
8610,8883
8632,8211
8692,6353
2285,8358
8785,3471
8608,8953
8693,6319
8776,3756
14855,11916
14855,11915
8640,7968
8642,7907
8608,8961
8610,8900
8618,8661
2285,8372
8608,8972
8785,3486
2285,8377
8608,8969
8619,8628
8607,9001
8640,7990
8686,6564
8633,8202
8614,8792
8640,7995
8620,8617
2272,8794
8640,7991
8631,8270
8618,8675
8640,8004
8610,8934
2285,8399
8610,8936
8631,8285
8608,8993
8619,8653
8608,9003
8726,5346
8608,9004
8619,8658
8610,8938
8858,1251
8605,9095
8616,8754
8633,8236
7212,3133
8618,8702
8608,9008
8650,7706
8645,7862
8618,8699
8636,8142
8638,8080
8640,8018
2333,6932
8607,9053
8654,7596
8654,7601
8608,9029
8731,5217
8614,8844
2333,6944
8620,8653
8790,3384
8727,5346
8608,9035
8701,6153
8640,8041
8610,8972
8608,9034
8642,7980
8642,7989
8785,3557
8642,7991
8645,7899
8631,8326
8633,8266
8649,7770
8613,8896
2285,8452
8776,3845
8633,8278
8785,3567
8645,7907
8640,8055
8679,6849
8727,5378
8608,9067
8701,6185
8616,8820
8679,6868
8730,5287
8620,8691
8631,8351
8679,6864
8619,8725
8631,8363
8623,8612
1807,6912
2272,8881
8620,8699
8607,9103
8620,8702
8608,9084
8621,8689
8623,8628
8679,6886
8656,7599
8616,8840
8656,7611
8618,8789
1807,6934
8618,8798
8679,6908
8875,832
8616,8861
8654,7684
8785,3617
8654,7679
8649,7844
2333,7028
8649,7846
8680,6886
8651,7778
8631,8399
8619,8771
8654,7686
8649,7843
8623,8658
8642,8069
8679,6925
8625,8592
8640,8128
8618,8810
8656,7645
8615,8917
8785,3647
8613,8972
8679,6928
8619,8798
8679,6938
1807,6976
8618,8825
2333,7057
8640,8144
8642,8083
8642,8084
8623,8673
8620,8766
8621,8744
8656,7660
8656,7662
8623,8685
1807,6987
8679,6944
8679,6955
8642,8098
8634,8348
13804,11916
8645,8012
8679,6958
8619,8820
8640,8180
8623,8709
8680,6938
8618,8869
8781,3817
8620,8810
8654,7756
8642,8128
8640,8183
13804,11942
8793,3442
8623,8713
8623,8722
8619,8847
8656,7702
8656,7696
8774,4050
8731,5378
8776,3984
8679,6992
8650,7892
2285,8602
8619,8862
8640,8209
8640,8210
8619,8861
2285,8612
8769,4221
8642,8154
8623,8744
8623,8754
8614,9035
8785,3734
8654,7789
8636,8348
8623,8751
8616,8969
2285,8626
8640,8236
8642,8176
2285,8637
8686,6817
8625,8709
8701,6353
8774,4091
8642,8184
2285,8643
1807,7079
8640,8254
8785,3759
8642,8187
8797,3382
8679,7041
8701,6359
8642,8188
2285,8655
8686,6831
8623,8794
8710,6100
8640,8263
8778,3985
8777,4019
8686,6849
8649,7996
2285,8668
8640,8278
8623,8798
2285,8672
8649,8004
8686,6857
8625,8749
8686,6858
8686,6853
8680,7041
8642,8229
2285,8684
8627,8696
8686,6868
8686,6864
8623,8828
8784,3837
8640,8302
8642,8233
8618,8980
8785,3812
8785,3813
8654,7876
8776,4089
8642,8243
8656,7819
2285,8709
8623,8843
8623,8838
2285,8713
8622,8883
8656,7823
8662,7637
8777,4075
8654,7899
8686,6908
8629,8675
8623,8861
8623,8854
8686,6902
8649,8050
2285,8733
8623,8866
8726,5676
8623,8864
2285,8738
2285,8741
8642,8285
8642,8287
8645,8195
8656,7848
8777,4097
8645,8190
8656,7850
8710,6185
8662,7674
8710,6186
8623,8884
8686,6925
8631,8630
8785,3857
8631,8631
2285,8752
8737,5346
8686,6928
2285,8754
8686,6938
8632,8612
2285,8758
8682,7057
8640,8372
8790,3722
8686,6947
8727,5676
2285,8766
2285,8768
8625,8833
8623,8896
8686,6944
8793,3627
2285,8773
8686,6955
8688,6894
8654,7944
8710,6208
8796,3551
8640,8389
8656,7894
8686,6958
8781,4014
2285,8786
8708,6287
8640,8398
8631,8671
2285,8794
8656,7907
8727,5707
8623,8933
8706,6353
8640,8400
8727,5704
2285,8802
8662,7729
8642,8349
8662,7725
8662,7726
8662,7738
8642,8358
2285,8817
8686,6992
8642,8368
8649,8144
8692,6812
2285,8829
2285,8828
8809,3199
8662,7756
2285,8833
8868,1365
8623,8961
8785,3948
2285,8837
2285,8839
8623,8972
2285,8838
8642,8377
8633,8657
8649,8163
8646,8266
8663,7740
8656,7952
8662,7768
8654,8027
8646,8269
8717,6068
2285,8856
8710,6287
8776,4251
8656,7972
8649,8184
2285,8867
1941,3147
8631,8756
2285,8871
8662,7789
8727,5775
8777,4227
8656,7987
2285,8879
8688,6994
8660,7862
8688,7004
8642,8430
8646,8302
8650,8190
8623,9027
8665,7726
8631,8780
8656,8006
8662,7820
2285,8899
8785,4012
8631,8787
2285,8900
8623,9036
8688,7022
8642,8448
8651,8164
8636,8630
8692,6904
8654,8083
8711,6317
2285,8913
8636,8635
8650,8202
8686,7086
8797,3645
8665,7738
8663,7801
2285,8917
8650,8215
8662,7843
8731,5704
8631,8798
8712,6287
2285,8920
8726,5854
8642,8459
2285,8925
8633,8751
8693,6886
8710,6359
8633,8747
8633,8756
2285,8932
8711,6341
8662,7860
8633,8753
8629,8877
8646,8352
8649,8269
8809,3311
2285,8945
8649,8266
8651,8215
8633,8773
8662,7876
8809,3312
8728,5837
2285,8961
8654,8128
8656,8066
8693,6928
8665,7798
8651,8226
2285,8970
8693,6938
8656,8086
2285,8976
1941,3257
8727,5881
8651,8246
8627,8990
8645,8430
8693,6943
8731,5775
2285,8990
8636,8718
1941,3277
8656,8108
8649,8326
8727,5909
8692,6987
8638,8664
8654,8180
8726,5941
2285,9008
2285,9010
13804,12364
8640,8617
8640,8628
8662,7944
8640,8635
8656,8140
8649,8358
8649,8352
1941,3312
8640,8643
8670,7714
8654,8210
2285,9038
2285,9040
8874,1387
8795,3837
8640,8653
8656,8158
1941,3333
8662,7980
8650,8345
8674,7601
8640,8655
8633,8873
8640,8657
8656,8161
8650,8348
2285,9064
8642,8602
8791,3985
8640,8675
8638,8738
8640,8676
8662,7995
8649,8399
8730,5881
8662,7990
8727,5976
8692,7062
8693,7041
8727,5988
8662,8004
1941,3359
8656,8185
8656,8195
8693,7049
13804,12448
8640,8687
8717,6300
8730,5897
8654,8254
8640,8699
8642,8637
8662,8018
8654,8266
2285,9095
8793,3958
8640,8702
8791,4014
8640,8695
8654,8263
8662,8025
8663,7996
2285,9105
8641,8673
8797,3837
8642,8644
8728,5988
8640,8716
2285,9113
8654,8278
8717,6327
8640,8723
8665,7944
8642,8658
8717,6345
8631,9008
8731,5909
8795,3934
8656,8243
8640,8741
8662,8055
8731,5926
8640,8747
8645,8592
8638,8812
1941,3423
8651,8403
1941,3425
8633,8972
8663,8042
8640,8756
8642,8695
8640,8758
8633,8975
8640,8751
8642,8689
8633,8970
8640,8754
8701,6863
8663,8050
8640,8765
8650,8452
1941,3444
8640,8771
8727,6074
8640,8772
8633,8990
8656,8271
8645,8612
8640,8770
8656,8284
8654,8347
8642,8713
8642,8715
8638,8839
8670,7848
8640,8787
8642,8725
8640,8789
8656,8287
1941,3464
1807,7619
8638,8847
8719,6346
8656,8301
8640,8798
8640,8794
8640,8805
8795,4000
8642,8744
8645,8644
8640,8800
8633,9019
1807,7637
8640,8812
8654,8378
8642,8751
8645,8658
8631,9086
8815,3382
8645,8652
8640,8807
8636,8932
8670,7880
8720,6342
8727,6119
8642,8756
8793,4084
8645,8673
8640,8829
8638,8888
8640,8837
8654,8398
8640,8845
8640,8846
8790,4196
8640,8839
1807,7674
8640,8840
8646,8655
1941,3523
8642,8780
8727,6155
8809,3614
8634,9040
8640,8854
8645,8695
8656,8354
8642,8798
8640,8861
8711,6660
1941,3534
8662,8180
8656,8359
8640,8867
8640,8869
8793,4120
8656,8368
8641,8833
8645,8709
8703,6912
8662,8183
8640,8866
8663,8164
1941,3551
8704,6894
1807,7706
8640,8872
8640,8873
8640,8883
8640,8884
8640,8885
8654,8452
8633,9097
8645,8725
8640,8881
8662,8209
8662,8210
8640,8893
8642,8832
8701,6997
8656,8394
8640,8890
8642,8828
8640,8899
8640,8901
8670,7972
8648,8647
8642,8833
8656,8412
8645,8754
8640,8909
8656,8409
8642,8843
8662,8233
8640,8915
8704,6932
1941,3590
8662,8236
8640,8914
8642,8861
8656,8428
8640,8925
8642,8864
8656,8430
8640,8920
8682,7618
1941,3601
8640,8921
8640,8934
8656,8431
8656,8433
8731,6119
8642,8879
8656,8440
8640,8936
8638,9010
8640,8949
8649,8671
8649,8664
8790,4294
8656,8448
8796,4109
8662,8263
8790,4295
8656,8459
8645,8802
8642,8896
2333,7864
8656,8458
8640,8965
8823,3287
8650,8652
8650,8661
1941,3646
8731,6153
8640,8967
8708,6862
8640,8980
8645,8825
8727,6285
8640,8975
8645,8820
8650,8668
8640,8987
8645,8833
8640,8989
8736,6007
8730,6194
8640,8984
8662,8302
8728,6257
8642,8933
8670,8066
8640,8994
8640,9003
8683,7674
8645,8854
8640,9010
1807,7846
8640,9019
8640,9020
8640,9021
8727,6319
8645,8862
8795,4222
8640,9029
8642,8961
8650,8715
8645,8880
8640,9035
8640,9036
8793,4295
8706,6987
8670,8104
8654,8600
8645,8888
8640,9043
8650,8734
8731,6224
8650,8738
8646,8864
8710,6890
8728,6328
8640,9057
8815,3633
8683,7725
8640,9067
8646,8883
8712,6838
8648,8827
8645,8920
8642,9011
8679,7864
8730,6293
1941,3760
8662,8398
8648,8833
8662,8400
8710,6921
8731,6271
1941,3765
8656,8592
8670,8169
8710,6929
1807,7929
8826,3329
8732,6257
8670,8179
8731,6285
8708,6998
8650,8802
8651,8782
8646,8936
8712,6890
8645,8977
8669,8233
1807,7960
8650,8817
1807,7971
8739,6068
8645,8992
8642,9086
8650,8833
8646,8972
8645,8997
8683,7820
1807,7990
8907,888
8650,8856
1807,7995
8712,6929
8646,8975
8816,3705
8649,8883
8656,8666
8650,8862
8832,3221
8654,8733
8646,8984
8649,8900
8732,6328
8714,6886
8654,8746
8654,8747
8708,7074
8665,8400
8712,6943
8830,3286
8892,1365
8670,8257
1941,3862
8650,8880
8654,8756
8654,8751
8648,8948
8714,6902
8650,8888
8708,7085
8739,6135
8670,8275
8678,8028
8815,3776
8710,7032
8801,4222
1807,8042
8737,6201
8650,8899
8714,6928
8649,8936
8649,8938
8821,3607
8710,7048
8710,7057
8654,8794
8726,6564
8739,6155
8714,6943
8711,7037
8714,6938
8651,8898
8648,8993
8650,8932
8670,8322
1807,8080
8824,3550
8659,8658
8651,8908
1807,8089
8650,8945
8912,824
8710,7087
