film_1,film_2
1361,2178
3450,2956
1254,5499
3478,2094
1333,3060
7713,1895
3481,2012
3462,2603
1366,2046
3377,5247
3466,2489
3476,2181
7606,5221
5610,1567
1254,5529
5567,2898
1354,2431
5600,1875
3475,2223
3477,2160
7576,6164
5582,2442
3476,2197
3463,2603
5581,2482
3496,1580
5606,1705
3450,3008
3477,2170
7584,5927
1355,2423
1360,2273
11919,2623
3466,2527
5575,2688
5563,3060
5582,2472
3376,5323
5600,1916
7577,6164
5567,2939
7584,5954
1359,2320
3375,5363
1249,5733
5588,2306
1355,2455
3450,3059
3378,5295
3450,3063
1410,779
3495,1683
5483,5592
1254,5620
5582,2528
3380,5254
1366,2156
3480,2162
7584,6014
5609,1703
3376,5387
3474,2352
3477,2263
5577,2696
7689,2761
3458,2853
5568,2988
7584,6031
1252,5721
1354,2559
5486,5538
3456,2935
3483,2101
5490,5417
1264,5355
3475,2350
1387,1544
3483,2104
3476,2321
3370,5612
3473,2424
3481,2181
7724,1721
3371,5592
5575,2808
3468,2590
3467,2620
1353,2621
5591,2320
3499,1635
5581,2631
7584,6073
1366,2223
3467,2629
1342,2967
5491,5419
7609,5302
5606,1864
1351,2697
1353,2635
3495,1768
3456,2984
3476,2363
5569,3017
3477,2343
5584,2570
3478,2320
5569,3032
1264,5419
3479,2297
3500,1646
5599,2116
3459,2918
5575,2859
3495,1804
3476,2396
3475,2431
3481,2255
1343,3001
3496,1795
1343,3005
3476,2419
3475,2450
3478,2360
1249,5925
3370,5709
3467,2706
3475,2458
3382,5344
5491,5504
3501,1657
5610,1816
1272,5221
1384,1753
1384,1755
3351,6316
3370,5727
3485,2168
5575,2914
1388,1646
7689,2920
3463,2863
3387,5221
1272,5250
7689,2934
3479,2375
1388,1659
3487,2131
3375,5602
3478,2411
3377,5544
1384,1792
5588,2542
5611,1826
3476,2478
3476,2477
1353,2757
3495,1890
1242,6199
1366,2356
1354,2728
5584,2673
1366,2358
1382,1862
3477,2454
1388,1679
1390,1617
5577,2898
3481,2338
1374,2125
3380,5476
7719,2040
3499,1788
1354,2749
1391,1604
1272,5295
1382,1885
3475,2539
1384,1827
5572,3072
1391,1615
3370,5801
1254,5864
7719,2060
3476,2522
1359,2613
3474,2588
3370,5811
1384,1846
5580,2845
1273,5288
5581,2815
3506,1604
1345,3062
3489,2134
3389,5234
3476,2542
1391,1641
5502,5276
5607,2019
3467,2827
3480,2424
7689,3020
5600,2249
7719,2097
3389,5252
3508,1563
3473,2651
3466,2870
3380,5536
3476,2560
1384,1881
7725,1917
5575,3031
1375,2163
3369,5887
3375,5701
5588,2637
3478,2509
5611,1923
5491,5643
3475,2607
1390,1707
3389,5275
1385,1863
11949,2054
3506,1650
3475,2611
3484,2342
7689,3056
5483,5916
5489,5729
7689,3064
1388,1791
1390,1730
1257,5855
1274,5328
7696,2857
5584,2797
5588,2671
3476,2611
5497,5496
5577,3017
5623,1596
3462,3050
3475,2647
1381,2026
1359,2708
1351,2963
5610,2006
3389,5322
3481,2477
3499,1918
3495,2044
1390,1766
3463,3043
3389,5337
3388,5368
5482,5995
3478,2584
3474,2707
5588,2718
5491,5728
3504,1791
3489,2259
3463,3067
3496,2044
1378,2172
5619,1771
5623,1653
3378,5712
3476,2673
3377,5745
5604,2246
3495,2089
1378,2179
3378,5718
3370,5966
5497,5565
3508,1692
5581,2967
3501,1911
3504,1822
1278,5294
1367,2540
1381,2110
3505,1803
1278,5305
1355,2923
3511,1628
5599,2440
3483,2501
1388,1910
5491,5792
3392,5328
3475,2757
1362,2728
3481,2576
3476,2735
7713,2461
7696,2988
1383,2086
5594,2623
3476,2744
3489,2340
3387,5504
1374,2372
3484,2501
3474,2813
3476,2751
3473,2847
1274,5479
1361,2783
3496,2142
5507,5335
5665,443
5582,3019
5500,5561
5492,5810
5498,5621
3389,5467
3476,2770
3389,5466
3512,1660
1388,1967
3475,2806
3376,5879
3475,2810
7713,2505
5604,2353
3391,5421
5626,1670
1384,2105
3477,2759
3493,2264
5505,5428
3481,2641
1264,5832
1397,1709
5582,3046
1390,1928
1367,2642
3504,1931
3508,1811
1276,5469
3498,2127
3495,2223
1388,2004
1390,1945
7584,6540
1390,1949
5497,5705
3496,2204
1361,2853
3393,5398
3487,2487
5606,2338
1380,2276
3390,5506
7747,1512
3392,5443
3389,5538
1378,2345
3475,2880
3499,2139
3478,2796
1263,5925
1274,5586
1384,2176
5507,5435
3495,2276
3504,1999
5505,5504
3508,1878
3475,2900
5604,2440
3472,3000
3474,2937
3501,2100
1283,5326
1269,5760
3505,1981
1366,2755
3477,2854
1387,2112
5585,3045
1367,2736
3476,2894
3389,5590
3476,2893
3476,2896
3495,2311
5488,6066
1403,1628
5624,1848
3386,5693
3481,2751
5588,2974
3389,5613
3389,5617
3504,2052
7705,2899
3477,2892
7749,1532
5494,5908
3508,1938
1282,5408
5507,5503
1403,1659
3511,1846
1374,2560
3389,5630
3496,2317
3496,2320
3378,5977
3490,2510
3517,1673
3475,2976
5626,1837
3508,1962
3479,2860
3475,2984
3476,2959
5607,2440
5619,2072
3478,2907
5626,1854
1409,1512
1359,3064
5633,1640
1401,1766
3490,2549
3391,5618
3498,2304
3475,3016
3517,1717
1388,2179
3508,1995
1282,5467
5623,1972
3392,5596
1269,5876
3386,5785
1393,2034
1383,2350
5622,2015
1384,2323
1404,1706
3475,3040
7716,2650
5507,5590
5517,5280
1366,2896
3389,5718
3475,3054
3505,2128
3498,2354
1366,2911
1427,1020
1384,2354
1382,2416
1393,2076
1387,2262
1388,2235
1289,5305
3393,5618
3511,1964
7753,1532
3511,1967
3511,1969
1384,2372
1283,5504
1384,2380
1282,5544
1454,213
1272,5855
3481,2915
7630,5372
1382,2452
5610,2459
5605,2612
3404,5309
5600,2771
5606,2586
1291,5281
3517,1813
3478,3021
1391,2184
3509,2062
5607,2565
7724,2473
5500,5879
5619,2191
1366,2965
7611,5980
1399,1944
3391,5728
3524,1608
3389,5795
3481,2944
1287,5426
3524,1615
3479,3013
1404,1804
3511,2027
3479,3018
3392,5718
3391,5751
3392,5720
5626,2004
1393,2155
1388,2311
3405,5321
1373,2782
3484,2880
1391,2229
3399,5527
5641,1560
5604,2708
1292,5322
5500,5948
7719,2700
5600,2857
3510,2109
3497,2515
5600,2856
3480,3041
1393,2205
3481,3015
5514,5536
1409,1719
3527,1599
5619,2282
1366,3056
3528,1574
7717,2784
7719,2729
5594,3066
7799,246
7749,1796
7719,2731
1388,2386
5628,2019
7753,1681
5638,1710
3495,2615
3399,5590
5606,2709
1407,1810
5606,2716
5639,1694
1376,2778
3517,1942
3506,2289
5516,5515
1399,2074
1388,2416
5600,2915
5606,2730
1414,1613
3487,2889
5638,1742
3528,1620
3487,2892
1388,2427
1288,5527
3505,2337
3505,2338
1388,2431
3522,1820
1393,2283
1387,2469
3485,2969
1414,1634
7749,1858
3495,2660
1373,2912
5609,2669
3497,2606
5628,2086
1414,1647
1375,2856
3389,5960
7609,6214
3520,1901
3413,5221
3528,1656
1384,2584
3388,5995
1411,1748
1374,2898
3392,5884
7754,1736
3484,3034
5616,2480
1283,5733
3533,1520
1390,2420
1376,2854
1384,2608
5619,2394
1410,1804
3524,1805
3495,2708
1384,2617
1390,2431
5516,5596
5604,2873
1399,2154
7719,2848
3517,2042
1276,5980
3403,5583
5624,2269
7638,5372
3499,2609
1382,2699
5600,3018
7719,2862
1278,5930
3511,2242
3498,2647
5611,2684
3522,1908
3509,2311
3509,2310
3499,2622
3389,6035
1380,2779
1388,2532
3508,2347
3525,1820
1412,1789
5520,5515
5649,1516
1388,2539
1415,1709
1299,5305
1458,377
5522,5466
5507,5931
5606,2867
1390,2489
3487,3021
3413,5314
3413,5323
5619,2474
5645,1668
3536,1514
1401,2165
1380,2816
3532,1644
7749,1991
5609,2792
5606,2891
7745,2119
7754,1838
5517,5652
1411,1869
5642,1783
1278,5995
1404,2089
3528,1782
3517,2125
5528,5322
1390,2531
3509,2382
7747,2081
5511,5864
1384,2729
3389,6112
5624,2371
5510,5905
1391,2527
3525,1908
1390,2563
1388,2627
1380,2877
1381,2847
5519,5644
3511,2354
3462,3873
3413,5392
3570,525
1287,5764
1374,3070
3413,5399
1305,5211
5607,2927
1411,1934
5646,1723
3511,2372
5650,1606
3533,1698
3409,5544
3521,2074
5616,2669
1281,5980
3511,2387
3413,5424
3528,1862
1412,1924
3528,1863
3509,2455
1382,2856
3520,2113
1390,2608
3413,5437
7725,2837
1391,2585
7640,5471
5623,2466
3413,5442
1380,2932
3531,1789
1422,1635
1401,2289
5610,2881
3501,2735
1414,1900
5626,2401
3505,2621
3501,2744
1386,2775
3413,5474
7719,3058
1412,1971
7749,2135
3413,5479
7719,3062
5610,2916
3413,5484
5510,6014
7767,1582
5627,2392
7743,2330
5534,5280
3413,5496
3413,5501
3505,2649
1422,1689
1419,1783
3413,5506
7645,5384
5651,1668
5614,2813
1307,5261
3528,1948
7743,2356
5628,2389
1421,1735
3413,5524
1392,2642
1421,1748
1410,2089
1288,5876
3536,1727
5650,1729
1384,2906
3413,5542
7754,2041
3510,2538
3413,5544
3495,3005
3522,2174
5657,1527
5649,1776
5528,5527
5611,2959
3413,5565
1404,2311
5624,2563
3506,2690
3521,2229
5616,2819
3520,2263
3538,1708
1390,2761
5517,5906
3413,5593
1390,2770
3506,2712
3413,5596
5611,3001
1410,2160
5626,2534
3542,1608
1384,2969
5659,1514
5519,5855
7754,2105
1355,3873
5516,5957
7754,2120
3496,3045
5641,2091
1308,5341
1421,1838
3528,2062
3538,1756
5531,5506
3525,2158
3501,2906
1397,2596
3413,5637
3510,2633
1411,2169
5539,5275
5649,1872
3498,3022
1384,3020
3413,5658
3413,5666
1397,2633
1431,1580
1410,2236
5616,2925
1432,1556
1388,2921
1428,1682
1404,2430
3413,5691
3413,5692
5623,2718
3509,2720
7749,2353
3498,3065
1384,3066
1414,2139
1393,2790
3413,5711
7754,2210
5632,2456
3521,2364
5641,2191
1407,2371
3413,5720
7746,2471
3508,2777
1426,1788
5638,2296
3413,5735
7640,5777
1426,1803
1405,2458
3504,2926
3428,5281
3413,5746
1401,2587
5657,1721
3413,5750
1391,2898
1407,2402
5619,2905
1390,2934
1312,5353
1408,2381
1421,1979
3508,2817
3508,2820
3413,5769
1402,2577
11959,2995
1411,2301
5624,2768
7754,2279
3506,2896
7740,2711
3530,2154
1418,2092
5660,1665
5665,1510
7745,2567
5516,6130
5659,1695
1411,2314
5660,1669
5638,2351
7774,1672
1401,2625
1411,2317
5541,5357
3521,2450
3536,1988
5628,2677
3546,1683
5649,2030
3413,5809
3538,1933
5650,1997
1403,2585
1404,2558
1423,1969
3420,5597
7747,2538
1423,1979
1393,2909
3416,5735
1421,2049
3517,2608
3389,6576
3413,5832
5537,5524
3528,2270
3508,2892
3517,2615
3532,2150
3413,5839
3542,1842
3530,2213
3413,5842
1392,2960
3549,1633
1297,5912
1390,3030
1432,1729
5638,2419
3428,5400
1411,2394
3528,2304
1390,3047
5624,2863
1411,2396
3525,2405
5619,3026
1410,2435
3413,5879
3528,2314
1390,3056
5649,2102
3538,2005
7754,2387
1392,3001
3413,5888
5650,2077
3413,5890
7753,2427
5655,1929
5522,6050
3532,2205
3428,5432
3505,3044
5665,1621
3416,5810
7746,2650
5634,2591
5535,5658
3528,2342
5541,5476
3413,5911
1318,5322
3538,2039
7819,405
1404,2660
3512,2852
3413,5921
3541,1955
1396,2920
1401,2769
5650,2122
1426,1999
1423,2094
5634,2628
5660,1819
1402,2747
5626,2874
3517,2726
5664,1710
1421,2169
5660,1834
3528,2387
3521,2609
3413,5957
3511,2920
5657,1936
1434,1782
1413,2434
3556,1539
1398,2902
3413,5977
3509,3001
3510,2971
3428,5515
5665,1704
3512,2920
3594,377
3521,2645
5667,1657
5650,2181
3556,1562
3538,2119
1403,2771
3521,2648
1411,2524
5648,2247
1443,1533
3416,5905
3556,1570
5627,2902
3530,2375
1396,2994
3413,6008
7638,6106
5668,1644
3413,6014
1405,2728
7766,2148
1432,1900
3413,6027
3417,5905
1405,2742
5657,2001
3517,2811
3418,5882
1405,2749
1409,2628
3556,1607
3549,1824
5540,5640
1414,2481
3522,2676
3590,568
5540,5658
5535,5810
7753,2589
3522,2680
3528,2494
1300,6027
3528,2500
3538,2192
5543,5576
1315,5571
3552,1762
3439,5266
1431,1979
5671,1610
3528,2509
3525,2605
5650,2271
5667,1743
3413,6082
1405,2796
7754,2588
3538,2214
3428,5625
1401,2928
1412,2588
3530,2469
3530,2474
1410,2660
1434,1917
5553,5303
1410,2662
1420,2355
3560,1551
3546,1988
3413,6110
14012,5234
3538,2244
1324,5345
3528,2560
1410,2688
3528,2565
14012,5250
1307,5884
14012,5247
1489,246
3561,1551
5656,2140
3439,5335
5541,5708
3547,1988
1411,2669
5628,3012
3428,5680
1410,2703
14012,5251
7645,6030
3528,2585
3528,2594
7754,2657
3439,5355
3413,6161
3517,2936
5667,1822
5547,5546
3525,2696
5657,2140
3556,1738
3428,5708
5557,5247
3552,1863
1480,568
3413,6184
7743,3028
3532,2504
1426,2253
5661,2040
14014,5252
1426,2259
5665,1920
3413,6199
3418,6044
1287,6568
5675,1619
5660,2084
3560,1652
1405,2920
5559,5221
5648,2459
3530,2584
3528,2647
5632,2960
3413,6214
3553,1879
14012,5324
14012,5337
3528,2658
7777,2008
3439,5419
3440,5387
7785,1764
3541,2261
1418,2540
14012,5344
5675,1647
3538,2359
3522,2855
1407,2887
1449,1590
3519,2956
5659,2154
5661,2093
1412,2743
3538,2374
5678,1569
1326,5411
7645,6134
7754,2755
1329,5322
3517,3035
1414,2693
1430,2197
3560,1704
1424,2392
14014,5324
3520,2956
3542,2276
5675,1687
5697,1008
3561,1691
14014,5330
1423,2434
5556,5385
1407,2933
1412,2779
3522,2907
1447,1700
1412,2787
1331,5298
3522,2913
5661,2141
1447,1707
5641,2764
1429,2266
5558,5344
1451,1587
3538,2428
14013,5385
5550,5595
3552,1995
3528,2745
5550,5603
14015,5326
5660,2201
5649,2540
5678,1647
5552,5551
1434,2141
3532,2642
14013,5417
3522,2958
3418,6184
1432,2222
5555,5484
5660,2232
3565,1646
1426,2421
3569,1524
3528,2800
3552,2060
5660,2250
14015,5382
1421,2588
3532,2684
7645,6254
5655,2406
1328,5476
3536,2568
1429,2350
5650,2576
1331,5392
5682,1587
1440,2016
5679,1683
3521,3046
14012,5512
3450,5251
5667,2062
3552,2097
5636,3037
14012,5529
5648,2666
3533,2699
3522,3042
3556,1990
5682,1618
3565,1710
14012,5536
3568,1622
1333,5372
3528,2870
5665,2163
3560,1886
5723,366
1410,3000
3538,2578
3560,1898
3528,2891
7792,1779
3561,1873
1410,3019
3538,2590
3561,1878
5665,2193
1331,5478
5646,2785
14012,5579
1411,3003
14013,5560
5671,2015
3562,1861
3547,2328
1409,3075
1419,2766
3422,6209
3530,2863
5684,1624
1332,5466
7792,1822
1446,1938
1419,2777
3413,6503
5657,2473
1456,1636
5659,2417
5678,1826
1431,2413
5547,5890
3528,2945
14012,5620
3542,2517
5537,6209
1332,5496
14014,5566
14014,5579
7754,3032
5558,5576
5672,2043
14012,5644
5541,6110
5678,1863
5543,6050
1458,1618
1421,2766
1426,2615
7802,1572
3543,2526
5558,5598
7584,8327
14015,5579
5650,2751
3569,1727
3548,2377
1415,2969
1451,1855
3536,2760
3564,1891
3564,1896
5650,2768
5660,2462
5563,5472
3560,2040
3528,3031
3553,2259
14012,5712
5664,2356
3543,2576
5661,2458
1459,1647
1423,2764
5682,1806
1343,5251
14013,5695
1464,1510
1424,2752
3434,5977
3556,2197
3565,1920
3556,2201
14015,5647
3439,5832
3575,1621
3456,5309
3450,5499
1462,1597
5543,6161
1330,5692
3569,1830
3576,1613
1421,2885
3552,2362
3530,3043
5650,2867
3561,2094
14014,5735
3552,2379
3561,2105
3572,1766
3530,3067
1440,2326
3560,2146
3572,1775
1419,2983
3569,1868
5661,2553
1334,5620
14013,5792
5670,2278
3450,5566
1422,2898
5673,2188
3458,5322
1421,2934
5651,2879
1457,1824
5651,2882
5558,5769
1335,5613
14014,5788
3531,3077
3536,2923
1426,2800
5660,2620
1326,5913
7797,1921
3569,1921
1458,1826
1392,3873
5688,1768
3572,1832
5664,2521
1445,2241
5660,2647
3575,1755
14012,5886
1424,2902
3560,2224
1339,5544
1426,2853
3564,2116
1426,2860
3542,2801
5660,2686
5684,1945
14013,5886
3543,2778
5660,2687
1431,2719
5660,2698
1422,3003
3552,2509
3561,2233
3538,2948
1432,2697
1432,2698
5662,2643
5659,2735
3569,1990
7797,1998
5697,1560
3560,2276
1453,2061
3572,1910
3536,3027
5657,2825
5577,5309
1436,2611
7772,2804
3575,1844
7776,2683
3556,2436
3552,2559
1343,5504
3565,2163
1468,1634
3552,2565
3560,2320
7797,2047
1426,2942
3543,2853
5575,5394
5655,2929
3552,2586
1339,5654
3565,2184
3561,2311
5697,1634
1326,6065
3552,2598
1459,1946
3569,2076
5651,3076
1475,1460
3542,2920
5670,2486
7689,5432
3569,2084
14014,5965
3468,5221
3564,2248
3569,2093
3587,1537
7696,5234
3435,6258
7809,1740
5582,5247
3561,2366
14012,6073
1354,5252
3450,5811
1427,2990
3556,2527
5702,1538
1446,2405
14012,6081
14012,6082
1451,2259
7777,2762
14013,6056
3569,2143
5703,1527
3565,2274
3463,5445
3587,1601
1356,5227
3590,1514
1426,3062
3564,2324
1329,6073
3552,2700
5668,2642
1426,3071
3450,5864
1353,5335
1470,1709
5681,2246
5672,2525
1445,2494
5698,1721
5563,5906
1470,1722
5671,2565
1462,1972
1443,2563
5584,5266
5671,2566
1446,2474
3552,2729
3543,3008
3552,2731
1430,2978
5573,5617
5584,5280
1345,5620
1327,6178
5675,2465
5567,5811
1476,1563
5696,1830
3547,2915
1348,5548
3561,2484
3450,5927
5698,1784
5664,2840
1462,2034
1445,2563
3569,2258
5672,2605
3564,2420
3450,5954
5678,2424
5665,2827
3467,5428
14017,6056
5668,2736
3590,1622
5687,2150
1353,5435
3458,5718
3549,2900
3590,1632
1478,1569
5697,1855
3552,2817
5696,1891
1475,1675
1438,2824
5670,2706
3590,1659
1361,5225
1339,5908
3564,2472
5670,2724
1469,1884
3575,2138
5660,3039
1476,1674
7819,1661
14013,6258
3561,2584
3583,1905
5684,2307
1436,2927
1353,5503
3476,5225
3560,2626
5667,2852
1464,2080
1459,2236
5710,1526
3561,2613
1458,2269
3569,2364
3590,1716
1458,2275
1348,5686
1470,1908
5677,2567
3552,2905
3474,5326
3475,5295
5584,5452
3575,2199
3590,1733
5580,5579
1458,2291
1456,2353
3475,5303
1443,2759
7797,2397
7824,1565
3552,2927
3572,2307
5667,2898
5698,1943
1500,1008
5684,2375
3556,2811
1451,2532
5710,1574
5582,5548
3476,5295
3569,2412
5567,6014
1434,3067
5670,2827
3450,6112
3572,2336
5688,2276
1469,1995
5681,2498
5664,3028
5575,5792
3476,5326
5713,1522
3564,2605
1465,2141
1464,2178
3477,5319
1476,1814
3477,5321
1469,2034
3590,1820
1479,1727
3476,5355
7696,5613
5677,2682
3565,2616
1476,1846
3477,5352
3565,2627
1456,2472
5672,2847
1481,1706
5707,1770
5584,5583
1456,2484
3552,3050
1454,2552
3475,5443
3590,1877
1438,3060
3596,1697
1481,1728
3476,5419
3585,2042
1476,1887
5594,5301
3572,2451
1476,1893
7809,2182
3566,2645
3476,5437
3590,1908
5687,2435
5717,1510
3586,2033
5672,2906
3585,2064
3478,5386
5719,1460
3481,5303
5681,2641
1462,2362
3590,1933
3590,1935
1348,5908
5684,2569
3566,2690
5698,2140
3575,2416
5673,2916
3561,2857
1461,2423
12103,201
1488,1595
5697,2190
3585,2125
1464,2342
1337,6279
3588,2042
3604,1549
1469,2201
3590,1987
7825,1778
5697,2215
3476,5530
5671,3019
1456,2618
5678,2806
5588,5602
1484,1753
3480,5413
5702,2070
5697,2231
3587,2105
3599,1735
3589,2044
5700,2140
5697,2238
3600,1710
5717,1621
3565,2798
1456,2645
1470,2212
5681,2746
5696,2282
3572,2587
3478,5504
1447,2929
1462,2466
3477,5536
3478,5512
7804,2480
3588,2105
5719,1582
1367,5424
3572,2609
3601,1710
3564,2861
3564,2868
3600,1754
5585,5758
3412,7583
3476,5602
3483,5386
3560,3008
3560,3010
1456,2697
3596,1893
3587,2177
1495,1494
1489,1680
3473,5712
5591,5590
3572,2645
3413,7579
1475,2122
3568,2777
3604,1664
5681,2815
3583,2314
5717,1699
5676,2967
5703,2140
3597,1893
1456,2729
7792,2926
5696,2369
5697,2336
5714,1810
3601,1785
5696,2380
1495,1542
3475,5701
3475,5705
3594,2017
3575,2609
5694,2460
5682,2829
3561,3047
3476,5683
1481,1996
3474,5750
1451,2927
3475,5720
1492,1661
3475,5729
3604,1730
1447,3062
3596,1984
1421,3873
3565,2944
1481,2015
3596,1985
3575,2639
3590,2174
3476,5708
7819,2146
1458,2733
3476,5712
3574,2678
5594,5593
3590,2190
7797,2846
5606,5229
7689,6198
1469,2411
3604,1765
3597,1985
3565,2981
1495,1614
5681,2926
3575,2679
7840,1538
1481,2057
1359,5839
3476,5750
5684,2841
3476,5751
1452,2965
1377,5294
1456,2848
1451,3005
1455,2882
1475,2263
3612,1551
3596,2047
1469,2450
3484,5523
3467,6050
5724,1619
3578,2613
3477,5746
5580,6094
3590,2247
1475,2281
3590,2255
7825,2048
5724,1647
1481,2113
3569,2923
3604,1840
3604,1839
5725,1624
3590,2278
1362,5810
3590,2281
5696,2531
5697,2501
1464,2658
3604,1853
7719,5365
3596,2103
3576,2728
1470,2480
3476,5832
5687,2833
5682,2986
3477,5809
3495,5251
1370,5590
1495,1716
3493,5319
3589,2345
3576,2748
3569,2967
3597,2103
3601,1981
3604,1888
7713,5587
3572,2883
3588,2387
5694,2637
3594,2207
7802,2835
1499,1620
1484,2086
1464,2707
7716,5504
3585,2496
1495,1751
5599,5598
1458,2900
3612,1661
3583,2564
1462,2782
3615,1574
3476,5888
1484,2105
1459,2884
1377,5428
3590,2362
5682,3048
5600,5590
1500,1624
5724,1752
5697,2595
5682,3060
3568,3057
3614,1636
1462,2811
5694,2690
1381,5323
3595,2235
1380,5365
1499,1680
1472,2517
1485,2116
5702,2461
1495,1809
1495,1810
3611,1752
1487,2070
3499,5234
3487,5608
3569,3069
1481,2268
1380,5399
1378,5466
1458,2987
3476,5966
3590,2436
5687,2968
3594,2313
5703,2473
5714,2129
1506,1510
7823,2292
1476,2442
3475,6008
5714,2144
3490,5551
3574,2950
3575,2920
1366,5864
3576,2889
1386,5245
3590,2459
3619,1563
5588,6066
1471,2621
7804,2908
1458,3029
5698,2665
7841,1775
3594,2361
1470,2676
1376,5596
3590,2500
5710,2319
1473,2594
3619,1604
5716,2140
3604,2079
5697,2732
1462,2949
3604,2083
1495,1929
1488,2147
3597,2311
7819,2505
3575,2997
1465,2871
3594,2413
3623,1514
3585,2695
3589,2574
1465,2884
3590,2547
3604,2113
1469,2766
3612,1869
5724,1935
3575,3020
3619,1656
3624,1514
1500,1822
1388,5295
5731,1737
3483,5888
3585,2726
3595,2418
7823,2422
1461,3041
1370,5864
3596,2397
1495,1999
1475,2619
3575,3056
1476,2592
7819,2567
1390,5261
3594,2475
1481,2443
5717,2197
3619,1700
3475,6164
1476,2599
3619,1707
5731,1772
3590,2605
3612,1929
1484,2364
3589,2644
7841,1905
3618,1750
1495,2026
3587,2713
3590,2619
1500,1881
1384,5478
3624,1580
3578,3005
1495,2043
1499,1923
5737,1616
5713,2360
1502,1838
1481,2490
1384,5499
3621,1690
1390,5319
3615,1881
3621,1695
3615,1882
1499,1944
1465,3000
3590,2666
1485,2387
1470,2855
1471,2825
5724,2057
3590,2676
3601,2337
3590,2680
1506,1751
5734,1753
3594,2560
3498,5538
1492,2190
1475,2718
3606,2193
1500,1945
7833,2229
1502,1884
3590,2696
1376,5795
3495,5644
5736,1717
3590,2706
3608,2150
7825,2493
3627,1562
3615,1939
1490,2277
3620,1786
1465,3058
7835,2195
1506,1792
3599,2447
1390,5394
5694,3045
1382,5653
3590,2742
3583,2958
3621,1782
3614,2002
1506,1815
1475,2777
5610,5669
1500,2011
3615,1982
1506,1831
3594,2642
7825,2555
3488,5927
3593,2675
1469,2987
3597,2559
3509,5288
3619,1880
1475,2809
1495,2190
3585,2936
3619,1890
5703,2825
1495,2203
5714,2491
1495,2209
1495,2210
3611,2150
5707,2710
1495,2215
3606,2309
5697,3031
5619,5453
5616,5546
1384,5666
7832,2389
3590,2819
1500,2076
5614,5613
3604,2389
3590,2826
1367,6203
3624,1774
3601,2487
3590,2827
1476,2832
1506,1906
3587,2937
5724,2224
3656,802
3495,5792
3595,2697
3590,2855
3616,2052
3602,2487
3619,1962
5722,2311
1497,2213
1485,2588
5623,5385
1391,5504
5742,1697
3590,2876
3615,2100
5732,2015
5726,2202
5717,2484
3599,2608
1481,2732
3589,2926
1485,2617
1377,5966
7823,2752
3619,2009
3590,2907
3588,2972
3599,2630
7856,1737
3590,2912
3597,2696
1484,2664
3590,2913
5740,1806
3596,2733
1495,2336
1475,2970
3634,1578
1484,2692
5731,2109
1391,5576
3593,2853
1487,2606
5737,1929
3600,2643
3604,2522
1500,2210
3615,2180
7855,1810
3612,2276
3601,2621
1475,2992
3589,2997
3634,1607
3604,2542
1397,5424
3608,2419
1485,2700
3511,5432
1495,2397
1476,2989
3634,1627
3508,5536
1398,5411
1392,5597
3604,2564
5739,1914
5724,2380
7855,1854
3589,3032
3590,3008
5631,5276
3626,1895
1479,2923
5726,2338
5724,2404
1490,2592
3590,3027
1397,5484
5627,5426
1488,2667
3590,3042
1500,2297
7823,2895
5722,2495
5742,1873
1394,5595
3632,1755
3590,3059
3590,3063
1391,5706
3637,1617
3634,1713
5622,5621
5624,5560
5742,1907
1390,5745
3611,2430
3640,1533
3637,1629
12124,681
3634,1723
1485,2808
7823,2939
3619,2206
7719,6178
7714,6338
7749,5252
3604,2677
1500,2367
3635,1723
1500,2375
3601,2781
1499,2408
1478,3061
1495,2537
3602,2763
3635,1743
1488,2764
5614,5935
3604,2707
1399,5529
1495,2553
3600,2836
3612,2464
5740,2034
5747,1814
1488,2778
3612,2469
3612,2474
3626,2041
1495,2574
5736,2178
1492,2668
5732,2299
1492,2673
7841,2460
7825,2962
1481,3019
1506,2246
3611,2531
3594,3059
3637,1730
3640,1647
5755,1618
5732,2337
7823,3052
5726,2522
1406,5380
3619,2312
5737,2195
3510,5695
5743,2012
3611,2569
1390,5884
7845,2388
3520,5399
7835,2707
5710,3059
3624,2188
3499,6066
5743,2039
7855,2109
1396,5728
5757,1609
7835,2732
5726,2573
3601,2915
3620,2331
3612,2584
5626,5686
7839,2628
3620,2349
1411,5294
1495,2691
3645,1578
7855,2138
5753,1771
3632,1988
3599,3010
3618,2423
5616,6029
1398,5721
1500,2559
7844,2510
1488,2936
5757,1675
1500,2569
1411,5330
7856,2145
5755,1738
7845,2491
1498,2642
1495,2743
7743,5663
3608,2780
5724,2720
3521,5478
3637,1882
1495,2750
1409,5424
7856,2175
3524,5399
3600,3048
3622,2375
5748,2004
5742,2190
7865,1917
3604,2937
3612,2692
5627,5764
5736,2383
3506,5980
1501,2598
3619,2479
3628,2199
3528,5302
5725,2733
1507,2422
3606,2889
3522,5499
3637,1939
12079,2389
5731,2567
3604,2972
3629,2199
3616,2601
5763,1579
3522,5515
7879,1524
7832,2986
3618,2547
3611,2768
3621,2458
3521,5561
3632,2120
1418,5221
1410,5469
3528,5352
3509,5954
5616,6177
3506,6051
1396,5931
3611,2811
5634,5635
3616,2657
7841,2759
3620,2536
5731,2633
3528,5394
1394,6014
3619,2583
3524,5529
1406,5653
3643,1844
3611,2841
3645,1787
7747,5695
5742,2314
3525,5506
1398,5913
7879,1612
5753,1985
5646,5305
3620,2578
3533,5275
5740,2396
12079,2496
5736,2529
