location_1,location_2
7066,8485
460,8475
5481,8475
6218,10203
8349,9682
3553,10899
7822,9629
944,9859
7022,9859
5217,8475
4101,10300
8029,11419
6013,184
5422,10319
6248,9289
8356,9481
664,10361
202,110
3904,37
3366,8526
937,10098
5972,9667
935,10170
8182,6700
3831,10509
8070,10170
9086,11440
4868,11132
6010,8508
569,5150
6222,10129
3329,9702
7046,9161
5971,9724
5747,8476
6010,8513
3906,12
5747,8475
1438,10984
3322,9928
7068,8488
3266,11663
12059,9425
7603,99
8232,5182
4858,11472
3296,10742
8032,11385
3338,9443
6698,11783
991,8475
5218,8509
8074,10096
727,8475
8358,9490
12882,8509
4133,9389
6781,9226
6714,11302
7069,8488
4161,8531
4005,5172
3370,8478
1256,8476
3634,8488
8055,10698
7808,10170
4963,61
674,10140
6013,8475
3370,8488
6760,9897
463,8495
6013,8477
8087,9724
7043,9320
944,9972
6245,9481
3378,59
893,11559
5748,8513
7780,11058
6013,8488
390,10773
728,8487
3371,8475
1257,8475
3371,8476
14205,8495
3371,8478
3370,8514
3371,8485
3635,8494
4852,11728
3371,8488
5491,116
6013,8508
3328,9826
729,8476
3607,9370
3801,11551
1256,8526
9092,11375
6735,10713
200,8497
465,8475
5486,8476
3372,8476
5222,8475
931,10423
1499,9199
7031,9740
4008,5150
3334,9659
1257,8513
12801,11100
1445,10879
676,10143
7041,9443
5222,8488
3901,8476
5486,8494
730,8476
8075,10160
12093,8476
8392,8531
5465,9155
3637,8476
6285,117
8083,9920
5594,5157
8074,10204
202,8475
3746,5107
7073,8475
995,8475
12857,9399
995,8476
6999,10773
5722,9399
1200,10316
4144,9166
3902,8476
13090,10361
5331,5141
7050,9199
3601,9623
1258,8529
5223,8494
5678,10773
8766,5157
1468,10220
4430,8509
4620,10812
4011,5119
4964,154
940,10210
3611,9331
952,9841
3903,8475
7602,8494
7074,8477
3337,9638
3217,5169
3829,10773
3320,10170
6920,13262
3378,184
3378,186
1501,9221
6017,8488
8317,10922
6180,11632
4375,10243
5694,10319
6282,8476
3301,10773
13262,5092
7602,8514
3218,5157
8326,10648
3111,8476
5933,11111
3904,8476
5752,8532
7603,8494
3639,8500
5754,8475
1437,11229
4276,5142
4702,126
440,9375
8314,11046
7075,8496
957,9737
5226,8475
6260,9188
7603,8515
7836,9490
4441,44
998,8476
1214,9973
7039,9623
3583,10265
3905,8476
998,8482
12835,10170
3904,8510
734,8476
4277,5142
5651,11698
6811,8512
5491,8476
1440,11176
3486,5093
3485,5124
3377,8475
7823,9917
382,11211
5656,11555
206,8476
4170,8475
12789,11626
3221,5124
3641,8488
7609,170
5500,12
6232,10094
1215,9973
206,8487
206,8488
3318,10319
6215,10629
3351,9298
3867,9688
5863,5164
4116,10170
4434,8502
8376,9188
6020,8494
5492,8475
4937,9297
5491,8513
4171,8476
4016,5090
13099,10239
6923,5088
6021,8476
1488,9741
5228,8487
3377,8526
8076,10316
8112,9203
1204,10362
6231,10170
4444,32
6814,8488
5493,8476
1374,5095
941,10328
4281,5095
3352,9320
7981,5086
1001,8475
3643,8497
3911,190
923,10899
7713,5209
1206,10319
6294,51
6815,8476
8099,9630
6022,8488
5676,11020
1476,10150
5494,8475
3323,10243
12862,9451
1111,5090
8354,9931
4016,5150
435,9665
414,10319
11944,5150
3907,8533
5976,9928
8352,10001
5866,5150
895,11800
3341,9702
3564,10984
8060,10872
3860,10007
7609,8476
1267,8475
4174,8476
13070,11224
3651,113
738,8497
12062,9714
1236,9443
6816,8496
6023,8508
848,5093
1267,8488
848,5095
692,9934
478,184
3909,8513
8138,8488
3117,8488
1376,5117
1267,8496
4703,8475
7010,10691
3326,10208
1207,10361
4106,10608
7609,8509
981,9182
7609,8513
4175,8476
8403,8475
14275,6669
3888,9182
13158,8525
5759,8531
6818,8476
5761,8475
7609,8529
1004,8485
1469,10455
3095,9203
4448,30
4121,10170
3574,10742
3350,9493
7848,9320
7720,5095
4114,10389
3594,10129
713,9331
7718,5172
1376,5164
8404,8476
3095,9221
8404,8477
3880,9464
1229,9726
931,10773
4894,10804
741,8475
5762,8475
4446,118
7718,5187
477,8475
8404,8494
5498,8476
4394,9932
3345,9682
7017,10543
3573,10809
6291,8477
4370,10683
13369,10245
8249,5126
5462,9604
8405,8478
1222,9973
5762,8497
3913,8475
3890,9188
3913,8476
4286,5105
5972,10184
3345,9702
1185,11128
12368,8526
5716,9931
8372,9517
5233,8525
3756,5161
5558,6647
3304,10984
3119,8531
3882,9455
1005,8531
703,9702
5477,9170
689,10140
3851,10423
1007,8475
4178,8478
3609,9737
13106,10245
6028,8476
1200,10691
7878,8475
743,8476
8142,8488
3757,5156
4666,9745
6003,9259
1496,9714
8353,10143
8314,11353
3888,9299
5500,8482
12741,5202
4178,8505
5236,8475
5236,8476
391,11224
1272,8490
6822,8476
1017,12
744,8476
6231,10411
8111,9481
430,10021
5765,8476
3651,8476
8058,11121
6138,5112
3083,9702
1007,8525
12107,8495
8373,9562
3387,8476
5765,8485
216,8475
8362,9897
6294,8475
5664,11620
1009,8475
3085,9654
4352,11336
1009,8476
6990,11481
5996,9528
6294,8488
3611,9739
5510,24
7594,9147
4343,11625
3916,8478
745,8475
14199,9193
6719,11699
7791,11235
753,38
1219,10170
854,5101
1116,5172
216,8497
8312,11478
3916,8488
6723,11585
1274,8475
708,9638
7047,9740
7880,8496
216,8513
5238,8477
8145,8477
3289,11559
7839,9771
5237,8512
8145,8476
672,10766
3917,8477
7990,5095
5999,9470
8780,5181
1010,8488
7048,9734
750,170
4903,10697
3600,10129
7088,8495
7989,5145
6296,8475
4140,1585
696,10048
4026,5124
4445,8516
6090,6679
4899,10832
5664,11694
4086,11457
4181,8512
3350,9700
8076,10648
218,8488
747,8477
5451,10112
8370,9731
8349,10395
6825,8487
7594,9221
1119,5150
1253,9188
5732,9604
8039,11821
1177,11549
4290,5157
5240,8476
12639,8490
7009,10984
8381,9412
974,9659
3919,8476
1385,5112
4026,5161
4905,10683
5460,9859
14185,9724
3574,10984
3082,9853
484,8475
484,8476
12640,8478
6298,8475
5939,11410
5240,8509
7057,9527
3127,8475
12340,9587
3127,8476
12281,11428
12305,10687
12337,9688
956,10248
749,8476
7051,9722
8256,5142
594,5095
3612,9841
3849,10691
944,10634
3311,10984
6796,9443
5433,10742
7884,8488
12875,9425
4667,9914
4679,9552
484,8525
8060,11235
7628,51
4128,10248
436,10016
4912,10523
1014,8488
8258,5112
11958,5093
5724,9935
5507,8476
6267,9497
7092,8497
7004,11224
973,9771
5684,11184
12905,8513
7621,8487
4186,8475
6253,9935
8076,10765
5215,9345
8205,6769
3657,8495
6277,9199
5987,9995
4109,10869
3922,8475
4031,5101
3602,10208
5775,186
687,10461
5988,9973
3884,9659
1015,8488
6829,8476
706,9876
8150,8492
3922,8488
4114,10725
8326,11224
7890,170
223,8475
12378,8509
1233,9940
7827,10327
4457,114
8944,8476
1280,8488
5773,8475
4030,5172
3883,9729
1016,8494
6013,9236
7051,9827
6144,5181
7895,52
713,9702
3869,10170
