topic_1,topic_2
12683,9961
12682,9990
12682,9987
12683,9956
12683,9957
12683,9955
12683,9968
12683,9966
12683,9965
12683,9962
12683,9976
12683,9977
12682,10008
12682,10005
12683,9975
12683,9972
12683,9973
12682,10001
12683,9970
12683,9984
12683,9985
12683,9982
12682,10014
12683,9983
12683,9980
12683,9981
12683,9978
12683,9979
12683,9992
12683,9993
12683,9990
12683,9991
12683,9989
12683,10001
12683,9998
12682,10030
12683,9999
12683,9994
12683,9995
12683,10008
12682,10040
12683,10006
12682,10037
12683,10007
12682,10036
12683,10002
12683,10015
12682,10044
12682,10041
12683,10010
12683,10011
12682,10042
12683,10024
12683,10025
12683,10022
12683,10023
12682,10049
12683,10019
12683,10032
12682,10064
12683,10030
12683,10028
12683,10029
12682,10058
12683,10040
12682,10072
12683,10038
12682,10070
12683,10039
12683,10036
12683,10037
12683,10034
12683,10035
12683,10048
12682,10080
12683,10049
12683,10046
12683,10045
12683,10056
12683,10057
12683,10054
12683,10053
12683,10064
12683,10065
12683,10060
12683,10061
12683,10058
12683,10059
12683,10072
12682,10104
12683,10070
12682,10097
12683,10066
12683,10067
12683,10080
12683,10081
12682,10109
12683,10079
12682,10107
12683,10075
12683,10088
12682,10119
12683,10086
12683,10087
12683,10082
12682,10114
12682,10128
12683,10097
12683,10094
12683,10095
12682,10123
12682,10124
12683,10093
12683,10091
12683,10104
12682,10134
12683,10100
12683,10101
12683,10110
12683,10108
12683,10109
12683,10106
12683,10107
12683,10121
12682,10150
12683,10119
12682,10147
12683,10115
12683,10128
12682,10160
12683,10129
12683,10126
12682,10158
12683,10124
12682,10153
12683,10123
12683,10136
12683,10134
12683,10135
12683,10132
12683,10133
12683,10130
12682,10162
12683,10144
12683,10145
12683,10142
12683,10143
12683,10140
12683,10141
12682,10170
12683,10139
12683,10152
12683,10153
12682,10181
12683,10151
12683,10148
12683,10146
12683,10147
12683,10160
12683,10161
12682,10192
12683,10158
12682,10187
12683,10157
12682,10185
12683,10168
12682,10199
12683,10169
12683,10166
12683,10165
12683,10162
12683,10176
12683,10177
12683,10174
12682,10206
12683,10175
12683,10173
12682,10201
12683,10171
12682,10202
12682,10215
12683,10184
12683,10185
12682,10213
12683,10182
12683,10183
12683,10180
12683,10181
12682,10210
12682,10221
12683,10191
12682,10222
12683,10188
12683,10189
12683,10187
12683,10200
12682,10232
12683,10198
12683,10199
12682,10230
12683,10196
12683,10194
12683,10208
12683,10206
12683,10204
12683,10202
12683,10203
12683,10216
12682,10247
12683,10217
12683,10215
12682,10244
12683,10211
12682,10242
12682,10255
12682,10256
12683,10225
12683,10223
12683,10220
12682,10251
12683,10221
12683,10218
12683,10219
12683,10232
12683,10230
12683,10231
12682,10262
12683,10228
12683,10229
12683,10227
12683,10241
12682,10269
12683,10238
12683,10239
12683,10234
12682,10265
12683,10235
12683,10248
12682,10279
12683,10249
12683,10246
12682,10278
12683,10247
12683,10244
12683,10245
12683,10242
12683,10243
12683,10256
12682,10288
12683,10255
12683,10252
12683,10250
12682,10282
12683,10251
12683,10264
12682,10295
12683,10265
12682,10296
12682,10293
12683,10262
12683,10263
12683,10261
12683,10272
12682,10303
12683,10273
12683,10270
12683,10271
12683,10268
12683,10269
12683,10280
12683,10278
12682,10310
12683,10279
12683,10276
12683,10275
12683,10288
12683,10289
12683,10286
12683,10287
12683,10284
12683,10285
12683,10283
12682,10314
12683,10296
12683,10297
12683,10293
12683,10290
12683,10303
12682,10334
12682,10331
12683,10312
12683,10310
12683,10307
12683,10320
12683,10321
12683,10318
12683,10319
12683,10316
12683,10317
12683,10314
12683,10315
12683,10326
12683,10327
12683,10324
12683,10325
12683,10336
12683,10334
12683,10332
12682,10364
12683,10330
12682,10361
12683,10331
12683,10345
12683,10342
12683,10343
12682,10374
12683,10339
12683,10351
12683,10348
12683,10346
12683,10347
12683,10360
12683,10361
12683,10358
12683,10359
12683,10356
12683,10368
12683,10366
12682,10398
12683,10367
12682,10395
12683,10364
12683,10362
12683,10363
12683,10376
12683,10374
12683,10375
12683,10372
12683,10370
12682,10415
12683,10382
12682,10413
12683,10380
12683,10381
12683,10379
12683,10390
12683,10388
12683,10389
12683,10387
12682,10431
12683,10401
12682,10429
12683,10398
12683,10397
12682,10428
12683,10394
12683,10395
12683,10408
12682,10439
12682,10440
12683,10409
12683,10404
12682,10436
12683,10405
12683,10402
12683,10403
12683,10416
12683,10417
12682,10448
12683,10411
12683,10424
12683,10422
12683,10423
12682,10452
12683,10421
12683,10418
12682,10450
12683,10432
12683,10433
12683,10430
12683,10431
12683,10428
12683,10427
12683,10440
12683,10441
12683,10438
12682,10469
12683,10439
12683,10434
12683,10447
12683,10445
12683,10443
12683,10456
12683,10457
12682,10488
12683,10454
12683,10455
12683,10452
12683,10453
12682,10482
12683,10451
12682,10495
12683,10462
12683,10463
12683,10460
12682,10491
12683,10461
12682,10490
12683,10470
12683,10471
12683,10468
12683,10469
12682,10512
12683,10481
12682,10507
12683,10477
12682,10505
12682,10506
12683,10475
12683,10488
12683,10486
12682,10518
12682,10515
12683,10482
12683,10496
12683,10497
12683,10494
12683,10495
12683,10492
12683,10490
12683,10491
12682,10535
12683,10505
12683,10501
12683,10498
12683,10499
7072,4219
12683,10512
12682,10543
12682,10539
12683,10508
12683,10506
12683,10521
12683,10519
12682,10559
12683,10527
7072,4239
12683,10524
12683,10525
12683,10536
12683,10537
12682,10565
12683,10534
12682,10566
12683,10535
12683,10530
12683,10531
12683,10544
12682,10573
12683,10542
12683,10539
12683,10552
12683,10553
12683,10546
12683,10560
12682,10592
12683,10558
12683,10559
12683,10556
12683,10557
12683,10554
12682,10600
12683,10565
12683,10562
12683,10563
12683,10576
12683,10574
12683,10573
12682,10604
12683,10570
12683,10571
12683,10584
12683,10585
12683,10583
12683,10580
12683,10581
12682,10612
12682,10623
12683,10592
12683,10593
12683,10591
12683,10589
12683,10586
12683,10587
12683,10600
12682,10631
12683,10601
12683,10596
12683,10597
12682,10628
12682,10625
12683,10608
12683,10606
12683,10607
12683,10603
12682,10647
12682,10648
12683,10617
12683,10614
12683,10615
12683,10612
12682,10643
12683,10610
12683,10611
12682,10655
12683,10623
12682,10651
12683,10621
12683,10619
12683,10632
12682,10663
12683,10631
12683,10628
12683,10629
12682,10657
12683,10641
12683,10638
12682,10670
12683,10639
12683,10637
12683,10634
12682,10665
12683,10635
12682,10679
12683,10648
12683,10646
12683,10647
12683,10644
12683,10645
12682,10673
12683,10643
12682,10688
12683,10654
12683,10653
12682,10681
12683,10651
12682,10695
12683,10663
12683,10659
12683,10672
12683,10673
12682,10704
12683,10670
12683,10671
12683,10669
12683,10667
12683,10681
12683,10676
12683,10674
12683,10675
12682,10706
12683,10687
12683,10684
12683,10685
12683,10683
12683,10696
12683,10697
12683,10694
12682,10725
12683,10695
12683,10692
12682,10722
12683,10691
12683,10704
12683,10702
12683,10703
12683,10701
12683,10698
12682,10729
12683,10699
12683,10712
12683,10713
12683,10711
12683,10706
12683,10707
12683,10720
12683,10721
12683,10718
12683,10719
12682,10750
12683,10717
12682,10746
12683,10728
12683,10729
12683,10727
12683,10724
12682,10755
12683,10725
12683,10722
12683,10734
12683,10735
12683,10732
12683,10730
12683,10744
12683,10742
12683,10740
12683,10741
12682,10769
12683,10739
12683,10752
12683,10753
12683,10751
12683,10748
12683,10749
12683,10746
12682,10778
12683,10756
12682,10787
12683,10754
12683,10755
12683,10768
12683,10769
12683,10766
12682,10797
12683,10764
12682,10795
12683,10765
12683,10763
12683,10777
12683,10774
12683,10771
12683,10784
12682,10815
12683,10785
12682,10809
12683,10779
12683,10792
12682,10823
12683,10790
12683,10791
12682,10822
12683,10788
12683,10789
12682,10820
12683,10787
12683,10800
12682,10832
12683,10801
12683,10798
12683,10794
12683,10795
12683,10809
12683,10806
12682,10837
12683,10804
12683,10805
12683,10816
12683,10814
12683,10815
12683,10810
12682,10855
12683,10822
12683,10823
12683,10820
12682,10852
12683,10818
12682,10850
12683,10819
12682,10864
12683,10831
12683,10828
12683,10826
12682,10857
12682,10872
12683,10841
12683,10836
12682,10867
12682,10865
12683,10849
12683,10846
12683,10847
12683,10845
12683,10842
12682,10874
12683,10856
12683,10857
12682,10885
12683,10855
12683,10852
12683,10853
12683,10850
12683,10851
12682,10882
12683,10864
12683,10865
12683,10862
12682,10893
12683,10861
12682,10889
12683,10872
12683,10873
12682,10904
12683,10870
12682,10901
12683,10871
12682,10899
12683,10869
12683,10867
12683,10880
12683,10881
12683,10878
12683,10876
12683,10875
12683,10889
12682,10920
12682,10918
12683,10887
12683,10884
12683,10885
12682,10914
12683,10897
12683,10895
12683,10892
12682,10924
12683,10893
12683,10890
12682,10933
12683,10902
12683,10903
12683,10900
12683,10901
12683,10898
12683,10899
12683,10913
12682,10941
12683,10908
12683,10909
12683,10906
12682,10938
12683,10919
12683,10917
12683,10914
12683,10915
12682,10946
12683,10929
12683,10926
12683,10927
12683,10924
12683,10925
12683,10937
12683,10934
12683,10935
12683,10933
12683,10930
12682,10962
12683,10945
12683,10940
12683,10941
12683,10938
12682,10984
12683,10951
12683,10948
12682,10980
12682,10977
12683,10947
12683,10960
12683,10961
12683,10958
12683,10956
12683,10955
12683,10969
12682,10997
12682,10995
12683,10964
12683,10962
12682,10994
12683,10977
12682,11005
12683,10975
12683,10973
12683,10971
12683,10984
12683,10985
12683,10982
12683,10980
12683,10978
12682,11010
12683,10992
12683,10990
12682,11021
12683,10991
12683,10989
12683,10987
12682,11018
12683,11000
12682,11032
12683,10998
12683,10999
12683,10997
12683,10994
12683,10995
12683,11008
12683,11006
12683,11004
12683,11005
12683,11003
12683,11017
12682,11048
12683,11014
12682,11046
12683,11015
12682,11043
12683,11012
12683,11013
12683,11010
12682,11042
12683,11011
12682,11055
12683,11022
12683,11020
12683,11021
12683,11019
12682,11060
12682,11057
12683,11026
12682,11058
12682,11069
12683,11039
12683,11036
12682,11068
12683,11034
12682,11079
12682,11080
12682,11077
12683,11046
12683,11044
12682,11076
12682,11073
12683,11042
12683,11043
12683,11056
12683,11054
12682,11085
12683,11055
12683,11053
12682,11081
12683,11050
12682,11095
12683,11065
12682,11096
12683,11062
12682,11089
12683,11058
12683,11059
12682,11104
12683,11073
12683,11071
12682,11102
12682,11099
12683,11069
12683,11066
12683,11067
12683,11080
12682,11112
12683,11081
12683,11079
12683,11076
12683,11077
12683,11074
12683,11089
12683,11087
12683,11084
12682,11116
12683,11085
12683,11082
12683,11083
12683,11096
12683,11095
12683,11093
12682,11124
12683,11090
12682,11122
12683,11091
12683,11102
12683,11100
12683,11101
12683,11098
12682,11130
12683,11111
12683,11108
12682,11137
12683,11106
12683,11120
12682,11151
12682,11152
12683,11121
12683,11118
12682,11149
12682,11147
12683,11116
12682,11159
12683,11127
12683,11124
12682,11156
12683,11125
12683,11122
12683,11123
12683,11136
12683,11137
12683,11132
12683,11133
12682,11175
12682,11176
12683,11145
12682,11173
12683,11143
12682,11171
12682,11172
12683,11141
12683,11139
12683,11152
12683,11153
12683,11151
12683,11148
12683,11149
12683,11146
12682,11178
12683,11147
12683,11160
12683,11161
12683,11159
12682,11187
12683,11156
12683,11157
12683,11154
12683,11155
12683,11164
12683,11163
12683,11177
12683,11174
12682,11206
12683,11171
12683,11184
12682,11216
12682,11213
12682,11214
12683,11183
12683,11181
12683,11178
12683,11192
12683,11193
12683,11191
12683,11188
12683,11187
12683,11201
12683,11198
12683,11199
12683,11194
12683,11208
12683,11209
12683,11206
12683,11207
12682,11238
12682,11235
12683,11204
12683,11205
12683,11202
12682,11234
12683,11216
12683,11214
12683,11212
12683,11213
12683,11211
12682,11255
12683,11224
12682,11256
12683,11222
12683,11232
12683,11231
12682,11260
12683,11226
12682,11271
12683,11240
12683,11239
12683,11236
12683,11234
12683,11235
12683,11244
12683,11243
12682,11287
12683,11257
12683,11254
12682,11286
12683,11255
12682,11284
12683,11250
12683,11251
12683,11263
12683,11260
12683,11259
12683,11272
12683,11270
12683,11271
12683,11266
12683,11267
12683,11280
12683,11278
12683,11279
12683,11276
12683,11277
12683,11275
12682,11317
12683,11286
12683,11287
12683,11284
12683,11285
12683,11282
12683,11283
12683,11296
12683,11297
12683,11294
12683,11295
12683,11292
12683,11293
12683,11290
12682,11321
12683,11305
12683,11302
12683,11303
12683,11299
12682,11344
12683,11313
12682,11341
12683,11310
12682,11342
12683,11309
12682,11338
12683,11320
12683,11321
12682,11350
12683,11316
12683,11317
12683,11314
12683,11328
12682,11360
12683,11329
12683,11326
12683,11327
12682,11358
12682,11355
12683,11322
12683,11336
12683,11337
12682,11368
12683,11334
12683,11332
12683,11333
12682,11364
12683,11330
12683,11344
12683,11342
12683,11341
12683,11338
12683,11353
12683,11348
12682,11379
12682,11380
12683,11346
12683,11360
12683,11358
12683,11359
12683,11356
12683,11354
12682,11386
12683,11368
12683,11363
12682,11407
12683,11376
12683,11375
12683,11372
12683,11370
12682,11401
12682,11402
12683,11385
12682,11416
12683,11382
12683,11383
12683,11380
12683,11378
12683,11379
12683,11392
12683,11393
12683,11390
12683,11391
12683,11388
12682,11419
12683,11389
12683,11401
12683,11399
12683,11397
12682,11425
12683,11394
12683,11395
12683,11408
12682,11437
12683,11404
12683,11405
12683,11416
12683,11417
12682,11448
12682,11446
12682,11443
12683,11412
12683,11413
12683,11410
12683,11411
12683,11425
12683,11423
12683,11421
12683,11419
12683,11433
12683,11428
12682,11460
12683,11426
12682,11458
12683,11440
12683,11438
12682,11469
12682,11470
12682,11467
12683,11437
12682,11465
12683,11448
12682,11480
12683,11444
12683,11445
12683,11443
12682,11488
12683,11451
12683,11464
12683,11465
12683,11461
12683,11458
12683,11459
12683,11473
12683,11470
12683,11471
12683,11468
12682,11497
12683,11466
12683,11481
12683,11478
12683,11476
12682,11507
12682,11506
12683,11488
12683,11486
12682,11518
12683,11484
12683,11482
12682,11513
12683,11483
12683,11496
12682,11526
12683,11495
12683,11492
12683,11491
12683,11505
12683,11502
12683,11500
12682,11532
12683,11513
12683,11511
12683,11506
12683,11521
12683,11518
12683,11519
12683,11517
12683,11528
12683,11527
12682,11555
12683,11525
12682,11556
12682,11553
12683,11536
12683,11537
12683,11534
12683,11535
12683,11532
12682,11563
12682,11564
12683,11530
12683,11531
12683,11544
12682,11576
12683,11545
12683,11542
12682,11583
12683,11549
12683,11556
12682,11587
12682,11585
12683,11554
12683,11555
12683,11569
12683,11566
12683,11563
12682,11608
12683,11577
12683,11574
12682,11605
12683,11575
12683,11572
12683,11582
12683,11580
12682,11611
12683,11581
12683,11579
12683,11592
12682,11617
12683,11601
12683,11598
12683,11597
12683,11595
12682,11639
12683,11606
12683,11604
12683,11602
12683,11612
12683,11613
12682,11644
12683,11610
12683,11611
12683,11624
12683,11622
12682,11649
12683,11632
12682,11664
12683,11630
12683,11629
12683,11627
12682,11671
12683,11641
12683,11638
12683,11639
12683,11636
12683,11648
12683,11649
12683,11644
12683,11643
12683,11654
12683,11650
12683,11651
12683,11664
12683,11662
12682,11691
12683,11661
12683,11672
12682,11701
12683,11670
12682,11702
12683,11671
12683,11669
12683,11680
12682,11712
12683,11681
12683,11679
12682,11708
12683,11675
12683,11688
12683,11689
12683,11687
12683,11683
12682,11725
12683,11690
12683,11691
12683,11702
12683,11703
12683,11700
12683,11701
12683,11698
12683,11699
12682,11744
12683,11710
12683,11711
12683,11708
12683,11709
12683,11707
12683,11716
12682,11748
12683,11715
12683,11728
12683,11726
12683,11727
12683,11722
12682,11754
12683,11736
12683,11735
12683,11733
12683,11730
12683,11731
12682,11762
12683,11745
12683,11738
12683,11739
12683,11752
12683,11753
12683,11751
12683,11749
12683,11747
12682,11785
12683,11754
12682,11786
12683,11755
12683,11768
12683,11769
12683,11764
12683,11762
12682,11793
12682,11794
12683,11776
12683,11772
12683,11784
12683,11780
12682,11811
12683,11779
12683,11790
12683,11788
12683,11786
12682,11817
12683,11800
12683,11798
12683,11796
12683,11809
12683,11806
12683,11802
12683,11803
12683,11817
12683,11812
12683,11810
12682,11856
12683,11821
12683,11832
12683,11849
12683,11871
12682,11897
12682,11906
12682,11916
12683,11897
12682,11933
12682,11932
12683,11912
12682,11944
12683,11926
12682,11958
12683,11933
12682,11969
12682,11984
7689,2920
12682,12000
12682,12007
12682,12008
12682,12006
12682,12002
12683,11984
12682,12014
12682,12023
12683,11992
12683,12000
12682,12032
12682,12027
12683,11994
12683,12008
12683,12009
12683,12006
12683,12004
12683,12003
12682,12048
12683,12017
12683,12014
12683,12015
12683,12012
12683,12013
12683,12010
12683,12011
12683,12024
12682,12056
12683,12025
12683,12023
12683,12021
12683,12018
12683,12019
12683,12032
12683,12033
12683,12030
12682,12062
12683,12031
12683,12028
12683,12029
12683,12026
12683,12040
12683,12041
12683,12038
12683,12039
12682,12067
12683,12037
12683,12034
12683,12035
12683,12049
12683,12047
12682,12078
12683,12044
12682,12076
12683,12045
12683,12042
7689,3020
12682,12087
12682,12085
12682,12083
12683,12051
12682,12095
12682,12096
12682,12094
12682,12104
12682,12100
12683,12067
12682,12112
12682,12107
12682,12118
12683,12084
12682,12122
12683,12105
12683,12112
12683,12109
12682,12150
12683,12116
12683,12117
12682,12146
12682,12159
12682,12157
12682,12158
12682,12155
12682,12156
12683,12137
12682,12168
12682,12165
12682,12166
12682,12163
12682,12164
12682,12162
12682,12176
12682,12172
12682,12170
12683,12152
12682,12184
12683,12153
12683,12151
12682,12179
12683,12149
12682,12180
12682,12177
12683,12147
12682,12191
12683,12161
12682,12189
12683,12158
12683,12159
12682,12190
12682,12187
12683,12154
12683,12155
12683,12168
12683,12166
12683,12167
12683,12164
12682,12194
12683,12176
12683,12177
12683,12174
12683,12172
12682,12203
12683,12184
12683,12185
12683,12182
12683,12183
12683,12180
12683,12181
12683,12179
12683,12192
12683,12193
12683,12190
12683,12191
12683,12188
12683,12187
12683,12194
12682,12241
12682,12253
12682,12249
12683,12239
12683,12251
12682,12322
12682,12352
12683,12321
12683,12333
12683,12342
12683,12368
12683,12365
12682,12393
12683,12387
12683,12449
12683,12445
12682,12486
12682,12489
12682,12502
12682,12508
12683,12496
12683,12505
12682,12530
12682,12582
12682,12604
12682,12614
12682,12621
12682,12617
12682,12618
12682,12631
12682,12627
12682,12628
12683,12605
12683,12617
12683,12614
12682,12645
12682,12643
12682,12644
12683,12621
12682,12649
12682,12663
12683,12628
12683,12627
12683,12641
12682,12669
12682,12667
12683,12649
12682,12677
12683,12645
12683,12643
12682,12687
12683,12656
12683,12654
12682,12685
12683,12655
12683,12653
12683,12650
12682,12681
12683,12664
12682,12695
12682,12693
12683,12662
12682,12694
12683,12660
12683,12661
12682,12692
12683,12658
12682,12689
12682,12690
12683,12659
12682,12703
12682,12704
12682,12701
12682,12702
12682,12700
12683,12666
12683,12667
12682,12712
12683,12681
12682,12708
12682,12705
12682,12706
12683,12688
12682,12719
12682,12720
12683,12686
12682,12717
12683,12687
12682,12718
12682,12715
12683,12684
12683,12685
12682,12716
12683,12696
12683,12697
12682,12728
12683,12694
12682,12726
12682,12723
12683,12693
12682,12724
12682,12721
12683,12690
12682,12722
12683,12691
12683,12704
12682,12735
12683,12705
12683,12700
12682,12731
12683,12701
12683,12698
12682,12730
12683,12699
12683,12713
12682,12741
12683,12710
12683,12711
12682,12739
12683,12709
12683,12706
12682,12737
12683,12707
12682,12738
12682,12752
12683,12718
12683,12719
12683,12716
12682,12748
12683,12717
12682,12745
12683,12714
12682,12746
12683,12715
12682,12759
12683,12729
12683,12726
12682,12757
12683,12727
12683,12725
12682,12756
12682,12754
12683,12736
12682,12768
12683,12737
12682,12765
12683,12734
12682,12766
12683,12735
12683,12732
12682,12763
12683,12733
12682,12761
12683,12730
12682,12762
12683,12731
12683,12744
12682,12776
12683,12742
12682,12773
12683,12743
12683,12740
12682,12772
12683,12741
12683,12739
12682,12783
12683,12752
12682,12784
12683,12753
12683,12750
12682,12782
12683,12751
12682,12779
12683,12749
12682,12777
12683,12747
12682,12778
12683,12760
12683,12761
12682,12792
12683,12758
12682,12790
12682,12787
12683,12756
12683,12757
12682,12788
12683,12754
12682,12785
12683,12755
12682,12786
12683,12768
12682,12799
12683,12769
12682,12800
12682,12797
12682,12798
12683,12767
12682,12795
12683,12764
12683,12765
12682,12796
12682,12794
12683,12763
12682,12808
12683,12777
12683,12774
12683,12775
12683,12772
12682,12803
12683,12770
12683,12771
12683,12784
12682,12815
12682,12816
12683,12782
12683,12783
12683,12780
12682,12811
12683,12781
12682,12812
12682,12809
12683,12779
12682,12823
12682,12824
12683,12793
12682,12822
12683,12791
12683,12788
12682,12819
12683,12789
12682,12820
12682,12817
12683,12786
12683,12787
12682,12818
12682,12831
12683,12800
12683,12801
12683,12798
12682,12829
12682,12830
12682,12827
12683,12796
12682,12828
12682,12826
12683,12795
12683,12808
12682,12839
12683,12806
12682,12837
12683,12807
12682,12838
12682,12835
12683,12804
12683,12805
12682,12833
12683,12802
12683,12803
12683,12816
12683,12817
12682,12848
12683,12814
12682,12846
12683,12812
12683,12813
12682,12841
12683,12810
12682,12842
12683,12824
12683,12825
12682,12853
12683,12823
12682,12854
12682,12851
12683,12820
12682,12852
12683,12821
12683,12818
12683,12819
12683,12832
12682,12861
12683,12830
12682,12862
12683,12831
12683,12828
12682,12860
12682,12857
12683,12826
12682,12858
12682,12871
12683,12840
12683,12841
12682,12872
12682,12869
12682,12870
12683,12836
12682,12867
12683,12837
12682,12868
12682,12865
12683,12834
12682,12866
12682,12879
12683,12848
12682,12880
12683,12849
12682,12877
12682,12878
12683,12847
12683,12844
12682,12875
12682,12876
12683,12845
12683,12843
12683,12856
12682,12887
12682,12888
12682,12885
12683,12855
12682,12886
12682,12883
12683,12852
12682,12884
12683,12853
12683,12850
12682,12881
12683,12851
12682,12882
12683,12864
12682,12896
12683,12865
12682,12893
12683,12863
12682,12894
12683,12860
12682,12891
12682,12892
12683,12861
12683,12858
12682,12889
12683,12859
12683,12873
12682,12904
12682,12901
12683,12870
12682,12902
12683,12871
12682,12899
12683,12868
12682,12900
12682,12897
12682,12898
12683,12867
12682,12911
12683,12881
12682,12910
12683,12879
12682,12907
12683,12874
12682,12905
12682,12906
12683,12888
12682,12920
12682,12917
12683,12887
12682,12915
12683,12884
12683,12885
12682,12916
12682,12913
12682,12914
12682,12927
12682,12928
12682,12925
12683,12894
12682,12926
12683,12895
12683,12892
12683,12890
12682,12922
12682,12935
12682,12936
12683,12903
12682,12931
12683,12901
12682,12929
12682,12930
12682,12943
12683,12912
12682,12944
12683,12913
12682,12941
12682,12942
12683,12911
12682,12939
12683,12908
12683,12909
12683,12906
12682,12938
12683,12920
12683,12921
12682,12952
12683,12918
12682,12949
12683,12919
12682,12950
12682,12948
12682,12945
12683,12914
12682,12959
12683,12928
12682,12957
12683,12927
12682,12958
12682,12955
12683,12924
12682,12956
12683,12925
12683,12922
12683,12923
12683,12936
12682,12967
12683,12937
12683,12934
12682,12965
12683,12935
12683,12932
12682,12963
12683,12933
12682,12961
12683,12931
12682,12975
12683,12945
12683,12942
12683,12943
12683,12940
12683,12941
12682,12972
12683,12938
12682,12969
12683,12939
12682,12970
12682,12983
12682,12984
12683,12953
12682,12981
12682,12982
12683,12951
12683,12948
12682,12979
12682,12977
12683,12946
12682,12978
12683,12947
12683,12960
12683,12961
12682,12992
12682,12989
12682,12990
12682,12987
12683,12956
12682,12988
12682,12985
12683,12954
12682,12986
12683,12968
12682,13000
12683,12969
12683,12966
12683,12964
12682,12995
12683,12965
12683,12962
12682,12994
12682,13007
12683,12976
12683,12977
12682,13008
12683,12974
12683,12975
12682,13006
12683,12973
12682,13004
12683,12970
12683,12971
12682,13002
12683,12984
12682,13015
12682,13016
12682,13013
12682,13014
12683,12980
12683,12978
12683,12979
12682,13023
12683,12993
12682,13024
12683,12990
12683,12991
12682,13019
12683,12988
12683,12986
12683,13000
12683,13001
12682,13032
12682,13029
12683,12998
12683,12999
12683,12996
12682,13028
12683,12997
12683,12994
12682,13025
12683,12995
12682,13039
12683,13009
12683,13006
12682,13037
12682,13035
12683,13005
12682,13036
12683,13003
12682,13047
12683,13016
12683,13017
12682,13048
12682,13045
12683,13014
12683,13015
12682,13043
12683,13012
12682,13044
12683,13010
12682,13041
12683,13011
12683,13022
12682,13053
12682,13051
12683,13020
12683,13021
12682,13049
12683,13018
12682,13050
12683,13032
12682,13063
12682,13064
12683,13033
12682,13061
12683,13030
12683,13031
12682,13062
12682,13059
12682,13057
12683,13026
12682,13058
12683,13027
12682,13071
12683,13040
12682,13072
12683,13038
12683,13039
12682,13070
12683,13036
12683,13037
12682,13065
12683,13034
12683,13035
12682,13066
12682,13079
12682,13077
12683,13046
12683,13044
12683,13045
12682,13073
12683,13042
12683,13056
12682,13087
12682,13088
12683,13054
12682,13085
12682,13086
12683,13055
12683,13052
12682,13081
12683,13051
12682,13082
12682,13095
12683,13065
12682,13096
12682,13093
12683,13062
12682,13094
12683,13060
12682,13092
12682,13089
12682,13090
12683,13059
12683,13072
12683,13073
12682,13104
12683,13070
12682,13101
12682,13102
12682,13099
12683,13068
12683,13069
12682,13097
12683,13067
12682,13111
12683,13080
12682,13112
12683,13078
12682,13109
12683,13076
12682,13107
12682,13108
12683,13074
12682,13106
12683,13075
12682,13119
12683,13088
12683,13087
12683,13084
12682,13116
12683,13083
12683,13096
12682,13127
12682,13128
12683,13097
12682,13125
12682,13126
12682,13123
12683,13092
12683,13093
12682,13124
12683,13091
12682,13122
12683,13105
12683,13102
12682,13133
12682,13134
12683,13103
12683,13100
12682,13132
12683,13098
12683,13112
12682,13143
12683,13113
12682,13141
12683,13110
12682,13140
12683,13109
12683,13106
12682,13137
12683,13107
12683,13120
12683,13121
12682,13149
12683,13118
12682,13150
12683,13119
12683,13117
12683,13114
12682,13145
12682,13146
12683,13115
12682,13159
12683,13128
12682,13160
12683,13129
12683,13126
12682,13157
12682,13158
12683,13124
12682,13156
12683,13125
12682,13167
12683,13136
12682,13168
12682,13165
12682,13166
12683,13135
12682,13163
12682,13164
12683,13130
12682,13162
12683,13131
12683,13144
12682,13176
12683,13142
12683,13140
12682,13171
12683,13141
12683,13138
12682,13169
12683,13139
12682,13183
12683,13152
12683,13153
12683,13150
12682,13181
12682,13182
12683,13151
12683,13148
12682,13180
12682,13177
12682,13178
12683,13147
12682,13192
12683,13161
12682,13189
12682,13187
12683,13156
12683,13157
12683,13154
12683,13155
12683,13168
12682,13199
12683,13169
12682,13197
12683,13167
12682,13198
12682,13196
12683,13162
12682,13194
12683,13177
12683,13174
12683,13175
12683,13172
12683,13173
12682,13201
12683,13170
12682,13202
12683,13184
12682,13216
12683,13185
12682,13213
12683,13183
12682,13211
12682,13212
12682,13209
12682,13210
12683,13179
12682,13223
12683,13193
12682,13221
12683,13190
12683,13191
12682,13219
12683,13188
12682,13220
12683,13186
12682,13218
12682,13231
12683,13200
12682,13232
12682,13229
12682,13230
12682,13228
12683,13195
12682,13226
12683,13208
12683,13209
12683,13206
12683,13207
12683,13204
12682,13235
12683,13205
12682,13236
12682,13234
12683,13203
12682,13248
12683,13217
12682,13245
12683,13214
12683,13215
12682,13243
12683,13210
12683,13224
12682,13255
12683,13225
12682,13256
12682,13253
12683,13222
12682,13254
12682,13251
12683,13221
12682,13250
12682,13263
12682,13264
12683,13233
12682,13261
12682,13262
12682,13259
12682,13260
12683,13227
12683,13240
12682,13272
12683,13241
12683,13238
12683,13239
12682,13270
12683,13237
12682,13268
12682,13265
12683,13235
12682,13266
12682,13279
12683,13249
12682,13280
12682,13277
12683,13246
12682,13278
12683,13247
12683,13244
12682,13275
12683,13245
12682,13276
12683,13242
12682,13273
12682,13274
12683,13243
12682,13288
12683,13257
12682,13286
12683,13255
12682,13283
12683,13252
12682,13284
12682,13282
12682,13296
12682,13293
12683,13258
12682,13290
12683,13259
12683,13273
