award_winner_1,award_winner_2
7470,6830
6409,6959
7465,6990
7559,4076
7559,4075
6532,3143
6504,4016
3350,3487
6589,1387
7568,3805
3332,4050
3448,454
6602,982
3357,3274
253,1198
7504,5791
6586,1488
7555,4216
5548,895
6435,6167
7574,3626
7572,3688
6409,6979
7559,4097
6515,3693
6593,1273
5443,4161
6586,1495
7420,8408
6446,5834
6523,3453
6523,3452
3355,3356
1245,3233
265,845
7568,3829
7568,3828
3361,3177
7572,3710
6530,3242
6608,824
6504,4053
7572,3712
3449,454
258,1072
3349,3557
7523,5237
3349,3559
6608,832
3349,3558
1323,830
1321,892
276,521
1309,1268
6374,8095
3349,3567
3349,3566
7521,5311
6504,4069
6523,3480
2282,3880
7497,6053
265,871
3348,3604
6431,6337
3356,3355
7568,3856
3333,4070
266,845
6587,1505
6431,6341
3361,3207
3448,510
1329,662
3448,512
7517,5447
6452,5694
6504,4081
6374,8111
6523,3491
7567,3895
6376,8047
6534,3149
6519,3614
6431,6349
259,1072
7574,3688
6523,3501
1324,828
7430,8155
6454,5642
6519,3627
3349,3594
6382,7879
6517,3693
3429,1118
1324,839
7567,3917
7412,8722
6375,8101
266,871
13863,5343
7491,6277
3361,3232
250,1370
7562,4075
2136,8442
6532,3236
1313,1187
7407,8884
6589,1474
6519,3643
3449,510
7568,3891
6616,642
7574,3712
3449,512
7574,3710
7447,7646
6368,8327
7440,7870
6457,5574
6445,5950
1123,7092
7564,4034
7439,7909
258,1142
250,1390
6533,3225
6375,8122
253,1301
6593,1370
3349,3630
7562,4097
7568,3918
6375,8131
6413,6952
7470,6959
6596,1283
6602,1097
7448,7646
6519,3676
6498,4326
3344,3800
6439,6160
6523,3555
6418,6816
6420,6753
6441,6101
7498,6101
6379,8029
6503,4184
7507,5826
259,1142
6526,3473
13863,5412
2138,8433
1309,1366
7511,5710
6523,3570
7512,5679
3358,3385
6602,1127
1242,3450
3350,3640
287,288
3359,3360
283,413
1324,910
6532,3299
3368,3084
3368,3085
6523,3582
6529,3403
6534,3248
6534,3247
2304,3306
1306,1477
3359,3373
6375,8178
6452,5798
6460,5549
6596,1332
6378,8094
6439,6202
6376,8155
6523,3605
7424,8441
6523,3604
1337,532
2233,5525
13863,5441
6456,5684
6379,8077
1309,1405
3360,3359
1324,941
6514,3890
6596,1348
6515,3858
1306,1501
3369,3085
7521,5447
3369,3084
6599,1260
1321,1038
7412,8829
6418,6875
6375,8207
6523,3625
3349,3715
6593,1453
6449,5917
3360,3373
6452,5823
3368,3128
253,1388
3344,3872
1242,3497
1237,3652
1237,3653
3368,3127
6453,5798
6452,5829
252,1421
6381,8029
6596,1370
7497,6205
3443,811
2144,8311
6510,4039
6523,3636
1324,966
5363,6830
1250,3264
6419,6869
3458,356
289,290
3349,3734
1337,571
265,1035
6453,5812
7568,4022
3362,3333
6533,3337
6436,6344
258,1258
265,1043
2386,827
7499,6162
7568,4029
3369,3127
7583,3569
3369,3128
13865,5439
3360,3409
3368,3161
7497,6239
6517,3849
3369,3134
7562,4227
7426,8448
2373,1250
5459,3892
6596,1414
266,1035
7526,5350
6418,6930
6381,8077
7412,8884
3362,3363
6421,6842
259,1258
7526,5359
266,1043
3368,3187
6602,1239
258,1295
3369,3161
7568,4066
6527,3569
6449,5984
283,527
1324,1025
2295,3695
258,1306
6523,3699
6386,7952
3363,3362
291,292
1242,3581
7526,5388
7448,7806
6423,6811
6533,3401
3365,3306
1337,639
3372,3092
6543,3096
3369,3187
6528,3560
3372,3093
6423,6814
7434,8248
259,1295
6527,3596
1245,3499
1318,1237
2308,3318
7428,8436
6423,6822
3369,3197
265,1117
3436,1122
6374,8346
6515,3975
1321,1151
3369,3198
259,1306
6523,3731
6602,1281
6543,3117
7428,8449
3439,1039
6504,4329
3364,3365
1237,3767
1245,3521
6523,3744
7499,6256
3355,3648
1321,1167
6534,3401
6448,6067
6396,7685
3451,676
7568,4119
6603,1266
3361,3469
6381,8155
6458,5768
6544,3101
6544,3100
6462,5642
7480,6852
7511,5897
3361,3472
266,1117
6527,3637
3445,875
7499,6277
3357,3609
1237,3792
6375,8357
7430,8419
7449,7829
3357,3610
5363,6959
7473,7084
3355,3675
7572,4022
1321,1193
3365,3364
281,665
2144,8450
3356,3648
3374,3090
6462,5667
1321,1198
6517,3967
6527,3657
3445,892
3439,1081
2304,3498
3368,3281
6541,3227
7574,3972
3350,3844
7505,6109
6449,6077
6418,7038
6598,1457
7430,8440
6523,3789
7524,5525
1324,1118
6519,3917
6462,5681
1245,3572
3370,3233
6605,1254
6375,8384
6512,4136
1245,3575
6385,8072
3367,3333
1258,3177
3356,3675
6527,3680
6534,3462
3366,3367
6545,3120
1324,1135
6376,8365
1321,1230
6375,8395
1313,1479
6444,6255
3369,3281
2304,3528
2308,3403
1321,1234
3440,1081
7572,4066
288,492
5474,3568
3468,218
7479,6946
6600,1434
3359,3598
6602,1370
1321,1244
6452,6025
6424,6892
7571,4109
6543,3208
6375,8416
6546,3113
6606,1253
3436,1224
265,1221
6424,6901
289,479
7482,6869
7312,12139
3367,3366
6424,6905
6523,3835
283,669
283,672
6530,3622
7417,8893
3459,520
1324,1172
1349,400
273,988
3360,3598
6523,3847
6379,8311
7523,5614
6375,8434
6423,6946
3368,3352
6543,3233
6546,3140
6546,3139
6375,8439
6375,8438
5319,8412
285,624
265,1245
7526,5531
3349,3947
7450,7886
6396,7792
281,751
1323,1218
6375,8449
6386,8108
266,1221
290,479
6452,6064
6602,1414
289,511
6510,4265
6375,8456
6419,7092
289,514
3368,3369
258,1477
3369,3343
6604,1360
7572,4119
3374,3190
6375,8464
6461,5798
7482,6914
6616,992
3374,3191
3372,3253
3370,3318
6449,6173
7574,4066
6533,3569
6452,6080
3369,3352
1242,3755
6424,6952
6523,3882
6446,6269
266,1245
7521,5719
7532,5376
7479,7019
7452,7855
6467,5622
265,1280
6456,5969
6402,7642
258,1501
6452,6098
7426,8671
290,511
3445,1010
288,575
290,514
3369,3368
259,1477
1324,1231
1324,1232
3368,3403
6545,3222
6376,8461
3361,3622
6446,6289
6381,8311
1322,1298
7450,7938
13876,5343
3374,3223
6544,3262
6606,1338
7478,7074
6476,5367
1332,995
7425,8723
1321,1337
6543,3296
6523,3914
7451,7921
7503,6309
6452,6122
6450,6183
7434,8447
3379,3081
3445,1035
266,1280
6449,6218
259,1501
3362,3614
3378,3119
6440,6499
3366,3494
2320,3152
6424,7001
3369,3403
3365,3527
6463,5791
6523,3931
3370,3371
3365,3528
7454,7848
6523,3940
1349,500
3365,3541
3379,3107
13863,5789
7426,8722
3347,4100
3466,414
7504,6310
3357,3794
3459,635
1324,1284
7568,4328
6604,1443
6456,6038
1321,1382
6379,8422
1324,1291
3371,3370
7571,4244
6530,3746
1337,892
7486,6884
3445,1080
6603,1488
6449,6260
3359,3751
1329,1144
1321,1395
1242,3845
7486,6892
3379,3134
6520,4069
6532,3696
6603,1495
6380,8414
3374,3293
265,1369
6455,6088
3445,1097
6549,3179
6534,3643
1254,3484
3374,3302
3355,3891
3445,1100
3445,1103
6385,8265
3366,3551
3369,3458
6549,3180
1351,483
6523,3992
6473,5540
1321,1416
6526,3904
7539,5268
283,828
6534,3653
7528,5614
7425,8807
7482,7038
6381,8401
3360,3751
3459,682
6452,6205
7456,7848
6379,8466
6519,4133
283,839
266,1369
291,594
6519,4136
3373,3359
6523,4010
7423,8878
3373,3360
6526,3923
2323,3145
265,1408
3362,3705
3356,3891
3359,3798
7489,6842
6381,8422
7425,8825
6527,3894
6541,3460
1261,3304
1357,330
6451,6255
1351,518
2201,6937
6549,3222
3374,3344
300,333
7511,6167
6523,4027
6552,3133
6552,3132
3363,3688
6605,1488
6543,3416
6534,3695
269,1303
7439,8406
6470,5684
1261,3322
292,594
6472,5626
6527,3921
6382,8415
6549,3238
6549,3237
6385,8321
1323,1406
6392,8110
1324,1376
3360,3798
6523,4047
266,1408
289,696
6381,8455
7426,8828
6529,3864
6541,3492
6533,3745
1351,551
7574,4246
6550,3222
7574,4245
6381,8466
6477,5490
1322,1456
7483,7077
6519,4193
6391,8161
3383,3105
2304,3786
6519,4191
3383,3104
7423,8934
7534,5500
3369,3543
6534,3730
3377,3297
3377,3296
2296,4042
6550,3238
6541,3516
6550,3237
6396,8011
283,910
6515,4329
3379,3241
3379,3240
290,696
7427,8828
1362,235
7500,6564
3445,1202
7423,8961
6608,1457
3375,3376
6523,4096
2311,3597
6548,3320
6543,3474
3383,3135
6543,3481
3379,3261
265,1490
6523,4099
6389,8253
3383,3136
6391,8195
3435,1528
3383,3143
1361,288
1323,1466
2304,3823
6487,5224
6534,3767
283,941
3383,3144
1324,1440
1337,1038
7423,8984
6623,1021
3383,3154
6523,4119
6548,3344
6451,6351
6436,6815
3369,3593
6462,6016
3376,3375
7574,4311
7425,8928
3383,3163
3383,3162
6383,8467
7541,5336
3356,4004
266,1490
3374,3445
291,715
3385,3107
2308,3726
6462,6022
6543,3511
7444,8347
6526,4037
283,966
1323,1496
1107,8192
6541,3576
3379,3301
1351,635
3385,3119
3385,3118
7423,9019
6526,4057
2325,3223
1349,712
3479,218
288,837
3360,3909
292,715
6552,3266
3478,253
6552,3265
1362,318
3477,288
13872,5722
3473,416
6527,4048
3466,635
3383,3211
7445,8363
3383,3210
6488,5260
7493,6877
3364,3805
3374,3495
7495,6814
6456,6255
7427,8933
6534,3847
7425,8994
7521,6017
206,3412
1362,344
6535,3818
6396,8134
3384,3199
6526,4103
6543,3575
6526,4102
3383,3235
7492,6930
291,783
6537,3766
3474,416
7423,9067
1261,3483
6519,4326
6457,6255
7426,8984
7521,6038
7499,6719
3365,3805
3378,3403
289,859
7453,8155
13860,6141
6543,3594
217,3096
7548,5212
6439,6822
3383,3258
1337,1151
6484,5431
7546,5284
2304,3943
6488,5312
6558,3141
7518,6155
3365,3829
3383,3270
1261,3517
3365,3828
1349,790
1337,1167
2304,3957
1362,393
1347,858
6489,5299
3377,3466
2257,5418
1258,3622
6552,3349
7527,5897
3380,3381
3373,3598
3481,253
2298,4157
7448,8349
1275,3106
6462,6152
271,1463
1359,505
6477,5684
7494,6929
6440,6835
3382,3334
1337,1193
3382,3333
6527,4144
1342,1041
6491,5265
1337,1198
3374,3589
6475,5762
6440,6847
3383,3314
6457,6325
3450,1242
7463,7913
6402,8036
3381,3380
289,929
6546,3571
6545,3602
281,1179
7517,6243
6439,6892
6523,4292
3456,1068
6439,6901
6552,3396
3383,3335
3370,3738
6439,6905
3378,3489
6541,3741
3371,3711
1337,1230
6468,6007
6535,3936
1337,1234
6548,3532
1361,492
6413,7721
3444,1457
290,929
6549,3508
1337,1244
6401,8101
6535,3946
6550,3487
5471,4167
6470,5970
215,3269
6439,6937
13874,5831
1366,358
1369,266
7470,7742
6478,5725
7521,6160
3469,705
3377,3556
13861,6231
6548,3560
7496,6946
7546,5397
6561,3171
6475,5834
3379,3511
3379,3512
6541,3799
6392,8415
6462,6252
1351,852
6444,6814
6533,4054
7450,8399
2335,3125
3456,1144
3467,803
2406,926
3477,492
1351,864
1362,523
7534,5798
1246,4120
289,1019
6552,3471
3365,3970
7429,9061
3379,3542
13863,6217
3385,3358
6563,3148
6472,5969
7550,5317
6413,7802
7544,5509
1361,575
6418,7645
1275,3242
2211,6995
1337,1321
6405,8053
7444,8612
7498,6937
283,1231
5601,218
208,3560
3373,3751
208,3561
290,1019
2261,5455
13870,6025
2302,4183
1347,1021
7494,7074
5499,3389
3379,3575
13866,6156
6543,3796
7524,6151
3481,416
6563,3180
6563,3179
6401,8207
3388,3306
1357,731
3472,705
1357,740
1357,741
6563,3195
2311,3936
6396,8371
6440,7014
6563,3200
6563,3199
7444,8655
3394,3138
3394,3137
1349,997
3360,4191
209,3570
3386,3387
281,1339
2311,3946
6545,3765
283,1284
3477,575
1349,1006
3365,4046
3373,3798
7535,5853
7555,5233
7500,6938
208,3612
6552,3557
1337,1382
2307,4081
3389,3306
6491,5451
6440,7031
218,3309
6439,7069
218,3310
6550,3627
2244,6042
6440,7036
6397,8368
6563,3222
7555,5243
1337,1395
6552,3567
218,3318
5384,7014
3395,3137
6534,4136
6396,8414
3395,3138
3387,3386
6439,7080
7541,5684
6396,8411
6402,8230
6561,3300
2308,4076
6487,5599
208,3644
7453,8426
318,235
315,328
2316,3834
6447,6843
1337,1416
6552,3594
3383,3526
283,1324
302,738
289,1142
1246,4244
6549,3688
6529,4308
3383,3535
3396,3132
6413,7911
1357,805
3364,4123
6543,3880
7452,8468
3396,3133
2212,7069
3397,3105
3384,3508
1349,1057
6563,3264
2304,4222
3387,3416
3384,3509
3388,3389
7468,7979
6397,8412
6423,7613
2305,4203
2305,4202
7503,6909
6546,3807
7503,6907
1376,239
3481,520
7548,5516
6552,3630
6442,7040
290,1142
6424,7597
6397,8433
6404,8216
298,899
7529,6118
7453,8473
7505,6860
6397,8440
1369,473
3389,3388
3378,3732
317,318
6550,3702
6423,7638
5598,451
6545,3863
1357,850
283,1376
6477,5969
7436,9008
6471,6160
6494,5447
6476,6003
3380,3679
6563,3312
5363,7742
6563,3311
7444,8768
3397,3154
7527,6194
3455,1358
1366,583
3378,3748
7528,6167
3397,3163
13866,6297
6561,3380
6418,7819
6473,6113
1376,283
3483,505
6549,3766
217,3450
2321,3763
6473,6121
6549,3765
3390,3391
7478,7733
315,414
317,354
7532,6064
6489,5632
1369,516
3384,3590
1366,613
1373,400
320,276
6494,5491
6413,8002
3397,3194
6546,3877
7534,6023
318,344
7546,5649
1284,3168
6558,3515
1349,1154
3391,3390
319,320
6563,3363
6550,3765
6563,3362
2433,325
318,354
3397,3211
283,1440
2241,6282
6552,3715
7532,6109
218,3468
6502,5269
7463,8252
3382,3692
7527,6266
6543,4009
6447,6985
6561,3450
6565,3325
3398,3202
6547,3889
7457,8447
6552,3734
3398,3201
218,3479
3396,3266
3396,3265
3394,3327
7503,7025
6504,5224
6552,3736
3392,3393
3383,3672
1357,948
3487,454
2325,3711
318,393
7444,8866
2309,4208
221,3401
221,3402
317,428
208,3808
217,3531
6402,8408
1361,837
6402,8406
3397,3258
6549,3848
317,436
7444,8878
2174,8408
7505,6985
3397,3262
1357,967
2340,3261
3395,3327
3493,288
6402,8413
3393,3392
3403,3085
3466,1132
6549,3861
3403,3084
6574,3092
1261,3955
7483,7685
1342,1446
13870,6297
1357,983
7482,7713
6502,5331
318,428
221,3435
5344,8465
6550,3848
6497,5491
218,3530
288,1361
3390,3504
317,463
6563,3442
3473,934
318,436
6447,7042
1373,500
6549,3887
2218,7076
7478,7860
1376,413
215,3636
3397,3298
6549,3888
7465,8267
3487,510
6550,3862
3394,3395
3487,512
2310,4231
3403,3119
6573,3153
6553,3778
3404,3094
6424,7776
7463,8334
3403,3127
3397,3313
319,426
6541,4154
3403,3128
3458,1426
3477,837
291,1298
7505,7042
318,463
3391,3504
3396,3349
3474,934
6447,7076
6487,5836
7550,5650
3466,1183
6575,3111
7509,6931
6420,7921
1351,1220
1351,1223
3395,3394
3399,3273
1291,3084
6548,3956
1291,3085
3399,3272
3399,3275
319,450
6403,8457
7443,8984
7546,5791
6488,5819
291,1322
6491,5732
320,426
3405,3094
6487,5860
3403,3161
3478,835
292,1298
13881,6017
7550,5677
6403,8473
12758,8070
7463,8384
6552,3857
5394,6985
7547,5778
3382,3825
2418,946
6450,7027
12758,8089
320,450
3401,3247
7444,8984
292,1322
3403,3187
3401,3248
6457,6818
3483,709
7507,7035
308,832
1291,3127
1291,3128
318,523
1379,400
3399,3321
7546,5834
1288,3226
7481,7848
1288,3227
6549,3977
326,284
1362,938
1366,815
7542,5972
6563,3553
1362,942
2310,4321
6550,3960
6406,8424
7483,7809
6458,6815
7550,5731
6423,7900
224,3461
6458,6814
1362,956
1357,1114
7510,6978
6500,5520
1291,3161
1369,743
1376,527
3383,3846
1369,745
7478,7980
317,593
218,3663
1369,752
1349,1373
2338,3481
6476,6277
7484,7802
230,3298
1349,1379
6477,6255
289,1473
7542,6007
6545,4151
6579,3096
3406,3156
1291,3187
1357,1141
2319,4086
320,521
3481,835
7474,8122
7489,7657
302,1082
6579,3103
317,619
1357,1148
2338,3505
2410,1273
1362,995
3500,253
3398,3415
12758,8170
318,593
1294,3105
1357,1153
7550,5778
6496,5684
6552,3947
6561,3679
290,1473
6497,5667
13876,6297
6563,3620
1362,1011
6456,6935
6386,9105
3406,3186
6488,5950
3403,3281
3380,3993
6417,8155
6549,4063
3493,492
6563,3627
6563,3626
298,1237
318,619
291,1456
6429,7785
6545,4189
1362,1026
317,653
1379,500
3484,781
3447,1930
6578,3180
238,3110
6578,3179
1294,3143
6496,5719
3394,3582
6550,4052
3406,3209
6510,5291
3406,3212
6510,5290
6549,4081
2254,6160
13877,6297
6575,3278
6549,4090
7555,5677
6578,3195
6549,4094
3478,992
3388,3781
7512,7007
1373,712
6578,3200
1288,3348
292,1456
3403,3318
6578,3199
1349,1459
318,653
2337,3601
1388,253
6457,6952
1369,845
7541,6121
7512,7024
3411,3087
6504,5510
3395,3582
3400,3427
13863,6753
329,330
217,3802
6549,4117
3401,3402
6458,6937
6563,3688
6578,3222
7515,6943
1291,3281
1390,212
3389,3781
3394,3625
6496,5768
3384,3939
6483,6176
6504,5525
7557,5649
6421,8097
3403,3352
1369,871
3490,655
238,3168
6484,6147
2342,3484
7536,6308
13863,6774
6563,3702
6565,3640
7556,5687
3493,575
3495,512
1295,3177
7348,12139
3404,3336
3382,4018
6563,3713
298,1318
6549,4146
6563,3712
3403,3369
1376,669
3403,3368
2424,952
6545,4275
6457,7003
3402,3401
1376,672
7555,5731
3495,520
6545,4272
3396,3594
3395,3625
217,3839
7563,5486
217,3840
6429,7879
3403,3378
5592,1055
6554,4002
3377,4186
1340,1798
6578,3264
3404,3351
6575,3356
6575,3355
1357,1275
6578,3267
239,3168
1359,1216
7555,5752
6419,8199
1299,3081
1294,3236
6504,5563
7512,7083
6574,3393
1373,790
7474,8265
12758,8306
3405,3336
1260,4297
6549,4177
2342,3528
6584,3096
7547,6017
6421,8155
3406,3316
3481,992
7521,6826
1366,1023
3405,3351
6549,4189
3406,3319
238,3226
2231,6978
6555,4008
1291,3352
1382,532
1299,3107
1294,3262
3394,3699
6549,4196
6420,8202
7550,5939
1393,200
209,4136
7569,5354
3480,1041
3411,3183
6456,7094
6549,4211
3411,3182
7527,6660
1291,3368
1291,3369
6580,3254
5523,3253
6563,3780
3404,3405
6549,4212
238,3249
7569,5366
6565,3720
6418,8284
1299,3134
6548,4258
6549,4226
6574,3450
6573,3481
7514,7077
6565,3728
3395,3699
7542,6216
6558,3951
1382,571
6549,4239
2212,7613
6586,3096
6550,4211
3405,3404
1291,3403
6550,4215
317,830
6494,5950
7547,6075
1301,3095
6550,4220
6550,4219
1394,216
7494,7721
6550,4217
2289,5240
6514,5342
238,3292
6575,3450
7498,7611
6578,3363
13872,6627
6578,3362
6548,4292
6580,3300
7472,8415
3403,3489
7521,6901
6586,3117
3410,3274
7450,9105
13860,7008
6419,8305
6504,5668
13871,6662
6578,3373
3396,3715
318,830
6440,7657
13871,6677
7542,6262
12758,8410
13872,6641
6549,4282
1379,712
6424,8155
1390,374
12758,8420
7462,8749
7499,7609
7546,6152
1366,1122
1390,378
7516,7080
2342,3637
7483,8108
3397,3703
3396,3734
6584,3208
13865,6876
1369,1035
3409,3333
3409,3332
6574,3522
3478,1198
7527,6753
1382,639
1369,1043
238,3337
6418,8368
1376,828
7569,5454
6579,3376
6419,8334
6573,3560
7473,8434
6418,8371
7490,7907
3407,3408
6438,7755
6550,4282
1376,839
6573,3575
6584,3233
317,903
209,4252
6517,5315
3469,1501
3409,3360
3484,1035
7354,12139
7499,7643
6489,6191
1299,3240
1299,3241
6510,5543
2342,3680
7482,8178
6519,5263
3407,3435
6550,4308
1357,1449
1366,1171
7555,5919
1301,3188
2441,617
6421,8311
1301,3189
3408,3407
7473,8466
12758,8472
3394,3847
6563,3910
6418,8412
318,903
1366,1184
1299,3261
6440,7734
6586,3208
1288,3604
285,1930
13863,6990
6563,3925
13872,6726
6563,3924
2212,7734
1379,790
6440,7742
7499,7681
7569,5511
3393,3892
1366,1196
6439,7776
6514,5456
3408,3435
6573,3624
13866,6914
3416,3192
317,957
3395,3847
6418,8440
1369,1117
7492,7911
3483,1122
1373,997
6579,3451
6584,3296
221,3943
6579,3450
3418,3142
3497,692
318,938
13871,6774
7544,6308
6419,8415
1376,910
318,942
7501,7646
1373,1006
6419,8419
1299,3301
3409,3426
6565,3899
6563,3960
6419,8424
6563,3959
3481,1198
13871,6783
6588,3190
7494,7870
1394,364
318,956
3493,837
318,957
6578,3508
7521,7043
6419,8437
3417,3192
3478,1301
3419,3132
6580,3450
6575,3604
3401,3695
6432,8036
6573,3664
7546,6269
7521,7044
6563,3980
1182,6953
6468,6930
1376,941
3472,1501
6520,5315
6419,8453
3406,3549
3419,3148
7555,6006
7555,6012
6487,6351
3477,1361
7521,7069
1366,1268
7521,7068
7485,8184
6575,3631
6586,3296
6578,3544
1373,1057
6588,3233
318,995
6420,8440
7469,8689
1376,966
7555,6022
5523,3484
6578,3548
2275,5866
2296,5215
6578,3545
3419,3175
3409,3485
7484,8234
2193,8412
2340,3858
3419,3176
6584,3370
6472,6842
6517,5447
6575,3648
238,3488
6578,3553
13865,7037
13865,7034
318,1011
3484,1170
6580,3496
3400,3776
250,3122
334,518
6580,3501
3406,3592
2420,1390
329,674
5499,4242
6420,8459
3400,3780
6586,3318
6496,6114
6504,5866
6591,3169
1299,3379
318,1026
3406,3603
1366,1309
319,998
334,535
289,1930
7479,8415
6578,3577
13865,7061
1369,1221
6573,3738
7499,7799
6575,3675
3483,1224
1306,3177
7479,8424
344,235
3478,1388
6470,6937
7563,5829
6517,5486
221,4054
3481,1301
6517,5491
6432,8125
6449,7598
6520,5397
6422,8440
6556,4284
6584,3416
3413,3414
6556,4283
1369,1245
6588,3297
6561,4134
3480,1342
6588,3296
320,998
7484,8287
3410,3514
3410,3513
7479,8447
3403,3732
6423,8414
215,4258
6563,4081
6449,7615
3490,1039
7532,6814
6578,3620
13875,6793
3483,1261
6470,6966
6496,6160
329,731
5592,1421
3506,549
7567,5731
3495,892
7526,7001
7532,6815
6526,5240
6563,4091
6578,3626
3403,3748
253,3095
6563,4090
6526,5237
329,740
1390,618
329,741
6440,7909
6580,3569
252,3129
7569,5677
3414,3413
1362,1493
1373,1154
1369,1280
3484,1254
6424,8422
3411,3518
6504,5940
3410,3554
3415,3398
330,731
6593,3185
6580,3588
6472,6935
1382,892
2240,7064
6584,3474
1390,647
238,3591
6580,3596
6496,6200
330,740
6565,4060
330,741
6575,3761
7555,6149
2290,5521
7531,6892
1379,997
3416,3387
6470,7019
3409,3607
6584,3484
1387,753
344,318
1366,1405
6563,4138
1379,1006
6588,3370
6477,6811
7557,6097
6581,3585
7503,7770
6584,3498
6502,6040
6424,8455
6578,3688
3481,1388
6588,3377
6589,3345
7569,5732
1295,3622
6578,3690
329,805
7557,6113
6529,5213
6439,8002
2459,314
6580,3637
1395,532
3416,3417
6584,3511
1299,3511
6591,3300
1299,3512
6578,3702
2340,4009
6579,3677
3388,4291
2212,7979
3425,3147
238,3639
1396,510
3425,3146
6578,3712
6596,3152
13878,6781
6520,5508
7569,5763
6514,5698
13878,6793
6510,5826
253,3188
6563,4189
253,3189
3500,835
3419,3349
6563,4187
5536,3256
330,805
1379,1057
3417,3416
7569,5778
1301,3478
1294,3696
6586,3481
1299,3542
6580,3674
1301,3481
317,1218
6563,4205
3399,3982
1395,571
3511,510
6514,5723
6588,3429
6596,3181
1313,3114
329,850
3425,3178
2360,3428
3422,3273
3495,1010
5523,3681
7506,7742
6580,3680
344,393
5523,3682
6563,4211
6438,8085
1301,3500
6563,4220
224,4121
6563,4219
3401,3943
6449,7757
6529,5277
7555,6239
6449,7760
6584,3575
3400,3980
3495,1035
7365,12139
1299,3575
318,1218
3512,510
6578,3765
1369,1408
330,850
7477,8668
6579,3745
6588,3466
7537,6814
6563,4239
3406,3806
238,3709
6578,3780
5597,1421
6589,3442
3410,3687
1388,835
6514,5770
2360,3478
3402,3943
3482,1463
2214,8003
6429,8415
6591,3393
7555,6277
3413,3604
1313,3173
6575,3891
258,3112
258,3113
6477,6935
1382,1038
13879,6850
1395,639
7532,6999
1376,1231
6565,4215
3419,3437
6584,3624
6580,3748
1312,3218
3495,1080
3419,3438
258,3126
3424,3286
7530,7069
6586,3565
3425,3257
6502,6176
1301,3565
3425,3256
3498,995
6563,4282
7572,5778
2301,5336
317,1305
6573,3978
6514,5806
6429,8441
1379,1154
2362,3450
1406,318
3495,1097
6526,5438
3420,3421
1149,8290
3495,1100
3495,1103
1373,1349
6526,5447
1405,358
1408,266
3425,3277
329,948
3425,3276
317,1323
250,3402
6586,3594
6597,3259
6439,8155
6457,7597
3400,4063
1369,1490
7512,7664
7512,7663
3484,1464
7499,8072
7569,5902
329,967
326,1060
7498,8101
6591,3450
3421,3420
349,350
334,816
6450,7825
7469,9011
1376,1284
1406,354
3412,3706
1373,1379
7514,7613
258,3177
3402,4020
6588,3556
330,948
3401,4054
329,983
6578,3869
2352,3808
250,3435
6514,5858
6504,6168
344,523
3500,992
329,988
6432,8406
6526,5491
6595,3356
7532,7076
6504,6176
6601,3169
6432,8408
6432,8413
330,967
7488,8444
6580,3823
6603,3117
13884,6783
7541,6811
6596,3338
3416,3611
258,3207
259,3177
2302,5379
1390,885
3420,3492
6529,5418
6510,6006
3402,4054
6510,6012
1376,1324
7478,8771
330,983
2431,1388
3409,3841
7569,5955
2431,1390
6456,7689
3409,3842
6432,8431
318,1362
6578,3910
7539,6892
1382,1151
6449,7919
258,3232
6578,3924
7512,7737
3426,3332
317,1406
3423,3424
6589,3586
6589,3585
6591,3522
6578,3925
7478,8800
3421,3492
1382,1167
3419,3557
6594,3434
347,485
3419,3559
356,208
3419,3558
6591,3532
1406,428
317,1420
7542,6824
7567,6049
7538,6947
6578,3939
6517,5828
3419,3567
6439,8253
3419,3566
1388,992
7569,5990
6519,5772
3400,4158
3432,3166
1373,1459
1406,436
7503,8041
7537,6985
5515,4131
6596,3387
1388,1002
5523,3887
6440,8234
318,1406
3401,4136
3424,3423
6593,3489
3427,3332
3409,3893
1382,1193
6526,5572
6578,3960
6578,3959
6440,8237
1382,1198
6477,7094
7537,7001
3423,3464
6504,6255
2362,3590
6601,3254
6529,5491
6578,3972
3420,3563
6578,3971
1406,463
3489,1426
6526,5581
6580,3913
3433,3166
5536,3508
6578,3980
6586,3732
6587,3700
6578,3977
7538,6992
354,318
2373,3264
6580,3921
317,1466
6434,8446
6584,3796
2372,3297
7498,8234
6589,3645
6604,3180
6440,8264
1393,883
6597,3403
3413,3802
3435,3122
1382,1230
3436,3094
3436,3095
1382,1234
6526,5611
3421,3563
7502,8122
3426,3409
7537,7042
6588,3693
329,1114
6439,8311
3506,934
1382,1244
2352,3941
6604,3199
253,3478
6518,5870
7478,8878
317,1496
7569,6063
318,1466
253,3481
3410,3920
6596,3456
6601,3300
1376,1440
3412,3862
3426,3427
1379,1349
324,1288
3427,3400
6514,6011
6457,7776
6596,3467
13860,7664
3493,1361
1306,3622
329,1141
7537,7070
6526,5642
3530,218
253,3500
6600,3354
330,1114
6600,3353
2305,5427
3497,1242
329,1148
7543,6892
6581,3944
7512,7851
318,1493
1390,1030
329,1153
1408,473
6487,6863
318,1496
1379,1373
334,1001
6514,6032
6588,3738
6593,3581
3499,1192
6527,5626
258,3361
7543,6905
3427,3426
1324,3084
6482,7027
1324,3085
6482,7026
13863,7595
6526,5667
6487,6875
6510,6167
1395,892
2466,460
1405,583
330,1141
3424,3534
7478,8936
3437,3132
7572,6020
330,1148
7478,8933
6449,8071
7495,8412
6603,3296
7477,8969
330,1153
2358,3822
6449,8074
6438,8415
2358,3823
6604,3267
6438,8419
