contains_1,contains_2
51,10851
8526,10274
51,10852
51,10853
54,10762
51,10856
8484,11586
51,10862
51,10863
34,11391
8488,11457
63,10495
51,10867
10149,9129
51,10869
10117,10116
51,10871
51,10872
127,8517
51,10873
127,8522
127,8524
51,10881
51,10882
8488,11484
51,10884
127,8528
51,10885
8492,11355
10642,10242
63,10514
127,8532
51,10888
51,10889
8513,10718
51,10892
51,10893
37,11329
58,10679
8494,11303
51,10899
8509,10850
51,10900
51,10901
51,10902
8508,10875
10630,10629
51,10903
51,10905
51,10906
51,10907
23,11776
8513,10734
8494,11324
8478,11820
51,10912
184,6792
9578,10495
51,10917
51,10919
51,10920
10648,10100
9586,10253
9601,9788
92,9652
51,10923
51,10924
51,10925
51,10926
51,10929
51,10934
9607,9606
26,11711
51,10937
51,10938
51,10940
51,10947
51,10951
51,10954
51,10955
51,10958
54,10866
51,10959
51,10960
51,10961
51,10969
51,10971
51,10977
51,10978
95,9615
51,10980
10120,10135
51,10984
51,10985
33,11544
51,10987
51,10989
51,10990
51,10991
51,10992
9700,6791
51,10994
51,10995
111,9136
51,10997
8526,10413
51,11000
132,8490
9644,8526
51,11005
11657,11670
71,10385
34,11535
51,11012
51,11013
51,11014
9601,9874
51,11017
8488,11620
51,11020
82,10060
51,11021
51,11022
10621,11031
51,11026
8488,11627
51,11028
35,11525
9590,10229
51,11032
51,11033
8509,10980
51,11039
51,11042
51,11043
51,11044
132,8534
51,11055
51,11058
9611,9610
10098,10900
9580,10583
51,11067
51,11069
51,11073
51,11074
51,11076
71,10458
51,11079
51,11080
51,11081
97,9656
8519,10722
51,11083
51,11087
51,11089
51,11091
135,8489
51,11095
51,11096
90,9889
90,9890
8513,10925
51,11100
51,11102
51,11108
10150,9340
92,9841
51,11117
51,11118
9574,10814
51,11121
51,11122
51,11123
51,11125
51,11130
54,11038
51,11136
51,11139
8512,10998
51,11147
51,11149
51,11151
61,10841
51,11153
51,11154
51,11155
51,11157
51,11163
108,9397
10116,10450
89,9990
51,11176
51,11177
10680,9353
51,11178
51,11180
51,11181
51,11183
51,11184
51,11188
108,9422
51,11192
51,11197
51,11199
8531,10460
51,11206
51,11207
51,11212
51,11214
109,9417
51,11216
10647,10427
61,10908
61,10909
51,11220
51,11222
117,9176
117,9177
11138,11588
51,11224
51,11225
9652,8511
52,11198
51,11230
51,11232
51,11234
51,11238
51,11239
51,11240
34,11769
41,11555
51,11246
108,9479
51,11247
9590,10448
71,10633
9617,9616
51,11255
110,9427
8514,11054
10142,9738
51,11260
108,9494
34,11789
108,9495
51,11263
86,10179
51,11266
51,11267
110,9441
110,9442
117,9227
51,11276
51,11277
141,8488
51,11280
63,10910
11720,9996
51,11284
11205,9579
10642,10641
51,11287
54,11196
110,9460
11150,11292
51,11292
10626,11151
9587,10593
51,11296
51,11297
51,11302
11217,9229
51,11308
51,11309
51,11310
9602,10138
10682,9425
51,11313
9187,6632
10131,10130
9401,5
51,11330
10096,11236
10158,9310
10126,10314
9401,21
51,11341
51,11342
54,11250
51,11344
9401,28
51,11346
87,10231
51,11348
110,9520
9620,9619
51,11353
51,11354
9401,36
10085,11600
51,11356
9187,6672
51,11358
51,11360
117,9315
51,11364
10099,11170
9401,40
118,9290
117,9321
51,11369
9187,6683
117,9329
51,11375
51,11380
10096,11286
8507,11393
9401,58
90,10175
11665,11794
117,9342
51,11390
51,11394
108,9627
9401,76
10668,9951
10109,10898
8525,10851
51,11399
51,11401
51,11408
10103,11088
110,9584
51,11413
8510,11332
51,11415
51,11416
9187,6725
9714,6772
10621,11433
9187,6734
95,10058
51,11423
51,11425
51,11426
8522,10973
9574,11130
9401,105
9401,106
117,9386
11157,11207
9581,10911
10670,9930
10670,9931
75,10697
51,11442
110,9613
9635,9256
51,11444
9623,9622
9401,121
51,11448
51,11449
117,9404
51,11454
9401,130
9401,131
10117,10703
51,11459
51,11460
51,11461
51,11464
9617,9827
51,11466
9401,149
51,11468
51,11469
54,11376
51,11470
61,11161
8532,10701
86,10387
51,11473
9636,9256
51,11476
63,11104
51,11478
117,9435
51,11481
8509,11423
51,11482
127,9130
51,11486
117,9440
127,9131
8500,11708
9401,162
127,9133
51,11489
125,9195
127,9134
90,10282
51,11491
9563,11531
51,11496
9401,171
8526,10912
51,11499
51,11506
63,11135
117,9464
11166,11008
9401,186
117,9470
51,11531
10096,11438
117,9491
10131,10360
9626,9625
51,11543
63,11174
117,9507
108,9787
51,11554
9578,11135
51,11559
127,9204
63,11189
117,9515
90,10353
51,11563
51,11566
8525,11013
10123,10628
9574,11263
127,9213
51,11572
51,11575
11202,9968
51,11582
51,11587
61,11279
10148,9878
110,9765
117,9551
10649,10739
51,11602
11189,10388
8510,11518
117,9567
9137,8479
54,11520
10172,9157
51,11616
10129,10490
126,9297
61,11312
51,11623
9137,8482
10670,10118
51,11630
108,9870
9578,11209
51,11640
51,11643
59,11397
118,9568
118,9569
9722,6755
51,11649
9642,9245
51,11651
63,11281
9137,8515
126,9335
10630,11390
10659,10491
51,11663
51,11665
127,9316
97,10246
127,9317
9586,11006
75,10932
51,11679
51,11680
51,11681
51,11683
9586,11016
11747,9560
90,10477
51,11687
51,11691
9724,6740
127,9341
51,11699
51,11704
10693,9490
51,11714
116,9705
9199,6657
10642,11081
61,11417
51,11735
51,11736
132,9228
63,11371
8509,11687
110,9916
110,9917
9569,11605
51,11747
51,11749
127,9394
63,11382
110,9926
63,11384
127,9402
127,9403
51,11759
51,11764
61,11465
10137,10401
110,9947
10140,10310
117,9738
127,9430
108,10020
51,11788
127,9434
126,9468
127,9438
127,9439
9634,9633
8531,11067
86,10723
114,9857
61,11502
110,9983
110,9988
89,10652
92,10562
10099,11649
10630,11566
10120,10994
110,10013
8526,11266
10648,11017
9617,10222
54,11762
9636,9635
9581,11340
10660,10659
117,9818
84,10845
11168,11304
11184,10820
75,11132
108,10116
108,10117
11173,11172
11696,11346
10117,11142
10170,9512
97,10479
117,9859
9652,9202
117,9875
117,9876
141,9132
141,9135
141,9140
132,9420
141,9142
141,9143
141,9146
9207,6636
9632,9846
141,9151
82,10982
117,9903
127,9593
141,9160
9207,6639
127,9596
9203,6764
127,9597
141,9164
11204,10280
9207,6652
95,10592
141,9175
9207,6668
141,9182
117,9927
9207,6669
11226,9615
117,9928
10117,11221
117,9929
9207,6671
141,9195
66,11521
132,9477
9207,6685
9207,6678
11176,11175
11720,10708
10117,11249
9207,6688
61,11690
10265,6659
127,9648
141,9216
141,9217
111,10152
110,10187
86,10931
117,9972
141,9235
9617,10399
141,9242
10155,10101
9617,10400
141,9259
141,9260
9642,9641
109,10257
141,9268
141,9269
141,9274
141,9276
141,9277
132,9558
141,9281
11218,9953
127,9717
125,9784
141,9289
9152,8484
9131,9130
127,9731
141,9298
127,9732
132,9578
117,10043
141,9299
141,9304
141,9305
141,9306
61,11787
141,9313
141,9318
141,9319
141,9320
61,11806
141,9334
125,9831
117,10079
141,9355
141,9356
141,9358
90,10941
90,10942
11246,9168
117,10109
141,9366
10190,9147
141,9368
141,9370
80,11264
141,9374
170,8478
11201,10591
141,9388
141,9390
9134,9133
117,10142
11210,10324
10147,10508
141,9407
141,9408
9623,10375
141,9410
141,9413
97,10778
117,10160
90,10999
135,9605
9582,11667
10127,11157
11223,9945
108,10450
10170,9832
132,9710
117,10176
141,9432
10714,9358
10167,9932
8526,11651
9600,11121
9626,10336
116,10232
132,9736
10672,10671
108,10486
108,10487
141,9469
141,9474
141,9475
11706,11413
90,11060
68,11748
9137,9136
10271,6752
141,9496
132,9775
132,9776
125,9995
132,9778
125,9998
141,9508
141,9509
110,10471
9158,8509
141,9514
141,9517
141,9518
11186,11185
141,9521
9137,9169
141,9522
108,10545
141,9525
141,9527
9636,10094
126,9999
117,10280
9137,9197
138,9639
110,10507
141,9546
110,10510
10163,10162
141,9552
108,10575
11224,10039
141,9553
141,9556
141,9559
109,10556
10186,9485
141,9581
10685,10402
86,11289
141,9585
141,9586
132,9868
141,9603
117,10358
9141,9140
141,9622
141,9623
10691,10251
90,11205
9137,9273
141,9631
141,9634
10700,9981
127,10070
10123,11491
141,9643
10677,10713
142,9614
110,10612
141,9661
9143,9132
10700,10025
141,9673
141,9674
9221,6728
108,10703
10167,10166
9143,9142
127,10115
9644,10009
78,11639
179,8508
90,11271
118,10405
117,10439
86,11402
75,11754
141,9715
9221,6769
9137,9373
127,10153
9610,11089
141,9726
10167,10220
9166,8477
90,11311
9600,11410
141,9733
141,9734
127,10171
9223,6732
141,9743
10222,8525
9600,11425
132,10027
141,9748
141,9750
141,9759
127,10194
141,9760
141,9761
141,9769
9137,9417
141,9770
99,11075
127,10215
9630,10534
90,11368
141,9791
141,9792
141,9794
141,9795
126,10260
141,9796
108,10823
77,11784
95,11226
141,9801
9659,9658
117,10554
11189,11382
108,10840
92,11336
10170,10211
78,11774
141,9821
184,8488
108,10844
141,9823
9169,8480
127,10261
126,10303
117,10585
127,10277
110,10807
127,10285
141,9855
9226,6758
141,9867
10714,9792
9227,6737
117,10615
141,9872
90,11453
141,9873
10685,10684
117,10621
89,11497
11766,9963
155,9453
9137,9536
117,10634
97,11257
141,9893
141,9894
186,8500
141,9896
141,9897
110,10865
141,9904
141,9913
132,10192
5110,3340
117,10665
90,11505
132,10205
9668,9499
10158,10694
186,8535
117,10674
10687,10686
141,9940
141,9943
9128,9885
10698,10363
90,11541
9152,9156
141,9967
117,10711
127,10402
141,9971
9674,9356
141,9975
117,10724
141,9981
90,11571
10685,10804
141,9995
141,9998
9665,9664
10689,10688
127,10436
141,10002
141,10003
141,10005
190,8491
117,10755
90,11593
9137,9669
141,10015
141,10018
9660,9838
9617,11181
141,10025
127,10463
117,10779
109,11029
110,11002
127,10475
141,10042
110,11003
141,10045
90,11635
108,11078
141,10061
132,10343
9137,9712
9667,9666
127,10498
90,11647
141,10077
141,10082
117,10828
166,9310
166,9311
108,11110
10147,11206
86,11801
9644,10413
10170,10501
141,10102
10167,10597
141,10105
9153,9258
10685,10918
132,10388
141,10112
90,11693
117,10857
108,11142
9137,9775
127,10558
92,11644
9157,9156
9137,9778
9674,9525
141,10134
90,11725
90,11727
95,11576
117,10897
117,10898
141,10164
117,10914
117,10915
170,9273
90,11767
117,10933
89,11802
9152,9375
9137,9840
125,10690
11242,10124
141,10195
11353,6682
108,11221
9236,6779
141,10201
9156,9262
127,10638
141,10207
92,11728
110,11171
10204,9550
9634,10848
132,10495
9152,9401
10696,10695
108,11249
90,11811
117,10975
132,10514
141,10236
118,10956
141,10243
176,9159
170,9350
170,9351
127,10684
127,10685
170,9352
141,10252
141,10253
176,9172
176,9173
9137,9906
141,10262
141,10264
127,10701
9665,9936
176,9188
141,10278
95,11710
11205,11368
176,9200
141,10286
117,11031
9674,9673
11200,11519
9656,10246
141,10296
141,10299
117,11045
132,10580
92,11821
141,10306
9654,10312
141,10308
117,11054
149,10065
110,11275
127,10749
127,10750
10204,9663
126,10786
126,10788
141,10323
9623,11294
141,10328
11246,10135
108,11357
127,10769
10150,11356
117,11082
117,11085
176,9256
170,9445
11770,10290
118,11062
135,10536
127,10785
9164,9163
127,10787
9137,10002
141,10355
110,11317
141,10357
110,11331
127,10804
9165,9162
141,10375
108,11400
9659,10228
141,10384
170,9487
141,10393
117,11146
9166,9162
166,9632
110,11370
142,10381
127,10849
117,11159
117,11160
9166,9165
10733,9740
141,10417
108,11441
9663,10145
141,10420
106,11511
10159,11161
141,10427
9131,10261
9166,9186
9143,9896
141,10435
108,11462
141,10442
108,11467
9165,9232
141,10445
141,10446
9166,9203
9679,9678
117,11204
117,11208
184,9132
184,9135
141,10473
184,9140
184,9141
170,9575
184,9142
184,9143
184,9145
141,10478
184,9146
9166,9232
184,9151
127,10918
9617,11642
141,10493
184,9160
127,10927
141,10497
127,10935
184,9175
141,10513
10705,10704
184,9182
108,11540
170,9619
170,9620
9250,6666
141,10523
135,10717
10678,11570
137,10657
141,10537
141,10538
176,9454
184,9206
127,10973
141,10540
10207,9794
141,10541
186,9148
184,9216
141,10549
170,9651
184,9217
9250,6704
117,11303
175,9511
141,10565
141,10566
184,9234
9671,10046
184,9235
184,9237
141,10572
10714,10493
9137,10230
184,9242
125,11072
141,10578
117,11324
184,9248
108,11609
176,9503
9644,10912
176,9504
184,9259
184,9260
176,9510
9467,22
11264,9852
9467,24
184,9268
9467,20
184,9269
108,11626
9137,10260
9170,9238
170,9707
184,9274
9684,9683
184,9276
184,9277
141,10610
141,10611
118,11326
184,9281
141,10616
9467,34
9137,10276
184,9288
166,9846
184,9289
141,10622
133,10870
10714,10540
141,10627
133,10878
184,9298
132,10910
184,9299
127,11068
117,11379
176,9550
184,9304
170,9739
184,9305
184,9306
10197,10196
9173,9172
184,9313
9137,10303
9137,10296
141,10649
10178,10796
184,9318
184,9319
184,9320
141,10654
105,11772
179,9481
135,10846
126,11127
105,11779
9467,82
127,11101
184,9334
9467,97
9686,9685
184,9345
9659,10530
10745,9645
11218,11365
127,11120
184,9355
11283,9346
117,11433
184,9356
9170,9325
9143,10164
184,9366
117,11443
141,10700
110,11662
184,9370
10167,11191
184,9373
184,9374
141,10710
141,10714
10170,11107
9467,138
184,9388
176,9636
184,9390
141,10726
108,11761
141,10739
184,9410
191,9195
141,10746
184,9413
176,9663
117,11492
9467,177
9467,173
9467,183
154,10356
117,11504
9467,192
10172,11099
9689,9688
9467,187
141,10770
108,11793
9467,198
141,10772
141,10775
126,11243
170,9880
108,11803
117,11528
10687,11549
110,11753
141,10793
184,9463
184,9469
141,10802
141,10803
118,11517
176,9721
9166,9564
141,10812
154,10415
141,10819
170,9924
170,9925
132,11104
9170,9461
184,9496
10745,9799
184,9508
9166,9590
184,9509
9636,11405
170,9944
127,11278
184,9513
184,9514
141,10848
184,9517
184,9518
10714,10775
184,9522
132,11135
170,9959
184,9525
170,9960
184,9526
141,10860
184,9527
10204,10203
118,11580
9202,8511
9170,9497
141,10874
141,10877
184,9545
141,10883
184,9553
184,9557
184,9559
118,11605
127,11328
132,11174
170,9996
9181,9180
193,9286
125,11396
166,10130
9135,10616
166,10131
191,9357
132,11189
141,10911
9262,6686
184,9581
184,9585
184,9586
141,10921
127,11355
141,10928
9694,9693
132,11209
166,10158
141,10936
141,10939
127,11383
176,9866
170,10055
141,10957
9674,10357
9155,10062
184,9631
141,10965
117,11709
184,9634
11807,9772
128,11372
9790,6766
141,10986
9169,9652
170,10089
170,10090
179,9814
9184,9183
176,9909
176,9910
9702,9524
132,11281
184,9673
141,11006
9182,9268
9674,10393
10767,9293
176,9930
141,11016
176,9931
10232,9488
184,9690
141,11025
141,11030
179,9856
141,11034
9127,10992
10222,9827
141,11041
184,9712
127,11483
