institution_1,institution_2
11980,12031
13736,6748
11981,12002
11980,12027
7923,6727
13739,6650
11980,12040
13737,6727
11981,12008
3166,6748
11980,12038
13739,6659
13738,6703
13736,6764
12001,11393
11981,12014
12550,10771
13739,6680
11999,11467
13736,6771
12550,10769
6197,11107
13736,6769
11981,12023
6867,6718
13737,6737
13739,6675
13736,6768
12550,10779
11981,12033
13737,6751
11981,12035
11993,11662
11982,12003
6147,12663
13739,6682
13739,6697
11982,12009
13736,6787
13739,6692
13736,6785
13737,6755
13739,6693
1477,9989
13737,6764
12050,9912
12020,10842
7753,12040
11982,12014
13736,6791
13736,6792
13737,6761
11996,11581
11983,11994
11982,12025
13737,6772
13737,6773
13738,6740
13739,6709
13737,6771
13737,6768
13737,6769
13739,6707
11982,12023
13737,6782
13741,6659
13739,6718
13737,6780
13738,6749
13737,6778
13738,6748
916,11017
13737,6776
11983,12000
13739,6728
13737,6788
13739,6727
11983,12012
13737,6787
11983,12006
13739,6722
11983,12008
8453,6761
13738,6768
13741,6675
11982,12051
5681,10774
11983,12014
6677,12665
13739,6730
11993,11707
6871,6650
11983,12027
13739,6745
13738,6776
13738,6773
13739,6742
11990,11812
11983,12029
11983,12028
13738,6771
13739,6740
11983,12023
1441,11151
11993,11714
13739,6752
11983,12037
6187,11482
13739,6748
13739,6749
13738,6780
13742,6653
11983,12033
13738,6778
13739,6747
13739,6761
5286,6653
13739,6758
6698,12033
12550,10850
11983,12039
6870,6707
13738,6788
11983,12038
13739,6754
11991,11793
13741,6693
13739,6755
11983,12040
13739,6768
13742,6675
13739,6769
13741,6707
13739,6764
11983,12047
13741,6703
11985,11984
13739,6776
530,6650
13743,6653
13742,6682
13739,6772
13739,6773
11985,11992
13741,6709
11985,11994
11985,12004
13741,6720
13739,6782
11985,12006
8335,10462
13741,6718
13739,6780
11985,12000
13739,6778
13740,6747
13741,6730
12550,10884
885,12046
13741,6728
13739,6791
11985,12014
4146,9263
13739,6788
13739,6789
13741,6727
11985,12008
11985,12011
13739,6787
13741,6738
11995,11711
12550,10889
11985,12023
13741,6737
11985,12017
948,10104
7819,10095
11985,12018
1447,11022
13742,6715
11985,12029
8285,12042
13741,6745
11985,12024
13742,6709
13741,6754
11985,12037
12550,10908
13741,6755
13743,6693
6216,10647
12050,10023
13742,6722
11986,12002
13742,6720
13664,9138
11985,12032
13742,6718
11985,12034
13741,6762
13742,6732
1058,6715
11987,11984
4058,12023
13741,6758
13742,6727
11993,11793
11985,12041
5813,6771
13743,6697
13742,6728
3699,6769
13664,9144
5698,10339
13741,6771
13743,6709
13741,6768
13741,6769
13742,6738
13743,6707
12050,10034
13741,6766
6152,12653
964,9640
13741,6764
13741,6778
13741,6779
11993,11812
13742,6745
13741,6776
8344,10246
529,6747
11987,12000
13741,6775
6873,6693
13741,6772
11997,11687
4144,9372
13742,6742
13742,6755
13741,6787
11987,12006
13741,6785
11987,12008
7834,9680
13743,6720
13741,6782
4229,6747
1396,12649
13741,6780
11988,11984
13742,6764
11987,12014
13664,9179
13742,6761
12550,10946
13664,9177
11987,12011
13741,6791
13741,6788
11987,12013
13742,6758
13743,6727
13742,6771
11987,12023
13742,6772
13742,6769
12005,11467
6875,6650
12050,10066
13742,6768
11988,12000
3584,10375
13746,6653
11988,12002
13743,6747
13742,6778
11987,12032
6760,10230
13745,6682
11987,12027
12550,10960
13742,6776
13742,6773
13743,6742
13746,6650
7759,12033
13742,6787
11988,12008
11988,12007
11987,12038
13742,6785
11987,12040
11988,12004
13742,6782
13743,6764
11988,12016
8363,9703
8303,11563
11989,11984
13745,6701
11988,12017
13742,6791
11997,11733
11988,12011
13744,6727
13746,6665
11988,12014
13742,6790
11988,12013
3172,6788
6205,11071
13743,6773
11988,12023
13743,6771
1397,12664
8371,9459
13745,6707
13743,6769
13745,6718
12550,10995
13743,6776
11988,12028
11999,11687
13747,6653
11988,12027
13747,6650
13743,6788
13745,6727
11989,12011
13743,6787
12517,12023
11988,12038
13747,6659
13744,6764
13743,6791
11998,11735
6268,9150
13744,6773
13747,6680
13748,6650
13744,6771
13744,6769
13747,6675
13745,6737
13745,6749
13744,6780
4231,6773
1060,6768
418,10286
12550,11021
13747,6682
11990,12000
13746,6727
13745,6758
13747,6697
973,9471
7807,10606
11990,12006
13747,6693
13745,6755
11990,12008
11989,12038
8346,10293
13745,6766
12050,10157
13747,6703
11990,12014
13747,6701
5817,6773
11990,12015
11991,11984
953,10104
13749,6650
13746,6743
8380,9248
13745,6773
13748,6680
13746,6742
13745,6771
13747,6709
12050,10161
13746,6738
13745,6769
13747,6707
13747,6720
13749,6659
11991,12002
13746,6749
13747,6718
13749,6657
7822,10171
13747,6715
11991,12000
13747,6728
1453,11005
1065,6650
13745,6788
13745,6789
13747,6727
11991,12012
13748,6693
11990,12038
13745,6787
13747,6722
13749,6675
13748,6701
13747,6732
11991,12015
13747,6733
13746,6764
8333,10727
12050,10198
12550,11084
13747,6745
13747,6742
13747,6740
975,9459
12550,11077
13747,6738
12050,10206
13747,6752
12550,11089
13747,6751
13747,6748
13746,6779
12050,10202
13747,6749
3180,6650
1062,6771
13748,6715
13747,6747
13747,6761
13748,6727
13746,6790
11991,12044
13746,6787
13746,6788
13747,6754
13746,6785
13749,6692
11999,11793
13747,6755
13749,6693
13747,6768
13748,6737
13747,6769
13747,6766
13747,6764
13747,6762
5690,10774
3709,6650
13749,6701
13747,6776
13751,6653
13747,6775
13747,6773
13748,6742
8318,11231
13747,6771
13749,6709
5819,6788
13749,6722
13747,6785
13749,6720
13747,6782
11993,12007
13751,6659
11993,12006
12050,10234
13747,6780
11993,12000
13747,6778
8462,6776
13748,6748
13747,6779
11993,12002
1067,6650
3587,10451
13749,6730
11993,12013
13749,6728
13747,6790
11993,12015
13747,6791
12050,10247
11993,12014
13747,6788
13747,6789
13748,6758
13749,6727
11993,12008
13747,6787
11993,12010
13749,6738
13748,6769
1065,6722
11993,12023
13749,6737
13748,6768
13750,6703
13748,6766
13749,6732
5650,12046
13749,6733
11993,12018
13749,6747
13748,6776
13749,6745
11993,12030
13749,6742
13748,6773
13749,6740
13748,6771
13750,6709
13748,6772
13749,6754
13748,6785
11993,12037
13749,6755
13749,6752
3182,6650
11993,12033
13749,6751
13749,6748
11993,12035
13749,6749
12050,10267
13748,6791
13749,6761
13748,6790
13748,6788
13749,6771
13752,6675
13749,6769
13749,6764
941,10603
13749,6778
12050,10293
13749,6776
432,10002
11995,12000
8316,11355
6770,10134
13749,6772
13749,6773
13752,6693
13749,6787
13751,6722
13749,6785
11995,12008
13751,6720
13749,6780
7766,12033
13664,9429
13749,6790
13749,6791
13749,6788
13751,6727
13750,6758
11995,12023
13750,6769
539,6709
13750,6768
435,9936
367,12046
13751,6748
13752,6715
1490,10008
12550,11206
12050,10334
3614,9703
13664,9450
13751,6764
5742,9280
348,12653
13752,6727
12050,10339
6265,9456
13752,6737
13751,6769
13751,6780
12050,10359
11996,12033
12550,11240
4069,12008
5826,6693
12050,10356
13751,6788
8339,10720
13751,6787
13751,6785
13754,6703
12550,11257
13752,6764
12020,11305
12550,11255
3710,6769
7942,6650
539,6768
3541,12010
12550,11254
6267,9429
7939,6748
13752,6771
11997,12026
11997,12021
8330,11010
12050,10380
13752,6768
12550,11276
11998,12003
11997,12029
8901,9703
11997,12030
12050,10398
12615,9268
13754,6727
7710,13862
1466,10820
956,10247
11997,12036
11998,12008
7939,6771
6882,6769
12550,11287
13752,6791
11999,11984
6883,6749
11998,12025
8299,12008
12615,9282
13754,6751
11999,12002
12550,11305
12083,9395
12550,11303
11999,12000
12550,11313
6759,10606
13755,6727
3184,6748
6356,6722
11998,12038
12050,10428
13755,6722
6884,6742
11999,12019
1499,9837
12551,11287
5827,6748
12020,11376
13754,6776
13758,6650
12050,10447
13754,6771
931,11071
13754,6769
6885,6727
12050,10454
3715,6693
12050,10456
12550,11337
13758,6653
5722,10014
3626,9459
13754,6788
11999,12038
6255,9883
12050,10460
13664,9576
11999,12040
13755,6769
12050,10469
12550,11356
7816,10647
7942,6748
13668,9471
13759,6650
13758,6682
12022,11341
3569,11247
12550,11358
4052,12662
13755,6782
12001,12000
4246,6650
13755,6792
12001,12012
12001,12015
5828,6769
13755,6788
12050,10490
7942,6771
13758,6707
6889,6650
13758,6703
12550,11393
13758,6709
13756,6771
13756,6785
13759,6693
903,12008
6774,10230
13758,6718
12550,11411
12615,9397
13758,6732
3103,9353
13758,6730
13758,6727
5829,6771
13759,6697
5833,6650
7806,11022
6168,12648
13758,6737
12550,11417
13757,6778
13761,6650
13760,6680
13758,6742
13758,6755
3542,12153
13757,6780
13758,6749
430,10325
13758,6764
13758,6761
5831,6740
3111,9138
5660,12040
12608,9640
13758,6758
545,6768
13758,6771
5660,12046
13758,6772
13758,6769
6255,9982
13758,6768
13758,6766
1521,9288
13758,6779
13759,6748
13760,6715
13758,6778
12550,11458
13758,6775
4245,6771
418,10720
13758,6787
12550,11467
6248,10217
12550,11468
13758,6788
13758,6785
12615,9449
13760,6722
13758,6784
13760,6720
13759,6764
8362,10230
7946,6738
4091,11554
6248,10230
13758,6791
8314,11714
13759,6761
13760,6727
13759,6758
13759,6772
13759,6773
13759,6768
13762,6675
546,6779
8474,6769
4246,6771
13763,6650
13759,6788
13761,6727
7756,12652
13760,6755
13759,6784
13760,6754
13759,6782
13761,6720
12005,12007
13763,6659
13762,6703
7829,10398
4160,9450
13761,6732
13760,6764
13762,6697
12050,10619
13759,6791
13761,6740
13760,6771
13762,6709
13762,6707
941,10946
1492,10249
13760,6768
8362,10278
13760,6782
3594,10628
13762,6718
13761,6749
13760,6778
13761,6747
13762,6727
12050,10645
12005,12040
13760,6787
5678,11572
13761,6755
13763,6693
13761,6752
13761,6764
13762,6733
6892,6707
13760,6791
13761,6773
12050,10663
7267,11480
13761,6771
13762,6751
13763,6718
13762,6747
13763,6728
13761,6790
13762,6755
13764,6693
12050,10673
12050,10675
9006,6748
450,9837
13764,6701
13762,6764
6273,9549
3623,9781
13762,6775
13762,6776
13762,6773
13766,6650
12050,10695
13762,6771
13762,6772
13764,6707
13762,6769
3098,9681
13764,6718
12550,11581
13766,6653
909,12011
982,9749
13762,6791
13766,6665
13762,6789
13764,6727
13765,6697
13762,6787
3193,6748
13762,6788
13668,9699
9006,6768
13763,6768
13763,6769
13763,6766
13763,6764
380,12042
13764,6732
13763,6776
13767,6650
551,6747
418,10875
13764,6748
12615,9612
13766,6697
13764,6758
2053,9355
13766,6707
966,10286
6893,6773
13764,6768
7951,6749
3726,6650
5836,6782
13767,6682
13764,6776
12050,10753
13768,6650
981,9837
1487,10535
13766,6722
13766,6720
13766,6730
13766,6728
13764,6788
12550,11654
13765,6764
13766,6748
8879,10789
13769,6653
4125,10706
13766,6743
13769,6650
5748,9544
13766,6755
13769,6659
13766,6752
5215,9690
13766,6749
13766,6764
3619,10023
13765,6790
12550,11687
4255,6693
13668,9798
13766,6758
13766,6771
13766,6769
13767,6748
7793,11714
13769,6682
13766,6773
12050,10820
6230,11017
13766,6788
12550,11711
422,10851
5310,6778
3106,9567
13766,6782
12020,11757
1421,12653
7838,10334
13769,6701
13766,6790
13767,6771
13769,6709
6820,9138
13767,6769
13769,6718
13768,6749
13767,6780
3197,6764
959,10610
12050,10850
12050,10851
13767,6788
13769,6727
13769,6733
13769,6730
12550,11749
13769,6728
1484,10740
13772,6650
1083,6788
1482,10805
13769,6738
13769,6751
12050,10885
13770,6720
13770,6718
7860,9703
13769,6745
13770,6727
8356,10720
13770,6728
13769,6755
12050,10889
13772,6659
13769,6766
13771,6703
13772,6682
13664,10030
7851,10002
13770,6742
13772,6680
13769,6773
396,11735
13771,6709
13664,10023
13769,6768
13769,6769
13769,6780
1085,6768
13769,6776
13769,6790
13769,6791
12050,10925
6783,10359
13769,6788
13772,6693
13769,6787
13769,6785
6774,10647
12022,11803
5713,10774
6903,6650
367,12662
13770,6773
13772,6709
3096,9989
13772,6722
13772,6715
13771,6747
6266,10036
13772,6730
13772,6727
13772,6728
5843,6768
13773,6692
12615,9836
13771,6764
1086,6788
13772,6732
13773,6701
13772,6742
6235,11015
13772,6740
13773,6709
12050,10982
13773,6722
13772,6754
12084,9930
13772,6751
13772,6752
12050,10977
13772,6748
13773,6728
7848,10182
13773,6727
13772,6755
4258,6782
8379,10110
13774,6703
13773,6732
13772,6764
13773,6733
422,11022
13772,6778
13772,6773
13776,6650
13772,6772
13772,6785
12050,11014
13773,6754
12050,11013
13773,6755
3601,10789
13773,6748
5222,9690
13772,6780
6760,11170
12050,11022
12050,11021
13772,6791
13773,6761
13772,6790
4155,10006
13772,6787
13772,6788
13773,6771
7963,6650
7832,10718
1476,11147
6802,9883
13774,6748
8338,11423
12050,11039
3652,9234
7827,10889
13774,6752
1093,6650
13775,6718
13773,6780
13773,6791
13773,6788
13775,6727
13774,6769
13776,6707
13774,6768
13775,6737
8344,11257
562,6747
8389,9869
3620,10260
13664,10198
8387,9941
440,10544
13664,10202
13776,6727
6781,10591
13775,6773
13777,6709
13775,6766
1005,9428
564,6718
13775,6779
5847,6788
13775,6788
7803,11691
13776,6755
13776,6752
8360,10820
12550,12004
13778,6701
12550,12002
1521,9836
4170,9640
12550,12000
13664,10234
5678,12042
13776,6771
12550,12010
13664,10244
13776,6769
12550,12008
1011,9273
13776,6768
1092,6768
13776,6778
5747,9918
12550,12014
13776,6776
13776,6788
12550,12023
5320,6785
12550,12035
12050,11149
13664,10267
12550,12031
6267,10199
12550,12029
12050,11147
13780,6682
12550,12044
12550,12040
12550,12037
13777,6768
4074,12654
12095,9772
12550,12047
13668,10157
956,11017
12550,12045
4095,12016
5753,9768
3737,6730
5765,9397
1432,12652
12050,11172
13779,6732
7862,9944
982,10230
13779,6738
13664,10314
13780,6727
12050,11207
13780,6738
12050,11216
996,9825
567,6748
13780,6740
1502,10535
3589,11376
13780,6761
6770,11077
13780,6764
12050,11255
7826,11127
7967,6769
3570,12008
7967,6771
6810,9875
6812,9811
5854,6748
6293,9524
13785,6650
12050,11293
3658,9306
5664,12656
470,9837
8370,10701
13784,6707
13785,6682
13786,6650
6213,12046
6215,11984
13784,6722
1437,12652
8403,9703
13664,10454
13785,6701
3572,12008
7973,6650
3741,6768
8328,12033
5856,6748
6913,6748
6913,6755
3741,6782
13784,6743
13785,6727
1099,6773
3102,10217
4156,10312
7888,9313
7863,10086
7970,6769
3102,10230
12615,10244
998,9918
13784,6771
13785,6740
5856,6785
13785,6748
450,10535
3215,6742
4188,9353
12050,11394
4177,9703
6278,10110
3095,10481
13785,6772
13785,6771
1506,10591
13785,6782
12615,10283
13786,6748
5668,12653
13785,6785
6828,9471
3609,10960
13786,6769
6919,6665
5230,9874
1005,9781
7973,6771
972,10810
7973,6773
5212,10450
4175,9832
3575,12046
3746,6747
575,6748
488,9447
7849,10647
13788,6758
13788,6769
3219,6727
13788,6771
5862,6722
454,10535
13792,6659
13664,10628
4279,6650
13790,6740
386,12662
13789,6778
5863,6722
13790,6742
13792,6693
4276,6771
13792,6701
13792,6709
13792,6707
6296,9703
3748,6776
13790,6778
13790,6773
13790,6788
1106,6773
13792,6722
13791,6764
3749,6769
5673,12663
3095,10663
409,12011
13791,6771
13791,6769
13792,6745
13792,6758
8373,10906
13664,10724
8338,12000
13792,6764
8394,10260
13791,6791
5694,12046
13792,6769
13794,6707
13794,6727
8380,10720
13792,6787
13792,6788
13793,6755
13794,6733
1493,11234
13792,6791
12050,11651
436,11247
3755,6665
4169,10218
6221,12149
12050,11680
13794,6764
5339,6727
936,12153
6823,9883
1525,10283
986,10610
13795,6761
13794,6785
488,9681
13182,9395
3754,6748
5339,6768
7893,9513
4171,10206
5249,9557
3227,6709
12615,10593
6259,11022
3629,10647
922,12654
3758,6657
1501,11089
1521,10469
5215,10647
13800,6675
8953,9486
4207,9150
1026,9459
6281,10398
8400,10252
7984,6766
1505,11005
3112,10346
13182,9471
5765,10030
13800,6709
955,11687
12615,10673
3629,10719
12050,11812
6930,6693
13798,6785
3098,10810
7795,12664
12043,12042
13800,6727
13799,6769
4170,10363
1028,9459
4144,11178
13800,6755
7816,12031
3233,6650
13800,6761
1554,9557
3119,10198
13800,6769
13182,9544
1454,12667
490,9784
12615,10735
7986,6788
6931,6722
988,10753
4098,12653
13664,11028
13802,6748
3231,6773
7911,9150
8346,12051
1456,12653
13801,6785
12615,10794
1554,9622
12615,10805
460,10774
13806,6650
13668,10925
6783,11378
4187,9944
4150,11089
6774,11672
6830,9936
5713,11793
6793,11084
1122,6665
6306,9804
945,12153
3640,10530
13182,9640
7910,9234
1121,6703
5222,10647
3684,9174
5765,10202
12050,11984
6933,6769
4290,6788
6818,10339
5877,6740
13664,11108
3097,11005
4156,10946
3607,11581
12050,12000
8403,10363
12050,12006
5246,9936
12050,12008
3238,6650
3763,6758
13664,11122
13668,10998
8346,12149
12050,12015
12050,12011
1122,6722
12050,12023
3593,12046
13805,6776
3763,6782
5773,10008
6801,10908
1005,10364
5688,12653
12050,12034
6936,6742
3091,11255
6936,6748
13806,6766
6217,12663
13668,11054
1461,12650
3237,6761
13664,11214
13807,6779
13664,11216
13730,9179
1010,10286
1571,9280
516,9224
4208,9459
8404,10469
3767,6769
9052,6785
4198,9804
4298,6701
3626,11151
7884,10230
13811,6718
5719,11812
12615,11022
13731,9194
7891,10014
13732,9177
13733,9144
6288,10567
13732,9179
6298,10272
4199,9804
4298,6748
1130,6650
4181,10375
13733,9179
4299,6715
13732,9205
511,9459
13182,9869
3146,9703
4211,9459
13732,9234
1127,6768
6940,6788
4206,9622
3658,10230
4302,6650
13730,9303
998,10774
12677,9177
13813,6727
8440,9459
6223,12652
13732,9257
13732,9263
13812,6791
2053,10875
12677,9205
1015,10286
13732,9280
1034,9703
8440,9501
13732,9288
13730,9346
5278,9224
6314,9874
3090,11519
12615,11151
3244,6748
3104,11089
7888,10250
13732,9313
8339,12657
3643,10774
13733,9279
5259,9837
3636,10995
13733,9288
3686,9459
13731,9355
12677,9274
13737,9177
5717,12046
12677,9280
4303,6727
13288,6722
5359,6768
4133,12006
13732,9353
4220,9313
13288,6728
13738,9174
13737,9205
13732,9355
13739,9150
5359,6788
13738,9177
6946,6745
12677,9313
3159,9459
6318,9837
13732,9379
988,11234
4307,6650
5791,9804
4196,10095
4303,6788
13732,9397
13731,9428
13732,9395
13730,9471
1056,9144
13737,9255
8536,6653
5264,9782
13739,9194
13741,9133
8536,6650
527,9177
13739,9205
3085,11803
5240,10535
13741,9150
12676,9397
13732,9429
8536,6665
5894,6650
13732,9428
1133,6788
1049,9393
3674,9941
7815,12649
5814,9144
3632,11247
7893,10230
13730,9507
13738,9257
13741,9177
4161,11247
5366,6657
13739,9234
13737,9310
13732,9463
6806,11178
416,12662
13733,9429
13182,10139
13738,9288
8536,6709
1554,10157
3128,10518
13732,9478
12677,9415
3691,9459
13732,9489
3081,11984
13739,9273
13730,9549
1139,6653
13732,9486
13668,11467
13741,9204
8536,6722
8411,10606
4307,6755
4212,9703
13182,10157
13739,9288
4117,12653
8536,6742
13739,9282
8536,6737
8536,6748
13732,9512
3254,6650
13737,9355
13738,9324
13736,9397
8536,6755
8536,6758
3150,9883
8536,6764
13739,9310
1495,12046
8536,6771
3679,9883
13182,10199
8536,6768
8536,6769
1521,11247
8536,6780
13733,9512
13732,9544
8536,6776
3627,11507
13741,9274
8536,6787
13735,9459
13741,9273
8536,6790
12677,9486
6826,10647
13739,9340
12078,11680
8009,6748
13738,9381
5366,6771
13739,9346
13735,9471
13744,9205
13746,9144
13182,10244
13742,9265
13733,9544
8405,10875
1142,6650
6330,9662
13742,9274
13741,9303
13664,11687
3591,12660
13739,9372
8442,9738
13742,9280
13730,9649
5367,6768
6297,10706
3154,9837
510,9883
13730,9658
5896,6762
13733,9576
13733,9572
13730,9666
13739,9397
13733,9583
3657,10647
3786,6650
13741,9346
3684,9811
3149,10014
1001,11071
13742,9324
13739,9417
13739,9410
13737,9486
13747,9177
13182,10303
1021,10468
13732,9649
13748,9151
13182,10314
13739,9428
13733,9612
5230,11071
13732,9658
13732,9655
13742,9346
13741,9372
5369,6771
13745,9263
6256,12046
7901,10202
13747,9194
5370,6742
612,6787
13733,9640
13738,9486
13747,9204
12100,11107
13297,6771
13739,9450
13737,9513
13737,9526
13742,9372
13733,9647
13741,9397
7891,10531
13739,9471
5778,10501
6830,10663
13733,9664
13732,9696
13739,9489
13739,9486
13749,9177
13737,9546
494,10482
13742,9392
3785,6769
13746,9279
13732,9711
13742,9397
13741,9429
1142,6791
13740,9471
13734,9658
13730,9782
13739,9499
13745,9313
13739,9512
13739,9513
8015,6727
13747,9263
13744,9353
13732,9738
1143,6776
3662,10610
13751,9144
13747,9268
3116,11151
8448,9698
13747,9280
5731,12010
12615,11602
13733,9711
13747,9288
12677,9690
13741,9471
3618,11992
13747,9282
8353,12659
13730,9810
6344,9410
8446,9787
3597,12648
13745,9355
5243,10774
13743,9415
13748,9273
8544,6755
13748,9274
13751,9179
5901,6771
13748,9282
13748,9280
7932,9355
13732,9782
4316,6773
5377,6650
12677,9728
13742,9482
4318,6715
1145,6773
13732,9787
13732,9788
1571,9955
4175,11151
13745,9397
13752,9177
13182,10462
13732,9810
13749,9280
7933,9355
13741,9526
13747,9340
5375,6733
3173,9459
8458,9459
13733,9784
13733,9785
1554,10501
13747,9346
1030,10364
4319,6707
1576,9825
3090,12046
13737,9664
13747,9355
5212,11803
13754,9150
618,6768
13741,9549
13733,9811
13741,9561
997,11408
13747,9372
13730,9900
1062,9395
1571,10002
13741,9570
13734,9785
3261,6766
5790,10286
12677,9782
1016,10828
13747,9392
13739,9640
13748,9355
1057,9567
3372,3340
1059,9512
6293,11096
6962,6748
12677,9810
13749,9346
13735,9781
1027,10508
13733,9836
13749,9340
4321,6707
3262,6768
7849,12030
13664,11984
6963,6733
13745,9486
13746,9456
13748,9391
12122,10647
13737,9730
4157,11803
13752,9263
4320,6748
13738,9712
13664,12006
13747,9428
13741,9612
12677,9829
1040,10139
5761,11247
13749,9372
3652,11089
13664,12008
13732,9900
13739,9696
13752,9288
13749,9381
13747,9456
13749,9395
13749,9392
13749,9393
13749,9391
4218,9941
511,10174
13752,9310
13737,9772
13741,9649
6827,10992
3792,6771
13757,9151
13737,9782
13741,9658
13747,9471
3673,10469
13746,9499
5802,10008
13746,9512
481,11122
5218,11736
13747,9489
1571,10107
6964,6764
13752,9332
13730,10014
13743,9608
13732,9950
13752,9327
1006,11247
5828,9220
13732,9955
13750,9397
626,6650
13732,9970
13739,9750
13752,9348
13738,9782
13732,9965
12677,9900
4323,6740
3669,10628
12251,6737
7910,10230
13741,9696
13752,9355
3682,10230
1048,9968
13749,9456
13731,10014
5379,6784
13739,9764
13759,9144
1152,6748
4324,6722
13747,9524
5740,11984
12677,9939
962,12652
13749,9471
13743,9655
13747,9544
13758,9204
13730,10070
13739,9788
12677,9941
7884,11077
13752,9395
8024,6742
13732,10014
13738,9825
13747,9560
13182,10692
13732,10023
3799,6650
13738,9836
5260,10512
13733,9989
13747,9568
13732,10028
13752,9416
12117,10960
13750,9489
13742,9738
13761,9144
526,9837
6971,6650
7901,10593
6331,10110
6313,10674
13748,9568
13741,9782
13733,10030
1026,10734
13762,9144
8557,6657
13730,10133
13738,9883
13741,9788
13182,10734
9086,6650
13742,9772
13743,9738
13747,9615
12677,10014
5767,11234
7897,10751
13737,9930
13758,9280
13730,10157
13737,9941
13737,9939
13739,9874
13736,9968
13760,9224
3799,6727
5241,11178
8414,11122
3693,10014
13735,10008
4136,12667
8435,10469
13759,9263
13748,9615
13762,9179
13758,9303
13737,9955
13732,10107
6814,11581
12095,11716
13739,9900
13759,9280
13752,9498
13737,9975
5285,9837
13759,9288
5388,6650
7903,10603
1156,6769
13747,9658
5232,11484
13751,9549
13732,10133
5772,11141
13732,10145
2217,6657
13758,9340
5263,10535
13730,10206
13760,9276
6970,6776
12615,12000
13749,9615
13749,9612
13731,10171
13744,9782
13748,9655
13733,10128
13758,9353
13730,10221
13762,9229
7947,9273
484,11247
4328,6773
13732,10157
13741,9878
13739,9941
13758,9349
13738,9970
12615,12015
13737,10014
13733,10139
13739,9950
5389,6653
497,10851
13730,10230
4329,6748
13730,10225
12615,12023
12677,10114
13745,9773
13756,9428
13749,9658
5308,9179
12615,12040
13741,9900
3183,9524
1571,10346
13736,10070
13732,10194
6971,6787
13741,9912
13757,9417
8993,9640
2217,6709
13759,9353
13752,9570
5390,6650
13733,10157
13733,10171
13758,9393
13765,9177
13751,9608
13766,9144
13732,10198
8029,6768
12677,10133
13752,9589
2217,6720
13749,9680
13732,10206
478,11484
8557,6791
13732,10217
13182,10881
13759,9379
13760,9346
13762,9282
2217,6737
4160,12042
1079,9248
13767,9138
6347,9785
13732,10221
13730,10284
5290,9782
4228,9941
13747,9768
13739,10014
13759,9395
13741,9950
13732,10230
13733,10199
13733,10206
13752,9615
635,6650
13732,10249
6825,11370
13747,9785
13747,9782
13752,9627
5311,9151
12677,10185
13736,10121
13732,10246
13747,9778
13732,10244
5291,9781
6973,6788
13739,10037
631,6788
5259,10774
13732,10252
13731,10296
13747,9798
13741,9985
13758,9458
13760,9393
13767,9177
13737,10107
12677,10199
13742,9952
13760,9391
13748,9775
529,9965
13734,10206
3156,10452
13742,9970
13758,9471
3717,9450
13737,10134
13738,10104
5841,9144
13739,10070
13737,10133
12668,10501
634,6727
12677,10221
6325,10535
12677,10234
6859,10364
546,9459
13735,10202
13758,9489
13759,9459
8036,6650
13741,10014
9008,9280
5268,10535
13761,9392
13758,9486
13764,9313
13732,10303
1029,10881
6339,10110
13738,10128
13732,10312
12677,10246
13770,9144
8459,9944
3646,11687
7939,9681
8458,9970
12677,10252
1162,6776
12676,10284
13741,10037
13736,10206
13749,9798
13769,9179
1554,11014
1062,9883
13735,10244
7884,11395
3693,10246
13766,9279
13738,10145
5391,6769
13746,9912
13732,10346
13748,9847
13742,10034
3277,6769
13769,9194
3277,6771
13732,10339
3169,10121
5395,6650
13739,10134
13182,11013
13742,10037
13767,9263
13759,9524
8433,10789
13770,9179
13743,10014
13730,10432
13758,9561
6828,11401
1086,9179
13759,9526
13749,9836
13182,11043
13732,10375
13767,9288
5747,12153
5793,10727
13745,9968
13769,9224
1083,9282
13737,10230
13730,10447
3170,10121
13760,9515
13738,10198
7933,9930
13735,10286
1571,10544
13732,10380
13762,9450
13739,10176
12677,10331
5279,10286
3186,9640
13730,10450
13762,9471
6876,9941
1166,6728
13766,9346
13733,10364
13742,10086
12677,10346
13756,9666
13182,11076
13752,9787
13733,10374
1554,11095
13738,10218
13752,9784
13772,9177
5291,9941
13751,9829
5393,6776
13730,10477
1166,6748
13752,9804
5220,12153
13769,9274
4197,11096
13764,9428
13732,10432
13738,10244
13769,9280
13737,10272
638,6749
8036,6787
13745,10034
13738,10251
7901,10977
3809,6758
1170,6650
13769,9303
13730,10512
13732,10450
13741,10171
5313,9288
13739,10230
13743,10107
13759,9608
13758,9640
13770,9279
1072,9701
13737,10296
3204,9145
13752,9832
7910,10720
5782,11151
1039,10727
13739,10246
13751,9874
13739,10244
13741,10180
13733,10428
6879,9918
13739,10252
3284,6682
13749,9941
13741,10202
13732,10481
13182,11147
13733,10451
13766,9428
7848,12656
13749,9952
13738,10293
13744,10107
13747,10014
7895,11198
13759,9643
13182,11155
13741,10211
5395,6787
3178,9982
13741,10206
13736,10359
13182,11149
13766,9429
3682,10748
13739,10278
13769,9349
13737,10339
13772,9265
13730,10567
13766,9452
7912,10701
13749,9975
13752,9882
13746,10066
13741,10234
13754,9829
13732,10512
13741,10230
13739,10293
5826,9837
13742,10211
13733,10490
1171,6692
13738,10334
13759,9681
13742,10206
13730,10591
13737,10375
13751,9941
13741,10246
13182,11192
13752,9903
1554,11216
13770,9346
7881,11691
13747,10070
