genre_1,genre_2
3053,12513
8668,2285
3178,8642
4237,8581
3053,12518
2350,1543
4237,8585
3053,12525
5287,8809
1996,12523
1996,12525
3053,12529
3053,12531
3053,12530
939,12529
939,12530
1996,12531
4237,8603
4226,8941
6345,8795
3053,12544
2352,1509
5287,8832
2351,1543
238,1509
2352,1511
1996,12552
6225,12525
238,1515
6345,8814
3054,12529
3054,12531
6225,12532
3175,8785
5523,1530
1997,12536
238,1530
4237,8633
6353,8583
3055,12514
4239,8585
5524,1515
234,1667
238,1543
4239,8587
5294,8656
4239,8591
3180,8656
4239,8594
6353,8597
4239,8603
6345,8859
1999,12511
2351,1598
1999,12513
3056,12514
6353,8608
2348,1693
2354,1509
3056,12518
240,1509
4238,8642
4239,8615
4226,9023
3056,12525
236,1645
8459,8874
8672,2285
1999,12536
2352,1598
5523,1598
238,1598
2355,1509
3057,12514
2000,12513
6228,12522
5526,1515
236,1663
2000,12518
3056,12556
3057,12525
3180,8711
2000,12525
6228,12535
5526,1530
5524,1598
4226,9072
6228,12548
3058,12518
2001,12518
4239,8686
6346,8912
3058,12534
242,1525
2355,1561
2356,1530
6353,8692
6353,8701
2002,12514
2357,1509
6353,8706
2357,1511
2002,12518
3059,12518
2353,1645
3059,12529
2357,1536
6358,8583
2358,1509
2003,12514
3060,12518
244,1509
4239,8739
3060,12521
8691,1807
4244,8590
4244,8587
2354,1645
2003,12532
3060,12533
244,1530
4244,8603
4244,8604
6353,8760
3060,12541
5287,9044
3059,12575
2004,12514
6359,8585
240,1663
6353,8769
2358,1543
3061,12518
3060,12549
4230,9055
3061,12524
2355,1645
6359,8594
3061,12535
2359,1530
5526,1667
4244,8642
2359,1541
2360,1509
2359,1543
3062,12518
8459,9055
2005,12526
6353,8815
5532,1509
6564,2285
6359,8640
6353,8826
7621,2285
6234,12518
4247,8585
2356,1667
2005,12548
949,12518
3062,12555
6234,12525
7637,1807
6234,12531
4247,8590
949,12529
3063,12532
949,12535
2006,12540
4247,8603
4248,8581
4248,8582
5533,1515
2362,1509
5532,1543
248,1509
2362,1511
6564,2333
2358,1645
4247,8623
6359,8701
3065,12511
3178,9007
2363,1509
4247,8642
3065,12518
951,12518
949,12580
4245,8711
2008,12519
6359,8710
3065,12522
3065,12525
6353,8911
4248,8633
3067,12474
2362,1566
3066,12514
4248,8642
4248,8640
2364,1509
949,12607
3066,12518
250,1509
2008,12550
2009,12518
949,12611
4246,8711
949,12613
4248,8654
2360,1645
6353,8939
4248,8662
6353,8947
4247,8704
4251,8581
3065,12576
6365,8581
2010,12518
3067,12518
6365,8585
3067,12525
6365,8588
2361,1645
2010,12525
3067,12529
6353,8971
6365,8603
2010,12534
6365,8601
3067,12543
3068,12514
951,12606
2011,12514
2366,1509
252,1509
252,1515
3068,12525
954,12529
954,12530
954,12531
2366,1530
6365,8633
6240,12514
6240,12518
8684,2285
2367,1509
6365,8640
4253,8582
4251,8642
2366,1543
6365,8649
4253,8585
4238,9055
6365,8654
2012,12526
5536,1598
2365,1598
4253,8608
2013,12514
2368,1509
3070,12518
2012,12550
3070,12522
2367,1547
2361,1732
3070,12524
3070,12527
2013,12531
254,1525
2368,1530
2015,12474
3070,12541
4254,8605
2369,1509
2014,12518
2368,1543
2014,12525
8702,1807
2014,12531
2369,1530
4251,8730
3072,12518
256,1509
2015,12518
2370,1515
3195,8711
3072,12524
958,12526
2015,12529
246,1833
256,1525
2366,1655
4253,8697
2016,12514
252,1663
1314,1509
4251,8776
3072,12555
4253,8712
5538,1645
2016,12525
4253,8719
3074,12511
2372,1509
2017,12514
3074,12518
3199,8642
2017,12518
4254,8712
3074,12524
8705,1807
2017,12525
4254,8719
3199,8656
258,1525
2372,1530
2368,1655
2370,1598
2373,1509
3074,12548
4259,8585
3075,12518
5544,1515
3075,12524
4259,8591
248,1867
2017,12568
4259,8608
5545,1509
2374,1509
3076,12518
260,1509
3075,12548
2017,12581
2019,12518
256,1645
3076,12533
2373,1561
2374,1530
2374,1536
3076,12541
250,1845
2375,1509
4261,8582
256,1663
2374,1541
4261,8581
3077,12518
2374,1543
963,12518
4261,8584
4259,8646
4261,8585
3076,12553
5542,1645
2020,12525
4261,8594
4259,8654
2020,12532
963,12531
2373,1591
2375,1530
4262,8580
2370,1693
2376,1509
4254,8831
4261,8615
2020,12550
262,1525
2376,1530
4254,8850
5548,1509
1317,1598
4261,8642
3409,2285
2022,12514
2377,1509
4251,8950
4261,8640
3206,8585
2373,1645
2022,12526
3079,12526
3199,8809
2021,12570
3079,12545
3080,12514
963,12606
2378,1509
252,1883
2023,12518
4262,8650
4262,8656
5305,9091
2368,1836
2023,12535
2377,1561
3206,8631
265,1509
3206,8649
4254,8929
3423,1941
4251,9044
3412,2285
2380,1515
2025,12523
2025,12525
2025,12531
2380,1530
2378,1591
3206,8697
2381,1509
6254,12518
2381,1515
5548,1645
2025,12552
4259,8835
6254,12532
2377,1645
2362,2117
3425,1941
12597,12530
2382,1509
12597,12531
12597,12529
5325,8585
968,12584
970,12525
2378,1645
970,12529
970,12530
5325,8596
970,12531
3205,8785
2379,1623
2378,1655
5325,8608
2383,1509
5325,8609
12598,12518
2383,1511
12598,12531
968,12608
12598,12529
12598,12530
2027,12553
2379,1645
4267,8656
7662,1720
269,1525
968,12624
2028,12536
3206,8785
12599,12525
2381,1598
5325,8640
12599,12518
3416,2285
1302,2285
5551,1645
4270,8585
2374,1836
4270,8594
5325,8662
2385,1509
2385,1511
2384,1541
2030,12518
2384,1543
2385,1515
6258,12525
2381,1645
6258,12531
6258,12530
6258,12529
2030,12529
2030,12532
2383,1591
260,1867
12598,12611
6258,12544
12598,12607
4261,8918
12598,12613
4272,8585
3205,8894
12599,12590
2382,1645
2386,1530
2384,1591
6258,12575
2387,1509
273,1509
2031,12548
4273,8585
273,1515
273,1525
2385,1591
4273,8609
2033,12517
6261,12525
5325,8784
12604,12517
4273,8640
2034,12518
2384,1667
3218,8585
2034,12525
4274,8621
3218,8594
5325,8813
2034,12531
4273,8662
2035,12513
2390,1509
4274,8642
2035,12518
12605,12525
2033,12585
4273,8683
5561,1530
2388,1598
2389,1566
2391,1509
3206,9016
2036,12518
6619,1515
3218,8645
2035,12550
3220,8585
277,1515
5325,8870
3218,8650
3220,8587
12604,12602
3220,8590
5560,1591
2389,1591
4274,8690
5562,1530
5325,8882
2387,1655
5560,1598
277,1530
3220,8603
3220,8606
275,1598
8709,2285
2037,12514
3221,8581
2391,1543
2037,12518
3221,8585
3221,8587
3218,8679
2037,12522
2037,12526
12604,12629
4278,8593
5325,8911
2392,1530
2037,12535
2037,12534
5561,1598
2037,12537
3221,8603
12605,12616
6621,1509
3425,2285
2393,1509
2393,1511
2038,12518
3222,8585
2038,12524
5211,12474
2393,1530
3218,8727
277,1598
3218,8731
5565,1509
3222,8610
3426,2285
2394,1509
1312,2285
3221,8642
2038,12549
2393,1547
3206,9114
1109,8585
4278,8656
2039,12526
3221,8654
3222,8633
5211,12517
5566,1509
4281,8582
281,1509
1109,8610
5211,12518
2040,12518
267,1947
1109,8614
4281,8585
3222,8649
2040,12526
2391,1645
4279,8656
4281,8594
4281,8595
258,2239
2040,12533
8713,2285
2040,12535
5211,12544
1109,8633
279,1598
4281,8608
2396,1509
4282,8582
2041,12518
4282,8585
2041,12524
4282,8595
4280,8656
4281,8631
2041,12535
2394,1591
5325,9039
2041,12538
12609,12610
3222,8697
8725,1941
2041,12540
4278,8729
2397,1509
2042,12514
4281,8640
4282,8610
2042,12518
2042,12522
4281,8649
4281,8654
4282,8631
2042,12535
3221,8757
2042,12537
4282,8633
5566,1598
4282,8640
2398,1509
2398,1511
4282,8649
7674,1807
4282,8654
2154,9091
2398,1530
2397,1566
2044,12514
285,1509
2044,12518
3228,8584
2399,1515
3228,8585
6617,1833
2389,1833
2399,1523
3228,8594
6272,12532
285,1525
2044,12535
3218,8912
6272,12540
3228,8603
2045,12514
5571,1515
3229,8585
3221,8832
2400,1515
2044,12555
2396,1645
3228,8623
2398,1591
2046,12512
3444,1941
3228,8642
6274,12518
287,1509
3228,8646
2044,12586
2401,1518
2046,12525
989,12525
3229,8623
6274,12530
989,12529
1344,1525
989,12530
2391,1836
989,12531
12617,12518
2400,1561
2401,1530
4274,9007
2046,12537
2047,12511
2399,1598
7662,2285
2402,1509
2046,12548
3229,8642
2402,1511
1344,1561
5571,1598
2403,1509
2048,12513
5346,8583
2403,1511
289,1509
5346,8585
2047,12573
2404,1509
2049,12514
4282,8835
2404,1515
4290,8585
3221,8962
2049,12526
2400,1645
2403,1561
4290,8604
4290,8608
2403,1566
2050,12514
12617,12619
5576,1515
2405,1515
2050,12525
2048,12592
291,1525
1109,8937
12617,12635
2051,12513
12621,12517
2406,1509
5346,8679
12618,12629
2402,1645
5346,8686
2387,2117
1105,9091
2404,1598
6280,12518
3222,9016
12622,12529
12622,12530
2407,1515
6280,12524
12622,12525
2403,1645
5346,8714
4278,9054
5225,12474
6280,12535
5346,8727
5576,1598
5346,8726
2406,1566
12623,12525
2405,1598
2408,1509
1326,2285
2408,1511
5346,8737
12623,12530
5579,1515
12623,12529
6280,12555
2404,1645
12621,12601
2378,2453
4294,8599
5225,12518
2054,12513
2393,2007
2054,12518
4295,8585
4281,9016
5225,12525
2405,1645
5225,12528
4295,8591
5225,12529
5227,12474
2054,12535
2408,1566
2407,1598
2055,12513
4282,9016
2410,1509
2054,12548
2406,1645
2055,12536
5579,1598
4295,8640
2411,1509
2411,1511
1340,1947
4295,8649
4297,8587
5227,12525
4297,8584
4297,8585
4297,8590
4297,8591
5227,12529
2056,12525
4297,8594
5227,12530
5227,12531
1330,2272
4297,8603
2411,1530
2411,1536
3444,2285
5346,8863
2411,1543
5583,1515
1000,12518
287,1867
5229,12514
2058,12512
2413,1509
4294,8736
2058,12513
4299,8584
2058,12520
5584,1525
5346,8904
2058,12525
4299,8594
2058,12531
2412,1561
2057,12570
2058,12542
4299,8606
12628,12547
4300,8585
2059,12518
2059,12522
4300,8594
2410,1645
300,1525
4299,8627
2412,1589
2414,1530
2059,12535
5583,1598
4294,8790
2415,1509
4300,8608
1000,12606
2058,12580
2060,12518
4299,8649
4300,8615
8748,1807
8733,2272
2411,1645
12627,12626
2171,9091
8744,1941
5586,1530
2060,12533
2415,1530
4295,8793
5587,1509
4295,8790
8733,2285
2416,1509
302,1509
2416,1511
4294,8830
2061,12518
302,1515
12628,12619
4299,8688
302,1530
302,1536
2417,1509
302,1541
2417,1515
302,1543
2416,1547
2062,12526
4300,8688
2413,1655
2416,1566
5589,1515
2418,1509
3245,8642
5234,12523
2063,12518
2063,12520
304,1515
5234,12525
2063,12527
5234,12531
5589,1530
2418,1530
2063,12535
2413,1693
2419,1509
5590,1509
5590,1515
5234,12552
2064,12518
2064,12525
5590,1530
2415,1655
2064,12537
2420,1509
2065,12514
2420,1511
4306,8587
1008,12519
5587,1645
4306,8585
4306,8591
4306,8590
1008,12532
2419,1561
2420,1530
2418,1591
8738,2285
4306,8603
5589,1598
3464,1941
4306,8606
302,1667
8754,1807
2417,1645
1364,1525
2420,1566
5590,1598
2419,1598
5593,1509
2416,1693
2422,1509
2422,1515
8738,2333
2067,12523
4306,8649
2067,12525
2418,1645
2412,1833
2067,12531
5593,1530
8751,1941
3470,1807
2423,1509
309,1509
2068,12518
4297,8958
4306,8679
2067,12552
2068,12525
4306,8686
1138,8595
2068,12534
4299,8907
4300,8882
4306,8693
8741,2285
1138,8610
2069,12518
2423,1547
2069,12524
2420,1645
2396,2395
4306,8727
1138,8633
5596,1509
2422,1598
2425,1509
2425,1511
4311,8585
2425,1515
311,1515
2421,1645
2070,12525
4311,8597
5596,1530
4311,8594
5597,1509
2426,1509
2071,12518
5595,1598
1138,8697
4311,8640
2427,1509
3256,8582
4311,8642
2072,12518
3256,8584
3256,8585
5598,1518
2423,1645
2072,12531
2427,1530
3256,8603
2425,1598
311,1598
1371,1509
1371,1515
2424,1645
2428,1530
2073,12535
3256,8631
2073,12536
4311,8701
5245,12518
2429,1509
2428,1541
2428,1543
4311,8710
5245,12524
3256,8649
5245,12525
6302,12525
311,1643
3256,8654
3257,8631
2429,1530
2074,12541
5601,1509
2430,1509
311,1663
6302,12550
3257,8642
2075,12518
2430,1515
3257,8649
8748,2272
7706,1807
5597,1655
4306,8919
2431,1509
2076,12514
2415,2007
4317,8583
317,1509
5247,12525
2075,12550
1138,8835
5247,12531
317,1525
2431,1530
2414,2066
2432,1509
2431,1543
317,1543
5247,12554
2428,1645
8748,2333
2077,12531
2076,12573
2078,12514
2433,1509
1371,1667
304,1980
2078,12525
8766,1807
319,1525
5602,1598
2433,1536
5250,12514
5250,12523
4318,8649
5250,12525
2079,12525
2430,1643
4317,8686
2430,1645
2079,12531
2079,12532
3257,8785
2434,1530
2432,1591
8752,2285
2430,1655
5603,1598
2432,1598
5250,12548
2435,1509
5250,12546
5602,1643
5378,8585
5378,8586
2078,12583
2080,12525
5250,12563
317,1645
5378,8594
5251,12531
8768,1807
4317,8727
4317,8735
5252,12525
2435,1547
2436,1515
5603,1645
3265,8586
5252,12531
2436,1530
5254,12474
8754,2285
5608,1509
8765,1941
2437,1509
3264,8642
2437,1511
2082,12518
3265,8615
1138,9016
5378,8646
3266,8585
5378,8649
5378,8650
5252,12559
319,1645
3266,8595
2418,2117
2082,12535
3470,2285
2438,1509
324,1509
5378,8679
3257,8894
3265,8649
8756,2272
5254,12525
5378,8688
5254,12529
3264,8688
2083,12536
324,1530
2436,1598
2437,1566
2084,12512
3471,2285
2084,12514
2410,2409
2082,12579
3266,8646
3266,8649
1371,1867
5378,8727
5608,1598
5378,8731
2084,12542
326,1509
2085,12531
3267,8656
5612,1509
7701,2285
324,1598
8758,2285
2441,1509
2441,1511
2086,12515
2086,12518
3264,8776
2086,12526
2437,1645
2441,1523
4311,9093
2086,12535
2086,12539
5613,1509
2442,1509
5613,1515
2087,12514
1360,2285
2087,12518
2087,12522
2087,12525
5612,1561
5613,1530
2087,12533
3265,8785
2440,1598
7714,1941
6316,12518
2443,1509
2443,1511
329,1509
6316,12529
2088,12526
2087,12563
329,1525
2088,12536
2087,12581
2089,12518
2444,1515
2089,12533
2444,1530
5615,1530
6316,12567
5613,1598
329,1561
5261,12518
331,1509
3274,8581
3274,8584
1033,12518
5612,1645
3274,8585
3274,8588
1033,12522
5261,12525
5261,12531
3274,8594
1033,12529
2443,1591
5378,8912
2090,12536
3274,8601
2446,1509
2446,1515
2442,1643
2442,1645
1031,12619
5617,1530
2446,1530
2091,12537
2091,12541
5613,1667
3274,8640
2447,1509
5618,1515
1365,2285
2446,1543
2091,12553
5618,1523
3274,8654
5618,1530
2092,12537
2091,12570
2092,12541
331,1598
1033,12606
2448,1509
2093,12519
2092,12553
334,1525
5617,1598
8766,2285
2094,12514
2449,1509
3276,8642
2449,1515
2093,12550
2448,1566
5618,1598
2450,1509
2095,12514
5266,12518
2450,1511
2095,12518
5266,12522
2095,12525
2446,1645
2206,9091
2450,1530
8768,2285
8779,1941
5617,1667
3276,8704
3266,9016
2446,1667
2450,1543
2096,12526
2447,1645
2432,2117
5266,12580
2452,1509
2452,1511
2097,12518
2097,12525
2448,1643
3279,8656
2097,12533
5621,1598
336,1598
3485,2285
2439,1947
339,1515
2449,1645
2098,12525
2098,12532
2098,12536
5625,1509
2454,1509
2099,12517
2450,1645
336,1645
3485,2333
5625,1530
329,1867
2451,1623
2455,1509
2455,1511
341,1509
2100,12518
5271,12525
341,1515
5271,12526
5271,12531
341,1525
8773,2285
2456,1509
2101,12514
2456,1511
2455,1547
2101,12526
2452,1645
8789,1807
2455,1566
1389,1845
2102,12514
2457,1509
5273,12518
2457,1511
8773,2333
3285,8631
7729,1941
2103,12511
341,1598
5629,1509
2458,1509
2103,12514
5274,12518
3285,8649
2103,12522
2454,1645
2457,1561
2104,12518
2102,12581
345,1515
2458,1547
2455,1645
3286,8656
8792,1807
5630,1530
2104,12535
2458,1566
5276,12518
2105,12514
341,1667
5276,12529
2461,1509
2106,12514
347,1509
2106,12519
3286,8711
2457,1645
2460,1561
2459,1598
2107,12513
2462,1509
3286,8736
2462,1511
2106,12550
5405,8591
2107,12525
5629,1645
3285,8785
2460,1598
2107,12542
5405,8608
2108,12526
345,1645
349,1525
2108,12536
2463,1530
3286,8790
2462,1566
5635,1509
5407,8581
2109,12512
5280,12518
2464,1509
5407,8585
2108,12547
5280,12525
5280,12529
334,2018
5405,8656
5407,8605
2109,12536
5407,8608
2462,1598
2465,1509
3286,8830
5281,12525
5281,12531
6338,12531
5407,8631
2464,1561
3287,8823
5281,12546
2463,1598
5637,1509
2111,12512
5407,8642
2466,1518
5407,8654
2466,1530
2465,1561
2467,1509
6338,12578
2467,1530
1386,2285
2463,1667
5407,8712
2464,1645
8786,2285
2466,1598
5640,1509
2114,12513
1387,2285
355,1509
5640,1515
2113,12553
355,1515
3502,2272
355,1530
5405,8823
2470,1509
5640,1543
2470,1511
2115,12518
355,1543
2114,12554
8803,1807
5637,1645
2115,12531
3287,8982
357,1509
332,2285
2116,12518
357,1511
2116,12522
2116,12521
3286,9024
2116,12525
2114,12590
3519,1807
5643,1509
5288,12518
2472,1509
2116,12549
3520,1807
6687,1941
5644,1509
2470,1598
7733,2285
2118,12512
2473,1509
2116,12578
359,1509
2118,12526
2471,1591
1417,1509
5640,1667
355,1667
2119,12532
2473,1561
2120,12514
2119,12545
2475,1509
8589,8587
2119,12548
1190,8583
8589,8590
2120,12526
1063,12525
8589,8603
1063,12529
1063,12530
361,1525
1063,12531
2456,2117
2120,12536
2120,12542
359,1598
3508,2285
2121,12514
2476,1509
1190,8611
8794,2272
2472,1645
8794,2285
2122,12512
2122,12518
5420,8583
2477,1515
2122,12522
5420,8590
2473,1645
2122,12532
2122,12534
8592,8580
5420,8603
2478,1509
2478,1511
8592,8585
1063,12613
5294,12525
5294,12531
8592,8593
2123,12529
8592,8608
5295,12514
2122,12580
5420,8650
5295,12525
351,1947
5294,12559
2475,1645
8592,8625
2479,1530
2473,1720
8592,8645
3523,1941
1190,8728
2477,1598
2480,1509
2125,12518
5647,1645
5420,8679
366,1515
2125,12522
5420,8686
1190,8742
8592,8656
8589,8757
5652,1509
2481,1509
2126,12518
2126,12524
8592,8692
8592,8693
2471,1833
2126,12535
2479,1598
3514,2285
2482,1509
1400,2285
368,1509
5425,8581
2127,12518
3311,8585
3311,8584
5425,8585
5298,12525
2127,12524
5298,12531
5298,12529
5653,1530
3311,8594
2127,12535
8592,8727
2480,1598
2127,12541
8592,8739
366,1598
368,1536
2483,1509
1190,8824
2128,12513
2126,12577
368,1543
2128,12525
2128,12532
5425,8631
8592,8763
6357,12513
5425,8642
2129,12514
370,1509
2128,12550
2129,12518
6357,12525
2129,12525
2129,12524
6357,12530
6357,12529
2454,2453
2482,1591
8802,2285
2483,1566
2130,12512
8589,8887
2485,1509
1073,12514
366,1663
3311,8679
2130,12523
5301,12525
2481,1645
5301,12531
2130,12525
3308,8777
8592,8819
3311,8686
3311,8688
8600,8581
5654,1598
8592,8823
2486,1509
372,1509
5302,12518
2131,12525
2482,1645
3312,8688
372,1525
2131,12532
2485,1561
8600,8601
3311,8727
2131,12542
2487,1509
8600,8619
2130,12580
2132,12518
5303,12525
2131,12550
5303,12531
2243,9091
5658,1530
2132,12535
1073,12600
8602,8583
5654,1667
5658,1543
2133,12512
2488,1509
3312,8736
8600,8654
2133,12518
1073,12613
8602,8587
3312,8743
370,1643
1076,12529
1076,12530
2133,12533
2487,1561
2133,12536
8602,8603
5305,12514
2487,1566
8600,8678
2489,1509
370,1663
375,1509
5305,12523
2482,1732
5305,12525
2485,1645
6362,12532
5305,12531
3311,8809
3312,8777
5658,1598
6362,12548
8602,8642
2490,1515
8600,8712
2486,1643
3312,8809
2135,12531
5305,12567
3534,1941
8602,8679
3523,2285
2491,1509
8602,8686
1203,8679
6362,12596
1203,8686
2492,1509
2136,12547
2491,1547
2137,12525
2473,2117
5663,1530
8600,8797
2490,1598
1203,8727
2138,12514
2493,1509
2263,8642
2493,1515
5309,12525
2489,1645
2138,12526
5309,12531
379,1525
8592,9063
8592,9066
2139,12514
12836,8609
2475,2117
5663,1598
2140,12518
3324,8581
3312,8956
3324,8583
2138,12581
12836,8620
8602,8816
2140,12525
12836,8640
7767,1941
2494,1561
3324,8603
2139,12570
3325,8583
2141,12518
3325,8587
2492,1645
3312,8995
12836,8662
5666,1561
3325,8603
2494,1598
2495,1566
372,1845
3326,8580
5663,1667
2142,12518
3326,8585
383,1515
12836,8683
2142,12523
2493,1645
2142,12525
3326,8594
8602,8875
2497,1530
2142,12537
3326,8606
8612,8585
5669,1509
5314,12518
2143,12518
5314,12521
2142,12552
8612,8587
2143,12522
8612,8590
5314,12529
8600,8968
3326,8627
361,2239
2498,1530
8612,8608
8612,8604
8612,8615
2499,1509
8612,8613
3328,8581
8612,8623
3328,8585
3328,8588
3326,8650
1212,8649
1212,8650
1212,8651
8612,8632
3328,8591
3325,8686
8817,2285
2496,1623
3328,8603
3328,8608
12836,8778
2500,1509
3329,8580
8612,8645
3326,8679
5662,1807
3329,8593
3329,8594
3329,8596
2145,12532
5669,1598
3325,8726
8612,8679
2146,12514
2501,1509
3329,8608
387,1509
2146,12518
3328,8645
2146,12522
3328,8650
2146,12524
2146,12526
2146,12525
12836,8811
377,1833
2499,1591
12836,8822
3326,8727
1212,8727
3326,8731
2147,12514
1420,2285
2497,1667
3329,8645
2502,1518
3328,8679
5669,1645
3328,8686
2502,1530
8612,8726
3329,8669
2148,12512
5674,1509
2503,1509
2503,1511
3328,8706
2498,1667
2148,12517
8612,8739
8617,8585
12836,8870
2148,12529
5674,1530
3329,8693
3328,8727
5319,12542
8617,8608
2148,12544
385,1663
8617,8620
2148,12551
8617,8618
2149,12525
3333,8590
3333,8594
2504,1530
5322,12474
3333,8603
8617,8640
2505,1509
3333,8613
2150,12518
3334,8581
2504,1543
3329,8739
3328,8769
3334,8587
3333,8621
2501,1645
3333,8623
8617,8662
2505,1523
2495,1833
5674,1591
2150,12533
2149,12570
2506,1509
3333,8642
5322,12518
2151,12518
1094,12518
8617,8682
5322,12529
2496,1833
3334,8632
1094,12535
3334,8631
2152,12511
2507,1509
2152,12518
5323,12525
2152,12524
2503,1645
3325,8930
5323,12532
3326,8903
2152,12534
3333,8690
3326,8907
2504,1623
2152,12535
3334,8663
3551,1941
2505,1598
5324,12517
12836,9025
5324,12518
12836,9026
3329,8826
3540,2285
2508,1509
2153,12518
3331,8777
3334,8686
12836,9039
2153,12535
2508,1530
5680,1509
5324,12544
2509,1509
395,1509
3333,8737
2154,12518
2154,12517
3329,8863
381,1947
1094,12613
2154,12521
395,1515
8617,8783
2505,1645
395,1525
8617,8784
2154,12534
2154,12537
1094,12630
8617,8795
8624,8587
2510,1509
8624,8590
2510,1511
2155,12518
8624,8597
8617,8814
5326,12525
2155,12524
5326,12531
2506,1645
8624,8604
8624,8601
2508,1598
8828,2285
2511,1509
2156,12514
2511,1511
8844,1807
2507,1645
397,1525
3329,8941
2510,1561
8626,8582
395,1598
8829,2285
8617,8859
2157,12514
2512,1509
2511,1543
2512,1511
3341,8583
8626,8585
5328,12525
5683,1518
2157,12525
14838,12635
8626,8594
2512,1523
8626,8595
5328,12531
3341,8596
8626,8601
8617,8882
2513,1509
5329,12518
3341,8608
2513,1511
1101,12514
5329,12517
399,1509
3342,8583
5680,1645
3342,8585
399,1515
3342,8590
2158,12525
2513,1523
5329,12529
3342,8596
8617,8907
2158,12531
8612,9072
3342,8604
3342,8608
3331,8950
8628,8591
3342,8613
395,1667
2158,12554
2159,12525
5330,12532
2510,1645
8628,8601
5685,1530
8628,8597
5676,1807
3342,8633
5683,1598
5686,1509
2515,1509
3342,8642
2160,12518
8628,8623
8628,8619
5330,12558
2160,12533
3341,8692
8833,2285
8628,8640
1101,12600
5330,12573
8630,8585
3345,8580
8630,8582
8630,8584
3345,8585
8630,8594
2516,1515
8624,8781
8617,8999
3342,8692
8628,8662
5685,1598
3341,8726
2514,1598
2517,1509
3346,8580
1460,1509
8628,8682
1435,2285
1105,12518
3346,8583
389,1947
1460,1515
3346,8585
2513,1645
2162,12526
8630,8636
1105,12533
8630,8631
5335,12474
3342,8726
2162,12541
8628,8712
2518,1509
5689,1515
2518,1511
3345,8645
1460,1543
5334,12523
2163,12518
399,1667
8628,8710
5334,12525
5334,12531
8631,8631
8630,8663
8626,8797
3342,8760
2516,1598
2519,1509
405,1509
5335,12518
2164,12518
1107,12518
2515,1643
5335,12529
3333,9055
8630,8688
3345,8686
2164,12536
2164,12535
8617,9110
8837,2285
2520,1509
1105,12608
3349,8585
3346,8686
1105,12624
2520,1530
6735,1941
3346,8693
3345,8727
3349,8606
8838,2285
2166,12514
2521,1509
3345,8739
2166,12520
2521,1515
5337,12525
2517,1645
8635,8601
5692,1530
8635,8597
1455,1807
8635,8608
8839,2285
8635,8605
3346,8727
1107,12606
8624,8963
3349,8646
3346,8739
3349,8649
8626,8912
5693,1530
408,1525
2522,1530
8635,8640
2167,12537
2167,12538
8635,8636
2167,12541
2523,1509
8637,8587
2522,1543
8637,8594
2167,12553
2519,1645
8637,8591
8637,8603
5692,1598
5695,1509
2521,1598
8635,8678
2506,2066
2288,8823
2524,1509
2169,12514
405,1663
2524,1511
8637,8615
2520,1645
2169,12526
3342,8939
8637,8642
3345,8852
2525,1509
5341,12518
2525,1511
2170,12518
2524,1543
2170,12524
2170,12527
2170,12534
2523,1591
8639,8601
3346,8852
8639,8608
2526,1509
2171,12518
3346,8863
2171,12526
408,1645
2171,12531
1443,2333
1238,8688
2171,12532
3349,8785
2171,12535
2524,1591
8637,8694
2525,1566
2527,1509
2171,12554
2172,12525
8635,8778
2171,12558
3342,9033
2526,1561
2527,1530
5344,12514
2172,12542
5344,12518
3357,8581
5699,1515
3357,8585
5344,12525
2528,1515
5695,1645
2524,1645
5699,1530
2528,1530
3357,8601
2173,12536
3357,8603
2526,1598
8639,8708
8643,8585
2529,1509
2529,1511
415,1509
5345,12523
8639,8710
415,1515
5345,12525
2174,12525
5345,12531
8643,8601
7814,1525
8643,8597
8639,8729
5676,2285
8644,8585
2530,1509
8644,8582
391,2285
8644,8593
5345,12552
8644,8590
2526,1645
2520,1836
5701,1530
2175,12532
8644,8608
8643,8640
8644,8605
417,1509
2176,12518
2531,1515
2176,12524
1246,8587
2527,1645
5676,2333
2531,1530
5347,12541
8644,8642
1246,8603
8639,8793
2532,1509
3359,8642
5347,12553
8644,8645
7588,8631
1246,8632
2530,1598
8637,8886
419,1509
1246,8642
2528,1667
3362,8587
3362,8590
2178,12536
419,1530
3362,8603
8647,8608
5705,1509
2179,12512
2534,1509
419,1541
2178,12550
3363,8585
3363,8584
5701,1645
2179,12526
3363,8594
1246,8686
2533,1561
3363,8603
5706,1509
2535,1509
3362,8642
2180,12518
8644,8739
8647,8648
1250,8584
2180,12525
8643,8781
2180,12531
421,1525
2180,12534
2536,1509
2181,12518
1251,8583
3363,8649
2181,12525
1251,8588
2532,1645
8869,1807
5705,1598
3363,8665
1250,8631
5708,1509
1251,8603
5353,12518
2537,1509
2537,1511
1251,8611
2536,1547
8647,8712
1246,8774
2182,12525
8647,8719
1480,1525
3366,8597
2518,2117
5355,12474
8644,8821
2182,12540
8644,8831
2535,1598
3366,8607
5709,1509
2183,12514
5709,1515
2538,1509
2533,1667
8652,8591
3367,8585
3366,8621
3367,8590
1123,12619
3366,8623
8871,1807
424,1525
8652,8608
8856,2285
3367,8603
1252,8634
2537,1566
2184,12512
2183,12545
3366,8642
7596,8585
1457,2285
7596,8584
5355,12518
2539,1518
5355,12529
3367,8621
2535,1645
3367,8623
7596,8597
2184,12529
7596,8601
8647,8784
8653,8608
2538,1561
2539,1530
8653,8604
2538,1566
5355,12544
8647,8793
