film_release_region_1,film_release_region_2
2442,127
5403,6644
2230,6702
2442,132
5403,6642
5403,6643
5612,170
2442,135
5403,6647
5615,75
5612,171
5615,84
2445,51
5612,176
5615,89
5612,179
2443,117
5615,92
5612,186
5615,90
5615,97
2446,29
5612,190
5615,95
2446,35
5403,6676
5615,108
5403,6679
2442,170
5403,6684
5617,51
5615,110
5615,111
5615,117
5403,6689
5345,8487
2446,52
5345,8485
2446,51
5615,118
5345,8489
2445,89
5403,6694
2446,59
2446,61
5615,126
5615,127
5615,132
5615,135
2446,71
5615,141
2446,76
5615,138
2234,6647
2446,75
5618,51
2175,8479
2175,8480
2445,110
2447,51
2446,86
2446,89
2446,92
2234,6664
2446,95
5345,8534
5403,6734
2235,6643
2235,6642
2446,104
2234,6676
5615,166
5620,12
5620,17
2446,108
5615,170
2234,6679
5615,171
2446,110
5615,176
2234,6684
2448,51
5620,23
5615,179
5620,29
2446,118
2234,6689
2446,117
5620,28
2234,6694
5615,186
2446,126
5620,38
5615,190
5620,35
5620,41
2446,132
2446,135
2235,6676
2446,138
2235,6679
5620,50
5620,54
2446,141
5620,51
5620,52
2235,6684
5620,58
5620,61
5620,59
2235,6694
2400,1585
2235,6700
5620,71
5620,75
5620,76
2446,170
5618,141
5620,80
5620,86
5620,84
2450,51
5620,89
5620,92
5620,97
2446,186
5620,95
2446,190
5620,109
5620,110
5620,108
2451,51
5620,117
5620,118
5620,116
5620,126
5620,127
5620,132
5620,138
5620,135
5620,141
5620,140
5620,166
5620,170
5625,12
2454,12
5620,171
5625,23
5620,176
5620,179
2454,23
5620,186
2454,28
5625,29
5620,190
5625,35
2454,29
5625,38
5625,36
2454,36
2454,35
5625,50
5625,51
2454,52
5625,52
2454,51
5625,59
5625,61
2454,59
2454,61
5625,75
2454,71
2454,76
5625,76
2454,75
2454,78
5625,82
2183,8479
2454,82
2455,51
5625,87
5625,84
5625,89
5625,95
2454,89
2454,92
5625,92
2454,95
5625,97
2454,97
2454,104
2243,6644
2243,6647
5625,110
5625,111
2454,108
5625,108
5625,109
2454,110
2454,109
2454,111
5625,118
5625,117
2454,118
2454,117
5625,126
5625,127
2243,6664
2454,126
2454,128
2454,127
5625,135
2454,132
5625,132
5625,138
5629,12
2243,6676
2454,135
2243,6679
2454,138
2454,140
5625,141
2454,141
2457,51
2243,6684
2243,6689
5629,29
2243,6694
5629,35
5630,12
2243,6705
5625,170
5625,171
2245,6644
2454,170
5629,50
5629,51
2454,171
5630,23
5625,179
2454,176
5625,176
2458,51
5625,183
5629,59
5625,186
5630,32
5630,29
2454,183
5625,190
5630,35
2454,186
2454,190
5629,75
5630,41
2460,12
2245,6676
5629,76
2245,6679
5630,51
2459,51
2245,6684
5629,84
345,51
2460,23
5629,89
5629,95
5629,97
5630,75
2461,12
5629,111
5629,108
5630,78
5630,84
2460,52
5629,118
2460,51
5629,117
5630,86
5630,92
5630,89
5630,95
5629,126
5629,127
2460,59
5630,97
5629,135
5629,132
5419,6642
5419,6643
5629,138
5630,108
5419,6647
5629,141
2461,52
2462,23
2460,92
5630,127
5630,126
2460,95
5630,132
345,127
2462,35
5419,6676
2248,6676
5629,170
5629,171
2461,75
5630,138
5419,6679
2463,12
2460,108
5419,6684
2248,6679
5630,141
2460,110
2463,17
2459,141
2248,6684
5629,179
5419,6689
2462,52
2462,51
2463,23
2248,6689
2460,117
5629,186
5419,6694
2463,29
2462,59
5629,190
2461,95
2463,35
2248,6700
5419,6702
2460,132
2250,6647
5630,170
2462,78
2461,110
2460,141
2463,51
2463,50
2191,8482
5630,177
2463,52
2463,54
2191,8489
2462,87
2463,59
2462,92
2463,61
2250,6664
5630,186
2191,8497
2462,95
5630,190
5419,6734
2461,132
2250,6676
2463,75
2462,108
2460,170
2463,76
2462,110
2463,78
2250,6684
5635,51
2464,51
2462,118
2463,87
2460,179
2463,86
2463,89
2250,6694
2463,92
2463,95
2415,1585
2463,97
2462,127
2462,132
5637,12
2462,135
2461,170
2463,108
5637,23
2463,110
2462,141
2465,51
2463,118
5637,35
2463,127
2463,126
2463,132
2463,135
2467,12
5637,50
2462,170
5637,51
2463,138
2463,141
2463,140
5637,52
2466,51
5637,59
5637,61
2462,190
5637,75
2463,170
2467,51
2463,177
2467,52
2463,179
5637,90
5637,89
5637,95
5637,92
2463,186
2463,190
2252,6734
2467,71
5637,104
2467,75
5637,110
2467,76
5637,109
5637,118
2468,51
5637,117
2467,87
5637,126
5637,127
2467,92
2467,95
2467,97
2419,1585
5637,132
5637,138
5637,141
2467,110
2469,51
5640,51
2467,117
2467,127
5428,6642
2467,132
2257,6642
2467,135
5637,170
2257,6644
5637,171
2257,6647
5637,186
5428,6664
5643,12
5428,6676
2257,6676
2257,6679
5428,6679
5428,6684
2471,51
5428,6689
2257,6684
2467,176
2257,6689
5643,29
2257,6694
2467,186
5593,1585
2467,190
5643,41
2257,6700
5643,52
5643,51
2472,51
5643,54
5643,59
5643,75
5643,84
5644,51
5643,89
5643,92
5643,97
5643,95
5432,6642
5643,108
5432,6647
5643,110
2474,51
5643,118
5432,6664
5643,127
2425,1585
5643,132
5643,135
5432,6676
5643,140
5643,141
5432,6679
5432,6684
2473,110
2475,51
5432,6694
2473,118
5643,170
5643,179
5643,186
5643,190
2264,6644
2473,170
2477,51
2473,176
2264,6676
2478,51
2429,1585
2479,51
5601,1585
5652,12
2267,6647
2481,12
2480,51
2481,23
5652,29
2481,29
2481,35
2481,41
2267,6676
2267,6679
2481,51
5652,51
2481,50
2481,52
5652,61
5652,59
2481,59
2481,58
5654,12
2481,71
2481,75
5652,75
5653,51
2481,78
5654,23
5652,89
2481,84
2481,89
5654,32
5654,29
5652,92
5654,35
2481,92
5654,36
2481,95
2481,97
5654,41
5652,108
5654,51
2481,108
5654,52
2481,110
2483,51
5652,117
5652,118
5654,54
5654,59
2481,118
5652,126
5654,61
5652,127
2481,127
2481,126
5652,132
5654,75
5654,76
5652,138
2481,132
2481,135
5652,141
5654,78
2481,141
2481,140
5654,87
2484,51
5654,86
5654,92
5654,89
5654,95
5654,97
5654,108
5654,105
2486,12
2481,170
5654,110
2485,51
2481,177
2481,179
5654,117
5652,179
5654,118
5654,127
2481,186
5654,132
2481,190
5654,135
5658,12
5654,140
2273,6647
5654,141
5658,17
5658,23
2486,52
2486,51
5658,28
5654,155
5658,29
5654,154
2486,59
5608,1585
5658,35
5658,40
5658,38
5654,162
5654,171
2273,6676
5654,170
2486,75
2486,78
5658,51
5654,176
5658,52
5658,50
5654,179
2487,51
2273,6684
5654,177
5658,54
2273,6689
5658,59
2488,23
2486,89
5658,61
2486,92
5654,186
5654,190
2486,95
5658,71
2438,1585
5658,75
5658,76
2486,108
2486,110
2488,52
2488,51
5658,92
5658,89
5658,90
5658,95
2488,59
5658,97
2486,127
2486,132
5658,108
2486,135
5658,111
2488,75
2488,78
5658,110
2486,141
2489,51
5658,117
5658,118
2488,89
2488,92
5658,127
5658,126
5658,132
2488,95
2440,1585
5658,135
2277,6644
5658,140
5658,138
2488,108
2486,170
5658,141
2488,110
2490,51
2488,118
2486,179
2488,117
2486,186
5612,1585
2488,126
2488,127
5663,12
2488,132
5658,166
5658,171
2492,12
2488,135
2277,6679
5658,170
5658,176
2488,141
5658,179
5663,23
2489,117
5663,29
2492,23
2492,29
2277,6694
5658,186
5658,190
2277,6700
5663,41
2488,170
2278,6679
5663,52
2278,6684
2492,50
5663,51
2492,52
2492,51
2492,54
5663,61
5663,59
2492,59
2488,190
5663,75
2492,75
2492,78
2493,51
5663,89
5392,8488
5663,92
2492,89
2492,92
5615,1585
5392,8495
5663,95
2492,97
5666,12
2492,104
5663,108
5663,109
2495,12
5663,110
5666,17
2492,110
5666,23
2494,51
5666,28
2492,118
2492,117
5666,29
2495,29
5666,35
2492,126
5663,126
5663,127
5663,132
2492,128
5453,6643
2492,127
2492,132
5453,6647
2495,41
5666,41
5663,135
5663,140
5663,141
2492,135
2492,138
5666,51
5666,52
2492,141
2495,51
5666,54
2495,52
5666,59
5666,58
2495,59
2495,58
5666,61
5666,67
5666,71
2446,1585
5666,75
5666,76
5453,6679
5453,6676
2495,75
2492,170
5663,170
5663,171
2495,78
5666,84
5453,6684
5666,82
2492,176
2496,51
5453,6689
5663,179
5666,86
2492,179
5666,92
5666,89
2495,89
5666,95
5663,186
2495,92
2495,95
2495,97
5666,97
5663,190
2492,190
5666,108
2498,12
5666,111
2498,14
5666,109
2495,108
5666,110
2495,110
2498,17
2497,51
5666,117
5666,118
2495,118
5666,127
2498,29
5666,126
2495,127
5666,132
2498,35
5666,135
2495,132
2495,135
2498,41
5666,140
5666,138
2498,45
5669,51
5666,141
2495,141
2498,52
2498,51
2499,23
2226,8487
2498,58
2226,8489
2499,29
2498,59
5620,1585
2498,61
2499,35
2286,6642
2286,6644
2498,71
5666,166
2500,12
5666,171
2498,75
5666,170
2286,6647
2495,171
2495,170
5666,176
2499,51
5666,179
2495,177
2499,52
2495,179
5666,183
2498,86
2500,23
2499,59
2498,89
2499,61
2498,92
5666,186
2500,29
2495,186
2498,95
5666,190
2498,97
2498,104
2286,6676
2499,75
2498,108
2286,6679
2498,110
2499,78
2286,6684
2500,52
2500,51
2498,118
2498,117
2286,6689
2500,58
2499,89
2286,6694
2500,59
2500,61
2499,92
2498,126
2499,95
2498,127
2498,132
2500,71
2286,6705
2498,135
2500,76
2500,75
2499,109
2499,108
2498,141
2499,110
2500,84
2499,117
2499,118
2500,89
2500,92
2499,127
2500,95
2499,126
2500,97
2499,132
2499,135
2289,6644
2230,8476
2289,6647
2230,8475
2498,170
2500,108
2499,141
2500,110
2498,171
2230,8482
2502,51
2500,118
2498,179
2500,117
2498,186
2498,190
2500,127
2500,132
2289,6676
2500,135
2500,140
2499,170
2500,141
2289,6684
2289,6689
2499,186
5625,1585
2454,1585
2289,6700
2499,190
2289,6705
2291,6642
2291,6644
2291,6647
2505,12
2500,170
2500,179
2291,6676
2291,6679
2501,170
2505,51
2291,6684
2505,52
2291,6689
2291,6700
2291,6705
2505,75
2507,12
2234,8482
2506,51
2505,92
2505,95
7579,6647
6572,5095
2505,108
2505,110
2507,51
2507,52
2507,59
7580,6642
2505,127
5629,1585
2505,126
5466,6643
7580,6644
7580,6643
5466,6642
2505,135
2295,6644
5680,12
7580,6647
2295,6647
2507,75
2505,141
7579,6689
2507,78
2508,51
5680,23
2507,87
5680,29
5466,6664
2507,92
2507,95
7581,6642
5630,1585
5466,6676
7580,6676
5466,6679
2295,6676
2295,6679
5466,6684
5680,50
2505,170
2507,108
2507,110
2509,51
5680,51
2295,6684
5680,52
7580,6694
2507,117
5680,61
5680,59
7581,6664
5466,6700
7580,6700
7582,6644
2505,190
2460,1585
7581,6679
2507,132
7581,6676
2507,135
5680,75
5680,76
2507,141
7581,6684
5680,84
7582,6664
5680,89
7581,6694
5680,92
5680,97
5680,95
2461,1585
7582,6676
7582,6684
5680,109
5683,17
5680,108
2507,170
5680,111
5680,117
2511,51
5680,118
7582,6689
2507,179
5683,29
7582,6694
5680,126
7581,6734
5680,127
5683,35
5683,41
2507,190
5680,132
5680,135
5680,141
7583,6684
5683,51
5683,61
2463,1585
5471,6644
5683,71
5680,170
5685,12
5471,6647
5683,78
5685,17
5685,23
5683,86
5680,186
5683,90
5685,29
5680,190
5685,35
5471,6676
5686,12
5685,40
5685,41
5683,108
5471,6679
5471,6684
5685,51
5686,23
5471,6689
5685,52
2514,51
5685,59
5683,118
5685,61
5683,126
5685,71
5685,75
5685,78
5683,140
5683,141
5683,138
5685,76
5686,51
5686,52
5686,50
5685,87
5685,84
5685,90
5686,59
5685,89
5685,95
5686,61
5685,92
5685,97
5686,75
5685,104
5685,110
5685,111
5685,108
5683,170
5685,109
5686,84
5683,177
5685,118
2516,51
5685,116
5685,117
5686,92
5686,89
5686,95
5685,126
5685,127
5683,186
2467,1585
5686,97
5685,128
5685,135
5686,104
5685,132
2304,6642
5685,138
2304,6644
5686,108
2304,6643
2304,6647
2245,8479
5685,140
5686,109
5685,141
5686,110
5686,116
5686,117
5686,118
5686,127
5686,126
5476,6642
5686,132
5685,166
5686,135
5685,170
2304,6676
5685,171
5686,138
5689,51
2304,6679
5686,141
2304,6684
5685,179
5685,176
2518,51
2304,6689
5685,186
5685,190
2304,6700
1460,95
5691,12
5476,6676
2304,6705
5691,17
5476,6679
5686,170
5686,176
5476,6684
2519,51
5476,6689
5686,179
2305,6684
405,51
5691,23
5691,28
5476,6694
5691,29
2520,29
5686,186
5691,35
5686,190
5691,52
5419,8482
5691,50
5691,51
2520,52
2520,51
5691,61
5691,59
405,89
5479,6644
5691,76
5691,75
5479,6647
5691,84
5692,51
2521,51
5691,89
5691,92
2520,89
5691,97
5691,95
2520,95
5479,6676
5691,108
405,132
5691,109
5479,6679
5479,6684
5691,111
5479,6689
5691,117
2522,51
5691,118
5479,6694
5691,126
5691,127
5691,132
2520,127
5691,135
5691,140
5691,141
2520,138
405,170
2520,141
2523,51
5691,170
5691,171
5691,176
5691,177
5695,51
2524,51
5691,179
5691,186
5691,190
2520,190
6540,6644
6540,6647
6540,6676
6540,6679
6540,6684
6540,6689
2526,51
6540,6694
6540,6700
6540,6717
5485,6679
2315,6644
2315,6647
5485,6684
5699,51
2528,51
5485,6700
2316,6644
2316,6643
5701,12
2315,6676
2315,6679
2316,6647
5428,8482
5701,17
5701,20
2315,6684
5701,29
2315,6694
5701,35
5701,38
5701,36
2315,6700
2316,6676
5701,51
2316,6679
2316,6684
5701,52
5701,59
2316,6689
2316,6694
5701,61
2481,1585
5701,71
5701,75
2316,6705
2532,12
5701,78
5701,76
5701,82
5701,86
2531,51
2532,23
5701,89
5701,95
5701,92
5701,97
2532,35
2532,38
2258,8532
5701,104
2532,41
5701,110
5701,111
5701,108
5701,109
2318,6684
2532,50
5701,118
2532,52
2532,51
5701,116
5701,117
2532,58
5701,126
5701,127
2532,59
5701,128
5654,1585
5701,135
5701,132
5701,138
2532,71
2534,12
2532,75
5432,8482
2532,78
5701,141
2533,51
2534,23
2534,25
2532,89
2532,92
2532,95
2532,97
5706,12
5701,170
2532,108
5705,51
2532,110
5706,23
2532,111
5701,179
2534,52
2534,51
5701,177
5706,28
5701,183
2532,118
5701,186
5706,29
2534,59
5701,190
5706,35
2532,126
5432,8533
2532,127
5701,192
2532,132
2322,6643
2532,135
2534,76
2534,75
5706,51
2534,78
5706,52
2532,141
5706,50
5706,59
5706,58
2534,89
2534,92
5706,61
2534,95
2534,97
2486,1585
5706,75
5706,76
2534,104
2322,6676
2534,108
2532,170
2322,6679
5706,78
2534,110
2532,171
2322,6684
5706,82
2536,51
2534,118
2322,6689
2534,117
2532,179
5706,92
5706,89
5706,95
2322,6694
2532,183
2532,186
2534,126
2535,95
2532,190
5706,97
5658,1585
2534,127
5495,6644
2322,6702
5706,104
5495,6642
2534,132
5495,6647
2534,135
5706,111
2324,6647
5706,109
5706,110
2534,141
2537,51
5706,117
5706,118
5706,127
5706,126
5706,132
5706,135
5495,6676
5496,6643
2325,6642
2324,6676
2325,6644
5706,140
2325,6647
5495,6679
5706,138
5495,6684
2534,170
5709,51
5706,141
2535,141
2534,171
5495,6683
2324,6684
5495,6689
5495,6694
2324,6694
5495,6700
2534,186
2534,190
5495,6705
2326,6642
2326,6644
5496,6676
5706,171
5706,170
2326,6647
5706,176
5706,179
2539,51
2325,6684
2325,6689
5496,6694
5706,186
5706,190
2325,6700
5495,6734
2324,6734
2326,6676
5712,12
5712,17
2326,6679
2326,6684
5711,51
5712,23
5712,29
2326,6689
5712,28
5712,37
5712,38
2326,6700
5712,35
5712,36
2326,6702
2326,6705
2327,6676
5712,49
5712,50
5712,54
5712,51
5712,52
2327,6684
5712,58
5712,61
5712,59
5663,1585
5712,66
2492,1585
5712,71
5712,75
2543,12
5712,76
5712,82
5712,80
5712,86
5712,84
2542,51
2543,23
5712,89
5712,90
5712,87
5712,92
5712,97
5712,95
2543,35
2330,6642
5712,104
5712,109
5712,110
5712,108
5712,111
2543,51
5712,117
5712,118
5712,116
2543,52
2543,59
5712,126
5712,127
5712,128
5712,131
5712,132
5712,138
5712,135
2330,6676
5712,141
2543,76
5712,140
2330,6679
2543,78
2330,6684
2544,51
2330,6689
2330,6694
2543,92
2543,95
2495,1585
5666,1585
5503,6644
5712,166
5503,6642
5503,6643
5712,170
5503,6647
2331,6679
5712,171
2273,8479
2543,108
5712,177
2543,110
2545,51
2331,6684
5712,176
5712,179
5712,186
5712,183
5712,190
2543,127
2331,6700
5503,6676
5718,12
2543,132
2543,135
5503,6681
5503,6679
5503,6684
2543,141
5718,17
5718,23
5503,6689
5718,29
5503,6694
5718,35
5718,36
5503,6705
5718,38
5718,41
5504,6679
5718,51
5503,6717
2543,170
5718,52
5718,50
2547,51
5718,54
5718,59
5718,60
5718,58
5720,1
5718,61
5718,71
2498,1585
5506,6644
5503,6734
5506,6642
5506,6647
5718,75
5718,76
5720,12
5720,17
5718,78
5718,84
5718,82
5718,87
2548,51
5718,86
5720,29
5718,92
5718,89
5718,90
5720,28
5718,95
5720,32
5720,38
5720,35
5718,97
5720,36
5720,41
5506,6676
5718,104
5506,6679
5718,108
5718,111
5506,6684
5720,50
5718,109
5718,110
5720,54
5718,116
5720,51
5718,117
5506,6689
5718,118
5720,61
5720,59
5506,6694
5718,127
5506,6700
5720,66
5718,126
5718,132
5718,135
5720,71
5720,78
5718,140
5720,76
5718,138
5720,82
5718,141
2278,8479
5720,86
5720,84
5720,89
5720,92
5720,97
5720,95
5718,171
5720,109
5720,110
5718,170
5718,176
2551,51
5720,117
5718,179
5720,118
1494,51
5718,177
5720,126
5718,186
5720,127
5718,190
5720,132
5720,138
5720,135
5720,141
2553,12
5720,140
2552,51
2553,23
1494,89
2553,29
2553,35
5720,166
2553,36
5720,170
5720,171
5720,177
2553,51
5720,176
2553,52
2553,59
5720,183
2553,58
2553,61
5720,190
5512,6642
2553,71
5512,6643
1494,132
2553,75
5512,6647
2553,76
2553,78
1494,141
2554,51
2553,87
2553,86
2553,89
2553,92
2553,95
2553,97
2555,35
2505,1585
5727,12
5512,6676
2553,104
5512,6679
2553,108
1494,170
2553,111
5512,6684
2553,110
5512,6689
2555,51
5727,23
2553,117
5512,6694
5727,29
2553,118
5512,6702
2553,127
2553,126
2553,132
2553,135
2343,6644
2553,138
5727,52
2553,141
5512,6717
5727,51
2556,51
5727,61
5727,59
2343,6664
2555,95
5512,6734
2507,1585
6572,6644
6572,6643
5729,12
5727,75
6572,6647
2343,6679
5729,17
2553,170
2555,110
5729,23
5728,51
5727,82
2343,6684
2553,177
2553,176
5727,89
2555,117
2553,179
5727,92
2555,118
5729,29
5729,35
2553,187
5727,95
2553,186
5729,38
2555,127
5729,36
2553,190
6572,6676
2344,6676
5727,108
6572,6679
5729,50
5729,51
6572,6684
5727,110
2555,141
5727,111
2344,6684
5729,54
6572,6689
5727,117
5729,52
2558,51
5729,58
5729,59
2344,6689
2286,8487
5729,60
5729,61
5680,1585
5729,66
6572,6700
5727,126
5727,127
5727,132
5729,71
5729,75
2346,6644
5727,135
5727,140
5729,78
5727,141
5729,76
5727,138
5730,51
5729,82
2555,170
6572,6717
2559,51
5729,86
5729,87
5729,84
5729,90
5729,89
5729,95
5729,92
5729,97
2555,190
5518,6642
5518,6647
2346,6676
5729,110
5729,111
5729,108
5727,170
5729,109
5727,171
5727,176
2346,6684
5729,118
2560,51
5729,116
5729,117
5727,179
2346,6689
5518,6664
5727,183
5729,126
5729,127
5727,186
2346,6700
5727,190
5729,128
5729,135
5518,6676
5729,132
5729,138
5518,6679
5518,6684
5729,140
5729,141
2561,51
5518,6694
5729,166
2348,6676
5729,170
5729,171
5733,51
2348,6684
5729,179
5729,176
5729,177
5729,183
5729,186
2348,6694
5729,190
2348,6700
5735,12
2563,51
5735,23
5735,29
5735,36
5685,1585
5735,35
2562,95
5735,40
2565,12
5735,52
5735,50
5735,51
2564,51
2565,23
5735,61
5735,59
2565,29
5523,6636
5686,1585
5523,6644
5523,6642
5523,6643
5735,76
5735,75
5523,6647
2565,51
5735,89
2565,54
5735,92
5523,6664
5735,97
5735,95
5524,6642
5523,6676
5524,6644
5735,108
2565,75
5524,6647
2567,12
5523,6679
5523,6684
2565,76
5735,110
5735,111
7579,8482
5523,6683
5523,6689
5735,117
2566,51
2567,23
5735,118
2564,117
2565,89
5523,6694
5523,6700
2565,92
5735,126
2565,95
5735,127
2565,97
5735,132
5523,6705
5524,6676
5735,135
7580,8482
2568,12
5735,140
5735,141
5524,6679
2565,108
2565,111
5524,6684
2567,51
5524,6689
2567,52
2568,23
2565,118
2565,127
2565,126
5524,6700
5524,6705
5523,6734
2565,132
2355,6642
2565,135
2355,6644
2355,6647
5735,170
5735,171
2565,141
2565,140
2568,52
2568,51
5735,179
2567,90
2568,59
5735,186
2567,92
2567,95
5524,6734
5735,190
2355,6676
2355,6679
2568,78
2567,108
2565,170
2567,110
2569,51
2355,6684
2565,177
2565,179
2355,6689
2568,92
5691,1585
2567,127
2568,95
2355,6700
2565,190
2567,135
2568,108
5741,51
2567,141
2568,110
1513,51
2568,127
2568,132
2355,6734
2567,170
1514,51
1516,12
2568,170
5471,8479
1516,17
2568,176
2572,51
2568,179
1516,28
1516,29
1516,35
1517,12
2569,170
5744,51
2573,51
1516,51
1516,52
1517,23
1516,59
5532,6642
5746,12
5532,6643
5532,6644
5532,6647
2575,12
1516,75
5745,51
1516,76
1516,78
5746,23
2574,51
1517,51
1517,52
2575,23
1516,89
5746,29
2575,29
1517,59
1516,92
1516,95
1516,97
2575,36
2575,41
5532,6676
2576,12
2361,6676
2361,6679
2575,45
5532,6679
5746,51
5746,52
1516,108
1517,78
5746,50
5532,6684
2576,17
1516,110
5532,6689
1516,111
2575,51
2575,50
2361,6684
2575,52
5746,59
2576,23
5532,6694
1516,117
1516,118
2575,59
2575,58
5746,61
1516,126
1517,95
1516,127
2576,36
2576,38
5746,75
1516,132
2363,6644
1516,135
2575,75
5532,6717
1517,108
2575,78
1516,140
1516,141
1517,110
2576,50
2576,52
2576,51
1519,51
5746,92
2576,58
2575,89
1517,118
5746,89
5746,95
2576,59
2576,61
2575,92
2575,95
2575,97
1517,127
1517,132
5746,108
5749,12
2575,105
1516,166
2363,6676
2576,76
2363,6679
2576,75
5746,109
2576,78
2305,8479
5749,17
1516,170
2575,108
2575,111
1517,141
2575,110
5749,23
2577,51
2363,6684
1520,51
1516,176
2575,117
2363,6689
5746,117
2578,23
1516,179
2576,87
2575,118
2576,89
5749,29
2576,92
5746,127
5749,35
5746,126
1516,186
2575,127
2575,126
5746,132
2576,95
5536,6642
1516,190
2576,97
5746,135
5536,6644
2575,132
5749,41
2576,104
2575,135
2364,6676
5746,140
5536,6647
5749,50
2576,108
5749,51
2364,6679
2576,110
2575,141
5746,141
1517,170
2364,6684
2576,111
5749,52
2578,52
2578,51
5749,58
5749,59
2576,118
1522,23
2576,117
2578,59
1522,29
2576,126
5749,71
2576,127
1517,190
2576,132
5749,75
5536,6676
1522,41
5746,171
2576,135
2365,6679
5536,6679
2576,138
5746,170
5749,82
5750,51
2575,171
2576,140
2575,170
2576,141
5536,6684
5746,179
5536,6689
2579,51
5749,86
1522,51
2365,6689
5536,6694
5749,89
5749,95
1522,59
2578,92
5749,92
5746,186
5536,6702
2575,186
2577,127
5701,1585
2578,95
5749,97
5746,190
5536,6705
2575,190
5538,6642
5538,6647
5749,104
2367,6644
5749,110
5749,111
5749,108
2578,108
2576,170
5749,109
2578,110
2576,171
1522,78
5751,51
5749,118
2576,176
5749,117
2576,177
2578,117
2576,179
1522,86
5749,126
1522,89
5749,127
2576,186
1522,92
2576,190
5749,128
1522,95
1522,97
5538,6676
5749,135
2578,132
5749,132
5749,138
5538,6679
5750,108
2582,12
2367,6676
2367,6679
5538,6684
5749,140
5749,141
1522,108
1522,110
2581,51
2367,6684
5538,6689
2582,23
1522,117
1522,118
1522,127
2532,1585
5749,166
1522,132
5749,170
5749,171
2582,41
1522,135
2578,170
1522,138
2368,6679
1522,141
2368,6684
5749,179
2582,52
5538,6717
5749,176
2582,51
5749,186
2582,59
5749,190
2582,61
2578,190
2368,6700
2582,75
2582,78
1522,170
2583,51
1526,51
2582,86
2582,89
2582,92
2582,95
2534,1585
2582,108
2582,110
2370,6684
2584,51
1527,51
2582,118
2582,117
2582,126
5706,1585
2582,127
2582,132
2368,6767
2582,135
2582,140
2582,141
5756,51
2585,51
6540,8520
2586,23
5544,6642
5485,8479
5544,6647
2582,170
2586,52
2586,51
2586,59
2582,190
5544,6676
5544,6679
1531,12
2586,75
5544,6684
2587,51
5544,6689
5544,6694
1531,23
2315,8489
2586,89
2586,92
1531,29
2315,8494
2586,95
1531,38
2375,6642
1531,41
2375,6644
2375,6647
2589,12
2586,110
1531,50
2588,51
1531,51
2589,23
5760,23
1531,52
2586,118
1531,54
2586,117
1531,58
1531,59
1531,61
2586,126
5760,35
2586,127
2589,36
2586,132
2376,6644
2589,41
2590,12
2375,6676
2589,45
2375,6679
1531,75
1531,78
2586,141
5760,51
2589,51
2589,50
5760,52
2375,6684
1531,82
1532,51
2589,52
2375,6689
2589,54
2589,59
5760,59
1531,89
2589,58
2589,61
2375,6694
1531,92
1531,95
1531,97
2375,6700
2375,6705
5760,78
2589,75
1531,105
5760,76
2318,8478
2586,170
1531,108
2589,78
2318,8479
1531,110
2376,6684
1531,111
2590,52
2590,51
1533,51
5760,87
2586,179
2589,89
1531,118
5760,92
2590,59
5712,1585
2589,92
5760,95
2589,95
2589,97
2586,190
1531,126
1531,127
1532,97
1531,132
2592,12
5760,110
1531,135
5760,108
2589,108
1531,141
2589,110
5760,117
5760,118
1534,51
2589,117
1532,117
2589,118
2590,92
5760,127
2589,127
2590,95
5760,132
2589,132
5760,135
2589,135
5760,141
2593,12
2590,110
2589,141
1531,170
1531,171
2589,140
2592,51
1531,176
1531,177
1531,179
1531,183
2590,126
1531,186
2543,1585
2590,127
1531,190
5760,170
2590,135
2589,171
2589,170
2590,141
2593,51
5764,51
2593,52
2589,179
2593,59
2589,186
2591,127
2589,190
1532,190
2595,12
1538,12
2590,170
1537,51
2594,51
2595,23
2593,89
2595,29
2593,92
2593,95
2595,35
2595,36
2595,38
2595,41
5766,51
2593,110
2595,51
2595,50
1538,51
2595,52
1538,52
2595,54
2595,59
2595,58
2595,61
1538,59
2593,127
2595,71
2593,132
2593,135
2595,75
2597,12
1538,75
2595,76
2593,141
2597,17
2595,78
2596,51
1539,51
2597,23
2595,86
2595,89
1538,89
2597,29
2595,90
2593,155
2595,92
2595,95
5718,1585
1538,95
2597,35
2595,97
2597,36
2384,6644
2597,41
5769,12
2595,104
2595,109
1538,108
2595,108
2593,170
2595,111
1538,110
2595,110
2597,51
2597,50
1540,51
2597,52
2595,117
2597,54
2595,118
2597,59
2597,58
2597,61
2593,186
2595,127
2596,95
2595,126
1538,127
2593,190
2385,6643
2595,132
1538,132
2595,135
2384,6676
2385,6644
2597,75
2385,6647
2599,12
2595,138
2597,76
2384,6679
5769,51
2595,141
2599,17
2595,140
2384,6684
5769,52
2598,51
2599,23
2597,84
2597,87
2596,117
2326,8487
2597,89
2384,6694
2599,29
2599,28
5720,1585
2597,92
2597,95
2597,97
2599,35
2384,6700
2599,36
2596,132
2599,38
2599,41
2600,12
2385,6676
2597,104
2595,166
2385,6679
2595,171
2327,8479
2595,170
2597,108
1538,170
2597,111
2600,17
2596,141
2597,110
2599,51
2385,6684
2599,50
2595,177
1542,51
2595,176
2599,52
2597,117
2385,6689
2595,179
2600,23
2599,54
2597,118
2599,59
2599,58
5769,92
2599,61
2599,60
2385,6694
2595,186
2597,127
2597,126
2600,35
2385,6700
2595,190
2599,71
2597,132
2597,135
2599,75
5769,110
2596,170
5769,108
2599,76
2597,141
2599,78
