award_1,award_2
5241,7569
7357,7515
3159,6578
7358,7481
3132,7417
7357,7519
7357,7518
7358,7485
7357,7522
7358,7490
1052,6369
7357,7527
7357,7525
7358,7500
5279,6412
7358,7499
7357,7529
7358,7503
7363,7347
7358,7501
1049,6476
7357,7538
5278,6452
3165,6416
3163,6481
1046,6573
1052,6388
3133,7412
7363,7355
7358,7515
5280,6395
7357,7545
7357,7544
7389,6558
7358,7519
7358,7518
3129,7547
5275,6555
1053,6367
7395,6377
7358,7522
7357,7552
5279,6435
3133,7429
7358,7527
1052,6404
7358,7525
5243,7555
7357,7560
7358,7529
7358,7536
7364,7347
1053,6384
7389,6578
1053,6385
1050,6478
7358,7538
3133,7443
7358,7544
7364,7355
3129,7572
7358,7545
3129,7574
7396,6374
7395,6405
7358,7552
5280,6434
7396,6373
7396,6372
1048,6553
3130,7547
5276,6561
1052,6431
7396,6375
1016,7550
5277,6529
7358,7560
7396,6381
7362,7434
3166,6440
1053,6407
7396,6385
1053,6412
5280,6447
1054,6385
3130,7568
7396,6396
1016,7569
7396,6402
7395,6433
1053,6426
7397,6374
3164,6523
7397,6373
7396,6404
7397,6372
5282,6407
5280,6467
7396,6413
7397,6381
5283,6378
3169,6379
7363,7434
3167,6440
3169,6381
7395,6448
7397,6385
7395,6446
1054,6412
1052,6475
7396,6421
7396,6419
5278,6548
1053,6452
7395,6460
7396,6429
1053,6453
7397,6396
7395,6465
7397,6402
1052,6488
7395,6463
3165,6523
3133,7515
7396,6431
7395,6462
7396,6437
7397,6404
1056,6370
7364,7434
7396,6440
1056,6373
7395,6476
7395,6475
7397,6419
7361,7535
7367,7347
7395,6478
7395,6484
7397,6421
7395,6489
7367,7355
7397,6431
3169,6424
7397,6429
1051,6548
1025,7355
1053,6487
1052,6519
1052,6520
1051,6553
5284,6404
1055,6433
1052,6526
7365,7434
5283,6441
3169,6439
7397,6440
7369,7315
7395,6508
7395,6507
1053,6502
5284,6411
7395,6510
1054,6476
1057,6384
7369,7322
7395,6521
7395,6520
5284,6426
7369,7325
7395,6519
5283,6454
7369,7331
7369,7329
7395,6523
7369,7335
7399,6405
3172,6368
5286,6371
7392,6620
5284,6431
5279,6586
5280,6561
3171,6403
3169,6465
7369,7336
7369,7341
7395,6534
7395,6541
5284,6446
1052,6566
5279,6605
3141,7347
3171,6417
3171,6421
7369,7352
3168,6513
7395,6553
5285,6426
7369,7356
7399,6433
5284,6462
1057,6426
7369,7360
7401,6375
1056,6459
7401,6374
7395,6560
7369,7366
7401,6373
7401,6372
1052,6587
7369,7370
3170,6465
3172,6403
7369,7368
7369,7375
1055,6498
3171,6439
7401,6381
7369,7373
7367,7434
7395,6573
7399,6448
7369,7378
7401,6385
1055,6504
7369,7376
7369,7383
7369,7382
7369,7381
3172,6417
7369,7387
7369,7386
3172,6421
1021,7568
7369,7390
7369,7388
7401,6396
7402,6372
7399,6465
7396,6558
1056,6487
7369,7394
7401,6402
7399,6463
7369,7393
5288,6373
1056,6491
1054,6553
5288,6374
7369,7398
7402,6375
7402,6374
7401,6404
7395,6590
7402,6373
1057,6463
1060,6370
854,12758
1060,6373
7369,7400
5288,6381
7369,7407
7399,6476
3172,6439
5288,6379
7399,6475
3169,6535
7402,6381
7399,6478
7402,6385
7369,7415
7399,6484
7401,6421
7369,7412
7402,6396
1054,6573
7369,7417
3171,6485
7369,7416
7401,6431
7369,7423
7403,6369
7401,6429
5284,6520
7369,7427
7402,6404
7369,7426
7397,6558
7402,6402
7369,7425
7403,6370
7369,7431
7369,7429
5288,6404
7369,7432
5288,6414
7369,7436
7402,6413
7403,6382
3141,7434
7403,6389
7369,7443
7402,6419
7403,6387
3174,6416
7369,7440
7399,6510
5288,6421
7369,7447
7369,7446
7397,6578
7403,6392
7369,7445
7402,6421
7369,7444
7403,6397
7369,7451
1056,6543
7399,6520
7397,6582
7369,7450
1057,6513
5288,6423
7369,7449
3169,6579
5288,6424
7369,7448
3172,6485
7402,6431
7369,7454
7399,6523
7402,6429
7369,7459
7369,7458
5288,6431
1062,6367
5288,6432
7369,7456
5290,6370
7399,6533
7402,6440
7403,6409
1057,6525
7369,7461
5290,6373
3169,6591
7369,7460
7402,6437
856,12758
1062,6373
5283,6597
5288,6439
7399,6534
7369,7471
3171,6535
7369,7469
7403,6414
3169,6601
1062,6385
7369,7478
7403,6424
7374,7322
7369,7477
1062,6387
7399,6553
1058,6513
1062,6390
7369,7481
5290,6393
7374,7325
7369,7480
3170,6579
7402,6464
5290,6399
7403,6432
7374,7331
7369,7485
1061,6426
7374,7329
7374,7336
7402,6468
1060,6459
7369,7490
7374,7335
1060,6460
7403,6434
5290,6407
7403,6439
3171,6561
7369,7499
7374,7341
3172,6535
3142,7465
7369,7501
7369,7500
7374,7345
7374,7356
3173,6513
1059,6513
7374,7360
7369,7515
5290,6426
1061,6455
7369,7519
7369,7518
1062,6426
5286,6553
7369,7522
7374,7366
7369,7527
7406,6379
7369,7525
7374,7370
7403,6470
7374,7376
5291,6412
7374,7375
7369,7529
7374,7373
7374,7378
7369,7538
7374,7382
7374,7381
7374,7387
7374,7386
5290,6453
1060,6513
1062,6452
7369,7545
7374,7390
7369,7544
7401,6558
7374,7394
3174,6523
7374,7398
7369,7552
1034,7335
7374,7407
3147,7370
7369,7560
7374,7412
7406,6418
7401,6578
7374,7415
7406,6423
7377,7322
3178,6420
3146,7412
7401,6582
7377,7325
7374,7417
7377,7331
7374,7423
7377,7329
3179,6397
7377,7335
7408,6374
7374,7427
7408,6373
7402,6558
7408,6372
7374,7426
1062,6491
1060,6553
7374,7425
7374,7431
7374,7429
7377,7336
7408,6375
1028,7550
7374,7436
7408,6381
3179,6408
7374,7440
7408,6385
7377,7345
1065,6410
1065,6411
7374,7444
7374,7443
3180,6386
5290,6510
7374,7447
1062,6510
7374,7446
7402,6578
1060,6573
7374,7445
7377,7352
7374,7451
3177,6484
7374,7450
7408,6396
3146,7448
7377,7356
7374,7449
7374,7456
7408,6402
7374,7454
1065,6426
7377,7360
3180,6397
7377,7366
7408,6404
7374,7458
1065,6431
7377,7370
7409,6377
5295,6375
7374,7461
7377,7375
7408,6413
7377,7373
7374,7471
7377,7378
5295,6382
7379,7315
7374,7469
7377,7376
7377,7383
7408,6421
7377,7382
7377,7381
3180,6418
5291,6510
1065,6446
7408,6419
7372,7535
7377,7387
7374,7480
3148,7412
7377,7386
7374,7478
3180,6422
7379,7322
7374,7477
7379,7329
7408,6429
7377,7390
7374,7481
3148,7417
7410,6372
7377,7394
7379,7331
7377,7393
3177,6523
7408,6431
7374,7485
7377,7398
7408,6437
7379,7336
7410,6375
7409,6405
7374,7490
7379,7335
1068,6369
7410,6373
7379,7341
5295,6409
3181,6404
7408,6440
3177,6530
7374,7500
7377,7407
7374,7499
7410,6381
3148,7436
5293,6476
7406,6509
7409,6416
7374,7501
7410,6385
7377,7415
7379,7352
7377,7412
7410,6396
1062,6573
7379,7356
3148,7443
7377,7417
7377,7423
7379,7360
5291,6553
5296,6398
7411,6373
7377,7427
7410,6404
7374,7519
7377,7426
7411,6372
7409,6433
7408,6464
7410,6402
7377,7425
3146,7515
5295,6436
7379,7368
7408,6468
7377,7429
7374,7522
7411,6375
7379,7366
7411,6374
7379,7373
7411,6381
3180,6468
7374,7527
7409,6442
1068,6404
3148,7459
5295,6438
7377,7433
7377,7432
7379,7370
7374,7525
7411,6385
7379,7376
7409,6446
7379,7375
7377,7436
7410,6413
7374,7529
1068,6410
5296,6412
7377,7443
7410,6419
5291,6573
7379,7378
7377,7440
7380,7347
7409,6448
1068,6414
7377,7447
7377,7446
7377,7445
7379,7383
7379,7382
7377,7444
7410,6421
7377,7451
7374,7544
7411,6396
7377,7450
7379,7388
7377,7449
7379,7387
7377,7448
7380,7355
7379,7386
7409,6463
7379,7393
7410,6431
7377,7454
7409,6462
7379,7390
7410,6429
7374,7545
7409,6460
5296,6428
1068,6426
7377,7459
1065,6520
7411,6404
7377,7458
7409,6465
7379,7394
7377,7456
7411,6402
3148,7485
7410,6440
1068,6431
7379,7400
7406,6563
7377,7461
7379,7398
3184,6373
7411,6413
7409,6475
1065,6529
1069,6407
7377,7471
7409,6478
7377,7469
7379,7407
3146,7560
7409,6476
7411,6421
7379,7412
7411,6419
1068,6445
7409,6480
7379,7417
7377,7478
7379,7416
7377,7477
7409,6484
1070,6388
7411,6429
5297,6426
7377,7481
3179,6549
5296,6455
7377,7480
3148,7509
7379,7425
7377,7485
7379,7423
7411,6431
7411,6437
7413,6375
7379,7429
7377,7490
7413,6374
7413,6373
7379,7427
7413,6372
7379,7426
7379,7433
7411,6440
7379,7432
1069,6433
7379,7431
5295,6504
7409,6507
7377,7499
3179,6563
7379,7436
5295,6502
7413,6381
7377,7503
7409,6510
7379,7440
7413,6385
7377,7501
3149,7499
1068,6473
7377,7500
7409,6508
3147,7560
7379,7445
7379,7444
7379,7443
7379,7449
7379,7448
7379,7447
7379,7446
1067,6513
3184,6421
3180,6545
7377,7515
7409,6523
7414,6367
3179,6578
7379,7451
7409,6521
5296,6487
7409,6520
7379,7450
7413,6396
3180,6549
7377,7519
7408,6558
7411,6464
7377,7518
7413,6402
7379,7456
1034,7543
7379,7454
7379,7461
7379,7460
7411,6468
7377,7522
5292,6622
7379,7459
7413,6404
7379,7458
1068,6494
7380,7434
5300,6377
7409,6534
3185,6404
7409,6533
7377,7525
7379,7469
3180,6563
7413,6413
7377,7529
7413,6419
7379,7471
7409,6541
3150,7499
7379,7477
7408,6578
7377,7538
7413,6421
7377,7536
7379,7481
7379,7480
3180,6578
7409,6548
7413,6431
7379,7485
7414,6399
7413,6429
7377,7545
7409,6553
1068,6517
1070,6455
7377,7544
1034,7572
1034,7574
7377,7552
7409,6560
7379,7490
5297,6502
1068,6529
7413,6440
7379,7501
7379,7500
5265,7499
7379,7499
7377,7560
7409,6573
7384,7347
3187,6384
3180,6604
7385,7322
5300,6426
7414,6426
7385,7325
7384,7355
7385,7331
7379,7515
7385,7329
5268,7419
7385,7335
7410,6558
7379,7519
7379,7518
7379,7525
7379,7522
7413,6468
7385,7336
7379,7529
1073,6405
7379,7527
7385,7341
3181,6596
7385,7345
7414,6445
3187,6412
5299,6475
7414,6454
7410,6578
7379,7538
7379,7545
1070,6513
7379,7544
7414,6459
5299,6489
7385,7356
3187,6426
7379,7552
7385,7366
1069,6553
7411,6558
7385,7370
1039,7487
869,12758
7385,7368
7385,7375
7379,7560
7385,7373
7414,6473
1075,6377
7385,7378
7385,7376
5267,7499
7385,7382
7385,7381
7385,7387
7385,7386
5268,7475
7411,6578
7414,6491
7385,7390
3188,6426
7418,6372
7385,7394
7418,6375
7385,7398
7418,6374
7418,6373
7384,7434
3159,7335
5299,6530
7414,6501
7385,7407
7418,6381
7414,6512
3190,6384
7418,6385
7385,7415
1075,6414
3190,6385
7414,6513
7385,7412
3190,6387
7418,6396
3190,6390
7385,7417
7385,7423
3189,6426
7418,6404
7385,7427
7413,6558
7385,7426
7418,6402
7385,7425
7414,6525
1075,6431
5305,6372
7385,7429
7414,6530
3187,6498
1072,6530
5305,6382
7385,7436
7418,6413
7385,7443
7418,6419
7385,7440
3191,6384
1073,6508
7385,7447
1075,6446
7413,6578
7385,7446
1073,6510
7385,7445
7385,7444
7418,6421
7385,7451
7385,7450
5305,6392
7385,7449
7385,7448
1039,7569
3190,6426
7418,6431
7385,7454
7418,6429
5305,6402
7420,6374
7420,6373
7385,7458
7420,6372
7385,7456
7418,6440
3192,6372
7385,7461
7418,6437
7420,6375
5268,7557
3185,6593
7420,6381
7385,7471
7389,7347
7420,6385
7385,7469
5306,6388
7389,7355
1075,6478
7385,7478
1074,6510
7385,7477
7420,6391
7420,6396
7385,7481
7385,7480
3190,6455
7418,6464
7420,6402
3191,6426
7385,7485
7421,6375
7418,6468
7385,7490
7421,6374
7418,6467
7420,6404
7421,6373
5300,6587
7421,6372
3192,6403
3159,7429
5305,6437
7385,7499
7420,6413
7421,6381
7385,7503
7421,6385
7385,7501
7385,7500
7420,6421
7420,6419
5307,6387
1073,6573
3192,6421
7420,6429
7422,6367
5306,6425
7421,6396
7385,7519
7421,6402
7420,6431
3192,6429
5270,7546
3190,6491
7420,6437
7385,7522
7421,6404
7385,7525
7420,6440
7421,6413
7421,6419
5304,6510
5306,6451
3192,6447
1080,6384
7421,6421
1074,6571
7385,7536
3193,6421
7421,6431
7422,6399
5308,6398
7385,7545
7421,6429
5307,6426
7385,7544
1079,6425
1079,6426
7420,6464
1078,6460
1081,6368
7421,6437
7420,6468
7385,7552
7389,7434
5308,6412
7385,7567
7385,7571
7422,6426
3192,6485
3195,6397
1080,6426
7424,6374
7424,6373
7424,6372
7418,6558
3196,6374
7421,6468
7424,6375
7424,6381
5306,6504
7424,6385
7422,6445
3190,6573
7418,6578
7422,6454
3196,6389
1078,6513
7422,6459
7424,6396
7424,6402
5309,6429
7392,7391
7424,6404
3190,6588
1045,7550
1082,6404
3196,6408
3159,7555
5311,6381
7422,6473
5311,6379
1079,6502
7424,6421
7424,6419
3194,6481
3159,7568
7424,6429
7422,6491
3196,6423
7420,6558
3195,6458
3160,7543
3159,7574
5312,6370
7424,6431
5312,6373
3160,7547
5305,6591
1082,6431
7424,6440
1052,7368
7422,6512
7420,6578
1081,6476
5311,6421
1082,6446
7422,6513
5311,6424
3160,7568
3160,7572
3196,6458
7421,6558
5312,6399
7422,6525
1085,6367
1082,6462
7422,6530
1082,6463
5311,6439
5307,6573
1082,6475
7396,7347
1085,6384
1082,6478
1085,6385
3199,6386
3199,6391
5312,6426
1081,6513
1085,6390
7396,7355
3198,6425
1085,6393
7428,6374
7428,6373
7428,6372
1085,6399
5312,6435
7428,6375
7428,6381
7397,7347
7428,6385
3199,6418
3199,6420
7428,6396
7392,7512
7428,6402
1085,6426
7428,6404
881,12758
3197,6498
1085,6435
3195,6563
7428,6413
5315,6378
7428,6421
7428,6419
7428,6429
3195,6578
1085,6453
5312,6488
7430,6372
7424,6558
7428,6431
5315,6404
7430,6375
7428,6437
1085,6461
7430,6374
7430,6373
7396,7434
1086,6433
7428,6440
1088,6373
3199,6468
7430,6381
5315,6411
5314,6447
7392,7566
5315,6414
7430,6385
7424,6578
7392,7570
7430,6396
7424,6582
7392,7573
1088,6393
5315,6426
7430,6404
5317,6371
7428,6464
7430,6402
1086,6460
1085,6491
5315,6431
1088,6399
7428,6468
3200,6468
7397,7434
1088,6407
3201,6440
5315,6445
7430,6413
7430,6419
5315,6446
1085,6510
5312,6543
7430,6421
5311,6580
5315,6454
7430,6431
5318,6368
7430,6429
5315,6462
7430,6440
1090,6369
7430,6437
3202,6440
7401,7347
5312,6573
7395,7535
5318,6385
1086,6510
1052,7568
1088,6453
5317,6425
7430,6464
5318,6400
5312,6586
5319,6367
5318,6398
5319,6372
7430,6468
7430,6467
5319,6370
5319,6374
1090,6404
3199,6563
5318,6412
5319,6379
5319,6384
5319,6385
7402,7347
908,12052
1090,6410
5319,6389
1090,6414
5319,6387
7402,7355
5315,6517
1085,6573
5319,6390
5284,7475
5315,6520
5319,6397
3199,6578
7428,6558
1090,6426
1090,6430
5319,6402
1085,6586
5319,6408
3200,6563
908,12080
5320,6385
5319,6417
908,12085
5319,6415
7428,6578
1090,6445
5319,6421
5319,6418
3199,6604
5319,6424
5319,6422
1088,6513
3200,6578
5319,6423
5319,6426
7435,6367
5319,6432
908,12099
5319,6437
5321,6373
7401,7434
1092,6404
5319,6439
908,12110
5321,6380
5317,6510
5321,6393
5321,6399
5284,7546
5321,6396
5319,6458
7435,6399
3208,6367
7430,6558
3208,6370
5319,6468
1090,6494
3207,6405
3208,6373
5319,6472
7402,7434
1089,6530
908,12141
3207,6416
3208,6385
7430,6578
3208,6390
7437,6367
3175,7417
7435,6426
1092,6454
3176,7390
3208,6398
1092,6462
1090,6526
7435,6445
5321,6444
7435,6454
7437,6399
7435,6459
3208,6426
3176,7417
7438,6372
1093,6460
7438,6375
7438,6374
7438,6373
7435,6473
3175,7459
3208,6435
1090,6559
7438,6381
7405,7404
3178,7373
7438,6385
7438,6396
3208,6452
7437,6426
3207,6484
3208,6455
7435,6491
3208,6457
7438,6404
7439,6373
7439,6372
3205,6552
7438,6402
3175,7485
1097,6369
7439,6375
7439,6374
7439,6381
3180,7335
3176,7461
7439,6385
7437,6445
1097,6378
7438,6413
7435,6513
7435,6512
7438,6419
7405,7441
7408,7347
1097,6384
7437,6454
7439,6391
7438,6421
7437,6459
7439,6396
1093,6513
7408,7355
7435,6525
7438,6431
7438,6429
7403,7521
3207,6523
7439,6404
7439,6402
7438,6440
3175,7519
3208,6498
7438,6437
7435,6530
7439,6413
1097,6404
7437,6473
3208,6502
3207,6535
1097,6411
7439,6421
7405,7475
5324,6447
1094,6507
7439,6419
1097,6414
7437,6491
7439,6429
1060,7569
7405,7487
7438,6464
5321,6555
7439,6431
1097,6426
7438,6468
7439,6437
3181,7360
1097,6430
1097,6431
5323,6501
7439,6440
7437,6501
3179,7429
5324,6474
7405,7497
7406,7465
7410,7347
1097,6441
1097,6445
7437,6513
1097,6446
7437,6512
7410,7355
3210,6481
3208,6543
1097,6454
7439,6464
7437,6525
7437,6530
7439,6468
1097,6462
1100,6369
7405,7520
7408,7434
1099,6404
5327,6407
3180,7429
7405,7531
5328,6382
1097,6473
7411,7347
5328,6390
1100,6384
3211,6481
7405,7543
7411,7355
1096,6513
1065,7475
7405,7547
1062,7569
7405,7546
5327,6426
3176,7574
3181,7419
3208,6584
7405,7550
3208,6586
7405,7555
7406,7524
1097,6494
1097,6497
1100,6404
7405,7557
7405,7556
3213,6440
1100,6411
7405,7565
1100,6414
1099,6446
5291,7569
7405,7569
7405,7568
7405,7574
7405,7572
5328,6429
1097,6517
1100,6426
5330,6372
7438,6558
5330,6370
5330,6375
1099,6462
1097,6526
5330,6374
5330,6379
7410,7434
3214,6440
7413,7347
3181,7465
5330,6381
3178,7560
1100,6441
5330,6387
5330,6385
1100,6445
7413,7355
7438,6578
3181,7475
1100,6451
3215,6426
5330,6397
3217,6369
1065,7546
5330,6402
7439,6558
3216,6407
5330,6409
5328,6472
7411,7434
5331,6385
3180,7529
1103,6384
5330,6418
3179,7567
5330,6424
5330,6421
7439,6578
5331,6396
3216,6426
3179,7572
5330,6432
3179,7574
1101,6460
1101,6463
5330,6439
1099,6526
1101,6465
5330,6440
5327,6530
5331,6412
1097,6593
7409,7535
1097,6596
1100,6504
5330,6452
1101,6478
1097,6602
3218,6388
3180,7567
3180,7574
3217,6426
1103,6426
3218,6398
7413,7434
3181,7555
3184,7465
5333,6387
5331,6452
5331,6453
7414,7419
5332,6426
5332,6431
3219,6403
1100,6559
5334,6388
1101,6541
3219,6421
5333,6426
5332,6455
5330,6527
1101,6553
5332,6473
3219,6439
5331,6502
1107,6377
7418,7347
5332,6478
3217,6513
7418,7355
3216,6548
5335,6395
5336,6370
5336,6367
5336,6373
5336,6371
5336,6385
5336,6393
3222,6397
5299,7546
5336,6399
3223,6378
5337,6386
5331,6573
5335,6447
7420,7347
3223,6384
3192,7347
1107,6448
1103,6573
5336,6426
7420,7355
3192,7355
1105,6519
7452,6374
7452,6373
7452,6372
5336,6435
5334,6498
5335,6467
7452,6375
3223,6404
7452,6381
7418,7434
5332,6563
7421,7347
5338,6383
7452,6385
1105,6534
1107,6475
3223,6414
7421,7355
5336,6453
1108,6448
1107,6484
7452,6396
7452,6402
5339,6369
3223,6426
1106,6519
3223,6430
7452,6404
7452,6413
3223,6441
1106,6534
3223,6445
7452,6421
7452,6419
1107,6512
1109,6451
3223,6455
3223,6454
5338,6425
1110,6426
7453,6401
7452,6431
5339,6404
1107,6523
7453,6406
7420,7434
3195,7335
1105,6590
7452,6440
1110,6435
1107,6530
3192,7434
1110,6453
5341,6367
1107,6548
7455,6367
5341,6370
5339,6431
5341,6374
1075,7546
1108,6523
7452,6468
5341,6373
3224,6465
5341,6378
7421,7434
1106,6590
1108,6530
7453,6447
5337,6504
5341,6381
7453,6444
5341,6384
5341,6385
7424,7347
1110,6476
5341,6390
5336,6543
5341,6389
3224,6484
3189,7569
7422,7419
7453,6458
1075,7567
3222,6545
5340,6426
5339,6454
5341,6393
3222,6550
5341,6399
3222,6549
7455,6399
5341,6402
5340,6431
5339,6462
1110,6491
3225,6465
5341,6404
1110,6498
5341,6408
5338,6502
3222,6563
5341,6414
3193,7465
5341,6415
5336,6573
5341,6417
5341,6423
1110,6510
5341,6421
5341,6426
3222,6578
7455,6426
5341,6431
1113,6426
7457,6375
7457,6374
7457,6373
7457,6372
3226,6465
5341,6436
7455,6445
7457,6381
1111,6502
7457,6385
5341,6445
1115,6385
5341,6455
5341,6453
7455,6454
5339,6515
5341,6458
5341,6456
7455,6459
7457,6396
5342,6426
7452,6558
7457,6402
3230,6369
3195,7454
3227,6465
5337,6589
7457,6404
7455,6473
7424,7434
1079,7521
5341,6474
3225,6533
7457,6413
3223,6597
7457,6419
5341,6477
7452,6578
7457,6421
5342,6449
5344,6388
1110,6573
7457,6431
7457,6429
7455,6491
5341,6494
5344,6400
5341,6498
5344,6403
7457,6437
1113,6498
7457,6440
5338,6594
3199,7370
3199,7373
3230,6411
7455,6513
3199,7375
7455,6512
7428,7347
3195,7509
5341,6517
7428,7355
7455,6525
5344,6428
7457,6464
3230,6431
1116,6433
7457,6468
7455,6530
3231,6411
3230,6446
3227,6541
1118,6384
1118,6385
1116,6448
1118,6387
3199,7412
5342,6514
5345,6425
3233,6367
3231,6431
3230,6462
3233,6370
3233,6373
3199,7426
3199,7429
3232,6405
5312,7465
1114,6530
7430,7347
3233,6385
3232,6416
1116,6476
3233,6387
5344,6485
1115,6510
7430,7355
3233,6390
3233,6393
3195,7572
3199,7451
3195,7574
1118,6426
3233,6399
5341,6584
3196,7547
5311,7521
5317,7335
1120,6370
7428,7434
5344,6502
3233,6407
1118,6435
1120,6373
3200,7429
7462,6384
5344,6504
1120,6381
3232,6448
7462,6390
1120,6385
1120,6387
7462,6395
1116,6513
7462,6393
1118,6452
3196,7572
3196,7574
3230,6520
3233,6426
7463,6373
7463,6372
7457,6558
1115,6553
7463,6375
3233,6435
7463,6374
7463,6381
7462,6410
7463,6385
7462,6415
1120,6412
7457,6578
7462,6422
1119,6448
3233,6453
3232,6484
7463,6396
1117,6513
3233,6452
1120,6421
5350,6367
3233,6461
7463,6404
7463,6402
5350,6370
5348,6435
1120,6435
7430,7434
1120,6439
7463,6421
5350,6387
7463,6419
5350,6385
5312,7569
1118,6510
5350,6390
5315,7475
7463,6429
5348,6455
7463,6431
3232,6523
5351,6370
7463,6440
3232,6535
5351,6385
3233,6510
881,13892
5350,6426
1120,6487
7462,6494
5348,6491
5350,6435
7466,6379
1119,6530
3238,6380
5352,6385
3235,6481
1124,6385
3233,6543
1120,6510
3232,6573
1118,6573
3205,7412
7467,6367
3200,7574
5317,7487
5350,6461
1122,6459
3234,6528
1118,6588
1122,6465
7464,6481
1124,6412
5352,6415
7466,6418
5352,6421
5351,6452
7466,6423
3206,7412
3236,6481
7462,6550
7464,6493
3206,7417
7467,6399
7468,6374
1121,6520
7468,6373
3233,6584
7468,6372
1120,6553
3233,6588
5354,6373
1123,6465
7468,6375
7468,6381
7464,6505
1121,6529
7468,6385
1122,6502
3233,6603
7464,6511
5350,6510
1123,6478
1120,6573
1122,6513
3238,6453
7435,7419
7468,6396
3238,6456
7467,6426
7468,6402
5349,6553
5317,7550
1120,6584
7468,6404
7463,6558
1127,6369
1120,6586
7464,6532
5351,6498
7467,6445
7464,6538
3236,6532
7468,6413
7464,6542
1127,6378
3238,6474
7438,7347
7464,6539
7468,6421
3238,6477
7468,6419
5349,6573
7438,7355
7467,6454
7463,6578
7468,6429
7467,6459
3240,6426
5355,6395
7463,6582
1122,6548
7470,6372
7468,6431
1122,6553
7470,6375
7470,6374
3205,7519
7470,6373
7464,6566
7467,6473
7468,6440
1127,6404
7470,6381
1127,6410
1127,6411
7439,7347
7470,6385
7466,6509
1127,6414
5350,6573
7464,6575
5356,6388
7437,7419
7470,6396
5353,6487
7439,7355
5352,6516
3237,6549
7467,6491
3241,6426
3237,6550
7470,6404
1127,6426
7470,6402
1123,6553
7464,6587
1127,6430
1127,6431
7468,6468
1129,6373
1123,6560
1125,6498
7464,6600
7470,6413
3208,7465
7467,6513
7467,6512
7470,6419
1127,6445
7470,6421
3237,6578
7467,6525
1127,6454
3238,6550
7470,6431
3238,6549
7470,6429
1125,6519
7472,6374
7472,6373
7472,6372
7470,6440
1127,6462
7466,6563
7466,6561
7467,6530
7470,6437
7472,6375
7472,6381
7438,7434
7472,6385
7472,6396
7472,6402
7470,6464
7470,6468
7473,6375
7470,6467
7473,6374
5359,6373
7472,6404
7473,6373
5359,6370
7473,6372
1127,6494
1129,6435
1127,6497
7472,6413
7473,6381
7439,7434
3243,6440
1127,6502
7473,6385
7472,6421
7472,6419
5359,6393
3245,6391
5359,6390
7472,6429
7473,6396
7474,6372
7468,6558
7473,6402
7472,6431
5359,6399
7472,6437
7474,6375
7474,6374
7473,6404
7474,6373
1127,6526
7472,6440
5359,6407
3244,6440
5359,6412
7473,6413
7474,6381
7473,6419
7474,6385
7468,6578
7473,6421
5354,6573
7474,6396
5359,6425
1127,6545
1097,7475
7473,6431
7473,6429
5359,6426
3246,6396
7474,6404
7474,6402
7472,6464
1133,6369
7472,6468
7473,6437
7472,6467
7442,7404
3242,6530
1133,6377
7474,6413
1132,6412
5361,6387
5361,6385
5357,6515
5359,6453
7474,6421
5359,6455
7474,6431
7476,6367
1132,6426
7470,6558
7474,6440
7473,6468
1133,6404
1127,6593
1133,6410
1127,6596
1127,6597
7442,7441
1127,6602
7470,6578
3248,6389
5359,6488
1130,6513
1133,6426
7476,6399
5359,6491
5363,6372
7474,6468
1135,6367
1133,6431
5363,6376
1135,6370
5363,6374
5363,6375
1135,6373
3248,6408
5363,6381
5362,6412
5363,6379
5363,6382
7442,7475
1133,6445
1135,6384
1135,6385
5363,6392
7476,6426
1135,6387
1135,6389
5363,6397
1135,6393
1133,6455
5360,6488
7472,6558
5363,6401
7442,7487
1135,6399
5363,6402
5358,6558
5363,6408
5363,6409
930,12758
7476,6445
7442,7497
5363,6417
1133,6473
5363,6415
7472,6578
7476,6454
5363,6421
5363,6418
5363,6419
5363,6424
5360,6517
5363,6422
5363,6429
7476,6459
1135,6425
5363,6432
7442,7520
7479,6373
1135,6426
7473,6558
7479,6372
5359,6555
1099,7546
5363,6437
7479,6375
7479,6374
5363,6440
7479,6381
7476,6473
1135,6435
7479,6385
7442,7531
5359,6573
1131,6571
1133,6512
7442,7543
7479,6396
1135,6453
7442,7547
7442,7546
7476,6491
3247,6523
7479,6404
7474,6558
7442,7550
7479,6402
1133,6523
5363,6468
7442,7556
7476,6501
7442,7555
7479,6413
3221,7336
1133,6529
1133,6530
7442,7557
1106,7368
3247,6534
7479,6421
7442,7568
7476,6513
7479,6419
7476,6512
7442,7565
7442,7572
7474,6578
7442,7569
7479,6429
7442,7574
7476,6525
3221,7356
7479,6431
7476,6530
7479,6437
5363,6496
7479,6440
1132,6588
3248,6534
5363,6516
3220,7412
1135,6510
7482,6372
7479,6464
7482,6375
7479,6468
3253,6400
7479,6467
7482,6374
1102,7547
3220,7426
7482,6373
3254,6376
5367,6407
7482,6381
3254,6379
3254,6381
3222,7373
3222,7376
7482,6385
3253,6417
7482,6396
3222,7382
1135,6543
3221,7417
5368,6398
1135,6548
3220,7450
3251,6488
7483,6373
7482,6404
1139,6426
7483,6372
7482,6402
3221,7423
5368,6403
7483,6375
7483,6374
3221,7426
7483,6381
3255,6374
7483,6385
5366,6476
7482,6413
7482,6419
3254,6413
7452,7347
3222,7407
3254,6417
3255,6389
3222,7412
7482,6421
1135,6573
7483,6396
3254,6421
3221,7447
3254,6424
7452,7355
1109,7383
