containedby_1,containedby_2
9210,5090
10956,118
9370,141
10430,51
9737,5150
11161,10159
95,9137
9897,184
10427,141
5145,51
10796,5092
9601,9371
10959,51
95,9153
9584,9916
10647,9733
11325,5095
11323,5156
117,8484
9738,5146
11484,184
94,9207
10427,184
9370,184
10267,5150
10266,5182
10960,51
10794,5194
10957,141
6732,51
93,9262
11489,51
9212,5101
11171,9916
9211,5150
11181,9617
97,9153
96,9187
10961,51
10957,184
10132,9371
9376,51
10649,9743
10433,51
10797,5150
11324,5203
5146,117
9903,117
97,9187
9905,51
9633,8488
11176,9807
9378,12
8533,9834
10662,9371
9374,141
11491,51
10434,51
9373,184
9741,5156
9740,5187
9214,5110
99,9152
9215,5093
96,9250
10270,5150
9598,9599
77,9842
11715,9518
11151,10626
5150,51
98,9207
10431,176
9904,141
9374,184
11488,198
9907,51
10271,5164
11327,5203
9379,51
10432,176
101,9152
9602,9532
101,9156
11330,5128
9908,51
10437,51
102,9137
9904,184
10274,5112
9380,51
11495,23
5152,51
11170,10099
11492,117
9744,5164
10272,5175
102,9153
6738,51
9542,11431
10438,51
9381,51
10119,9935
10800,5209
10435,141
9638,8475
10273,5175
9218,5112
10801,5184
6684,1744
10436,127
103,9152
100,9250
9570,10597
9219,5090
8525,10222
125,8482
6737,117
11496,51
9382,51
11203,9137
5154,51
10435,184
10805,5105
104,9153
11203,9153
10965,141
9604,9563
10964,184
9747,5144
6740,51
10440,51
8498,11110
11198,9331
10633,10458
105,9152
9912,51
105,9156
10969,51
11494,170
10965,184
10442,9
9564,10843
10116,10117
10439,117
11335,5103
10653,9860
10441,51
9221,5112
10651,9935
5156,51
11497,89
106,9152
9914,12
11147,10940
9909,176
9385,32
6742,51
10100,10648
10443,12
10629,10630
10170,8476
9751,5090
11334,5169
8486,11538
11499,51
5157,51
10806,5164
10808,5095
107,9153
97,9467
10971,51
10108,10419
6743,51
9910,176
11711,9892
10444,12
9606,9607
11228,8488
5158,51
10445,9
107,9187
9224,5093
10279,5150
86,9842
130,8484
9752,5118
109,9137
9387,51
9913,141
109,9153
6745,51
9225,5093
11664,11403
10810,5108
9223,5152
10442,141
131,8484
11183,9935
9386,117
10280,5170
110,9153
11502,61
69,10426
9226,5093
10759,6725
10622,10965
10809,5181
9389,51
111,9137
9913,184
5161,51
10283,5112
10281,5175
10138,9602
10701,8532
111,9153
10134,9733
10134,9734
110,9187
108,9250
9916,110
9613,9520
10447,51
9610,9611
10973,127
11133,11561
10972,170
9919,51
11291,6666
9917,110
6748,51
10448,51
9391,51
9755,5152
10445,141
9388,141
9920,51
113,9152
105,9401
10975,117
6749,51
113,9156
113,9157
10977,51
11342,5128
9392,51
10284,5167
10813,5154
11504,117
10446,141
10176,8514
11506,51
11673,11258
10974,170
112,9207
9388,184
5164,51
11344,5086
11192,9797
11505,90
106,9401
114,9153
10978,51
11341,5182
10143,9563
10643,10444
9758,5112
9390,141
10814,5150
9756,5182
9393,51
11176,10313
10816,5095
8529,10458
10446,184
11345,5093
10136,9805
114,9187
6751,51
116,9137
10451,51
9757,5182
116,9153
9922,75
9390,184
9229,5181
10980,51
10289,5090
10817,5107
6752,51
10450,108
10452,51
9395,51
5167,51
117,9152
9923,75
9230,5175
116,9187
10818,5112
11733,9514
118,9137
11507,141
11149,11239
11346,5141
10449,176
9616,9617
9394,127
10288,5182
9232,5150
118,9153
9231,5175
115,9250
10454,51
5169,51
11507,184
9612,9771
10646,10485
10641,10642
10182,8488
10982,82
11174,10514
6755,51
10455,51
10145,9663
11347,5164
9655,8477
10820,5124
10130,10131
10139,9853
10984,51
9594,10369
11348,5150
9631,9235
11511,106
10153,9439
9762,5169
11218,9187
9763,5150
10456,51
9399,51
9397,108
10290,5194
9628,9344
9621,9563
9924,170
9619,9620
121,9152
9926,110
10985,51
109,9536
11219,9187
10158,9311
10293,5126
10822,5112
9400,51
10292,5164
10453,175
10457,51
120,9207
10164,9143
11153,11253
10294,5115
9925,170
5172,51
5170,117
11716,10192
11349,5187
9927,117
6758,51
11181,10400
11352,5095
9766,5119
9928,117
10458,71
9239,5093
9764,5202
10987,51
11513,141
11670,11657
111,9536
9236,5194
9767,5119
10459,51
122,9207
9189,6655
9932,12
9622,9623
10655,10369
11209,9578
9929,117
11354,5093
11518,12
11145,11574
10144,9845
9613,9916
10135,10120
10460,51
123,9207
5175,51
10986,141
11736,9659
10989,51
11191,10167
11513,184
10824,5161
6761,51
10717,8489
10118,10670
9238,5182
10461,51
10823,5207
11514,170
10825,5156
5174,117
9402,127
9933,51
10990,51
126,9153
6762,51
10986,184
11247,8476
10462,51
9405,51
127,9137
10165,9254
9768,5187
11164,11064
64,11099
9240,5169
11517,118
94,10172
10991,51
10718,8513
9403,127
11752,9227
9934,51
127,9153
10130,10360
9930,176
11353,5209
9625,9626
124,9250
11248,8476
10827,5145
11520,54
128,9137
9241,5169
9404,117
11730,9931
9243,5118
10992,51
9935,51
9931,176
128,9153
6764,51
116,9536
11358,5095
10301,5112
10141,10068
5177,117
129,9152
9936,51
121,9401
128,9187
129,9156
10300,5150
9244,5118
11521,66
9771,5175
9572,11362
11356,5209
10831,5095
9245,5110
130,9152
11699,10967
10463,127
6766,51
10674,9972
10994,51
9560,11747
8513,11439
11219,9467
10828,5203
5181,51
10466,51
9409,51
9246,5110
131,9152
11519,184
10722,8519
10995,51
9773,5164
9407,141
9638,9371
5182,51
11525,35
9579,11205
11362,5095
9939,51
6768,51
9408,141
10832,5150
10196,8482
129,9262
11360,5161
10468,51
9138,8526
10997,51
133,9153
6769,51
10469,51
11363,5099
10151,9915
9568,11605
5184,51
11523,161
134,9152
9941,51
9411,90
133,9187
10175,9187
9410,141
9412,90
9777,5164
11314,6669
9942,51
135,9152
9779,5099
11529,12
10199,8476
9633,9634
9414,51
11364,5131
9410,184
11000,51
10309,5090
136,9153
10664,10464
9940,141
11526,127
9605,10536
10999,90
6772,51
137,9137
10161,9688
5187,51
5185,117
9781,5095
137,9153
10836,5169
11366,5118
11527,127
136,9187
10110,11286
9638,9535
9940,184
10171,9403
9635,9636
10659,10660
9416,51
134,9262
11528,117
10471,110
9413,141
9780,5150
130,9401
138,9153
10837,5164
9252,5150
9945,51
9592,10994
11236,9188
11236,9187
9782,5112
11172,11173
9783,5093
10839,5119
11531,51
10470,176
9413,184
10838,5164
9943,141
10310,5141
131,9401
139,9153
138,9187
9652,9169
11369,5095
11206,10147
6775,51
9255,5095
11004,27
9418,51
11002,110
11530,127
140,9152
6776,51
10709,9198
9417,109
10473,141
9943,184
9419,51
11003,110
11005,51
5189,117
141,9153
10472,184
9944,170
10478,9
9948,51
11001,179
11175,11176
5192,51
10140,10502
9947,110
9420,63
10475,127
11535,34
10473,184
11532,126
10313,5157
6778,51
135,9375
10840,5207
10314,5131
9785,5156
10477,90
10734,8513
9950,51
10691,9843
9616,10400
6779,51
10843,5150
9641,9642
9650,9363
5194,51
142,9207
9786,5156
10315,5150
9951,51
9150,8496
10316,5118
6780,51
9420,132
9423,51
10639,11509
78,11218
9130,9131
9680,8476
143,9207
9257,5202
9627,10117
11006,141
10479,97
9422,108
11203,10426
10209,8484
10847,5090
10478,141
10481,51
9788,5150
144,9207
11011,17
9952,78
113,10172
9261,5110
9681,8475
10318,5118
6782,51
11006,184
11219,9974
9789,5150
10482,51
9425,51
145,9207
9132,9143
11266,8526
5195,117
9953,78
11375,5154
140,9375
102,10555
10211,8476
9790,5150
9133,9134
10320,5105
10189,9166
146,9207
9426,51
9630,10122
10321,5086
9956,12
148,9152
138,9467
10319,5150
11012,51
6784,51
9793,5095
10484,51
147,9207
11013,51
11377,5150
11537,190
149,9152
6785,51
9265,5095
10124,11242
11540,108
11541,90
9428,51
10671,10672
9634,10061
11010,176
11014,51
11229,9770
9685,8476
9427,110
11543,51
9429,51
10692,10045
11231,9733
9136,9137
9958,51
11544,33
9158,8484
10483,170
9267,5101
10665,10914
5202,51
10853,5098
5200,117
11185,11186
11381,5110
152,9153
10325,5086
10324,5118
11735,10539
9955,184
10486,108
174,8484
9431,51
10854,5092
11380,5169
151,9207
11379,5203
10851,5187
10162,10163
153,9152
9266,5182
11740,10407
152,9187
6789,51
11017,51
10487,108
11542,171
11221,10117
9797,5110
10673,10732
10326,5101
10852,5182
9608,10989
9798,5093
154,9152
11019,12
6790,51
9430,127
9961,51
9957,186
10277,6644
9799,5093
10187,9442
10490,51
9433,51
5203,117
11545,127
11016,141
9140,9141
9669,9137
9962,51
6791,51
156,9137
11015,184
10491,51
5204,117
9959,170
156,9153
9657,9543
10694,10158
10277,6700
9963,51
11020,51
9432,141
10327,5164
10856,5150
11016,184
153,9262
10492,51
11254,9200
11222,10191
11021,51
149,9401
9142,9143
10166,10167
9960,170
9133,9434
179,8482
9800,5145
10221,8488
9436,51
5206,117
10329,5150
9434,127
9965,51
11022,51
11196,11038
9134,9434
11256,9187
11018,179
9802,5118
9437,51
5207,108
5209,51
157,9207
11547,184
10858,5156
10710,9743
9435,117
9966,51
11280,8476
9803,5118
9272,5194
9804,5095
158,9207
9275,5107
10495,63
10720,9474
11549,176
6792,184
10493,141
9969,12
159,9207
10135,11246
9968,51
9658,9659
10334,5099
11389,5156
10331,5194
11554,51
10493,184
9805,5126
162,9152
11555,41
10495,132
11390,5150
9438,127
11026,51
10706,9977
10862,5150
161,9207
11216,10574
9967,141
10494,184
9279,5093
160,9250
9439,127
9970,51
10684,10685
10129,11516
10703,10117
9440,117
11025,141
10336,5118
9806,5157
11392,5156
11028,51
10497,141
9441,110
186,8484
9967,184
9807,5157
9443,51
10496,176
10498,127
9280,5112
10338,5090
10686,10687
9442,110
10501,51
11025,184
9665,9588
9444,51
164,9207
9810,5090
9144,9364
9973,51
10497,184
9701,8476
166,9153
163,9250
9282,5095
10337,5164
11559,51
9808,5175
9702,8476
9609,11352
11394,5172
167,9152
11029,109
166,9187
9971,141
9283,5095
11561,12
10719,9733
9809,5175
9664,9665
9972,117
10868,5110
10688,10689
11236,10096
11032,51
168,9152
10739,9137
165,9250
11398,5095
9615,11226
9447,51
9971,191
9151,9235
10193,9702
9976,51
169,9153
11031,117
10168,10485
11030,141
11033,51
162,9375
10157,10832
9672,9484
9666,9667
9811,5172
9448,51
10148,11119
9703,8526
10505,51
9671,9531
162,9401
169,9187
9977,51
10871,5115
9445,170
11560,141
9812,5172
9813,5142
10869,5175
9704,8531
11563,51
11217,10776
10684,10918
10506,51
9449,51
9975,141
171,9152
11820,8478
9156,9152
11401,5090
9287,5101
9156,9157
10663,11598
9450,51
11399,5175
11560,184
10169,10550
160,9530
9816,5105
9146,9509
11293,8488
11207,11157
10508,51
9451,51
11034,141
10150,11169
10344,5156
10195,9770
9817,5105
10507,110
11725,11505
10872,5181
11566,51
9815,5175
9452,51
172,9207
10346,5107
9179,8526
174,9152
167,9375
11034,184
152,9842
11038,54
10173,10485
10873,5181
10695,10696
10347,5107
9819,5093
11039,51
10511,35
9982,51
175,9153
11035,170
11404,5128
11403,5156
10726,9759
11248,9973
9978,186
10683,11111
9159,9200
9141,9759
176,9153
175,9187
9129,10149
9979,181
10512,51
9455,51
10510,110
9673,9674
6650,5095
176,9187
9981,141
10350,5088
173,9285
9712,8488
9980,181
9818,5203
9456,51
9162,9165
9711,8531
9162,9166
9151,9514
9453,155
11263,9574
178,9153
9983,110
171,9375
11408,5090
9292,5150
11271,9336
9985,51
11042,51
10747,9207
9981,184
11568,141
10348,5187
9294,5095
179,9137
9163,9164
177,9207
9145,9733
10514,63
9145,9734
10350,5141
171,9401
179,9153
9453,193
178,9187
10350,5156
10349,5187
11043,51
10352,5088
10680,11306
9295,5095
11406,5202
9293,5164
10879,5150
11572,51
9458,51
10707,10485
10729,9803
9454,176
11041,141
11568,184
11571,90
11040,179
10351,5150
11044,51
9987,51
10513,141
10748,9235
10171,10750
9822,5182
9459,51
9165,9166
11410,5118
10773,8476
11249,10117
9825,5108
10514,132
10354,5099
11212,11269
10881,5158
9678,9679
9989,51
10880,5203
11575,51
10774,8497
9461,51
10882,5158
181,9207
11214,11248
9645,10745
9651,10561
183,9153
11413,5090
11303,8494
173,9467
9988,110
6653,5192
11279,9250
11045,117
10519,51
9826,5150
9663,10204
10515,170
9460,110
182,9207
10885,5093
6657,5095
9169,9137
10704,10705
9991,51
11277,9333
183,9187
9990,89
10725,10068
11574,141
3340,9641
10751,9283
10886,5107
10884,5164
11576,95
10521,35
9992,61
9828,5150
9301,5112
10887,5095
9827,5187
11415,5110
11574,184
186,9152
10522,35
9993,51
10250,8478
10681,11503
9829,5150
185,9207
9465,51
11047,170
11416,5117
9683,9684
9302,5112
187,9153
10518,184
10218,9493
177,9467
11211,11474
9994,51
9830,5143
10230,9137
10739,9743
9464,117
9649,10766
10750,9403
10229,9166
6659,5150
10889,5103
6658,5185
9832,5095
9172,9173
10196,10197
11278,9434
187,9187
10888,5150
189,9137
9194,8518
10358,5203
10524,51
11577,176
11579,127
10780,8508
9646,10893
10361,5113
9463,184
9685,9686
10748,9514
9303,5150
185,9285
9640,11100
11582,51
190,9137
9685,9702
9833,5124
188,9207
11276,9542
11580,118
190,9153
11050,182
11798,9761
9995,125
10523,141
11051,166
10842,6644
11055,51
11819,9137
10783,8484
9995,141
9999,17
10362,5156
10527,51
9834,5150
11581,141
10713,10677
10893,5092
10363,5150
192,9153
10189,10547
11215,11508
9688,9689
9836,5101
9468,126
11054,117
9471,51
193,9137
6665,5113
10892,5150
9996,170
192,9187
183,9467
11420,5182
11583,141
9472,51
9998,125
9308,5131
9469,141
10364,5164
10525,186
9470,117
186,9401
10366,5124
9835,5194
9998,141
11058,51
10001,51
9309,5131
9307,5187
10003,9
9999,126
11587,51
10530,51
9469,184
9160,9761
10365,5175
10222,9617
10367,5124
9475,9
10203,10204
9690,9733
9690,9734
10198,10372
9839,5110
10787,8492
9147,10190
10531,51
9731,8479
9697,9534
10727,10372
11425,5118
11753,11331
9838,5172
9180,9181
10532,37
11761,11110
11426,5118
10845,6744
9312,5118
187,9467
10789,8488
11060,90
9693,9694
11267,10052
10194,10558
10368,5172
9476,51
196,9207
10002,141
10188,10760
198,9153
9712,9137
11378,6644
9843,5086
9474,141
10534,51
9651,11035
9314,5112
197,9207
10791,8482
198,9187
9477,63
10003,141
10002,184
9204,8532
9183,9184
10897,5203
10369,5187
10535,51
9478,51
10216,9935
10900,5118
10370,5164
9475,141
10372,5112
10230,9514
10901,5093
10007,51
10898,5200
11430,5099
11589,170
11062,118
10242,9166
10371,5164
10263,8513
11257,10479
10902,5095
10008,51
9182,9269
10005,141
10724,10621
9477,132
10899,5202
10229,9590
9186,9166
10903,5086
11595,20
10373,5144
11593,90
192,9467
10211,10170
10009,51
