name_1,name_2
3697,9807
11781,12798
18167,249
7548,2097
7119,7191
18463,15047
15705,146
198,6613
18476,211
12630,8250
1262,13261
15509,97
13778,428
17343,73
18486,225
15742,4482
2324,8743
18496,146
11147,407
12636,9807
17042,11051
15356,91
6494,3048
16939,407
7000,9594
114,11816
5171,8683
13774,5248
10636,88
18506,91
18081,14309
17457,3264
15952,407
18517,91
5036,225
7516,13550
3186,3756
10208,13320
14746,3923
11840,12826
18529,36
11016,18329
5075,3113
2120,2805
18540,249
11523,11152
11764,785
18543,1130
149,7859
3613,13195
9855,523
7793,1171
7800,1171
837,8725
14280,14703
10544,428
13554,97
429,4062
18224,13261
2998,14309
3587,13875
7049,12057
11544,9415
2085,11175
18575,407
6353,6208
18576,73
8033,112
2633,211
18578,211
4374,9181
7245,11816
3137,8238
8134,6567
9588,91
11187,14467
8614,17826
10748,211
17659,249
1839,523
15369,18380
3389,9623
2905,4328
7041,428
10725,4591
4007,14158
7017,8422
5840,683
2517,1171
13485,18329
732,1435
2744,11718
11312,3492
12226,523
1576,6189
8267,3731
3823,8605
18627,211
11729,3221
18628,407
8846,1171
16931,1171
18631,36
15642,1130
18633,91
11552,14789
5485,211
15553,3462
18644,97
12762,7998
5777,3091
7991,1569
5052,13538
13153,624
11370,3492
18656,249
33,17371
18658,523
362,407
10101,13788
12999,4085
4250,10869
9324,1130
7454,4946
5084,11710
8963,1244
3054,8099
12500,1536
14474,9100
17189,225
18678,249
18681,13136
8405,4062
11395,683
14335,15418
18691,91
2084,1130
2390,6741
17305,10085
8871,11108
8827,5457
6424,1604
11506,3492
15265,8683
18705,1130
14366,10774
18710,1895
1527,417
2713,4903
3184,14188
10670,154
7626,7121
11980,9312
10838,17571
12578,11718
11546,3492
18212,2280
14278,3492
18726,2435
18727,91
8412,2296
16460,36
17602,73
12869,1465
311,4062
18730,249
6065,8523
4208,18307
1303,2268
3980,91
6851,1014
18611,146
2326,12212
7396,5316
16843,3821
17469,36
15139,5751
7894,7191
18749,146
9379,73
13544,428
9513,13776
1097,407
6036,4899
12457,3334
3424,7770
6737,2658
6423,1125
15859,1130
16653,91
1898,15954
18763,97
3332,249
13527,36
18768,154
18311,91
15195,6457
15127,4780
18769,1130
14022,1130
13625,2435
5004,11710
3179,12826
591,9145
5376,15845
18773,4505
16525,91
7533,407
18042,225
11287,3225
168,7467
1818,1171
3399,211
13608,8197
3916,3225
18302,91
8274,5457
7053,249
14754,510
18157,36
9902,10907
14030,5225
16353,1562
15494,5125
11136,428
5321,12253
2039,3756
6433,12253
2129,330
4699,73
3584,1463
15799,2435
1137,154
9462,4179
13337,9518
9722,3573
13324,6147
6642,5631
18027,225
18822,91
18824,3492
7125,3373
18826,36
18828,97
13766,8908
4537,15878
14279,91
16840,9260
8741,97
6292,225
13373,11382
1079,8905
9828,12857
1697,5186
15729,1435
726,4619
1212,9157
7625,4497
6225,9330
13277,91
11062,18052
18853,1130
9042,10027
17755,88
7935,7600
5701,4497
3910,15954
3547,5470
18865,249
18866,146
13821,2435
3952,10264
15198,516
18872,146
11592,6548
7403,897
2561,15053
10728,9452
3509,18877
15228,9275
6067,12845
17742,97
14243,1130
14364,1130
2156,4989
16607,16868
12827,2796
2481,18052
2461,4454
4177,5864
16640,91
8081,3949
18892,523
10300,11321
13284,407
6078,1482
18895,91
13627,2580
18597,225
8065,467
10072,10799
11610,3644
18902,73
17669,9040
14868,8806
7461,1075
10887,7422
15057,211
18906,146
8374,1617
12357,1575
13058,11934
11209,146
11707,12845
7398,4133
18301,407
18921,91
18922,7309
6566,154
1474,8221
18924,91
10213,14184
13346,14184
4183,8404
18929,73
7514,2004
7256,146
14118,10027
13327,97
2176,13538
6995,18380
9569,17826
7342,211
18935,91
1768,3373
1314,4454
4759,300
7490,1488
7097,10085
11859,225
9879,3949
7577,11816
2089,15583
11716,10085
18959,1130
18960,146
18961,428
9706,10305
18965,91
18966,91
9765,97
13486,11426
10686,1075
9743,2330
3875,3775
477,225
5096,5550
6831,7554
13375,3492
8152,417
18978,146
12099,1382
11832,9968
18359,36
6593,112
2181,3264
10262,2421
42,12253
786,15111
10011,1244
9237,211
11628,9787
18189,225
12755,9904
18995,683
18997,3267
2989,16777
16645,9469
16250,2097
19002,3492
533,73
17912,73
11683,359
13087,2161
17622,428
11961,2435
8303,2435
5475,1099
7112,8422
12423,1130
12341,17088
19009,97
1602,6316
19010,523
2929,5146
1993,5683
8366,205
10195,11042
19020,8613
219,5125
4312,6324
265,7664
14234,3573
9404,4603
1121,1224
16334,1723
19028,97
6013,1723
17574,3256
7593,4158
19031,2435
19032,1130
10279,516
67,13632
1040,8099
2668,19037
2910,407
4683,2994
8547,3100
5174,10085
4748,15412
975,225
15387,146
8820,5406
10808,7865
7421,16868
2791,19050
16536,1130
15361,249
16725,2885
3328,211
10861,6324
10335,7584
7322,5222
14944,467
5938,10264
18887,225
19068,91
17990,73
11131,36
2509,211
4689,5801
19075,249
5812,1099
15731,3696
19080,36
15325,343
9514,1145
4527,205
19082,91
19083,36
1550,7859
10408,19085
10049,3527
4915,4899
16016,2610
5756,9917
7556,225
6946,953
16477,1521
10212,14351
8525,91
17097,13518
14673,2338
14880,7770
19093,154
19097,91
12103,4591
15595,13310
1997,13261
16255,13320
12907,16410
10534,73
19109,13158
19110,1099
9121,4951
10851,2015
6632,12826
18368,211
14511,3492
6964,146
16639,7770
18502,36
17216,36
7741,225
16151,4118
7758,225
14200,7572
2025,8099
13736,8007
18164,36
10671,11745
3640,407
3025,1604
19146,146
14077,15412
10787,5043
6276,5410
181,3156
10266,211
7943,4576
12979,11718
12498,1806
18618,154
14811,73
15667,3334
13506,3821
16230,407
19166,249
6118,6138
19170,36
19171,11100
15681,97
925,4618
8163,73
4997,3156
14717,2280
4684,7872
6086,8743
8528,4638
10071,6766
19185,1171
4544,3492
11008,9623
5731,10802
16008,91
19192,407
3502,510
8503,3373
19200,211
8025,16868
15375,91
8473,8905
1815,6633
3075,1658
19207,2435
19208,73
10986,407
15179,8573
2195,225
4577,19213
19216,11353
19219,97
2568,8402
16967,428
19222,523
9081,1931
15655,4863
13591,9438
3589,211
16497,97
9460,6552
11431,5457
13600,7524
13093,2002
19227,407
13800,354
8522,5043
6009,6256
16930,10098
6252,15433
18232,36
10857,1244
19232,1130
19235,97
19236,13550
19238,11720
19241,15041
3847,2435
17260,3788
11538,211
4909,3225
7977,8315
19244,6583
18374,428
4165,1901
19153,14989
15281,3492
687,1838
19250,211
15315,2015
7644,3492
12689,1931
1446,3264
13274,91
13888,3923
1507,9051
19260,6316
12431,523
3753,2885
5430,7176
4808,1435
8454,249
16614,1171
6350,10244
5459,5801
4744,7579
13287,146
11111,6184
19275,4062
13861,11963
11237,428
10573,3181
19281,407
11702,13248
890,24
9075,407
9745,2015
9770,8099
19286,225
12670,10951
954,8378
5999,1171
3760,14309
8084,3334
4616,407
603,523
4625,407
16935,1130
4522,3048
19302,97
7883,4517
18451,428
15765,146
19304,889
5538,7405
3028,6839
11938,7743
16246,2717
17451,5470
11477,407
11381,13675
19309,36
12280,16347
13710,359
9213,5683
18716,428
8901,2435
17248,225
9669,97
9164,766
1789,11285
7783,4615
19317,6625
10382,15954
10500,3492
16248,9623
5868,1435
19321,407
942,9904
2900,4512
12413,95
8603,225
197,19324
8935,12845
16506,2247
8021,4294
298,12124
5630,12671
11955,10337
9104,3373
14941,211
17321,36
2345,225
19334,36
12367,211
3480,11710
18782,36
16308,211
6358,4158
8967,4230
17353,8183
984,4219
7633,1171
5859,9695
7930,6548
19347,211
13220,3492
11891,1895
3814,5130
2608,8605
9709,407
2581,2097
19356,407
9430,2072
19360,428
3403,5251
18092,91
19369,1130
19374,1130
11399,6625
17852,3117
17285,4002
14226,9787
10639,3492
6481,4118
14918,6184
4199,428
10678,8971
16766,11051
17140,4943
13053,1130
19389,9518
11027,13538
16980,97
13331,3492
19399,1130
15483,7309
10358,3492
16272,8011
7086,146
12490,2734
15192,1435
18672,154
16695,6876
18671,154
18504,6532
13526,3492
12480,5130
19419,36
19420,13518
17221,211
8087,11934
7972,8424
15686,13310
5499,12240
7794,6956
19430,211
19152,1130
11394,7544
15006,2435
769,16094
17748,211
19435,523
9674,10479
19441,683
3178,4148
14718,9807
1096,2338
7705,15583
2730,12057
4153,7234
1407,13261
12347,91
11605,6567
5911,407
6130,7469
1582,16344
5373,14188
2932,3821
5568,4085
13172,4591
4126,225
12588,16014
9125,225
13313,9916
13833,4014
282,7133
6777,146
1087,249
13406,4497
19477,683
5726,2296
862,6776
1606,8238
18462,249
19482,97
18499,4230
4216,5125
19484,523
15046,1130
16764,11600
10438,1130
13119,249
5510,3267
576,4133
9228,225
18739,146
1909,453
15364,10108
19496,146
1166,4407
11954,15583
1649,12758
5361,211
19505,2435
4703,3656
11261,4899
5703,2022
531,5542
19519,36
3428,4482
9223,7980
1973,13041
1801,2425
5994,3765
14689,2941
6489,211
6091,10790
10275,7600
13660,3492
18867,91
19527,154
783,18877
19530,211
19532,36
4972,8992
17445,75
19533,36
7592,16344
213,9696
19541,211
19542,146
12449,523
19543,1435
19544,9623
116,154
15989,1617
16210,211
18605,9330
2238,13041
19560,225
9564,2344
5106,13248
1790,2171
9178,3775
9506,225
2902,8853
4819,5626
19567,523
3853,428
10338,1171
14878,14158
2794,523
6291,15883
1917,97
8504,13983
4231,2594
566,276
15007,15776
2320,4068
12763,17088
17347,4650
17143,2435
15212,6289
2992,6389
6897,11949
13300,1130
16831,15776
6922,6189
818,8221
6275,14188
14706,10774
3234,97
1185,1340
3961,3100
18808,428
11882,12042
8565,249
2467,4328
9979,9415
16238,5130
17188,2435
14940,15507
17542,36
19172,14188
12277,1435
7534,2580
14109,3696
10062,4002
8121,1452
3571,523
9881,8002
19631,2435
6166,225
19058,1130
983,9089
13886,36
8670,73
18869,225
3798,5248
1353,523
13624,36
13692,18307
6865,9051
11511,6451
10910,8051
11945,1666
12404,2717
19642,1046
19644,91
19647,407
19648,211
2928,523
13362,2435
3477,4589
3440,4946
16673,12184
19657,211
15185,15583
5908,18380
18427,2435
6220,2435
13379,3091
10773,683
18238,36
10313,11735
12348,2435
9420,3696
3732,428
5939,6876
19464,1130
916,5146
1365,903
8947,6133
1066,1536
10822,10644
7573,15047
19675,407
4702,14739
9628,407
14393,19677
19679,211
5366,225
17651,10790
3302,15255
18911,428
17694,356
19682,1130
8647,6876
14329,8787
5383,225
3960,18877
2386,16933
19414,249
11099,13788
1091,18
17518,1130
19690,146
8165,2752
11970,5864
17642,407
9488,211
19696,1130
19367,211
8236,3792
6882,2435
15110,19037
17812,2737
14995,9781
19713,154
19714,7579
16124,9471
19717,36
13455,4062
11856,1171
9705,91
17326,2435
3209,2425
6610,211
8730,1658
11862,4068
1326,3353
17779,4989
573,19741
4528,12253
19148,407
15598,19742
19744,36
19620,1130
12183,6583
3893,276
18650,4068
17475,97
14454,154
11594,7998
6954,13158
11780,1171
15641,225
8556,8787
9815,91
1548,211
3314,5673
3780,1081
14529,4161
19752,3252
3419,7464
4973,356
19001,154
11943,1130
8815,11051
5827,225
3662,19213
19758,146
17721,6272
9253,8613
3944,24
9486,11745
14695,2247
6990,1463
12604,6451
9654,12088
19773,91
2869,5261
19774,211
10127,225
19776,523
19777,91
4412,19778
3870,8895
12178,683
8563,11600
19786,407
17793,428
1912,4497
19788,1130
17517,1130
7690,3018
16820,97
13715,6590
5598,1021
2240,7464
738,1740
4910,19794
9217,3577
11355,407
17597,766
1167,317
11071,2015
1000,3089
6877,2338
19810,7880
13567,7544
7482,91
19811,91
17318,2344
4501,523
2948,19816
19817,1130
13251,15583
303,4801
19818,146
19819,407
19821,4863
5893,6532
8269,9945
1863,7189
10090,13775
9272,1541
15698,300
1011,2072
7725,225
13418,36
19829,211
15971,11745
10557,249
16130,2298
1700,3503
900,5626
6293,225
8413,10057
5607,1435
17497,2435
8818,523
7267,557
5119,2311
3994,9040
1625,73
11846,1171
14809,211
12267,1130
11921,2376
16731,154
19855,428
10842,91
4964,10503
8579,1130
19157,3934
5900,2890
5821,10479
6429,225
710,4158
19868,407
9797,73
11290,4967
19871,1171
16135,97
4264,9157
5825,11934
11731,12582
2439,18877
3229,249
16792,13558
12679,7770
15312,36
5879,2368
6453,2752
19886,2435
19887,225
11473,2022
4558,6389
4592,523
19889,1130
12615,6474
6873,6987
412,9260
19893,91
18544,91
7520,1895
19901,146
5665,11949
3668,8683
3436,12212
2693,15060
11384,1130
14616,4594
1749,10108
3208,1995
15907,1171
6101,15041
9870,211
305,6633
8626,225
6577,2717
3995,2654
16233,97
3776,5542
19916,97
5266,97
18703,7176
7917,11913
16802,7859
15440,7121
19921,36
5940,4482
637,3954
9927,407
3603,2319
19927,97
7360,7544
2546,10098
5216,75
19928,146
2981,8974
13138,10337
19021,146
7168,4642
6712,3492
6300,1145
16315,5671
2219,8725
2327,4266
12744,5550
19939,36
10933,97
10888,91
6108,417
14635,3492
11056,6810
14296,13676
16080,36
9985,9051
17000,1046
19941,683
2145,12240
14651,3492
1240,3181
15329,14184
742,8858
7506,3934
5233,2604
2636,407
16528,1477
773,4589
19954,249
26,19955
8910,11108
5329,523
2371,5166
12311,154
10856,7688
14798,3492
13354,211
16476,1130
19970,146
16386,1130
12619,1130
2667,8858
2128,903
830,16347
6517,6272
13125,4903
1797,6387
19979,91
7877,2370
6112,12218
12278,15047
14017,13917
19984,211
13031,1130
17381,97
16200,91
949,12218
19176,6567
15087,4615
15242,11042
2832,3500
2377,9145
6506,13278
20004,36
13693,557
9086,2028
1991,5871
10549,683
2364,7600
5755,97
7488,3561
716,15041
14762,3492
10422,15878
11218,3949
18402,9260
18082,428
10736,154
20024,407
8802,6974
1018,36
4296,5801
11723,18
20036,407
13777,2072
4187,1094
226,167
8633,11042
20043,91
20044,249
8105,4943
20047,211
6077,10954
12660,7016
5534,10316
12221,6333
16542,1342
10771,9471
18694,11853
7031,11816
19937,1171
20052,36
5424,7259
5997,624
13792,5457
7511,4148
7546,6766
13937,4863
9707,3386
10783,11934
4054,225
15379,1382
3975,9475
20059,91
9784,5295
16296,1604
9498,6189
7611,2594
17751,2435
20069,407
20070,146
16818,36
5794,5261
20079,146
17193,2330
20084,154
9759,1171
4278,14418
13254,13430
20087,7270
8780,10954
455,11710
15021,9469
1327,4638
20089,91
3543,2028
12201,154
9205,5316
12264,4192
12935,1171
1251,15534
4256,6342
6075,453
12539,7581
16599,1130
20093,146
20094,407
15108,9181
357,13158
14888,225
16404,36
7608,225
11113,5919
19417,154
3525,15321
19442,225
6339,97
12227,86
2417,5631
6356,97
5807,903
20101,146
18250,1496
3136,225
4812,1806
17424,8183
8678,13463
14607,73
10060,5683
16629,46
1448,12845
10529,8479
901,10244
2438,6987
5945,2344
8732,3503
2743,10869
1467,6537
2878,211
19614,36
3913,2022
502,1569
17566,2435
11700,8343
13547,6392
12983,8971
19327,5210
360,4863
12356,91
17570,13310
3885,10057
20124,97
18178,5146
2468,7133
14598,624
3604,5885
12343,9120
16266,211
20132,97
8578,95
9381,1534
595,13533
9072,13550
13702,4591
12443,407
12438,203
20140,211
4364,15878
20142,91
66,97
10551,4505
11103,2368
5937,1130
17051,97
15564,12798
5093,7024
5462,785
20148,36
19792,13776
1035,4619
20153,407
6119,11051
20155,407
5033,4294
8789,20156
1473,6408
7751,4594
20161,91
588,1412
5229,3527
14943,97
18066,97
3790,19037
19783,407
6472,8652
7059,1237
7474,10039
9208,407
331,97
11143,369
1888,4016
17944,5268
7960,225
20172,91
20173,73
18652,857
6550,13917
19248,13875
12396,8261
16496,36
16472,12216
20180,1130
14148,13776
9061,407
8370,3492
20186,91
3513,3934
15130,1762
13288,5249
10695,2319
14708,741
19362,1435
20190,249
16183,1171
8532,8343
17958,683
3880,211
5487,6147
8060,1130
1183,5597
6903,97
20196,523
3169,3575
19472,428
5134,3786
17311,14467
16965,7309
7959,1931
20065,1171
14972,13550
20200,36
1851,7189
13832,13875
16172,3577
20203,225
89,7872
968,15845
12855,3696
7583,15041
3203,2015
2187,154
2904,1171
9434,16410
18132,97
20213,36
8987,10951
15377,4977
14530,6532
6643,3225
159,523
7717,343
14469,10027
19989,36
8434,3345
6213,14739
13797,4591
6969,13463
13070,3492
5201,180
10834,328
3207,1224
20232,73
15977,6956
20236,91
2491,1300
10041,9945
2494,1130
20246,2435
11085,8389
1676,14575
11977,6333
9926,1171
12070,225
13229,91
1855,225
3241,8858
12080,225
20255,8027
1334,13676
15489,4064
19597,154
13140,7823
12767,15418
1214,97
4471,2805
1558,6583
1504,6633
5976,75
9411,2446
19012,249
10377,1171
29,5498
14183,2268
16984,1171
498,3256
9690,3573
7212,6507
9582,330
11812,10337
18697,225
1871,9415
5104,13587
11067,14035
6226,6218
19671,154
9163,225
1946,13533
14490,1435
6675,7823
20273,146
13961,13983
8326,3919
6615,2895
16439,523
20280,523
1689,7283
19520,407
4387,5225
7513,5364
1702,584
10169,3575
11231,3577
8151,8154
15531,3492
13183,18877
8306,9521
5416,6342
10884,14309
18204,9521
11369,15870
2464,9692
18753,16410
3498,4951
14794,13282
15323,5248
1105,7464
10738,9696
3733,1340
15319,1562
6236,3113
3904,9904
19755,4642
15517,97
12825,1617
12651,1171
13333,1724
16511,13718
884,5410
20324,146
5677,5864
771,11777
4304,2425
7289,14357
503,953
6484,6776
7439,4161
4029,3821
2339,3492
5218,1740
1456,97
19366,36
16295,7207
1506,97
8136,1488
7522,3756
2106,1130
13028,407
410,8027
627,11710
8246,8197
1599,97
3081,4062
3534,211
5969,2740
13399,8853
11376,12798
6797,8544
991,8743
11012,6956
10056,407
5629,36
4114,8544
7225,1907
15171,2706
438,3731
3535,11710
19574,13788
10095,12971
14674,2384
10976,4952
5324,407
20378,146
14089,11257
10407,36
19900,7544
14600,15484
2365,1130
15685,91
9822,6457
17797,15047
20137,91
17403,4389
13016,225
3599,91
20387,1435
20388,2435
17024,146
9195,8389
16796,428
7755,11294
20393,407
756,2280
19258,523
20396,428
2522,1130
18613,428
15493,211
3417,5295
20402,407
12667,9789
12403,225
9718,897
19934,36
7686,146
7354,359
2802,11427
12631,4366
14781,2752
17741,516
11300,6256
12297,8250
17954,7664
15406,97
655,897
16767,15484
9356,5368
1977,516
20429,73
14485,1435
12364,91
20434,1130
2062,4161
8558,36
18552,1130
8615,8051
3144,7544
11972,2368
2982,1130
2924,4517
14590,8613
7889,897
20453,683
5975,1188
18537,97
20457,407
19762,428
4472,953
7560,14048
12678,11949
17180,5471
12321,9386
7599,3316
19781,3492
3348,4989
20460,428
6635,15136
2189,5251
12718,225
13853,36
20468,2783
8762,4977
7243,6552
12108,523
20475,407
7302,249
5455,211
8263,6392
7569,2247
16560,91
14964,36
4446,4981
12137,73
16706,2888
12769,73
434,6839
335,12398
9612,9452
15290,12216
20496,249
2092,2435
5895,211
20500,91
4372,5550
14319,1130
908,3821
15817,36
3594,8315
9363,97
14994,1145
4356,7815
9473,225
10363,5866
3320,8297
13409,3492
11205,18307
18511,154
6841,4085
6164,6548
13971,7579
7480,857
14166,36
3521,1130
3871,6766
12823,9525
20516,407
1257,4784
7995,20517
183,683
4091,1249
2873,12758
105,7743
1923,5866
12953,4158
15917,6552
2637,3345
15462,154
6559,407
20522,683
16912,3492
2620,1668
18785,428
16834,2435
19734,154
10889,6590
15879,3492
3135,97
4110,12057
16617,3923
13089,154
944,6249
13468,15776
19949,2537
3761,1130
14065,11931
2612,3100
5053,13136
12614,5671
20150,1130
14702,1575
16911,523
5888,15878
7916,3788
13066,10098
12996,225
1330,4589
234,3267
230,91
3854,1130
14074,211
4213,8219
20549,146
715,8007
7780,17831
2677,3492
9717,225
17532,683
4322,7572
14826,91
3917,5457
11668,95
7586,11175
11578,146
20560,2937
3962,1130
20563,2435
20565,3492
8758,97
20569,1130
8215,3462
18607,6317
5727,10025
9367,15484
18747,1130
5528,91
20579,407
16440,785
965,8447
11468,9916
16144,3492
7553,91
10159,146
437,1653
8201,15954
1239,91
13111,225
12562,63
1629,12212
10849,6563
20539,16777
3118,3503
8847,97
6345,5225
4350,10907
970,14527
10784,4576
8712,6138
11703,1171
16382,211
6773,8479
9841,3091
15851,249
10059,4223
4970,225
9428,11204
10468,6956
698,5368
1814,683
12934,8422
5575,428
11636,180
8656,6876
9850,11934
15022,20607
3972,11042
20072,2435
8843,523
5080,15484
7542,36
10926,91
3027,1130
18248,211
19692,73
9001,6133
15064,2268
15474,225
4845,8864
4167,8858
2915,2435
14678,3345
550,12057
11458,6613
16915,1575
7393,417
5013,9051
19925,2234
4651,154
13292,11152
10330,2885
15213,7346
15963,2247
1207,9157
6813,889
18838,1130
20631,91
2527,11600
15559,13740
7435,7191
20632,249
2681,897
5234,3383
15166,2330
4566,6860
454,91
14190,20634
3050,249
6113,3462
7065,9525
943,86
11820,14467
1070,5597
3421,17088
6525,9157
16217,3492
6957,1931
18964,211
14800,3527
3529,249
402,6613
10223,225
1515,3954
266,5471
2236,8250
9209,354
13361,225
10257,225
927,15321
258,5673
5890,1130
20651,36
20533,5550
2763,11745
9541,91
6645,5871
670,225
16389,3492
20666,407
2381,13282
19863,146
18798,5043
4409,97
9619,407
10651,2296
8841,5295
9177,766
13824,36
596,6567
4394,7872
13080,16754
20683,91
20684,523
16650,4148
4209,407
2641,12124
11,4638
12541,9917
887,10503
19952,407
7213,211
15935,211
20694,225
12598,249
2087,510
13499,225
14370,4981
10711,3345
13490,91
20699,1838
6690,11584
138,1075
15676,1723
3329,16347
18944,1130
20706,146
18839,73
1279,3219
14871,10337
18523,3383
10403,1532
20713,91
752,3954
13772,12572
4113,7980
1231,1130
14140,10027
20719,523
2819,5801
20720,91
1980,6342
3039,7765
18390,154
2541,276
7666,1465
17095,9525
16509,3775
16453,36
5523,8573
2874,12184
20731,146
15939,5650
10471,1532
751,10025
5392,428
6212,7189
17563,407
18760,20735
11378,10991
4963,10503
5085,97
448,3156
14261,6548
14870,3696
4728,8164
12554,4989
20741,249
19957,146
147,11984
15504,17571
19859,9696
366,2740
17749,1130
5269,1130
5782,154
13481,225
20745,146
17210,428
20747,91
16492,6507
11708,7572
14808,2994
6924,17314
5828,11194
11532,407
11434,11427
13532,741
5693,953
995,9312
9077,3644
17369,867
16519,407
13684,225
1433,3089
3086,9525
10708,225
12107,91
11608,2706
10440,9187
20760,225
8791,12088
10740,225
9102,249
20767,523
16136,249
20342,36
6808,6633
5529,1130
16362,10954
20773,91
3032,17571
10241,2761
15094,8523
10794,1171
18579,6218
10226,11584
20781,91
20471,249
18230,428
18018,3492
8406,407
18020,3492
5162,97
5654,14467
5181,97
14491,5146
20206,154
6781,3113
3986,3487
20218,91
17161,3923
20794,146
3559,4085
16290,3492
17974,9415
6768,5542
8036,2752
7209,20803
7709,12184
18972,24
17113,211
9510,2028
16047,17571
17787,91
4073,6812
14378,3100
10067,1496
7749,4863
12602,13195
13706,225
19087,9469
12932,1666
9771,1130
7933,1171
18825,2435
5574,4615
11709,407
18595,5650
2930,1762
15521,5340
20818,2435
12916,4068
12075,5340
10703,91
9016,1260
10920,15507
11410,16347
8564,1412
1959,1617
11259,5781
15247,1099
3146,1340
4761,9330
6284,13158
20829,225
11014,225
8665,19037
16327,73
9857,225
17521,1130
10566,15053
7284,12301
20833,36
14563,10316
6000,1130
8055,5410
13944,249
13943,225
8302,13278
610,8523
8577,146
8821,15870
10012,523
8199,9696
8643,152
13719,3656
11116,225
605,903
20850,211
13973,225
12214,4946
3645,7189
5164,2435
8684,146
4737,11735
16395,1838
20309,225
5191,2435
20860,1435
53,1171
5880,8974
1849,20863
6045,13875
18946,146
20864,91
20035,1081
16622,1130
14531,14351
9239,7823
7502,13518
2933,5261
9724,3462
9233,11246
12290,15954
11601,1658
13086,8523
12774,15484
5296,2435
4036,2796
7068,510
8177,3856
642,5410
20889,146
11844,16410
12451,1482
14332,10316
18482,146
8662,6766
15359,5125
20696,15047
15523,3492
8800,8613
18198,6987
16309,14418
10939,11382
16281,8404
9740,8523
12407,154
6695,8605
14688,11042
13122,18294
1615,11100
20714,523
9410,12253
14405,3373
6144,7309
6804,91
5525,8744
15532,91
6487,1130
15311,12041
13846,15053
19582,13518
4933,1907
6866,428
20923,154
4829,2002
14172,225
3746,4465
2659,15507
4291,1188
2914,6387
12886,14099
10296,6389
12323,9807
955,5597
20933,91
4792,6987
19168,97
526,20937
11009,7929
2853,3219
15295,1171
9529,9916
6100,523
9002,1617
4987,8250
19793,6218
7944,1224
6520,397
13124,1171
20952,9275
19158,11257
6734,1130
3427,1294
12975,1171
13395,1536
19724,17826
2687,4512
11269,2446
1682,8544
20957,11853
6379,97
10809,1130
575,11718
12976,7880
803,7121
9999,63
131,249
5917,2435
9585,6218
6163,13320
137,8083
20966,36
16904,3492
8005,356
6259,6007
874,14357
1054,13248
20254,249
9865,1224
6886,2425
12518,4844
20973,146
6038,1046
14157,9386
15791,211
15885,2296
20979,407
13568,683
7210,14467
13113,7317
15937,5340
20982,1723
14386,5631
12709,9181
2806,12572
18121,154
7939,249
1795,4784
20990,36
611,7464
20991,91
11481,4068
6986,584
1297,20997
102,1340
18351,8908
7766,3949
10076,18329
8653,211
11356,225
12179,16347
15788,1300
1221,8744
21018,8219
8569,7524
1913,1901
4479,4619
8983,8905
8555,5871
15526,407
18365,146
6149,3756
9227,6974
20944,1171
19282,97
20938,867
17178,2002
21035,249
9110,4804
959,5673
16261,36
21038,523
2274,11406
9774,6342
3422,6532
13930,9623
18125,2072
8304,8858
9003,225
12673,6987
11790,16410
3196,146
9655,6408
1498,6779
6516,4801
18533,9471
2184,91
1405,2022
3305,7259
21062,91
175,407
5230,8404
5778,4266
11924,225
208,3573
21065,2435
10070,7024
8979,21068
21070,523
16862,3492
7365,1130
8394,6256
21078,146
3985,2247
21080,91
16226,146
14591,4951
10517,249
10682,6956
15579,9916
7445,1130
18849,2937
1886,11718
1492,8404
15910,2330
9138,2604
10359,4594
19210,6289
21100,146
15578,2311
14582,3091
6277,1762
8659,4844
15062,211
10592,11737
7828,10337
8527,2529
16229,407
12441,4223
4897,13278
12580,10098
11689,1435
19606,2610
4883,1171
16262,249
6594,20937
3374,225
4880,7770
11286,97
21117,146
9281,11718
20571,225
14425,4638
12775,2937
16624,5560
21122,211
548,8002
8417,4603
21126,146
7499,7581
12148,16868
21131,249
7172,523
4888,2594
10104,10503
3912,1130
15724,1171
4344,8447
1198,5542
9046,146
3848,146
8536,13776
11941,1465
13929,523
3111,5550
8609,3492
12380,146
9230,6387
19122,407
20159,249
8431,14527
11482,2344
6910,3788
6809,2435
14305,211
6714,9695
21154,36
19766,146
10558,3756
1872,1130
4999,16410
21159,211
6426,5186
10396,73
6917,7121
3183,8238
7564,97
7678,1130
8348,3048
950,11745
8256,6408
18854,516
964,15878
12049,225
1864,7865
13704,1014
6103,9359
1229,11934
2440,2446
8240,8183
19875,9789
8298,12560
9491,4238
1773,11175
18176,10108
2567,4133
5235,7270
6168,1014
20628,225
8328,9438
4307,1761
10182,1021
564,5560
13997,1099
8763,13675
18493,1130
849,2435
5265,2658
2177,1130
10660,249
2143,10928
7869,15136
20764,36
16694,91
508,1723
3686,4517
15524,8853
17934,36
4584,6776
21203,146
5958,18
13524,211
21205,249
380,3048
18188,428
11146,249
3161,7153
9241,2161
6229,11042
12461,5125
15846,407
11255,2435
6745,4784
14107,8743
19512,97
11556,7309
10161,523
2728,97
19312,91
11533,3316
8206,1130
11022,2890
11141,4650
9673,91
19423,2435
2907,4514
8912,11285
18883,683
9151,146
9700,225
7150,1496
12243,11108
9727,5919
5433,2022
17245,13195
15693,6974
5784,1099
15467,8864
8090,1125
10820,5919
7057,3492
5379,12572
17474,3492
15810,3117
8782,4618
13360,9120
3377,2537
15123,91
18712,3492
18761,146
21231,91
12820,897
13309,1284
2720,1130
8664,13676
