telephone_1,telephone_2
1916,3
15005,3
4374,3
11736,3
12630,3
7106,3
9383,3
11620,3
3704,3
15130,3
9476,3
12694,3
7337,3
15100,3
6556,3
15105,3
8064,3
6490,3
9509,3
11825,3
9542,3
8878,3
12742,3
4959,3
12111,3
4842,3
3770,3
5719,3
9585,3
1925,3
10953,3
12944,3
7523,3
1856,3
11941,3
2347,3
12992,3
9559,3
9795,3
6775,3
10768,3
15242,3
8866,3
15777,3
9768,3
9292,3
12424,3
16714,3
9798,3
9291,3
5246,3
8220,3
3361,3
1451,3
3165,3
13118,3
5706,3
13977,3
9902,3
7833,3
7087,3
3427,3
6277,3
12999,3
5150,3
7293,3
14689,3
5975,3
23635,3
11046,3
8822,3
10015,3
12325,3
858,3
15137,3
1915,3
13080,3
1563,3
9447,3
13120,3
15254,3
5017,3
2795,3
9999,3
5426,3
3107,3
10029,3
6251,3
13189,3
12083,3
10208,3
10215,3
10230,3
9063,3
12746,3
10252,3
6376,3
6737,3
9168,3
1173,3
7882,3
13376,3
2588,3
13050,3
306,3
1395,3
2892,3
3365,3
13426,3
5111,3
9468,3
9736,3
6546,3
49,3
5460,3
15336,3
13506,3
9644,3
80,3
12666,3
10427,3
13141,3
12194,3
6629,3
13543,3
10275,3
15989,3
16133,3
12965,3
6164,3
6101,3
5580,3
15015,3
8949,3
13140,3
10565,3
13482,3
10596,3
4301,3
6478,3
13037,3
10551,3
7634,3
2729,3
9699,3
9531,3
10310,3
6137,3
6593,3
6911,3
13704,3
10229,3
17350,3
5993,3
12089,3
14712,3
5345,3
13105,3
10663,3
15812,3
5679,3
7243,3
12646,3
9603,3
10827,3
14354,3
6889,3
4587,3
3545,3
13808,3
716,3
1363,3
13687,3
3933,3
13710,3
12716,3
426,3
13726,3
12174,3
11041,3
5387,3
228,3
9272,3
18323,3
8706,3
1587,3
11033,3
6650,3
11062,3
7864,3
13927,3
8476,3
11078,3
13812,3
6051,3
478,3
7489,3
11055,3
7229,3
13827,3
4097,3
13258,3
627,3
1066,3
1355,3
21851,3
7214,3
12827,3
15971,3
14030,3
4004,3
6995,3
11228,3
14040,3
10422,3
11270,3
11354,3
2202,3
8737,3
11299,3
1252,3
11124,3
13076,3
13979,3
13987,3
636,3
11350,3
14009,3
18818,3
7525,3
1051,3
14032,3
6617,3
18621,3
7294,3
7855,3
1400,3
11446,3
9928,3
8314,3
7047,3
2464,3
11420,3
11475,3
1473,3
2357,3
2932,3
13246,3
14096,3
7096,3
7826,3
13814,3
14127,3
12296,3
14261,3
8680,3
16353,3
7660,3
5637,3
8651,3
2673,3
14290,3
14161,3
11399,3
14176,3
1795,3
11390,3
9070,3
11645,3
17010,3
11654,3
3769,3
15803,3
208,3
6267,3
13805,3
1991,3
14375,3
8018,3
14382,3
6464,3
6931,3
1982,3
4471,3
753,3
8173,3
2080,3
4817,3
9794,3
1243,3
534,3
11985,3
5477,3
4549,3
6817,3
166,3
11809,3
16797,3
3613,3
2138,3
2241,3
14333,3
14465,3
11839,3
11847,3
16091,3
4824,3
12012,3
11882,3
2962,3
6984,3
11603,3
13766,3
15833,3
10095,3
14393,3
14528,3
4984,3
10877,3
12735,3
16433,3
18681,3
7266,3
6448,3
12964,3
8541,3
3272,3
3967,3
18373,3
12061,3
11031,3
12131,3
3493,3
2775,3
607,3
658,3
6077,3
8438,3
9871,3
2953,3
7825,3
937,3
14281,3
14560,3
13557,3
3294,3
12205,3
3957,3
12148,3
1202,3
9404,3
4945,3
14303,3
1729,3
3972,3
6853,3
3309,3
12196,3
2670,3
9837,3
19018,3
7079,3
12221,3
1922,3
8780,3
12207,3
4406,3
11887,3
6540,3
14380,3
7114,3
17243,3
7709,3
8721,3
6423,3
8130,3
15271,3
8734,3
14680,3
2303,3
2274,3
461,3
3465,3
11331,3
18607,3
12360,3
7934,3
8473,3
11771,3
19439,3
3288,3
15027,3
7411,3
15863,3
3270,3
10711,3
6434,3
2258,3
9877,3
4444,3
4067,3
9523,3
6141,3
14910,3
10750,3
5828,3
2918,3
1533,3
12537,3
5570,3
9001,3
450,3
212,3
8903,3
12565,3
12225,3
9332,3
3116,3
7959,3
16817,3
12248,3
1918,3
4812,3
4247,3
594,3
14065,3
16033,3
14927,3
15064,3
9395,3
6920,3
7759,3
340,3
12674,3
4859,3
12693,3
15440,3
725,3
12292,3
3576,3
4476,3
4483,3
13164,3
15139,3
12760,3
9519,3
1458,3
9534,3
15171,3
7316,3
14269,3
9755,3
12808,3
13841,3
12823,3
14785,3
11250,3
8148,3
16501,3
12855,3
14445,3
10218,3
11977,3
7387,3
9578,3
5371,3
9920,3
6834,3
14416,3
9974,3
1350,3
14876,3
12901,3
9952,3
9734,3
6390,3
12440,3
1603,3
3955,3
2876,3
9560,3
13373,3
562,3
9776,3
8020,3
457,3
6472,3
4468,3
15203,3
8480,3
2624,3
15212,3
3597,3
9219,3
4404,3
12127,3
12988,3
15341,3
13033,3
6510,3
15240,3
1063,3
3231,3
13025,3
10339,3
1779,3
7035,3
11202,3
1388,3
4107,3
4140,3
16585,3
1438,3
9884,3
11292,3
11529,3
4011,3
15404,3
10313,3
11549,3
1677,3
13137,3
12876,3
5698,3
4306,3
4397,3
13174,3
14688,3
6999,3
9180,3
6542,3
8659,3
2301,3
15364,3
4754,3
11717,3
10636,3
11137,3
949,3
13750,3
5552,3
10104,3
12543,3
3638,3
10239,3
14871,3
9,3
15854,3
9380,3
5680,3
14787,3
181,3
15451,3
13288,3
12152,3
6727,3
8563,3
15487,3
4665,3
15574,3
9980,3
656,3
10547,3
13344,3
12617,3
14034,3
1381,3
4997,3
8066,3
3276,3
13366,3
2398,3
2032,3
6021,3
5908,3
2016,3
235,3
5715,3
11282,3
6242,3
188,3
3773,3
12591,3
13421,3
608,3
10470,3
7376,3
2873,3
5118,3
15561,3
13986,3
11081,3
15323,3
10734,3
8342,3
13153,3
9581,3
13294,3
942,3
1614,3
4455,3
6675,3
14190,3
15494,3
8811,3
15003,3
9244,3
6334,3
15010,3
2871,3
6238,3
13701,3
10680,3
11784,3
12734,3
19331,3
6894,3
348,3
13724,3
2966,3
9293,3
3086,3
10559,3
6906,3
4725,3
6801,3
6441,3
14915,3
4719,3
9630,3
10376,3
10909,3
9390,3
9918,3
3329,3
13077,3
14590,3
9486,3
459,3
13525,3
15541,3
222,3
8570,3
15684,3
256,3
7589,3
17508,3
15699,3
3455,3
7183,3
14529,3
3596,3
7730,3
6076,3
5115,3
4743,3
11141,3
16337,3
6533,3
4758,3
2599,3
11320,3
7396,3
15108,3
15110,3
3711,3
1211,3
3201,3
1524,3
8856,3
11075,3
15917,3
4623,3
945,3
10934,3
4295,3
11868,3
10681,3
4210,3
3852,3
2009,3
7463,3
6023,3
3486,3
13715,3
11290,3
2923,3
13955,3
11776,3
14597,3
1358,3
7898,3
5124,3
16141,3
8685,3
15779,3
10090,3
8875,3
16549,3
3915,3
7363,3
13015,3
7322,3
13671,3
17683,3
7873,3
13733,3
1297,3
9090,3
6955,3
15333,3
8495,3
12545,3
1212,3
14107,3
4392,3
6530,3
2422,3
16090,3
4950,3
18153,3
16086,3
9335,3
9391,3
7054,3
14162,3
16130,3
10082,3
1090,3
3119,3
3150,3
5188,3
1020,3
1246,3
1311,3
9537,3
6098,3
1749,3
7379,3
12426,3
7334,3
16165,3
16273,3
9607,3
1884,3
4364,3
4099,3
10589,3
7733,3
10523,3
2020,3
7011,3
10073,3
14306,3
14098,3
8354,3
16204,3
14020,3
1449,3
5923,3
16362,3
11695,3
4953,3
2635,3
7583,3
2995,3
1851,3
2205,3
7890,3
2970,3
11628,3
8251,3
5250,3
3137,3
4278,3
7401,3
7950,3
16304,3
9754,3
14870,3
5997,3
16306,3
16309,3
16311,3
8469,3
908,3
11673,3
7537,3
2050,3
14449,3
92,3
7173,3
2711,3
12539,3
16368,3
16372,3
1817,3
5846,3
11651,3
14697,3
2661,3
7049,3
11944,3
3405,3
9074,3
11857,3
5355,3
3251,3
14531,3
18425,3
16426,3
6598,3
9867,3
3661,3
8229,3
10352,3
8004,3
8281,3
3977,3
8671,3
5746,3
5664,3
12179,3
5541,3
12183,3
11666,3
6697,3
3763,3
5101,3
2810,3
12575,3
4978,3
5811,3
7271,3
2364,3
11700,3
4728,3
7130,3
575,3
6905,3
3647,3
5859,3
3254,3
8516,3
11412,3
11804,3
9828,3
5636,3
14600,3
14238,3
570,3
16272,3
10406,3
3872,3
1484,3
10864,3
473,3
3908,3
2095,3
202,3
6664,3
12414,3
8753,3
12283,3
3526,3
7058,3
1330,3
1440,3
6095,3
9002,3
13785,3
17940,3
14848,3
964,3
16655,3
1022,3
7257,3
3843,3
4490,3
12626,3
16514,3
16764,3
16767,3
9882,3
984,3
13838,3
3009,3
15994,3
9809,3
11939,3
12297,3
6738,3
6458,3
12047,3
16821,3
5765,3
7595,3
508,3
16736,3
5758,3
16742,3
7374,3
6207,3
8800,3
15299,3
109,3
4215,3
16877,3
3941,3
4048,3
14044,3
10138,3
3883,3
12378,3
10643,3
1339,3
10308,3
3928,3
6143,3
4350,3
16819,3
11989,3
15030,3
1854,3
6778,3
9281,3
17836,3
2185,3
12479,3
1397,3
13395,3
15486,3
6865,3
6694,3
13925,3
4021,3
5196,3
12659,3
9749,3
9005,3
4433,3
662,3
4684,3
16901,3
7332,3
4178,3
9430,3
1965,3
16725,3
7528,3
6641,3
4924,3
15213,3
9653,3
15197,3
1193,3
7951,3
1753,3
9725,3
5888,3
14992,3
329,3
7541,3
8203,3
8039,3
16898,3
10806,3
16492,3
15319,3
11832,3
89,3
11437,3
2135,3
16930,3
11433,3
11465,3
689,3
13635,3
3924,3
6380,3
10290,3
11298,3
9142,3
16023,3
17129,3
16624,3
19067,3
9126,3
8189,3
17141,3
11871,3
544,3
15443,3
12357,3
621,3
9838,3
12200,3
2583,3
3357,3
14121,3
5796,3
5986,3
9496,3
12176,3
10386,3
2815,3
9861,3
9400,3
5241,3
15514,3
3457,3
14206,3
1028,3
10174,3
2390,3
11656,3
6594,3
9096,3
2948,3
10484,3
11381,3
11966,3
6519,3
3286,3
7781,3
17344,3
601,3
10562,3
5624,3
2769,3
6153,3
15693,3
12001,3
10293,3
2218,3
3616,3
8121,3
10485,3
6194,3
6212,3
7923,3
16993,3
15661,3
8155,3
13308,3
14468,3
18583,3
15676,3
4871,3
8041,3
17323,3
960,3
3998,3
4661,3
5989,3
567,3
2963,3
9985,3
13012,3
13479,3
6016,3
15723,3
10706,3
5339,3
15463,3
10886,3
15742,3
12170,3
1830,3
10514,3
1864,3
4738,3
4691,3
127,3
196,3
6394,3
8676,3
13464,3
11190,3
17423,3
10638,3
1773,3
484,3
10192,3
13874,3
2178,3
10440,3
13393,3
4648,3
13541,3
2763,3
2322,3
3619,3
21076,3
1182,3
916,3
17578,3
4243,3
11287,3
3499,3
226,3
5374,3
2110,3
332,3
17598,3
3674,3
8108,3
11170,3
2699,3
15948,3
5981,3
8961,3
17555,3
15640,3
6167,3
10804,3
2849,3
14968,3
5495,3
2373,3
11060,3
11018,3
12058,3
8336,3
17669,3
4137,3
6252,3
17676,3
11410,3
828,3
4986,3
2672,3
7301,3
891,3
267,3
12709,3
16071,3
2451,3
3186,3
1543,3
4816,3
11076,3
6117,3
4264,3
4881,3
1184,3
10088,3
11580,3
12399,3
5060,3
1288,3
20669,3
14031,3
11311,3
2134,3
3952,3
14895,3
15359,3
16164,3
17245,3
4235,3
12768,3
8350,3
3660,3
12762,3
1698,3
9270,3
10741,3
5144,3
16198,3
9833,3
17788,3
8678,3
11463,3
10640,3
15759,3
2468,3
16957,3
11013,3
5482,3
1715,3
9655,3
9799,3
5053,3
8102,3
2323,3
9483,3
504,3
1999,3
8234,3
12233,3
4036,3
12785,3
11581,3
9524,3
4654,3
8750,3
13107,3
15147,3
7908,3
16295,3
7217,3
10053,3
8528,3
4165,3
402,3
16268,3
2375,3
11047,3
2454,3
17820,3
16377,3
6749,3
2616,3
12189,3
7262,3
3981,3
17078,3
11906,3
11781,3
4394,3
17852,3
10368,3
16296,3
5802,3
2371,3
6732,3
14403,3
14204,3
2428,3
13777,3
13187,3
612,3
2515,3
15170,3
2492,3
13895,3
864,3
1529,3
8665,3
5938,3
4461,3
14598,3
13177,3
5672,3
15589,3
8988,3
17993,3
3290,3
17167,3
2500,3
2029,3
7526,3
2329,3
13233,3
8440,3
17945,3
10146,3
4320,3
17147,3
3056,3
16718,3
3025,3
15132,3
5791,3
4976,3
15577,3
4783,3
12286,3
107,3
5035,3
6447,3
8026,3
18013,3
2014,3
7972,3
866,3
13404,3
4813,3
9875,3
3071,3
10309,3
3885,3
16321,3
8538,3
8712,3
8747,3
7928,3
5265,3
3549,3
5309,3
15381,3
4205,3
8839,3
16700,3
16720,3
8970,3
15001,3
3790,3
10089,3
11692,3
18178,3
8983,3
16127,3
6057,3
18559,3
14951,3
18037,3
5635,3
7877,3
18076,3
10733,3
280,3
15085,3
12683,3
2033,3
365,3
429,3
4565,3
11111,3
9726,3
4244,3
15161,3
12520,3
8400,3
558,3
176,3
15145,3
622,3
10968,3
3095,3
5925,3
9590,3
11056,3
722,3
19909,3
231,3
7508,3
6948,3
17806,3
18289,3
4144,3
6942,3
802,3
14965,3
2968,3
8892,3
6885,3
2520,3
17694,3
3466,3
14144,3
6082,3
8897,3
11113,3
996,3
18246,3
3719,3
7986,3
11537,3
950,3
4973,3
16936,3
16245,3
4923,3
17271,3
13867,3
572,3
9376,3
7451,3
5979,3
12958,3
16962,3
7616,3
18351,3
13639,3
17845,3
14873,3
3282,3
6378,3
841,3
6959,3
1283,3
14480,3
1418,3
11366,3
14918,3
7344,3
5451,3
525,3
15188,3
4251,3
3891,3
4927,3
18176,3
529,3
12885,3
14051,3
12519,3
6494,3
5013,3
8417,3
13162,3
17099,3
9064,3
7022,3
206,3
8419,3
1877,3
10382,3
9569,3
7514,3
18285,3
18448,3
18449,3
7324,3
3863,3
3709,3
19142,3
7850,3
11589,3
18478,3
8387,3
9934,3
1739,3
1731,3
221,3
13171,3
3899,3
11768,3
303,3
989,3
13839,3
5077,3
367,3
7755,3
17000,3
7111,3
16051,3
11872,3
10151,3
11570,3
9906,3
11642,3
18479,3
18551,3
117,3
2549,3
16666,3
6851,3
4695,3
17261,3
4878,3
10206,3
799,3
9738,3
834,3
10198,3
4794,3
924,3
10370,3
4207,3
13747,3
1006,3
1780,3
1060,3
2898,3
4669,3
5983,3
7457,3
15692,3
18480,3
3826,3
10939,3
6036,3
3114,3
1323,3
1357,3
1476,3
1394,3
6618,3
15216,3
800,3
14262,3
14562,3
8587,3
16105,3
4706,3
14408,3
10919,3
4701,3
17476,3
7780,3
3559,3
520,3
8804,3
3106,3
4256,3
8294,3
8395,3
452,3
9279,3
7425,3
10329,3
6944,3
7915,3
8158,3
2023,3
3814,3
16910,3
3714,3
11156,3
9567,3
2082,3
384,3
7981,3
3851,3
15720,3
2310,3
456,3
464,3
6709,3
324,3
12027,3
3985,3
5909,3
2242,3
18666,3
11646,3
4427,3
1119,3
5398,3
3222,3
4081,3
18753,3
7894,3
2388,3
13272,3
4055,3
16695,3
12480,3
17581,3
6996,3
878,3
1205,3
10814,3
4297,3
2001,3
16011,3
9269,3
13253,3
515,3
6892,3
5423,3
5061,3
19864,3
4428,3
6678,3
41,3
3840,3
8623,3
9818,3
871,3
2840,3
8413,3
7156,3
2614,3
4595,3
11544,3
3520,3
9457,3
18849,3
17881,3
9248,3
9943,3
2879,3
8328,3
2351,3
9285,3
288,3
4024,3
1985,3
4692,3
12725,3
5192,3
15511,3
7359,3
13066,3
8622,3
8899,3
1707,3
4815,3
9042,3
13493,3
7420,3
12775,3
18967,3
2144,3
11501,3
610,3
18522,3
11523,3
4897,3
1898,3
15315,3
4913,3
7347,3
3799,3
18926,3
7860,3
3485,3
7560,3
3336,3
1082,3
18300,3
8809,3
9745,3
5416,3
5081,3
7672,3
2129,3
22387,3
3679,3
17670,3
17366,3
1809,3
5691,3
12611,3
3776,3
17857,3
9901,3
8490,3
6420,3
16238,3
4578,3
3867,3
13982,3
3042,3
8239,3
14406,3
3910,3
4312,3
9720,3
1948,3
3748,3
4352,3
1937,3
14563,3
273,3
9076,3
5430,3
9093,3
5534,3
9118,3
12026,3
6768,3
5521,3
4157,3
7474,3
12960,3
7458,3
16524,3
10349,3
3543,3
5291,3
17409,3
14491,3
9012,3
9009,3
2561,3
2316,3
9242,3
16557,3
6828,3
5737,3
15792,3
2838,3
2544,3
1106,3
2396,3
5206,3
3216,3
4928,3
5855,3
5815,3
5198,3
5761,3
1776,3
8881,3
16360,3
16555,3
10563,3
8656,3
8131,3
10756,3
17997,3
16565,3
19210,3
5686,3
4283,3
10036,3
6104,3
7503,3
4750,3
15927,3
3754,3
1158,3
6171,3
15810,3
16411,3
9197,3
13390,3
20056,3
8035,3
939,3
4522,3
9634,3
9443,3
4907,3
4275,3
10962,3
8868,3
8803,3
14764,3
16570,3
5352,3
3712,3
3211,3
17674,3
13516,3
2593,3
5063,3
16607,3
5087,3
16155,3
14425,3
6513,3
5995,3
4095,3
5134,3
5143,3
7441,3
971,3
17403,3
11379,3
8714,3
335,3
4147,3
15488,3
8006,3
12346,3
18100,3
981,3
16667,3
7687,3
4980,3
9888,3
6685,3
9708,3
1878,3
5351,3
5109,3
7940,3
10742,3
20243,3
14805,3
4333,3
10749,3
17567,3
7568,3
5425,3
375,3
1600,3
8368,3
7742,3
6835,3
3418,3
6572,3
5071,3
19225,3
5215,3
8575,3
6526,3
10994,3
4100,3
1790,3
5532,3
12578,3
5703,3
4340,3
6657,3
5657,3
7219,3
15067,3
10177,3
4103,3
671,3
12478,3
5754,3
5388,3
1943,3
10914,3
15630,3
2992,3
4597,3
2461,3
14487,3
2543,3
19252,3
5876,3
7122,3
13735,3
4511,3
14212,3
2470,3
10763,3
2353,3
7140,3
16307,3
19053,3
16873,3
18295,3
19056,3
7281,3
7284,3
6037,3
11413,3
5674,3
4868,3
2197,3
16429,3
894,3
12500,3
311,3
19091,3
6234,3
12818,3
13876,3
15198,3
5040,3
292,3
18786,3
14436,3
6313,3
6320,3
2496,3
3001,3
1710,3
11461,3
9511,3
12319,3
6404,3
3834,3
151,3
1032,3
1567,3
5234,3
7747,3
12784,3
4730,3
13087,3
11092,3
6337,3
17888,3
2059,3
5742,3
16117,3
9091,3
551,3
19489,3
12531,3
8112,3
19494,3
9728,3
7571,3
4227,3
709,3
11476,3
7006,3
6758,3
12942,3
1520,3
2239,3
7085,3
18523,3
13885,3
6864,3
7119,3
17258,3
6884,3
19546,3
4134,3
10923,3
17240,3
14639,3
4856,3
13333,3
876,3
4902,3
19616,3
16521,3
6535,3
17186,3
1271,3
15016,3
13221,3
18520,3
4185,3
4652,3
11161,3
11955,3
2808,3
13486,3
13990,3
10787,3
2053,3
4847,3
8791,3
12580,3
15239,3
10183,3
12558,3
2132,3
8153,3
7308,3
11564,3
8311,3
863,3
11306,3
1848,3
14231,3
9783,3
11322,3
1974,3
6326,3
12915,3
8386,3
10572,3
1637,3
15972,3
7386,3
2969,3
2819,3
7863,3
19260,3
3882,3
9434,3
12513,3
14448,3
15782,3
14192,3
2634,3
6435,3
7476,3
4884,3
1409,3
6202,3
7522,3
12298,3
17572,3
8267,3
1845,3
8583,3
4457,3
11473,3
12217,3
11085,3
11896,3
15282,3
8591,3
8867,3
4452,3
2519,3
7209,3
15409,3
10538,3
18703,3
19724,3
12141,3
8736,3
2304,3
16489,3
11148,3
8763,3
8766,3
17415,3
9727,3
3730,3
5530,3
7842,3
13692,3
2191,3
5852,3
7857,3
11721,3
1420,3
14853,3
9414,3
11746,3
7886,3
8642,3
6525,3
12460,3
10086,3
4150,3
2117,3
19830,3
4449,3
11069,3
8005,3
9558,3
2855,3
19358,3
19790,3
18414,3
19216,3
184,3
15094,3
9071,3
5991,3
8086,3
733,3
17633,3
7071,3
2900,3
8129,3
15330,3
1223,3
6126,3
10487,3
10454,3
11715,3
8186,3
8790,3
13382,3
8201,3
9195,3
17656,3
8243,3
13122,3
4197,3
9774,3
6586,3
3349,3
5307,3
1281,3
15158,3
9193,3
11135,3
8149,3
14180,3
14947,3
12425,3
17834,3
9601,3
2730,3
17222,3
8033,3
7275,3
9459,3
9460,3
19275,3
9849,3
8506,3
8517,3
8180,3
17426,3
16151,3
14413,3
8668,3
13086,3
16753,3
3249,3
12910,3
6248,3
9086,3
12312,3
6683,3
3651,3
7236,3
6244,3
9659,3
4527,3
7042,3
10195,3
13909,3
5027,3
10761,3
4529,3
16257,3
10621,3
1538,3
10182,3
10058,3
6188,3
11744,3
9995,3
11566,3
13084,3
8477,3
10967,3
5050,3
1913,3
1259,3
12770,3
4450,3
6146,3
9010,3
9021,3
8161,3
11942,3
4671,3
1464,3
9143,3
15922,3
1318,3
3703,3
19057,3
9098,3
5641,3
14424,3
8826,3
1641,3
15309,3
3081,3
1649,3
7700,3
9216,3
9236,3
8075,3
19153,3
18002,3
19486,3
10398,3
16315,3
3560,3
4605,3
11969,3
16575,3
8735,3
168,3
13765,3
14359,3
842,3
7582,3
2137,3
7513,3
1425,3
4617,3
550,3
16645,3
10402,3
8446,3
15472,3
17440,3
8690,3
4272,3
13531,3
4982,3
9056,3
7023,3
9593,3
2744,3
3875,3
12321,3
13138,3
15631,3
11823,3
14509,3
12974,3
4537,3
164,3
12985,3
1554,3
10139,3
2939,3
7639,3
11310,3
13019,3
13674,3
10446,3
14643,3
13702,3
10930,3
14648,3
865,3
5230,3
956,3
10895,3
11814,3
13133,3
6898,3
10801,3
19466,3
1251,3
13009,3
13224,3
7408,3
9111,3
4641,3
10532,3
2990,3
3397,3
3460,3
19212,3
13686,3
11740,3
8481,3
16852,3
3444,3
15550,3
14109,3
10099,3
15905,3
10771,3
5214,3
16970,3
16915,3
9138,3
1426,3
14969,3
12571,3
8196,3
14507,3
15639,3
13797,3
2609,3
3415,3
10226,3
1735,3
9420,3
10262,3
1194,3
18258,3
2481,3
5714,3
6539,3
10714,3
11369,3
12644,3
11162,3
19109,3
7126,3
16673,3
15504,3
17648,3
5197,3
1302,3
1994,3
1969,3
353,3
6550,3
856,3
12053,3
10409,3
10418,3
9612,3
10188,3
15599,3
10442,3
7409,3
29,3
10752,3
10690,3
12776,3
9872,3
6603,3
10473,3
10755,3
20259,3
13115,3
12316,3
755,3
9582,3
11550,3
12838,3
13860,3
5464,3
2792,3
17231,3
14337,3
10573,3
17338,3
12010,3
18411,3
11751,3
12864,3
1002,3
10632,3
15268,3
973,3
8146,3
13661,3
12396,3
2085,3
16067,3
16047,3
12926,3
5367,3
4539,3
922,3
4310,3
10780,3
15042,3
3079,3
8236,3
9936,3
15223,3
8245,3
8184,3
6149,3
3280,3
4044,3
4040,3
11016,3
14175,3
13881,3
3574,3
19136,3
11177,3
5075,3
4467,3
13022,3
10066,3
650,3
9169,3
9225,3
6159,3
9690,3
735,3
20478,3
1660,3
7255,3
1669,3
2976,3
10321,3
13147,3
18533,3
10850,3
8845,3
10228,3
11028,3
11755,3
13172,3
12317,3
10279,3
11388,3
906,3
7963,3
12897,3
14979,3
9402,3
13293,3
4317,3
1688,3
5757,3
4857,3
11165,3
3991,3
1945,3
9658,3
10168,3
1712,3
7285,3
2975,3
18624,3
10973,3
13789,3
1799,3
1004,3
10844,3
12925,3
8936,3
9951,3
4291,3
8522,3
2560,3
5412,3
740,3
17950,3
5047,3
10504,3
12767,3
6890,3
1711,3
8467,3
10558,3
5209,3
10925,3
10622,3
15553,3
7626,3
11460,3
18405,3
11407,3
15807,3
5001,3
8785,3
11205,3
10921,3
7611,3
15274,3
6880,3
19422,3
14629,3
19672,3
3694,3
13539,3
12247,3
78,3
4345,3
9215,3
4582,3
19429,3
11450,3
15731,3
12005,3
1033,3
2747,3
4077,3
3671,3
2341,3
16843,3
15942,3
5322,3
10119,3
8981,3
19663,3
7435,3
21452,3
10508,3
13299,3
6745,3
8222,3
3707,3
2149,3
16715,3
1531,3
11916,3
4999,3
12287,3
6059,3
10267,3
17722,3
1927,3
17,3
17039,3
1906,3
10784,3
2467,3
2949,3
7843,3
3582,3
10808,3
2367,3
9278,3
10915,3
6872,3
4315,3
11903,3
10536,3
266,3
11615,3
10296,3
9128,3
11976,3
11770,3
6843,3
11610,3
3263,3
8371,3
11524,3
11376,3
14140,3
13106,3
7163,3
14429,3
17085,3
14644,3
8475,3
12366,3
14002,3
10241,3
7752,3
6466,3
4059,3
10950,3
6528,3
8619,3
15743,3
18858,3
18912,3
15739,3
17268,3
5851,3
11708,3
12865,3
5252,3
12220,3
8896,3
1639,3
5432,3
8630,3
17621,3
11683,3
19017,3
4614,3
7424,3
19514,3
6549,3
9988,3
12222,3
6463,3
13652,3
818,3
15335,3
7222,3
8633,3
17570,3
6673,3
346,3
7975,3
14378,3
12017,3
12816,3
12376,3
3993,3
3090,3
481,3
9321,3
10452,3
3552,3
6720,3
13167,3
15367,3
13030,3
15372,3
14756,3
1631,3
6954,3
1977,3
10955,3
3038,3
6008,3
2906,3
10061,3
13522,3
13101,3
7977,3
10202,3
20915,3
9895,3
786,3
13852,3
6287,3
10328,3
15626,3
1196,3
5777,3
12505,3
100,3
3664,3
13449,3
3125,3
20938,3
17708,3
560,3
3326,3
9268,3
12546,3
14618,3
8938,3
6383,3
10616,3
9702,3
18948,3
13256,3
7574,3
11496,3
8673,3
5932,3
9956,3
16040,3
13292,3
15087,3
6769,3
404,3
74,3
10408,3
15329,3
4917,3
6032,3
6932,3
8794,3
20021,3
16974,3
3210,3
19120,3
12793,3
13435,3
5100,3
4440,3
18277,3
5156,3
1068,3
8434,3
62,3
2221,3
19256,3
12288,3
9283,3
7449,3
18577,3
5835,3
771,3
237,3
19676,3
12013,3
12894,3
5325,3
10818,3
851,3
5964,3
2503,3
13593,3
6690,3
4791,3
14877,3
3372,3
3295,3
15686,3
15021,3
8028,3
1492,3
13753,3
6084,3
3075,3
18798,3
13024,3
10937,3
8890,3
6600,3
14469,3
1988,3
2981,3
4763,3
8348,3
13728,3
556,3
11527,3
8056,3
13232,3
9201,3
5466,3
11895,3
6716,3
19346,3
1142,3
5486,3
17660,3
12697,3
11050,3
15449,3
20271,3
4937,3
