memberof_1,memberof_2
14640,130
12336,414
67,106
19630,56
14772,56
2950,26
3347,573
2802,414
9762,106
3335,269
8503,26
10106,124
1777,106
2931,414
19656,56
18171,56
15483,124
15179,414
8383,124
3424,110
16121,227
15731,302
6174,124
4891,130
19864,553
5992,124
3394,110
7266,38
7320,110
4077,269
15667,124
16530,414
16876,124
4087,110
8113,110
8647,197
4371,573
3376,130
15153,110
3496,26
14100,110
6710,124
18849,553
6163,197
6185,197
19016,124
8814,38
11995,124
6373,106
13847,227
3926,269
1886,26
8585,110
4487,130
2894,269
20610,56
11275,447
8088,130
3971,38
18685,56
1124,110
4115,269
12413,106
16142,414
16813,447
844,26
17558,106
7587,56
7098,553
4519,227
16257,553
6982,106
4344,573
218,227
4429,26
8919,26
4412,269
8619,302
18858,302
3129,106
16882,447
15318,227
16141,110
1280,38
4253,26
3690,106
517,227
528,227
12770,553
7766,447
8239,553
17621,302
17901,130
1240,130
18851,269
8450,106
13633,110
1540,302
12601,447
4387,269
685,197
8633,302
6439,447
8967,573
8308,124
4451,269
8828,106
13185,414
4600,269
4828,269
14959,130
944,197
6621,447
6632,26
7979,26
1977,302
16053,124
3475,130
6549,302
5842,130
7069,106
3108,110
8979,124
4711,269
7168,197
1045,110
12559,106
9445,130
19859,56
1385,227
4759,414
15707,197
6146,302
12588,124
16329,227
2886,124
21230,110
13449,302
16204,110
7513,553
16957,573
13584,106
5231,269
1453,197
8938,302
1683,227
19942,56
2256,573
20437,110
18948,302
11279,110
14132,124
19703,110
15927,553
20982,110
5089,269
1703,197
16400,106
2881,130
5617,26
20938,302
17746,124
17942,106
3755,414
11925,414
9268,302
164,553
389,56
2719,130
12133,106
16570,553
14153,124
6383,269
16299,106
5362,414
2018,197
244,110
168,302
2060,197
6965,197
9504,124
5384,106
5565,26
18681,110
16836,130
5520,269
5848,269
135,553
16242,38
11814,553
12026,414
8279,124
3155,110
8333,106
2088,197
10611,553
7160,106
12894,302
18118,56
19120,302
20243,553
15736,26
4717,130
9496,227
13566,106
4835,302
6118,269
17479,130
16852,553
16084,124
7370,197
6181,269
2939,302
22688,573
10099,553
9110,269
14370,124
6302,227
8028,302
9424,447
8110,197
6735,447
2911,110
2273,38
10366,269
3995,106
832,106
20817,110
8793,26
368,227
6144,106
9711,124
10410,110
18258,553
5466,302
10519,26
10525,26
3904,227
3311,110
12290,124
5286,106
2156,124
2795,38
394,447
14212,553
19109,553
3372,269
12374,110
16802,38
16970,553
8959,38
6765,124
6643,573
10937,302
8327,110
11867,447
13630,56
18193,56
7566,26
6642,269
10669,26
10109,124
4084,38
17375,197
17811,447
18177,110
15711,106
15550,302
4414,26
13173,227
15963,414
6499,269
9018,56
6545,414
8583,197
15051,553
8602,197
6902,573
14267,130
14507,302
7851,573
6883,269
8631,197
11981,227
3099,197
11917,124
7414,26
13661,553
7073,106
12551,447
3278,38
3797,197
18292,106
16216,573
11148,197
3979,227
10273,269
922,553
4726,26
10359,124
18854,447
1969,302
15559,106
11247,130
16052,447
6258,124
17859,110
7190,573
985,269
6910,414
19494,553
19412,106
1310,302
8964,197
11840,106
12122,124
9480,227
4376,227
16831,124
1039,302
2293,227
14663,447
12239,56
179,124
7436,26
18931,447
18513,38
5884,130
16219,106
9062,197
16621,227
7227,26
11067,26
10218,110
18650,130
7536,573
13022,553
1228,414
3515,269
3073,573
3054,110
1841,302
14836,106
16289,110
3870,130
5155,56
7303,269
1011,227
7652,573
4646,197
10333,106
7318,26
5290,26
2411,56
9677,26
7038,269
19005,447
9233,414
7774,302
5279,56
4895,227
242,130
2168,302
11494,26
6938,197
12897,553
3508,110
17950,553
15982,269
4069,269
3208,130
11411,106
17180,106
8032,227
10149,38
15167,124
10365,130
576,56
8067,227
11590,26
7337,197
7916,573
5144,227
15698,130
11071,124
1326,573
6596,38
11618,447
11256,106
8785,553
7522,553
2632,302
2169,414
2194,269
11964,302
6135,124
8762,38
2120,130
13209,38
14514,38
15780,124
2504,130
6295,38
18773,130
271,302
1042,447
5459,227
4652,573
3028,110
14047,130
7353,26
19911,110
16013,130
11860,26
930,124
3067,302
10910,447
11883,26
8009,414
10715,447
14439,106
2934,130
10875,130
8742,106
2432,130
9925,197
13460,227
4649,106
17220,124
2781,269
11993,26
3169,197
14468,110
10010,197
8458,269
707,227
11088,110
360,124
5810,197
20087,110
13569,447
6833,38
2429,269
12099,26
15094,553
16220,227
3609,573
17633,553
7684,269
4259,124
10627,269
4336,197
11220,110
12743,110
2714,227
10296,553
19259,447
4658,573
19663,302
149,302
3550,447
21452,302
13313,447
22354,130
12007,227
9144,56
12287,302
12228,269
3389,302
4028,302
16016,106
6263,227
8649,414
12342,26
11245,573
4193,302
6086,197
9355,130
12243,38
12427,227
13894,38
17545,447
7225,56
2473,447
8796,269
11397,130
12631,38
18856,106
3203,553
17595,106
13640,553
4728,38
9081,573
8844,414
3580,106
9259,447
6653,197
14234,197
14645,130
9166,573
3180,573
4153,414
12524,26
7253,26
13909,553
9171,269
1616,130
15210,38
2733,197
4009,56
12552,106
6575,197
715,227
768,56
17519,124
6871,197
280,227
4734,573
13767,124
10172,573
15903,124
475,130
4826,302
5488,414
9101,414
9641,269
11608,110
11438,26
7251,269
7120,197
4595,573
7122,227
1074,227
8887,269
9411,269
15626,553
16413,110
4628,414
9302,26
9239,269
14995,110
4668,269
6578,106
5748,26
8090,414
16005,106
7284,227
14071,56
5363,124
2488,38
7574,553
4621,227
9367,269
3081,553
16634,110
11084,197
8678,110
13379,106
6605,124
7655,553
8305,106
1805,130
14793,447
12505,553
4237,110
10193,110
11987,106
4749,302
12830,269
5009,302
10766,227
9459,414
19029,56
1691,227
9712,573
5127,124
15329,553
4987,414
7901,26
13011,56
5038,269
5468,302
17548,38
4380,302
1877,227
7328,124
3996,269
10209,26
14690,110
8242,110
2902,56
5226,414
7732,227
3666,447
17762,124
13034,26
9965,573
5767,302
8935,447
18043,573
11417,197
5379,414
16316,56
7749,197
12322,110
10818,553
85,110
5441,414
14017,553
10096,26
2321,227
7471,38
9162,447
16641,56
11488,197
11560,227
7704,106
539,110
7953,227
11531,197
19172,106
11462,38
11508,106
16880,56
9939,414
7811,130
16457,130
13295,124
13753,553
7496,414
12750,124
6737,573
9957,26
11633,197
6111,414
6013,130
17928,447
8349,447
13290,227
7594,447
4390,227
4320,110
17813,124
10077,414
15413,56
14141,106
5894,414
11465,38
5903,414
15473,56
11723,197
619,269
19466,553
2790,106
10255,26
6003,414
11794,197
13750,38
4997,56
10078,38
6690,302
3807,302
5400,38
10466,573
9351,38
5953,56
7771,447
4664,26
16450,124
7092,197
11512,124
6216,414
16822,124
9873,110
3378,227
16792,106
8382,197
6585,130
7910,130
6338,414
11641,447
6459,302
1671,414
6568,124
2874,197
19263,106
13232,302
8588,227
5335,124
18019,124
6582,38
14550,447
1263,56
17949,124
12662,56
8537,197
1744,269
3716,447
57,302
14878,106
9131,130
4357,227
11081,56
17541,130
2957,414
18997,38
8194,414
20910,56
14891,106
11260,197
1994,553
12658,130
12982,56
2297,38
5076,38
13419,130
10822,269
12610,38
20279,106
2570,26
7381,447
8740,197
9661,302
17877,38
10918,197
12316,553
7274,56
10620,26
8877,227
14106,130
16839,447
12234,197
19990,227
6825,414
20,26
8661,124
2852,26
12384,124
9493,56
13745,269
4775,56
7212,302
2920,110
18115,124
1121,553
6898,414
3037,110
9803,38
8556,573
760,110
774,110
11053,269
13586,130
13795,269
5558,447
11103,573
9043,227
10373,124
6143,110
5367,553
8786,26
12716,56
7174,130
19900,447
1038,302
1059,302
7398,447
5398,227
1086,110
20373,106
2206,197
1940,553
7124,269
7527,302
13453,414
15191,56
11048,414
13967,26
9686,110
898,414
4645,227
9767,106
11300,269
2478,302
10688,56
13948,573
1792,553
4702,227
6205,447
16716,124
3584,110
7673,302
5124,56
7682,302
9706,269
12039,106
13127,124
15222,447
4374,197
11302,26
8428,106
13018,124
1257,227
6273,26
1626,124
5224,106
7691,124
11594,26
13343,414
11588,227
3991,553
4065,227
19327,130
6204,269
15683,124
16569,38
16658,56
5667,130
7973,302
12742,197
18624,553
15939,106
10043,56
8031,38
2066,110
2872,553
9951,553
2135,110
3572,227
5412,553
2653,227
18270,110
4898,130
11672,269
355,56
2391,269
18402,124
11554,130
19077,447
7402,124
1131,124
13507,227
2447,110
14211,26
11022,110
3301,553
17647,38
9850,227
11812,573
12899,197
12473,38
7736,414
8894,553
11847,573
5484,227
19201,56
19672,553
809,414
8311,573
19535,106
5732,227
11893,269
2755,110
8047,130
16925,124
11805,26
11392,124
16843,553
8822,197
4287,38
204,447
2108,110
2005,197
1915,197
5236,56
16108,124
7345,124
3781,56
8547,227
8115,26
8578,302
430,56
4747,26
8298,414
13208,110
12687,447
11936,26
11938,26
16148,447
1334,130
3804,302
10953,130
14840,414
6315,414
8124,56
8502,106
16078,269
14582,26
9255,38
4117,414
5696,447
12214,26
3297,56
3539,110
1737,197
12034,269
14276,124
12721,197
9428,106
14463,269
4430,302
3649,110
7410,130
7626,573
12151,38
15985,124
10854,553
7854,447
1996,414
12361,26
10511,227
5216,269
12536,38
9477,130
11264,124
18566,124
11396,56
5627,573
8058,56
4464,269
4974,269
16665,124
8698,302
2401,38
17085,553
8436,130
8827,269
12436,573
6731,227
19348,447
4709,553
3377,38
8289,130
4739,553
6332,106
4172,56
15634,56
9011,106
9033,130
4216,302
12522,106
15743,553
9735,130
16894,130
9134,26
12733,130
4289,110
5311,130
1537,124
4308,38
12168,269
14174,110
10801,197
12461,26
18757,106
5598,269
9129,197
14912,26
15335,553
10943,227
18224,106
7702,447
4581,302
4541,110
13687,197
4643,302
1956,56
4788,124
3464,130
3262,38
4636,130
4710,110
12695,26
3685,110
4842,573
11120,227
12602,269
4690,56
11543,56
9393,414
9670,302
14080,124
12836,573
16189,38
13846,197
6943,110
9455,414
15092,269
4991,56
8064,414
4840,302
5663,553
16631,553
1511,26
7296,227
9715,26
13434,124
9841,302
12500,227
11819,130
2627,56
7195,38
7677,227
11056,38
2440,26
1066,197
10216,106
6756,447
15211,447
2496,227
7517,38
11445,227
5121,106
8180,414
17197,130
18882,124
951,197
11352,106
18621,197
1631,573
19270,130
9931,269
9990,447
20016,130
9769,414
17886,110
805,302
10140,124
7718,447
6105,553
4741,447
7904,227
14096,197
11596,227
7152,26
13491,26
21843,130
7763,447
2160,124
7744,56
4925,26
11717,573
17231,197
6612,56
15436,56
3662,106
2414,56
8427,26
9702,573
14230,197
11132,56
11443,573
15803,197
11761,227
14447,106
8334,269
12765,26
3676,447
9431,269
15311,26
10635,56
10129,130
12317,227
13189,414
6066,110
12908,447
13360,269
7869,130
5254,26
20362,130
9893,26
6762,553
8392,227
6984,197
15174,227
10565,573
11675,106
2125,414
6374,110
10391,269
14214,56
6917,553
14120,124
6411,110
1503,26
10898,56
6447,110
14054,130
18752,110
9613,447
13396,26
10723,302
11399,130
5880,553
5548,110
2617,38
13501,26
10856,26
14346,38
14329,106
9140,130
12180,227
487,447
8071,124
3986,130
192,130
14248,130
4149,302
13506,414
9283,414
1370,124
1558,56
14608,197
13710,573
3309,197
8867,227
11491,269
5599,302
7315,553
5898,106
6848,110
6394,56
10747,269
1922,197
22413,56
10582,38
6716,573
2986,414
11424,106
2827,130
6940,110
11064,38
14680,197
13879,227
6978,110
7501,553
10405,124
10722,124
6386,227
14753,38
1507,553
12409,227
13674,414
885,110
12919,106
7967,26
10983,447
4918,106
11195,269
8939,26
4560,269
19439,197
21851,573
14774,447
9694,269
10963,269
10911,130
4823,124
13736,269
16328,106
7558,269
10318,302
4656,26
911,130
5651,302
434,56
4000,56
1347,110
8775,269
13976,573
13987,573
11099,414
1869,553
7620,106
4905,302
7849,553
16601,124
19317,106
7421,110
7439,110
9000,38
19018,130
2600,110
11234,414
2369,269
11446,573
1448,573
10137,26
7547,110
5713,553
8003,553
927,302
9381,302
6556,227
2932,573
387,56
5153,269
12498,227
6541,227
888,26
9542,227
8149,227
8510,106
11350,414
1939,110
11335,302
11359,414
7722,302
15005,197
4261,269
6617,414
2438,553
11736,197
7502,106
15333,56
16248,124
2159,130
3813,414
13870,447
19420,56
8284,553
8285,553
6580,227
11215,269
15777,227
12496,26
15618,56
2555,302
16540,38
3746,110
9596,227
17757,106
17205,269
8541,106
11809,573
8627,56
3165,227
14530,124
14333,573
2983,553
350,106
11648,269
17971,124
2642,269
11475,414
3053,553
1582,124
3064,553
11693,269
11918,302
18487,124
12372,106
11747,269
10555,227
753,414
398,130
14321,26
7996,106
12964,573
14332,26
4957,573
4107,197
11047,56
4140,197
7087,227
5142,56
8643,447
18939,269
19544,106
8730,553
4577,110
121,106
1677,197
3364,26
14414,447
11886,414
22387,38
6281,38
7095,302
3125,197
8926,553
5552,197
6969,56
15678,414
9,197
11660,124
8692,26
8553,110
17966,302
14495,269
11185,38
17167,56
3992,56
10427,227
12466,124
2936,302
21543,56
16452,106
10838,302
2729,447
17651,38
14670,269
16573,26
14674,269
16574,26
11444,130
10574,38
14687,269
13366,197
7029,269
14260,56
3972,414
3625,447
12591,197
8590,130
3694,573
8062,106
7376,197
21074,447
181,197
19689,124
15561,197
7139,124
6120,130
8130,573
15615,38
12457,302
5936,130
12679,447
6658,447
19176,130
143,124
14718,26
4092,130
12326,414
14701,269
3440,447
16068,56
20412,130
16692,26
13792,130
10827,227
15379,124
8082,414
3324,26
9205,38
13664,227
9512,553
19606,130
15393,26
12437,269
19020,124
4820,553
58,124
8836,106
12745,26
4683,110
10693,124
4542,106
3963,106
10248,106
13827,227
9550,553
16678,106
10536,573
3845,110
18370,130
5968,26
17193,130
5113,553
15072,302
4247,414
716,197
5915,26
2203,130
9476,110
4127,414
283,26
15100,573
780,56
8328,110
793,56
15138,26
8562,447
12016,302
8856,197
11561,26
9135,124
4268,414
14016,110
4295,197
13164,414
11800,124
508,38
5393,553
9683,269
9858,26
19331,130
16353,447
457,573
7877,38
6947,197
15213,573
9352,26
5229,130
10494,106
2756,227
1473,227
5066,447
6068,269
9407,56
15195,26
1151,38
7988,130
6793,106
502,269
8312,124
15212,414
13191,302
3144,124
9070,227
4359,56
15364,573
10011,302
20932,106
1063,414
10024,302
13218,302
10403,553
5904,110
6654,553
13522,573
16892,124
12038,124
1636,38
8396,302
9751,26
12426,197
5680,573
5869,269
10492,553
3236,26
23635,124
5966,110
15365,26
10475,269
1861,38
2071,269
15510,26
10258,302
7382,106
2317,56
7654,227
11046,414
9691,124
8461,56
7882,573
3658,110
9319,302
12702,130
11240,269
17040,130
15546,26
10877,227
17721,106
9328,110
6291,110
4313,302
9440,38
19574,124
5930,573
4269,110
7437,26
9644,573
2691,56
900,110
14962,130
8727,124
3326,414
6137,106
10516,553
7642,26
11973,447
2953,227
2898,56
13616,302
2549,38
10948,553
6172,573
13813,124
2583,38
12509,269
7233,26
12262,124
13239,269
4860,447
8526,56
13643,302
2760,56
7799,26
6668,110
3787,269
10551,573
10678,302
9837,227
11036,553
14034,414
2797,38
11728,26
15755,269
2929,197
188,414
17329,26
1140,106
6842,110
4496,302
10190,124
13986,414
7615,302
1783,302
12734,414
2707,197
6905,197
13037,414
11585,38
11097,553
4453,110
17457,269
10985,302
15110,573
14712,414
2810,197
11001,110
16091,130
9885,124
11212,106
11049,110
20321,269
11062,110
18845,130
12763,26
8074,26
2923,573
16655,197
11469,553
6608,124
4349,56
17352,106
11771,197
10682,302
13319,130
10272,269
13225,302
14977,26
11492,130
3850,38
3269,269
16033,227
11939,197
1299,38
1681,38
8913,553
7509,110
8079,110
16883,106
16742,197
16470,110
10707,124
250,56
4175,38
6517,110
7150,26
7511,447
15064,227
18971,130
7762,110
9281,197
3306,106
11447,130
18818,124
7361,302
6464,106
2192,447
3431,106
1190,553
21006,447
1358,414
736,56
4815,56
18153,414
4848,56
14317,302
14162,414
6349,130
13373,227
3167,106
2624,227
15490,130
2640,447
21630,56
6510,227
4761,302
15242,227
10861,302
12823,197
16271,269
5081,56
7870,106
7826,414
13025,227
1825,302
16495,124
6130,110
14918,197
2711,573
14042,106
17076,26
18005,124
7528,197
4954,56
4723,302
5420,56
16192,302
2301,227
21940,56
8555,553
8251,414
20705,130
8569,553
11765,124
14382,414
14860,106
5212,110
1036,573
16433,573
19301,124
12416,269
13291,269
8658,553
8281,573
9435,26
14458,302
4536,26
16477,26
18306,124
1383,269
11269,553
8478,110
9884,197
5017,227
4599,26
12341,553
9736,227
9770,38
12979,110
3000,56
15920,130
16505,269
6951,447
5539,38
8514,447
15533,130
6999,197
4984,414
15713,269
14121,197
12393,447
8876,553
5986,197
5940,56
1692,124
13421,227
16310,269
6192,124
5838,110
12543,197
19752,124
9400,197
2316,56
17649,269
12198,110
17695,106
20468,26
3457,197
8966,110
12264,110
22026,56
5879,38
9053,124
13176,130
3286,197
21114,106
7311,56
5931,38
6232,56
14825,26
12339,302
12699,106
6334,227
13552,26
17067,124
10680,227
8722,56
8527,26
15602,553
11284,302
9050,130
12105,553
9277,302
10310,227
9106,130
7466,110
7358,106
15221,269
3526,414
9156,110
9446,130
1644,130
12370,553
2918,414
12561,110
10668,110
10665,130
16143,124
16817,573
9293,197
19681,106
7943,56
14226,106
12623,110
12630,110
5758,573
12916,553
13139,124
3815,124
12578,56
2763,197
9474,553
13077,197
5065,130
13678,130
3455,227
8476,227
13204,553
12755,124
13210,269
7589,197
14229,269
1576,553
2295,447
14517,124
925,269
6849,38
3032,269
1925,110
10482,447
6531,26
8480,106
7523,110
8521,302
8941,130
5610,106
340,414
13635,106
4094,130
18710,56
1314,56
12865,110
10173,124
329,573
16903,130
14399,26
15307,302
12352,106
904,124
1341,553
5556,38
7470,56
7477,56
1391,26
6811,106
15215,269
16077,302
7855,227
7552,56
12069,553
14411,26
20800,124
3915,197
14992,414
9776,124
12727,269
8203,414
20242,106
16023,573
13175,269
17129,573
9447,110
7733,227
2876,414
15435,302
11105,106
20508,447
13937,269
14290,227
7380,124
12768,197
12950,302
18425,447
1595,106
6806,38
2286,302
15022,130
15370,302
20671,26
6542,414
6533,130
10208,110
17211,26
18699,447
8394,553
17665,26
9186,106
17140,26
9698,269
7950,227
15385,553
9778,573
5740,269
15452,302
15562,302
7983,56
1243,227
12876,414
10515,553
17178,26
2527,56
8750,197
10815,124
18942,106
15147,197
17755,130
6501,414
10146,447
12188,130
7835,56
16372,227
11225,302
10073,197
16388,130
5614,56
15759,197
5624,573
8664,124
8109,56
15660,302
18535,447
2218,573
16133,110
12735,227
7976,38
9517,302
18398,26
5779,553
15854,414
7198,302
10560,447
8224,56
15540,269
8025,38
10484,573
10433,106
7638,447
22069,447
14204,197
2221,110
7289,106
7349,106
8362,56
13547,110
10423,553
4978,227
10219,269
11582,26
5067,106
8497,56
11,56
13657,302
10048,197
8310,38
4833,130
4889,106
6478,110
17631,124
14366,26
5588,302
15742,414
8641,56
6875,269
782,447
4401,38
9244,414
2864,269
10775,110
1633,130
11371,106
21470,106
10031,26
22138,447
18607,227
1549,124
8773,56
17324,106
17853,302
8580,38
17508,573
17422,269
14157,302
11636,56
3620,38
4399,447
13812,110
8848,56
14795,26
4473,197
5523,110
9035,302
6038,56
17483,269
4639,302
11075,573
20033,124
9002,227
9484,130
18793,26
11354,110
15299,227
14302,269
10765,414
4331,56
16017,130
10138,227
13422,269
3415,110
11692,197
9083,56
6702,56
6061,124
11369,110
10733,197
16718,130
5495,573
9284,106
10891,124
5414,56
17260,130
2882,553
9243,447
20669,573
94,56
16334,124
14597,414
1080,110
14844,124
15545,124
9963,130
10741,573
1387,110
15171,227
10990,553
14691,269
10304,553
12223,26
21366,447
19642,130
21247,106
6186,26
11779,124
6443,269
13734,124
19968,447
20560,130
5026,56
2974,447
14610,302
3522,56
8376,447
14484,553
16628,124
1303,56
3770,56
19909,197
5126,56
5637,110
2080,110
16538,124
18499,106
7332,197
7392,447
11463,414
6025,124
3158,106
9978,124
14347,302
22328,447
2694,302
9545,38
775,553
10144,26
11434,269
18508,447
440,130
8246,130
5416,56
14375,110
11781,573
6683,38
4956,227
15040,447
5189,38
6396,38
370,553
9226,106
4011,227
5102,26
987,302
15873,269
15524,130
17141,227
4397,227
15477,56
9029,447
14697,573
9838,227
5704,56
12189,573
13478,26
4394,573
995,130
8492,124
9798,38
1834,26
18072,56
1574,124
12438,124
16416,124
16930,197
14870,414
518,414
3590,124
808,553
9136,553
5802,414
1344,26
11768,197
1580,38
5577,447
33,26
14820,124
3959,269
1274,130
12539,414
12516,124
15624,447
8563,227
10457,269
9993,38
17902,269
3699,38
12747,26
1563,38
965,26
3092,106
4075,38
3365,56
12093,573
8734,110
14779,553
14678,110
14702,302
8068,302
12628,447
173,106
215,106
688,124
3998,227
12179,414
11966,227
14730,110
11975,414
14206,197
6855,302
11666,414
3692,553
873,26
20572,124
10335,269
20576,124
17403,573
54,447
2075,130
12624,553
12242,130
5553,124
2208,130
2236,130
16767,573
13346,38
8676,227
819,106
15989,38
9816,302
9513,38
788,553
3426,130
9682,269
13393,227
1278,124
2288,269
