latitudelongitude_inv_1,latitudelongitude_inv_2
72457,72458
68340,68339
65901,65900
68052,68051
51444,51443
14338,14337
39921,39920
14182,70313
54175,72498
71012,71011
11764,11763
72506,72507
5642,61588
59606,59605
46674,46673
67340,67339
60033,65944
22770,45561
72519,72520
49714,63881
72535,72536
6685,6684
4531,4530
1186,1185
31757,31756
46808,46807
35001,35000
72560,72561
45715,45714
10850,39931
65121,65120
26248,26247
72600,72601
72604,24211
11602,11601
64288,64287
10138,63690
30701,30700
22051,22050
72623,72624
34207,68107
41761,72634
42644,42643
70402,70401
61464,61463
67923,67922
18504,18503
4918,4917
72655,72656
72657,72658
72596,72595
57874,57873
6150,72666
38239,38238
52062,52061
38047,38046
65321,65320
44662,44661
22115,22114
66351,66350
62425,62424
52898,34279
10138,57639
7789,7788
21972,72293
72712,72713
72714,72715
27886,70691
1186,23219
46739,46738
56542,72719
72724,72725
72412,72411
6880,61462
72729,72730
62511,62510
42324,42323
43144,43143
72747,72748
56749,56748
1339,1338
60362,60361
51176,51175
9901,64531
66852,66851
46334,70708
35525,35524
72795,72796
41686,41685
71886,71885
36118,36117
39569,39568
37748,37747
64725,2921
72824,72825
24215,72831
70184,70183
58541,58540
71804,71803
13336,58990
72855,72856
29115,17952
21417,21416
70481,70480
72862,72863
26094,26093
64769,64768
33196,33195
47025,47024
67474,67473
14671,14670
67554,67553
72883,72884
30857,31625
59193,59192
68885,68884
15497,15496
17180,72323
72910,72911
8347,8346
66005,66004
26461,72615
59206,59205
71247,71246
70939,70938
72946,72947
72948,72949
70958,70957
14037,14036
72952,72953
55673,56688
66126,66125
53352,53351
72967,72968
64397,72127
10734,61804
26921,26920
72988,72989
72992,72993
26779,26778
59433,59432
18560,18559
9918,9917
58795,58794
20213,20212
65975,65974
32292,32291
71312,71311
13454,13453
71859,71858
68940,68939
5471,5470
22033,22032
29476,29475
40288,55705
13832,13831
73063,3185
50214,50213
48523,48522
73064,73065
23664,67345
69893,69892
6150,55511
51953,66634
29115,29114
49113,73089
13336,73090
62256,70729
39601,39600
57350,57349
31556,31555
73113,73114
37875,37883
50070,57223
69229,69228
54798,54797
4174,4173
62713,62712
49378,64079
39579,39578
66750,66749
62146,62145
47429,47428
56675,56674
53236,53235
65174,65173
45381,73134
73137,73138
65681,66232
54489,54488
73145,73146
72020,72019
38517,38516
73155,73156
29497,29496
29742,49934
54253,54252
73161,69680
68674,68673
62882,62881
29799,29798
44806,44805
73177,73178
73180,73181
12512,12511
11782,65892
1525,1524
67173,67172
63583,63582
73201,73202
28688,28687
70834,70833
7501,7500
41912,41911
5721,73213
60235,60234
73215,14601
73225,73226
56959,72460
63006,63005
71575,71574
18855,18854
26490,26489
24597,62740
25839,25838
73253,73254
73261,73262
71447,71446
10850,73263
32488,32487
48473,48472
14327,14326
22770,35893
45341,45340
33799,33798
62408,40889
44930,44929
31771,31770
73284,73285
52893,52892
70966,70965
55983,55982
73298,73299
51948,51947
34938,34937
73308,73309
23183,23182
72769,72768
66965,66964
17924,17923
30179,30178
66361,66360
61774,61773
10937,10936
42721,73330
54430,54429
44340,73332
26182,26181
67306,67305
73168,73167
64539,64538
70179,70178
10850,73347
73356,73357
73358,73359
68889,68888
6361,6360
73376,73377
73384,73385
7550,7549
49355,49354
22238,22237
61241,61240
28460,28459
73400,73401
4638,4637
31720,64301
61787,66372
25534,25533
65199,65198
41816,41815
60069,60068
59128,59127
32894,32893
53749,53748
73425,73426
69707,69706
73431,73432
70434,70433
72060,72059
73413,73412
23681,73443
40587,73444
63540,63539
14816,14815
73457,73458
57425,72084
66383,66382
69392,69391
32340,2892
73471,73472
62189,62188
70649,70648
73478,73479
23604,23603
63887,63886
64665,64664
59684,59683
68636,68635
34087,34086
56780,56779
73496,73497
73499,73500
22779,22778
68125,68124
67265,67264
73515,73516
45855,45854
13843,13842
73522,73523
56478,56477
73528,73529
60348,60347
24830,24829
72535,73539
73541,73542
57258,71971
32241,64500
72250,72249
73547,73548
44264,44263
55626,55625
6823,6822
69828,69827
72326,72325
73567,73568
73573,73574
14176,14175
42785,42784
51238,51237
60241,60240
31720,31719
73586,73587
73588,73589
67282,67281
40515,40514
1186,73599
3829,70194
73603,73604
39751,39750
73073,73072
14889,73627
6150,52711
17725,36281
57788,57787
73636,73637
71083,71082
43560,43559
73642,73643
73379,73644
66121,73652
57394,57393
73656,73657
73658,73659
70711,70710
58649,58648
73666,73667
71073,71072
68006,68005
73672,73673
73677,73678
60131,71288
67180,32194
49925,49924
73688,73689
73691,52810
27886,56842
60245,60244
64134,62273
65514,14957
67336,67335
73714,43619
1114,1113
65790,65789
64866,64865
51643,51642
25871,25870
25221,57542
70220,60946
72853,72852
51450,51449
73739,73740
65476,65475
48588,48587
47758,47757
66378,66377
71898,71897
73764,73765
69581,69580
28497,64720
57306,57305
67571,67570
54164,54163
73782,3909
36391,69149
73788,73789
73793,73794
64752,64751
28690,28689
64870,64869
54875,54874
71128,71127
59059,59058
65129,65128
62091,62090
61912,61911
18310,18309
38115,38114
49832,49831
72802,72801
52328,65792
73828,73829
67691,67690
34918,34917
73848,73849
38675,38674
52501,52500
58343,58342
70448,70447
69377,69376
71485,71484
15848,60260
72538,72537
42839,42838
67357,67356
19532,19531
61741,61740
29432,73877
64998,70162
64541,64540
73465,73464
73886,73887
73897,73898
73899,73900
66156,66155
69087,69086
73910,73911
27062,27061
31503,31502
66935,66934
71756,71755
73922,73923
68390,68389
59047,59046
34068,73524
66079,66078
65589,65588
60702,60701
51776,51775
36465,72443
34796,34795
60847,60846
73967,73968
67770,67769
27481,27480
23324,23323
72997,72996
41103,41102
61067,61066
67362,69007
52290,52289
73988,73989
37901,37900
29131,29130
20879,20878
73995,73996
64626,64625
73001,73000
74001,74002
70378,70377
48787,22355
17044,17043
2193,2192
72164,72163
58205,58204
74024,74025
65099,65098
48547,65734
44061,68143
10535,10534
25819,25818
45259,45258
72833,72832
52062,72288
63933,63932
74067,74068
18101,18100
42187,63246
14724,14723
35258,72868
58841,58840
74080,74081
65933,65932
44082,44081
10850,39038
39148,39147
74078,74077
67833,67832
68645,68644
14589,14588
65852,65851
61881,61880
32369,32368
12100,72344
39960,74097
69551,69550
38856,59678
52569,52568
73206,73205
6654,6653
74117,74118
46555,46554
31079,31078
74124,74125
74138,74139
74141,74142
22770,72871
70733,70732
7164,7163
43490,43489
74154,74155
19782,19781
56310,56309
47909,47908
30574,74158
71257,71256
47146,47145
10728,10727
29218,29217
74169,74170
51142,59940
52592,72726
51749,51748
18418,50113
44061,44060
46102,48556
32830,32829
64509,64508
74191,74192
59045,59044
45157,74017
74195,74196
67261,67260
69564,69563
73948,73947
66129,66128
74207,74208
74209,74210
12526,12525
74217,74218
50543,50542
49975,49974
66702,66701
74224,74225
74230,74231
67612,67611
69309,69308
74237,20163
11782,71095
71025,74241
74243,74244
73028,73027
23812,23811
29357,29356
38109,38108
13674,13673
761,31485
48799,48798
3823,3822
74271,74272
48541,48540
14315,14314
13239,13238
69127,69126
70421,70420
27932,67433
15848,72896
73148,73147
37150,37149
55421,68746
44125,44124
39015,39014
64105,64104
24845,63813
13679,51169
60541,74291
68501,68500
47830,47829
37014,74297
68077,68076
18491,18490
58720,58719
3829,27303
42561,42560
72756,72755
60375,60374
68768,70531
69977,69976
74328,74329
54180,54179
74331,74332
73802,73801
73869,73868
30231,30230
36071,36070
62341,62340
56366,56365
54262,54261
22957,22956
67456,67455
61654,61653
23630,23629
7113,7112
52685,52684
8502,43355
73306,73305
33655,33654
54752,54751
16488,16487
74373,74374
11336,11335
54595,54594
10310,10309
63856,65834
22422,25514
72821,72820
47898,47897
14778,14777
53796,53795
62416,62415
12273,12272
43692,43691
48331,48330
40063,40062
63006,74420
13463,74423
51128,51127
74425,74426
74428,74429
27700,27699
74433,74434
74440,74441
73011,73010
43370,43369
50975,50974
13399,13398
57391,57390
68904,68903
23455,50780
74456,74457
21324,21323
26862,26861
60313,60312
42660,42659
69609,69608
71026,47815
32744,32743
13519,68844
68092,68091
24325,24324
13679,70603
72109,72108
70455,70454
62588,62587
57969,74483
42190,74484
22790,22789
72622,72621
37014,37013
74509,74510
67504,67503
3829,66298
56455,56454
74514,74515
74516,74517
72675,72674
37811,37810
61896,61895
39018,39017
58773,58772
34308,34307
61935,61934
73460,73459
51148,51147
48352,48351
15088,15087
42678,42677
53930,53929
18524,18523
72902,72901
74560,74561
59889,59888
46409,46408
22396,57959
13747,13746
35926,35925
22061,22060
51105,51104
74571,74572
56338,56337
30262,30261
67623,67622
28256,28255
22396,71538
48179,48178
17113,17112
68377,68376
35785,35784
67648,67647
4677,51471
63225,63224
74593,74594
13727,13726
21370,21369
26558,26557
71510,71509
74603,74604
57465,57464
24845,67749
51142,51141
16587,16586
74628,74629
46685,46684
12100,12099
13679,74636
54034,54033
74640,74641
36226,36225
59575,11689
6844,6843
67556,67555
17725,72446
45007,45006
58947,58946
68083,68082
51003,74659
66280,66279
46439,46438
74444,74443
54036,54035
73706,73705
11889,74042
4677,65961
74667,74668
44080,68439
60044,60043
66371,66370
66873,66872
17647,30478
39128,74687
42006,42005
42666,42665
74436,74435
67320,67319
11870,73368
65252,65251
50571,50570
74693,74694
33198,33197
73346,73345
67022,67021
45990,45989
42803,42802
74707,74708
12008,12007
67739,67738
24256,71894
61341,61340
72100,72099
71732,71731
51435,51434
73362,73361
74288,74287
13421,13420
74723,74724
10853,10852
54193,66013
38261,74012
57312,73012
65260,65259
26508,26507
68530,68529
67048,67047
59371,59370
38624,74728
71957,71956
46535,37871
67948,67947
18407,34983
54898,54897
26800,26799
74740,74741
53895,53894
50456,50455
74460,74459
26927,26926
26625,26624
62946,62945
71795,71794
72008,72007
33461,33460
73951,73950
53694,59227
54384,54383
65043,65042
61484,61483
41985,59098
6714,52317
73893,73892
46102,46101
45129,45128
50533,66970
18415,18414
3524,45246
20603,20602
74770,74771
70104,70103
59255,59254
74774,74775
55016,55015
74781,74782
73418,73417
69882,69881
52299,71424
48733,48732
69234,69233
74791,74792
70376,70375
40536,40535
37591,37590
22621,22620
68278,68277
62871,62870
74493,74492
24407,24406
66770,71613
44209,44208
74810,74811
74253,74252
74814,74815
48574,48573
37993,74817
64320,64319
13336,34835
74819,74820
9257,9256
25241,25240
72984,72983
14759,14758
72704,72703
55783,15425
47146,67952
43533,43532
74165,74164
63718,63717
74833,74834
31783,31782
69949,69948
74205,74204
74841,74842
64782,64781
48469,48468
41952,41951
5929,5928
63263,63262
57650,58306
15536,15535
68914,68913
29745,29744
46164,60022
72229,72228
33974,53687
7573,7572
23728,23727
21530,47444
40992,40991
48146,48145
67766,67765
54175,54174
43370,73498
71646,71645
72909,72908
7406,73833
30817,68489
58066,58065
18524,65951
50539,50538
27828,27827
72922,72921
31535,31534
74014,74013
71427,71426
51885,51884
45480,45479
61305,61304
48506,51255
68983,68982
71551,71550
42571,42570
48244,48243
59698,59697
52041,74904
22770,62664
69558,59396
54489,72013
30897,41573
73279,73278
74268,74267
63779,63778
74917,74918
36970,36969
46071,46070
43197,43196
66224,66223
58927,58926
73939,73938
38511,38510
70065,70064
30857,61979
52205,52204
52863,52862
72838,72837
36334,63654
74408,74407
63977,63976
74946,74947
6686,70611
17695,17694
70213,70212
52258,52257
66367,66366
22422,69988
71405,71404
74960,74961
35258,58090
71352,55384
30821,74574
29287,29286
60474,60473
15848,24854
70983,70982
12219,12218
74978,74979
32896,70091
74980,74981
12027,12026
72282,72281
73233,73232
13460,13459
11364,44286
70000,69999
44860,44859
73624,73623
6677,31658
48130,10033
47078,47077
74738,74737
42537,42536
59801,72827
41655,41654
60902,65842
75014,75015
71105,71104
10859,10858
73748,73747
13679,69671
19182,19181
15693,54048
25414,25413
45719,45718
27325,63214
54929,54928
75027,75028
75030,75031
75035,24780
59840,59839
58003,58002
54845,54844
49571,49570
74913,74912
24317,24316
22422,33285
18914,50630
37058,59987
66464,66463
17537,48513
71876,71875
62252,65874
75046,75047
73165,73164
66114,66113
3524,58929
75049,75050
31009,31008
69715,69714
67579,67578
71936,71935
67857,67856
70636,70635
46189,63175
74706,74705
72610,72609
71620,71619
30037,30036
34057,34056
70874,70873
68865,68864
70606,70605
43457,43456
75078,75079
56378,68651
75081,75082
75083,75084
72645,72644
44080,44079
67889,67888
75088,75089
8899,8898
16596,55463
59022,73520
16988,16987
72218,72217
67826,67825
30368,72073
75097,75098
68028,68027
27820,27819
74540,74539
41738,41737
31283,73045
73058,73057
52041,52040
27261,60936
74713,74712
17871,17870
28874,41906
46121,71826
60262,60261
69147,69146
72342,1317
35890,35889
64031,64030
55092,67941
47328,47327
75126,75127
74181,74180
52933,52932
12027,75128
11581,11580
66835,66834
75133,75132
48727,48726
19422,19421
75087,75086
37126,37125
68960,68959
54775,54774
75144,75145
70000,75148
43822,43821
66918,66917
33496,33495
58089,58088
74032,74031
71709,71708
73290,73289
45692,45691
59427,59426
53457,74610
53891,53890
75159,75160
61156,61155
72493,72492
47793,75166
73374,73373
25221,25220
74669,40538
31859,25720
8903,46701
73315,73314
72150,72149
46553,46552
66272,66271
67483,67482
71482,71481
53117,72959
64246,64245
31680,31679
73487,73486
74239,74238
40,64088
20481,20480
75185,75186
74858,74857
31660,31659
61196,73128
71075,38648
66417,66416
8649,71478
51919,51918
69189,75191
4672,63020
73021,73020
74016,74015
60237,60236
37278,37277
56398,56397
53477,53476
69437,69436
39425,39424
761,60166
7389,7388
73100,73099
63355,63354
15848,54083
30719,30718
73867,73866
33196,68192
72626,72625
68207,68206
34598,34597
69266,69265
68161,68160
63697,63696
16995,16994
74790,74789
46253,46252
72650,72649
13998,13997
72148,72147
35806,35805
71175,71174
64835,64834
49409,49408
71328,71327
54235,54234
35494,35493
75218,75219
46286,46285
43554,43553
61329,61328
74627,74626
45446,46013
74355,74354
35785,57722
61792,61791
761,51826
15007,55611
17096,17095
59974,59973
75236,75237
53481,53480
53303,57837
23186,23185
33384,33383
65569,65568
70016,70712
18310,73246
42517,42516
52401,35166
35206,35205
25350,75259
74296,74295
1904,18765
58330,58329
75157,75156
61564,61563
29825,29824
27700,70298
72711,72710
75265,75266
47328,56251
73153,73152
73676,73675
72442,72441
21992,69317
74800,26536
49436,49435
74786,74785
69520,69519
7288,7287
17800,69866
74527,74526
59927,62420
74970,74969
34068,61430
11205,11204
23861,50960
72486,72485
40849,40848
40224,48944
58141,58140
27469,73101
74304,74303
41601,41600
68211,68210
62937,62936
75293,75294
68963,68962
67989,67988
65672,65671
34207,73830
23090,23089
57614,57613
64539,74658
29948,29947
74931,74930
58612,73297
74410,74409
29103,29102
6313,6312
32545,32544
40641,40640
65317,65316
3217,47946
38566,38565
24088,24087
75313,75314
48331,74726
68643,68642
59510,59509
72278,72277
35264,35263
74975,74974
17327,17326
69679,69678
72069,72068
64455,64454
73353,73352
39705,75324
66734,55768
66200,66199
75169,75168
46188,46187
46113,46112
25568,25567
74046,74045
34891,64813
43381,43380
15587,15586
73572,73571
17725,75329
62218,62217
62205,62204
36103,36102
13679,13678
64853,64852
9454,9453
28043,28042
37338,37337
61711,61710
9890,72631
28723,28722
32910,32909
29767,29766
24260,66339
52966,52965
43785,59939
36866,36865
74384,74383
66389,43700
45152,45151
72846,72845
74173,74172
58042,65083
60445,60444
34700,34699
69786,4338
71473,71472
9255,9254
20868,20867
18670,18669
68320,68319
52840,52839
42480,42479
37439,37438
67782,67781
75248,75247
13843,49624
68705,65118
53925,53924
75140,75139
13679,66124
66821,66820
58228,58227
42544,42543
34990,34989
12533,12532
61015,61014
8451,75360
66860,66859
74275,74274
23324,71109
30938,30937
74490,74489
44702,74988
60973,60972
25494,25493
4905,45331
70439,70438
74887,74886
75363,75364
68544,68543
57274,57273
50480,50479
63802,63801
69604,69603
74251,74250
23787,28330
54440,54439
72028,72027
49194,49193
62025,62024
56536,56535
69346,69345
75375,75376
47914,47913
6278,6277
50124,50123
70108,70107
53534,53533
52515,52514
26411,26410
13566,13594
24215,48230
75384,75385
72082,72081
17988,75026
22460,22459
23366,45579
49984,49983
65343,75387
38251,38250
24372,24371
11272,11271
68081,68080
54540,54539
74446,74445
68568,68567
53850,75394
64949,64948
75298,75297
32807,61522
42517,74675
45430,45429
72067,72066
58411,58410
52950,52949
3641,3640
75404,75405
58016,58015
10138,75029
65008,65007
73971,73970
52744,52743
30729,30728
32772,32771
45603,45602
34041,34040
74501,74500
61728,61727
17180,68494
71415,52170
34281,34280
30998,30997
75417,75418
46831,46830
66093,66092
60367,60366
70707,70706
60551,60550
75307,75306
51922,74718
54577,54576
50070,50069
34045,72391
70283,70282
48978,48977
49662,56600
41701,41700
22770,56493
15848,72209
2699,2698
6677,38677
22487,22486
42545,74666
74855,74854
880,63810
34127,54872
6150,70226
26726,26725
49278,49277
51414,61921
73519,73518
5721,5720
44784,44783
74746,74745
59234,59233
71990,71989
43309,75320
49098,49097
53721,53720
70110,70109
68865,72089
68242,68241
23861,20173
75427,75428
14678,14677
36588,36587
58093,74129
27421,27420
75424,40818
48215,48214
62177,62176
75397,75396
49551,56902
47828,47827
43240,75430
61450,61449
60578,60577
52581,52580
57512,57511
26558,58879
5146,5145
68284,68283
23180,23179
3672,22046
74983,74982
761,60798
72291,72290
39636,39635
67362,67361
40436,48421
69124,69123
67981,67980
70006,70005
38764,38763
35258,73855
46674,75210
11048,11047
32025,52601
65545,65544
22086,75009
52254,52253
75381,75380
47793,47792
70088,70087
64389,64388
49569,49568
73909,73908
72303,72302
20687,47660
63819,63818
52215,52214
58963,58962
73894,68399
41457,51291
64444,64443
73474,73473
46991,46990
61070,61069
29140,75450
24539,24538
75446,75445
71005,71004
10704,10703
75094,75093
53242,53241
63835,63834
61899,61898
3251,3250
43533,43642
73772,73771
65764,65763
37517,37516
23563,23562
70570,70569
18369,18368
23767,23766
29609,29608
59109,59108
57596,57595
5743,5742
51631,51630
43778,43777
75358,75357
69459,69458
75195,75194
34716,34715
65583,65582
52852,52851
31809,58181
33974,33973
72416,72415
56018,56017
24852,24851
31794,31793
75463,75462
55782,55781
39882,39881
26635,59368
56574,56573
70877,70876
61246,61245
27152,67206
73189,73188
65984,65983
16642,16641
75470,75471
75465,75464
37569,37568
42187,42186
32562,32561
64541,73560
38275,38274
40792,40791
39374,39373
15720,15719
75453,75452
41888,41887
61512,61511
69179,69178
73483,73482
75474,75475
74136,36301
62284,62283
26851,26850
72057,72056
69320,69319
72268,72267
16017,16016
20687,20686
51799,51798
72628,72627
71351,71350
42585,42584
75477,75478
74828,74827
5977,75481
52326,52325
39898,39897
72194,72193
73634,73633
27774,27773
18438,18437
74677,74676
73513,73512
3829,72042
49373,69531
22607,22606
72341,72340
29305,29304
30087,30086
6823,75099
38977,38976
68654,72972
74496,8906
63756,74601
70042,70041
65998,65997
34895,34894
37668,37667
45738,56717
69665,69664
37517,42182
73450,73449
71851,71850
24430,56966
71823,71822
49060,49059
38353,38352
66571,66570
68793,68792
70019,70018
11782,52547
18418,18417
74314,74313
69090,69089
69499,69498
2828,2827
60269,60268
4508,4507
37834,51665
42213,42212
67721,67720
71346,71345
73379,73378
70248,70247
60705,61365
19727,19726
20685,20684
65498,58555
26233,26232
69497,69496
62302,62301
70656,70655
30106,30105
66206,66205
15018,15017
59361,59360
73681,73680
75183,75182
42793,42792
50558,50557
58260,58259
6677,75263
59053,59052
9901,74366
74608,74607
7082,7081
32488,75469
68708,68707
53959,53958
63172,63171
58573,58572
64366,64365
62635,34390
71040,71039
74307,74306
75284,75283
48003,29146
75206,75205
67012,67011
75480,75479
71243,71242
37214,75269
58559,58558
51831,71070
46115,46114
65090,65089
45567,45566
18328,68849
1186,71023
6399,6398
10558,10557
33486,33485
42166,42165
51186,74382
70880,70879
49032,49031
75433,75432
71786,71785
69229,70524
71053,71052
62742,73133
2786,2785
56584,56583
58264,58263
45889,45888
41577,69350
51781,51780
60423,70622
75491,75490
42894,74121
23321,23320
70206,70205
75458,75457
64235,64234
36495,36494
61182,61181
74551,74550
