latitudelongitude_1,latitudelongitude_2
72615,26461
43000,42999
72621,72622
72625,72626
53975,53974
72627,72628
72631,9890
54381,54380
47118,47117
54302,54301
72624,72623
51240,13487
72644,72645
72649,72650
30457,30456
60989,60988
62485,62484
72674,72675
70587,70586
67883,67882
40099,40098
66000,65999
72402,72401
72703,72704
50564,50563
72710,72711
55788,880
9286,9285
62378,6100
70464,15408
60438,60437
71814,71813
22168,22167
72726,52592
68804,68803
65670,65669
62651,62650
14749,14748
65139,8451
72755,72756
51229,51228
61146,61145
39631,39630
72768,72769
50227,50226
72801,72802
59216,59215
64904,63538
66251,66250
28848,3524
72820,72821
57750,57749
72827,59801
72832,72833
66491,35537
72837,72838
41946,41945
72845,72846
72852,72853
70185,39797
58161,58160
72182,4427
64909,64908
63955,5583
70396,70395
58945,58944
72719,56542
72868,35258
72871,22770
10402,10401
50232,50231
70841,22770
72896,15848
21715,21714
32780,32779
30769,30768
72901,72902
46757,46756
40745,40744
72908,72909
58634,21076
43937,9612
70324,70323
41425,41424
51046,22881
72921,72922
35428,35427
15849,15848
52456,52455
59363,59362
66306,20120
70243,22396
32635,32634
13176,13175
66026,66025
72959,53117
72436,70104
72972,68654
72983,72984
72996,72997
41028,41027
73000,73001
65398,42886
73010,73011
73012,57312
57313,57312
73020,73021
73027,73028
27087,748
72863,72862
21975,21974
61607,61606
5996,46110
48918,48917
36246,36245
72213,72212
59724,6150
38849,13679
26316,60314
73045,31283
73057,73058
32607,32606
6730,6729
73072,73073
50016,50015
61545,61544
57344,57343
48322,48321
66140,51272
34028,34027
40669,40668
62531,62530
71834,71833
64378,64377
70909,70908
73099,73100
73101,27469
46403,46402
58136,58135
47275,47274
17058,17057
72825,72824
73128,61196
56241,54800
73133,62742
44223,44222
73147,73148
65158,5690
73152,73153
69298,69297
73164,73165
29224,29223
73167,73168
49810,22770
61047,61046
51923,51922
42234,42233
70310,70309
29106,29105
39495,39494
73188,73189
70017,70016
61370,61369
35766,35765
11840,11839
56158,56157
73205,73206
22327,22326
48778,48777
65610,65609
68769,68768
39961,39960
34383,34382
69967,69966
70819,50226
24008,24007
73232,73233
64230,11782
47975,25333
73246,18310
53386,53385
71235,71234
69652,53891
55555,55554
52466,52465
62121,62120
40189,40188
73090,13336
66403,47742
73278,73279
37795,37794
34791,34790
41423,35418
73289,73290
73297,58612
73305,73306
59705,34399
73314,73315
65094,39148
72725,72724
25826,25825
44598,40530
53078,53077
43412,43411
17133,17132
46908,46907
46289,46288
73345,73346
71135,71134
15883,15882
20113,47398
27245,27244
64906,64905
73352,73353
17918,17917
73361,73362
73368,11870
73373,73374
73378,73379
62162,62161
6679,6678
70303,70302
65237,65236
71625,71624
65606,24407
70416,70415
25462,25461
55674,55673
67015,67014
70869,70868
69616,69615
24900,20275
73412,73413
70241,62466
17257,17256
40959,40958
73417,73418
66054,29742
72152,72151
66837,66836
50672,50671
62265,62264
73449,73450
51793,51792
73459,73460
71637,71636
73464,73465
52114,52113
64559,64558
46863,46862
73473,73474
24575,24574
73482,73483
73486,73487
59687,59686
65753,65752
46398,46397
73498,43370
32016,32015
53458,53457
60576,60575
50055,50054
30369,30368
8232,62408
73512,73513
45615,24007
73518,73519
73520,59022
73524,34068
69112,69111
56808,56807
70501,70500
39850,66878
68661,63687
68613,30821
73560,64541
21698,21697
59393,59392
46436,27140
44000,43999
73571,73572
62723,62722
20470,20469
73357,73356
54647,54646
57568,57567
56522,56521
65725,65724
65206,51186
37367,37366
63275,63274
24225,24224
15265,51696
64136,50119
50951,20668
18470,18469
39094,20901
73623,73624
53823,53822
70137,70136
35812,16885
73633,73634
40058,40057
46323,46322
42474,42473
46094,46093
60959,60958
9891,9890
55371,53841
69410,69409
45428,18023
70781,70780
36019,36018
9292,9291
72199,72198
37999,27886
73675,73676
73680,73681
42871,42870
18350,18349
70404,29144
40987,40986
71087,29322
46165,46164
70056,70055
62140,62139
67187,67186
73705,73706
43039,43038
67364,67363
44792,37328
67102,67101
16784,16783
53471,53470
72713,72712
57577,57576
65379,65378
73747,73748
68679,68678
11540,11539
73771,73772
73472,73471
46790,46789
66951,66950
26235,26234
67049,57611
52926,52925
36022,36021
59922,10766
30146,61855
73801,73802
68700,65227
55531,55530
59718,59717
50961,48304
47616,47615
71570,10720
63501,9774
73299,73298
43601,43600
49594,49593
73830,34207
25351,25350
73833,7406
53756,53755
64218,64217
2249,2248
73789,73788
58154,58153
56739,20566
73855,35258
12529,12528
42576,42575
56255,56254
25279,25278
73866,73867
73868,73869
49407,49406
1173,1172
71419,71418
53735,53734
56528,56527
72005,72004
65346,65345
73892,73893
68399,73894
42412,42411
50920,50919
58915,58914
43614,43613
71062,71061
54779,40311
51597,51596
73908,73909
64552,64551
63688,63687
56133,56132
70981,70980
26278,26277
73226,73225
38814,38813
56346,56345
59073,41945
62953,62952
4010,4009
29084,18150
70541,70540
40183,40182
73938,73939
43786,43785
73947,73948
73950,73951
53656,53655
55085,55084
68597,68596
58392,58391
49133,30665
61885,61884
68417,68416
73970,73971
66300,66299
20696,20695
45020,45019
70867,42166
6706,6705
57318,26291
67955,67954
66313,66312
63757,63756
64402,17489
60453,60452
72331,72330
73156,73155
72666,6150
20612,20611
5859,5858
74012,38261
74013,74014
57176,57175
74015,74016
74017,45157
68214,68213
65354,65353
55179,55178
74031,74032
64185,64184
74042,11889
74045,74046
72129,72128
45082,3524
71080,71079
73568,73567
32933,32932
69294,9901
26413,26412
37498,37497
25934,44222
39024,16587
38519,38518
15238,58353
47259,47258
66740,66739
30898,30897
72949,72948
63869,53974
74077,74078
71842,57825
42246,42245
65581,65580
73643,73642
72884,72883
40656,40655
24216,24215
70577,70576
67453,30897
61160,25033
58034,58033
38156,38155
65419,4255
19052,19051
65889,65888
40289,40288
51235,6150
71602,71601
43139,43138
26002,24007
49835,49834
74121,42894
67785,67784
74129,58093
69249,69248
36301,74136
50553,50552
67913,67912
11009,8995
24910,24909
46560,46559
67221,67220
29908,29907
73794,73793
65217,27261
73898,73897
36373,36372
68272,68271
550,549
69845,69844
74164,74165
36392,36391
73444,40587
41564,41563
74172,74173
50777,33331
22128,22127
74180,74181
67934,9901
70705,70704
29176,29175
45485,45484
69800,16239
62812,62811
69985,69984
1187,71488
74204,74205
72968,72967
59940,51142
68154,68153
59752,9706
5225,5224
70406,70405
66023,9901
55503,55502
63844,63843
47215,47214
74238,74239
74250,74251
74252,74253
70053,70052
69761,69760
23238,23237
71928,71927
57974,57973
68451,68450
74267,74268
74274,74275
20740,20739
72520,72519
51402,51401
31147,31146
58430,58429
45626,45625
66451,66450
74287,74288
62565,62564
73458,73457
45765,65710
68594,68593
70588,53627
2015,2014
74295,74296
71301,71300
71213,71212
72280,72279
8105,8104
36776,36775
74303,74304
32210,15882
40300,40299
71771,71770
74306,74307
69705,69704
49755,49754
71963,45426
43825,43824
74313,74314
9996,9995
36863,36862
60007,60006
58272,58271
55833,55832
72310,72309
18849,18848
72190,72189
48804,48803
74354,74355
57830,57829
62567,62566
4668,4667
74366,9901
68821,2573
61763,61762
45550,12439
37427,37426
72953,72952
65782,8451
74382,51186
74383,74384
50977,50976
64362,64361
58696,58695
50458,11782
54900,54899
73911,73910
63477,34138
38387,38386
58350,17256
70152,70151
48326,12123
72748,72747
74407,74408
72183,6126
74409,74410
46621,46620
21006,29543
61170,61169
39613,39612
46563,46562
59928,59927
27408,27407
57783,57782
58220,58219
74435,74436
44764,44763
61302,61301
74443,74444
74445,74446
65021,65020
73262,73261
28753,28752
37284,37283
65176,65175
73652,66121
70573,62946
27923,27922
69029,61280
74459,74460
72715,72714
70949,22396
65282,65281
62257,62256
61694,61693
22727,22726
70509,70508
70702,70701
44187,44186
58288,58287
50240,50239
71465,71464
64863,64862
46496,46495
74489,74490
74492,74493
57681,57680
8906,74496
74500,74501
69514,13336
56706,56705
72989,72988
34889,34888
60862,60861
67324,67323
74526,74527
74374,74373
55246,55245
15171,15170
49909,49908
74539,74540
59826,59825
68221,68220
56850,56849
49447,49446
59277,6150
74155,74154
74550,74551
72050,53721
61358,61357
44520,44519
61315,5126
63320,63319
50021,38251
36016,36015
73500,73499
60187,29857
68363,68362
69394,69393
63282,63281
14858,14857
74574,30821
40554,40553
71981,71980
67928,67927
34197,22422
65142,65141
28781,28780
73604,73603
70912,70911
62579,62578
74601,63756
62901,62900
8519,8518
71015,71014
74607,74608
73574,73573
74610,53457
74125,74124
74423,13463
42953,42952
52298,52297
66112,66111
74626,74627
50666,15822
68664,68663
591,590
45411,45410
29858,29857
48313,48312
3909,73782
73599,1186
74636,13679
70240,1172
24211,72604
74218,74217
64138,64137
58859,58858
30243,30242
74081,74080
74002,74001
51585,51584
33939,33938
74658,64539
32842,6880
14506,14505
32242,32241
54822,54821
74666,42545
40538,74669
57752,57751
74675,42517
74676,74677
73877,29432
63070,45523
46183,10850
35356,35355
37082,37081
58094,58093
33380,33379
66504,66503
42685,64562
62645,62644
74705,74706
74429,74428
68232,68231
72352,55761
58591,58590
33579,33578
53452,9901
74712,74713
68897,68896
29366,29365
74718,51922
74332,74331
67126,34068
73996,73995
74726,48331
63359,63358
68301,6880
63449,15848
47984,47983
24923,24922
69612,69611
20368,20367
61923,61922
66455,66454
60985,60984
58835,13336
56628,56627
53848,53847
74737,74738
59450,59449
72536,72535
35534,35533
74745,74746
74457,74456
68244,6150
61939,61938
41762,41761
49772,49771
14439,14438
69943,69942
53816,761
67602,62778
67292,67291
57388,57387
42396,42395
61236,61235
65781,65780
52126,52125
73523,73522
40153,40152
61760,61759
60295,60294
15842,15841
59892,15123
74244,74243
57102,57101
71307,71306
49712,49711
67142,67141
44645,44644
39854,39853
74142,74141
60667,41006
74785,74786
26318,26317
74741,74740
74789,74790
74025,74024
29972,29971
69910,69909
59067,59066
72328,72327
55459,17248
67000,66999
26536,74800
70735,70734
72601,72600
25678,25677
4018,4017
71845,71844
71046,71045
74210,74209
29212,29211
74208,74207
72284,6880
69697,69696
41227,41226
16022,16021
74827,74828
46969,46968
58885,58884
67485,67484
64208,64207
31603,31602
58099,58098
54563,54562
64490,64489
44913,44912
749,748
71368,71367
73377,73376
27709,27708
63857,63856
59260,59259
47574,47573
67545,67544
36142,36141
73589,73588
63313,63312
57426,57425
73285,73284
74854,74855
73627,14889
68806,54262
56081,56080
71283,5583
71078,44273
74857,74858
69788,69787
72507,72506
31338,31337
73516,73515
74329,74328
72634,41761
73479,73478
61901,6150
71921,71920
31428,31427
69214,69213
46979,31009
29950,29949
17973,17972
56400,56399
22771,22770
66332,66331
70827,70826
53889,1186
30139,30138
64276,26094
74886,74887
74775,74774
67466,57944
72256,72255
28157,28156
45457,45456
40995,40994
24874,24873
65739,65738
73401,73400
62226,62225
70653,29325
71831,71830
12332,12331
37785,37784
70142,70141
70968,70967
74912,74913
46467,46466
58226,58225
8064,8063
42650,42649
53628,53627
65336,65335
47546,47545
65668,65667
69485,69484
63406,61183
74782,74781
41778,35444
74930,74931
9069,9068
58685,58238
20872,20871
65497,65496
71475,71474
72395,72394
67460,67459
49675,49674
73181,73180
36187,36186
52917,52916
41435,41434
62149,57357
70465,70300
24481,24480
59198,59197
13730,13729
68488,68487
74815,74814
18685,18684
58974,58973
60288,60287
50518,50517
67369,3829
50936,28256
55081,55080
13717,13716
326,71488
69334,69333
74969,74970
74158,30574
74974,74975
73263,10850
34510,34509
29626,5021
56201,56200
69782,6823
74982,74983
69902,69901
71381,71380
43619,73714
18431,18430
72076,72075
39706,39705
74604,74603
55863,55862
60888,60887
74988,44702
74820,74819
38924,38923
61311,61310
58292,58291
74694,74693
74434,74433
38853,67532
62892,62891
75009,22086
2995,2994
70816,70815
67400,67399
73900,73899
72452,72451
74834,74833
66620,33464
33914,33913
39275,34265
59316,59315
75026,17988
27769,27768
75029,10138
72449,30368
11611,26151
67135,67134
20955,20954
71828,71827
65532,65531
69493,69492
42355,35258
63879,63878
73426,73425
52621,52620
58898,58897
62999,62998
69528,69527
67703,67702
73432,73431
73887,73886
69720,3590
51318,51317
72498,54175
61562,61561
75086,75087
58462,58461
75093,75094
73539,72535
75099,6823
71905,71904
70393,70392
74291,60541
39363,1186
75050,75049
46417,30352
62281,62280
10630,10629
70080,70079
43660,43659
54161,15848
67866,46553
71456,71455
19570,19569
65367,65366
35656,35655
73542,73541
68656,68655
58459,58458
44758,44757
44666,22422
43071,43070
61869,61868
57876,57875
33411,33410
65608,65607
62111,62110
36829,36828
56721,56720
36291,6823
70026,70025
23678,23677
924,923
19699,19698
65247,65246
60175,54054
70598,70597
75132,75133
59949,59948
20163,74237
58389,58388
44687,33353
65325,65324
52982,64397
75139,75140
34878,34877
4222,4221
68560,68559
50417,22770
73202,73201
54857,54856
54713,54712
33188,33187
68456,68455
20458,20457
49212,49211
75082,75081
65428,65427
50165,50164
75156,75157
71137,71136
67230,67229
18723,18722
73178,73177
71696,71695
35204,35203
75168,75169
73065,73064
6111,6110
27824,27823
32283,32282
26214,26213
57799,57798
74792,74791
64412,17180
31813,31812
60536,60535
71644,5583
34046,34045
71918,31704
61041,61040
67082,67081
73968,73967
75182,75183
74659,51003
72192,72191
37963,37962
19978,19977
64192,11145
73497,73496
68638,68637
11694,10859
62965,62964
44686,44685
72947,72946
71521,71520
54696,54695
73138,73137
41621,41620
46896,46895
56379,56378
60151,60150
6404,29569
59561,59560
75194,75195
70113,70112
45953,45952
10196,10195
41604,41603
38554,38553
57885,57884
74196,74195
66782,47708
75205,75206
69694,69693
72348,72347
75210,46674
73385,73384
73347,10850
72259,72258
74594,74593
59766,59765
58613,58612
33055,33054
68430,68429
74561,74560
74272,74271
69262,69261
36788,36787
74484,42190
74517,74516
69524,69523
75145,75144
9902,9901
71163,6823
51290,51289
53354,53353
40449,40448
67075,67074
60215,60214
72856,72855
69476,25801
762,761
54099,54098
73989,73988
22466,22465
48939,48938
74947,74946
14179,14178
53680,53679
68990,41614
23352,23351
75247,75248
34279,52898
27273,6880
47005,47004
33310,33309
18693,18692
45133,45132
56922,33274
62224,62223
71728,71727
32080,32079
54761,54760
72388,72387
74668,74667
26462,26461
21887,21886
74842,74841
59967,59966
55938,13336
75263,6677
68837,68836
73134,45381
38129,38128
53621,53620
43689,43688
40186,40185
53212,53211
65919,65918
19662,19661
29990,29989
74817,37993
41645,41644
71750,71749
75269,37214
63341,63340
63806,38940
56960,56959
51213,51212
40312,40311
74981,74980
41534,41533
38943,38942
14601,73215
52736,52735
70521,70520
68179,28882
70632,70631
58656,58655
59448,59447
75283,75284
67880,67879
55736,55735
73309,73308
73673,73672
69451,69450
56638,56637
68131,68130
49986,8513
72319,72318
63707,63706
75297,75298
37596,37595
47076,47075
70082,70081
24716,24715
73657,73656
30068,30067
69718,69717
52336,52335
40965,40964
75306,75307
36401,36400
70772,70771
22766,22765
54971,54970
75079,75078
28630,28629
69197,69196
39892,39891
48944,40224
74297,37014
75320,43309
61004,61003
1309,1308
40861,40860
59088,36334
73637,73636
71986,71985
74420,63006
11588,11587
68270,37962
18370,18023
2344,2343
36107,36106
48275,48274
22930,22929
55177,55176
38277,15988
69680,73161
63136,63135
75237,75236
18953,18952
74961,74960
58333,17742
40404,40403
66237,46334
63713,63712
64786,64785
73659,73658
15946,15945
33952,33951
75098,75097
74904,52041
43187,43186
73089,49113
54214,54213
45243,45242
48296,48295
69227,69226
47496,47495
72437,24889
35145,35144
21936,21935
33934,33933
71617,71616
52810,73691
63842,63841
74918,74917
3302,3301
57826,57825
73332,44340
35189,35188
48186,13487
74724,74723
63586,63585
71916,71915
74728,38624
72206,72205
51440,51439
75357,75358
61619,61618
31606,31605
54339,54338
63148,63147
62899,10850
21064,21063
65327,65326
69068,69067
71333,71332
71761,71760
40498,40497
10385,10384
70676,28655
64270,64269
24285,24284
57666,57665
56253,56252
26528,26527
69856,69855
64018,64017
69658,69657
70852,31736
24780,75035
73146,73145
74572,74571
71230,68645
25374,25373
65384,65383
45898,45897
69098,8038
32723,32722
72295,72294
21913,69079
36874,36873
75380,75381
50848,50847
65465,25033
27144,27143
48495,48494
53404,43517
38024,38023
75160,75159
28892,28891
68971,10972
73678,73677
70917,46055
38781,38780
74771,74770
66031,66030
69474,13336
48592,48591
75259,25350
75127,75126
73849,73848
69077,59066
38266,48730
60118,60117
63853,63852
75396,75397
75394,53850
73829,73828
52323,52322
71424,52299
69049,69048
75028,75027
12935,35785
49739,49738
26605,9533
71020,71019
54781,54780
64082,64081
19790,19789
67406,9131
53304,53303
3185,73063
72247,72246
75294,75293
75166,47793
72796,72795
65067,65066
64832,64831
59906,35351
72367,30067
71101,71100
74097,39960
66100,66099
75128,12027
75314,75313
63401,35258
74641,74640
71200,71199
55190,55189
34852,34851
75015,75014
60028,63529
59007,35678
41543,41542
68069,68068
67255,67254
75329,17725
72730,72729
16195,16194
40818,75424
73644,73379
58728,58727
51076,51075
60777,60776
16617,16616
55892,55891
75360,8451
67233,67232
74441,74440
37011,3829
72831,24215
50357,50356
18726,18725
9688,9687
17641,17640
72349,39555
31470,31469
33593,33592
68039,68038
70223,70222
38086,38085
20542,20541
68763,68762
39448,39447
65875,48905
75432,75433
64112,64111
27208,27207
28526,28525
59069,59068
33614,33613
45222,45221
74231,74230
11871,11870
52269,10850
49947,42120
75089,75088
72911,72910
69264,69263
72993,72992
74225,74224
1453,1452
75324,39705
72252,37318
27867,27866
73529,73528
74708,74707
4417,4416
61460,61459
59164,59163
75445,75446
74426,74425
50369,50368
19717,19716
67548,67547
42944,42943
74515,74514
64495,64494
12393,12392
56654,17725
73689,73688
65929,65928
46454,46453
7706,7705
71414,15587
69488,69487
61744,61743
73330,42721
20256,6880
23518,5234
69926,69925
64053,55144
72333,72332
34266,34265
74510,74509
75452,75453
71726,33054
60890,60889
35256,35255
60464,60463
73359,73358
75430,43240
72658,72657
47361,47360
74629,74628
73587,73586
27521,27520
48823,48822
63292,63291
15583,15582
75457,75458
74192,74191
44537,44536
31722,31721
4497,33572
38609,38608
50861,50860
69588,69587
61560,61559
65905,65904
23128,23127
62496,62495
61823,22881
74979,74978
71467,71466
43856,67606
34828,34827
69816,30857
22087,22086
74118,74117
30296,30295
75047,75046
73254,73253
75462,75463
75385,75384
72458,72457
64974,64973
75464,75465
47443,71492
67855,52950
51462,51461
40545,40544
75364,75363
45358,45357
71139,71138
74068,74067
58843,58842
19018,19017
75219,75218
75469,32488
63998,63997
73667,73666
45436,45435
6602,6601
65561,65560
63799,63798
34395,34394
1226,1225
74170,74169
39919,39918
62467,62466
30048,30047
56682,7633
51677,51676
71131,71130
17010,17009
75191,69189
72009,14678
72135,37652
25382,25381
67966,67965
75418,75417
71825,71824
25964,25963
75084,75083
74139,74138
56466,56465
75148,70000
55616,61943
66875,66874
65988,65987
75479,75480
73443,23681
75387,65343
74241,71025
63117,63116
6151,6150
75031,75030
21532,1452
38931,40224
23973,23972
73213,5721
68264,68263
62385,62384
45018,45017
30417,30416
65231,65230
70353,70352
22119,11782
75471,75470
40541,10850
27206,27205
71436,50015
75428,75427
10010,10009
65215,65214
64921,761
71656,71655
43700,66389
68329,68328
69083,69082
59400,59399
75475,75474
21993,21992
19755,19754
73765,73764
74687,39128
75186,75185
39970,39969
6089,27644
22861,22860
73740,73739
59822,59821
73114,73113
51606,51605
56102,56101
48340,48339
61254,6880
1748,1747
46568,46567
66583,34450
72265,72264
73548,73547
514,10767
64901,61954
60129,60128
35463,35462
74811,74810
75450,29140
75266,75265
9114,9113
75478,75477
65517,65516
33621,33620
60927,53077
75490,75491
58598,43980
75481,5977
64232,64231
71001,71000
49102,49101
70008,70007
75376,75375
7874,7873
5745,5744
67475,20544
20530,20529
67564,22770
60037,60036
71849,71848
60168,41533
73923,73922
10973,10972
71417,71416
75405,75404
67617,67616
46135,46134
36774,36773
62316,62315
74483,57969
39638,57989
65213,65212
55904,55903
68684,55392
62228,62227
71065,71064
72656,72655
59375,59374
48247,48246
51415,51414
