atdate_inv_1,atdate_inv_2
727,2205
258,55295
280,25809
328,4692
1755,5006
193,8680
272,4240
2087,377
372,799
638,7755
596,14730
401,43121
638,23902
372,5817
658,38042
272,9776
658,12496
272,339
280,16802
277,25359
596,19232
193,2269
277,611
277,23391
3398,5817
2681,1434
182,6067
2212,1176
401,17604
272,20759
277,23592
596,32568
1755,24177
638,8755
727,3537
638,2163
277,20733
658,10208
280,2855
401,32019
372,6390
658,10986
638,47336
174,4973
658,7858
277,27176
31092,9044
272,7766
328,767
658,19213
2087,5129
372,20675
193,13333
174,2643
5104,14390
638,28562
372,1020
193,8112
355,1901
272,55588
174,2302
182,36601
401,9062
638,11373
254,2205
1755,1481
277,15352
372,25810
1380,3283
280,15247
658,55639
2657,5817
1755,3007
1755,5498
638,6846
258,3442
277,55648
2087,818
596,44032
254,6522
658,21818
277,5108
277,41369
277,55670
10286,5817
254,6637
3778,502
658,17127
401,9393
254,13926
277,34060
9961,2563
1380,377
280,3027
277,3898
277,44796
174,3438
182,834
259,5597
280,15976
254,2867
596,7208
596,8459
277,9080
277,43454
182,19401
612,611
658,6811
596,29155
3069,351
280,18169
638,3946
596,5129
401,1319
1204,55814
277,11971
1755,9531
638,8390
174,3938
401,5195
277,18120
612,1295
372,6632
277,20468
401,3720
401,15230
254,7240
1024,377
372,15071
174,2242
193,723
182,46028
3028,10815
1380,804
254,6340
1755,16226
2212,8297
638,29041
596,344
3398,3121
182,5294
638,10479
280,4201
254,2643
372,565
174,11682
174,736
401,9191
272,4998
193,1738
1204,1774
277,16295
272,12846
658,45150
328,18169
254,38022
401,5438
658,319
2206,1538
2290,2242
401,13250
7028,4047
3398,9963
727,18169
193,22512
3220,11709
401,56023
638,21785
596,723
254,760
11708,116
277,1921
272,1621
401,18334
1755,3563
5331,787
355,1138
254,173
277,1002
596,116
372,3306
1755,56066
275,10815
372,9963
2356,913
658,1835
272,9080
638,56100
328,9624
280,18621
2681,3124
1380,6101
372,7240
272,38902
277,1459
596,3764
596,2291
254,6401
27349,9044
658,22024
401,38684
20922,2269
7028,15143
277,9064
193,14730
596,16451
182,1059
182,6226
596,10177
277,56194
16008,2205
182,5418
32637,2205
1755,1052
182,3975
277,22203
193,1942
277,548
6804,30
254,56243
658,3803
254,16809
182,1774
277,3189
254,3880
638,32198
372,40864
1380,20226
612,5008
254,9682
182,44796
280,1835
658,6418
328,5711
638,13959
431,1295
638,34239
328,53
5135,6401
7184,2563
328,373
272,17604
638,8655
1755,25308
174,703
254,1962
638,3227
12639,7485
1380,11039
401,15355
19805,32046
658,10116
277,29383
3226,12598
254,7419
277,10986
658,15939
401,18073
612,351
638,24743
372,10715
658,20226
277,9295
174,8655
355,32985
254,22505
272,5711
658,2806
2087,1295
182,56508
174,18189
272,5463
658,23592
272,32954
254,24454
1755,29398
658,30622
254,42760
272,45613
272,56560
596,23425
254,3935
182,4439
277,3027
727,3029
658,3764
277,12844
401,4769
638,28299
320,2269
277,7711
1755,9565
8640,5546
56598,3034
254,35179
272,5546
3800,1107
277,9882
6624,2658
638,7201
174,3034
372,3959
277,47606
401,29177
401,15247
254,9026
1755,54544
401,5703
638,32694
272,16295
182,7268
401,9038
612,4692
372,16143
372,2348
272,4433
596,154
372,2472
254,40420
401,5546
638,1134
612,1176
596,5440
401,3007
254,12045
638,43738
612,8480
272,9591
182,9133
277,7344
174,943
401,11553
254,28813
280,13357
401,26840
596,4063
174,3652
328,11039
272,16451
1755,35087
596,34254
37424,2022
638,5662
372,6919
638,9750
174,4242
6783,30
254,5817
372,3752
254,9531
277,30622
254,51088
272,20351
401,56897
596,1368
638,9315
38996,2563
401,10871
1896,54992
372,19457
1204,741
355,6805
254,14411
254,28299
658,23548
277,818
3139,13879
612,18622
3220,1835
193,18169
638,18621
280,19220
401,9456
54399,4242
272,14629
401,7766
596,9318
18886,11039
727,50114
182,14078
3226,18775
355,6167
401,26046
658,8755
1755,56976
280,3631
658,35447
401,7898
658,56987
401,38331
401,5752
16939,2205
658,5463
4898,2658
1755,2662
1755,3938
727,2996
277,9387
328,16657
277,1727
638,13333
5893,319
727,6265
254,30191
638,54602
401,57053
1755,5877
174,13413
658,11706
280,3574
658,7528
328,11140
272,8877
277,57092
254,9324
277,17127
638,26017
174,21214
658,11192
658,22443
638,22015
638,9318
277,57143
277,9383
596,3622
328,3121
5852,2626
658,57164
372,41432
658,2826
638,51720
16008,8085
638,5397
174,2205
328,19213
1755,1025
277,20224
277,14946
401,23902
182,1719
596,7998
401,5962
254,13369
272,24355
372,26974
638,5661
4488,6401
1755,22410
277,57260
254,17689
272,20973
596,6773
174,44329
372,12045
727,5294
10714,2626
277,767
254,11052
277,3019
254,3938
182,9388
1380,403
658,18005
277,5227
8679,6101
5852,2563
612,4242
401,7151
1755,4382
328,628
272,595
275,532
1755,34254
658,1901
57367,2022
280,6919
596,2125
328,2832
401,8521
1204,377
658,4225
277,544
272,4172
638,25471
401,9743
277,19891
277,39256
638,16702
11329,18750
277,10982
355,1263
193,4593
372,3143
658,15918
401,6028
254,377
174,26027
1755,8081
182,7984
254,15230
727,8856
280,3062
254,14390
1294,8655
596,26941
182,5962
277,1263
1380,9963
3398,4692
254,977
658,44794
401,57522
193,18622
1380,3801
638,13369
401,22063
1755,11039
8668,8815
1755,40050
254,32293
372,9393
372,2832
1755,2806
372,3502
254,2269
277,40905
9826,57582
401,24459
3375,133
254,1062
1380,4382
401,21895
280,12618
638,13357
277,309
182,57619
727,1264
182,28417
277,4225
277,986
5955,5954
272,2107
174,35851
277,20944
401,8812
4785,7268
3398,23360
277,3631
638,10986
174,22363
401,50524
372,2052
280,11628
596,1025
658,346
372,339
638,7353
612,9173
254,274
254,28217
596,28741
401,2163
254,279
401,202
280,41506
658,9497
277,35818
401,57779
277,48281
727,17247
182,11695
254,35851
372,13585
193,11895
596,1638
596,7911
401,18283
277,8390
372,745
372,27594
658,7344
372,11917
401,57836
51873,2760
277,6618
277,1945
638,1266
658,8076
272,14543
638,3473
174,19304
638,1020
372,664
658,23802
254,9559
658,25308
638,1472
182,19848
272,1145
272,12844
658,943
254,29155
2087,16397
277,703
254,9599
6114,22841
596,11679
193,4723
1380,22755
182,9979
277,7143
254,2170
182,11140
254,4915
182,27870
6624,818
277,11003
254,7625
401,34022
182,3720
638,20765
1755,34018
12639,3938
372,3275
658,9681
328,53813
35543,3333
727,377
658,10598
431,4556
638,274
3800,4489
658,5958
524,39951
174,7902
1433,1781
254,16141
401,26658
254,864
1755,39264
272,10176
638,3890
658,25226
12660,1645
596,1841
58084,2205
182,18117
638,4240
638,8262
182,11892
638,58123
182,10042
272,8856
401,50656
658,7902
277,10895
272,11373
658,3434
7028,58170
596,31176
193,35011
658,5129
1755,5309
277,988
372,905
254,1895
58199,2205
280,9173
174,726
254,45541
658,4063
57179,2205
280,21811
1834,3656
658,6962
355,1434
182,2708
11885,30
638,29571
3226,58270
596,3333
277,3660
1755,51812
277,9075
272,3227
596,14193
272,18622
2389,2170
638,41856
658,9012
372,6413
355,8085
277,14903
254,20858
1294,30034
401,10815
277,3434
58351,58352
3778,11565
372,2302
1380,2169
401,40951
638,11144
596,7755
277,22363
277,8847
277,27989
372,21425
401,15309
401,16673
254,14074
596,4242
638,58412
596,24200
182,10103
2206,2022
6783,3701
277,19226
372,5598
58351,114
658,19311
1755,299
401,38052
277,12298
1755,51975
401,2658
277,18507
1204,16457
658,58487
277,5209
277,22505
658,116
658,33013
272,7778
182,16049
658,31104
280,504
3220,3399
254,17931
254,16657
10286,377
182,12390
37680,10294
259,377
277,16414
5135,58547
182,2348
5104,377
372,202
5331,22841
638,23592
596,11779
182,13125
2290,3701
372,4565
372,11695
182,7240
372,4964
174,4728
1755,11663
8640,2996
277,555
658,5621
1755,9963
277,54738
14867,116
280,21785
638,40383
277,22420
1755,27791
277,5644
658,2224
596,16531
277,4653
19805,2778
372,7032
254,4286
182,7708
638,4252
401,9315
2021,3027
658,8390
638,35913
638,58706
638,20787
259,20226
658,28204
727,250
1204,4556
401,2832
3028,2169
328,250
280,7436
401,12444
272,52405
638,5379
1433,627
4855,8655
727,3720
401,3027
328,3434
272,3537
272,22063
254,4565
638,29926
254,42334
4971,700
272,448
12452,116
2206,5546
182,18169
638,5418
658,58819
182,6413
401,9388
328,25867
277,35513
277,7766
612,2205
1380,5836
596,6812
3220,1191
254,24724
182,20216
658,27134
182,23803
254,17792
277,5377
182,7014
280,2508
182,19929
638,3399
24009,2022
275,30
401,2269
254,2486
182,905
638,33160
658,14481
280,33989
254,36025
277,10855
258,7151
638,9463
1204,1025
3375,3938
431,14390
277,31740
27948,9044
174,2111
1294,8815
12225,11779
401,818
11329,2205
596,5621
3139,12844
254,1774
355,14727
254,3034
280,723
11389,2022
328,3034
1755,1059
272,946
596,5301
1834,4580
401,1203
401,36294
280,1901
280,13547
727,8480
277,48399
3375,377
254,8022
401,7293
638,6660
372,597
182,3631
254,5418
401,5711
401,12362
277,9038
372,14357
638,59137
372,1921
9304,2022
272,37107
638,2951
12639,2205
277,15247
612,3222
596,15247
277,34491
727,5851
638,6544
272,12062
658,22193
372,23915
254,4959
9673,1434
174,26798
277,17931
182,55218
658,49863
1755,4439
596,5836
254,20198
401,8835
16939,4556
277,20223
14762,377
2290,8815
1024,2205
193,1205
182,15874
401,7432
272,3824
277,1191
280,14548
596,2390
280,1134
1755,34505
638,3333
277,7625
182,319
174,12882
254,9463
638,2967
280,7911
612,8655
6114,59286
174,2390
3028,10715
658,602
372,1434
1380,21826
3139,2563
638,1774
280,10871
182,6101
596,864
9961,2205
193,2107
174,23055
4971,14727
280,3773
277,987
193,27134
596,9624
658,5108
658,29177
401,27192
277,18973
182,16397
372,528
658,38411
596,3113
277,3113
638,12823
1755,5568
277,20198
254,31015
658,18621
193,1901
254,11162
272,15247
658,21785
658,8588
3220,1472
612,5350
277,5129
3220,4692
182,3752
596,3186
174,4439
431,23421
174,13384
658,1205
254,36950
658,21597
372,3417
658,3171
596,9062
727,1645
174,2526
277,10783
254,16334
182,24969
193,4286
174,6877
612,2211
372,22229
8035,2022
272,5621
401,41856
182,7831
372,1895
182,21135
401,528
272,7711
2212,7029
658,5266
658,16049
254,14211
638,3652
9304,723
277,344
174,3011
638,35011
182,9191
431,1216
2657,377
3226,9044
280,7151
280,10426
612,2658
182,5568
638,943
3220,5546
193,1555
277,34969
1755,31616
401,18071
328,1061
174,22090
2206,377
182,12045
401,7711
638,49716
727,1061
596,36852
275,3938
182,59631
596,19229
254,18187
3028,23421
272,44457
280,23116
280,5877
658,2285
182,10986
401,57404
182,1738
3028,11118
3800,11565
12225,2390
401,49930
272,3916
1380,2302
3220,2269
272,23116
401,27634
658,4862
638,51613
401,723
6624,2563
638,37078
401,11662
638,19095
372,41502
372,2737
254,17097
431,4382
259,2205
182,1656
401,7831
658,9956
174,2304
6114,2626
277,1472
638,42159
19805,44674
277,10177
546,2658
638,22380
638,41908
328,1381
727,22577
254,700
182,36579
596,2563
272,29101
254,6045
328,12674
174,71
2389,22755
254,26963
277,1843
5893,377
277,349
174,556
3398,6167
372,16172
1204,13879
272,2594
1204,23360
280,2971
277,13188
401,6981
658,57460
401,20759
182,9531
372,1138
3069,3027
401,58369
1204,3273
596,16629
546,4382
658,35513
658,2013
372,7902
2290,1434
193,11029
254,10729
1433,700
277,20858
431,3192
280,5711
320,2205
401,10223
5955,377
372,7485
174,1655
254,803
638,17961
254,759
638,17008
254,2996
272,36852
658,13980
401,14629
401,44796
596,1061
638,22410
174,22063
22558,2626
3398,51373
277,23556
174,10753
638,4433
658,3660
638,5712
277,24999
658,11187
401,6911
12639,2169
254,3275
277,55445
596,14951
182,2605
11708,2205
658,7478
277,33171
612,5598
1024,2269
272,13340
401,55767
658,53
658,10479
272,44674
2290,8297
11184,2563
658,16270
4835,2205
401,55236
277,8562
275,2737
277,9965
272,21616
182,1404
638,1145
1755,5440
1755,21905
16008,19805
182,14727
372,35539
272,5717
596,23975
658,4751
3398,6431
401,16932
1380,2269
1755,3161
638,29647
638,664
401,14611
4855,2626
638,12164
638,18117
259,16084
638,21533
638,25952
277,18529
277,5195
1380,32440
638,31104
401,32115
174,25416
727,11039
272,15742
37424,4556
174,1675
658,14730
272,30
182,60300
272,31176
277,56039
272,15918
658,60316
12225,24371
254,7445
658,24355
254,18622
658,23315
1755,13612
10286,8815
16008,8767
658,35011
272,60333
1204,4382
193,349
612,23360
546,2205
254,19288
182,17850
14762,2205
174,7828
4971,4213
401,3406
182,8161
3375,60421
3139,11779
60447,103
658,575
372,28068
596,12598
6114,37903
280,9556
638,2059
1755,2269
182,11665
280,1675
2021,16226
596,16397
638,27998
182,3121
1380,7528
372,3475
658,4836
372,2760
277,35179
280,22577
12452,2348
638,8562
328,2996
727,4240
182,16084
1755,20351
658,21425
658,10272
355,18169
658,60553
174,1785
401,3192
254,58716
5104,116
8035,7485
401,16141
401,7708
272,21214
1380,1061
401,60586
658,23176
638,5440
1739,2682
182,13475
638,7445
401,611
596,13131
3139,3421
401,1953
4971,2022
272,7569
254,834
277,5662
401,6782
277,6681
277,26402
596,8562
5135,780
401,8957
5955,2563
658,12907
638,8526
431,16907
280,19213
182,1472
2021,5546
277,60686
254,60688
3398,7831
56075,2682
182,10177
182,5309
658,1538
182,14633
254,4884
355,4692
372,1228
12225,1263
401,6617
272,20226
401,21785
1294,5754
2613,60759
328,5294
638,8712
11060,1434
280,1655
280,9231
254,5438
372,8297
254,9556
638,14951
280,11814
372,23988
174,7712
4752,1434
277,29692
638,5294
328,5463
372,21811
254,53813
658,17146
277,943
1755,16084
254,6981
4488,8812
372,60843
372,42334
272,620
401,5621
272,5814
182,173
2206,2269
638,23425
1755,11814
596,9274
10228,3946
355,16657
3398,6805
638,11682
182,21682
401,899
254,14548
272,12602
1755,27115
320,2676
272,1237
658,12434
277,35414
596,4884
1755,60929
193,19945
277,9318
60933,377
612,11779
277,9750
328,1655
328,723
638,3443
2657,13879
401,12834
328,17604
3442,3801
277,27149
1380,14426
254,4006
254,9274
174,2867
2681,3034
401,29041
1755,595
182,41506
61005,2205
658,6431
280,319
182,8847
328,9559
1755,636
272,51812
401,6522
328,36922
3028,16143
174,14548
277,46186
638,5438
727,36922
658,2065
638,13111
182,3890
182,3313
277,1621
277,4977
401,61098
658,27870
182,34089
182,54148
254,5672
272,5864
431,34542
596,6431
280,3417
658,4068
2087,1645
524,9044
658,4433
254,5877
182,12094
193,327
254,11565
401,8085
401,15742
272,9315
401,1841
3398,3029
638,3189
272,3701
280,4068
727,5754
258,54811
182,2454
372,2971
8668,377
328,6401
272,20468
727,9963
328,4570
658,5228
372,10247
277,73
658,61259
280,5227
658,1129
254,16629
658,5836
254,7485
355,8429
277,22721
182,3473
638,5711
372,44388
12639,377
174,3877
272,5792
280,4242
1433,16226
727,3171
280,3007
638,11895
277,2105
727,2224
254,4327
727,5877
372,14033
182,7321
638,28144
1433,8712
727,7755
277,14372
372,26505
280,9624
272,2832
401,26798
355,9080
2087,2269
1755,50151
277,678
12120,12735
280,16397
4971,2832
401,4258
401,50114
401,13926
277,37954
70,17825
277,7815
401,8755
182,22363
638,14260
596,3946
401,2082
596,61448
1294,1025
612,16397
596,41908
612,4327
372,3283
1294,8085
174,10042
546,19114
6804,12094
638,61479
1755,13879
372,3399
277,1299
596,6401
174,9080
37424,3333
182,25904
401,53681
8640,6981
328,2708
254,639
277,27794
2021,2563
277,5247
658,78
277,1389
727,2563
596,18189
182,13612
727,6877
272,14548
3028,5754
658,27056
372,9324
254,10901
254,14543
658,34239
658,3502
277,6712
174,3475
355,245
182,17146
277,9027
658,61572
401,28696
254,6911
320,7485
401,39736
372,7014
182,4252
372,5385
277,759
272,35335
182,2606
401,27755
254,528
272,1586
328,3406
277,61601
401,31176
26687,2205
277,3333
638,24903
638,9191
280,9295
638,2708
372,6877
638,61643
401,23315
401,61666
658,7971
182,61677
9826,349
596,899
272,25904
5852,2682
328,16084
272,7755
254,1942
1755,5962
254,35247
1380,1538
174,16049
2389,1645
182,7220
277,9552
254,22776
431,103
1834,767
12660,1719
727,2126
254,5791
275,1645
11060,116
258,56797
277,26963
658,11814
658,24000
259,5444
272,3091
3220,4286
272,5597
596,5537
277,9843
658,636
277,3803
638,8480
2657,103
638,1205
638,15247
272,9324
254,5490
372,3062
6783,9044
658,44573
254,4973
372,7480
1204,6846
182,4068
401,61827
182,42334
612,741
596,9864
658,27115
596,59137
254,729
277,7759
638,11199
1755,17247
6804,3801
277,9463
1755,8767
280,18688
5852,3938
1834,3027
658,13111
277,8957
12452,2022
658,13570
280,5440
328,2988
22558,8297
401,53306
596,23902
272,8297
1204,2169
401,61920
355,9416
372,3631
372,29041
658,61936
355,5922
1755,2348
1755,6401
61951,3701
254,11042
372,19220
2389,1434
193,9965
9521,19805
193,61913
20922,6846
596,7858
596,1264
1755,245
638,13528
401,27379
272,5356
638,57563
193,1538
258,8011
1204,4692
596,7568
193,16621
638,8161
638,8150
277,31626
1755,40528
277,13014
431,22840
272,21450
182,2052
1755,3804
8640,1472
401,25624
277,17286
174,1575
8640,4692
658,62102
3028,1352
182,7568
272,6192
1380,4286
355,4327
355,3946
1755,4394
4488,377
355,8655
254,10272
401,48187
174,319
62172,9044
277,1329
11708,3938
658,17636
272,21812
638,5497
401,22077
277,274
272,4258
372,274
182,7540
1294,276
182,46192
5852,5546
254,17286
401,16567
638,6637
277,9741
638,21895
401,685
3220,2348
1755,12907
254,15976
5893,3701
372,2394
658,6522
12225,62314
658,29361
1755,9624
280,3970
3220,3417
277,44329
280,6981
193,11052
280,34022
272,24585
2389,2111
401,10173
401,13310
372,1472
638,26027
638,21818
277,1953
3139,6981
182,6660
1433,71
277,9231
272,7568
372,29447
401,54148
3220,6413
1294,6192
280,3938
638,10272
431,9484
727,9979
1380,7436
272,1472
280,36922
182,9456
277,35804
277,7436
372,349
3398,62423
596,62427
401,351
182,4915
3028,628
596,14629
4487,25904
328,5227
638,61297
372,1719
2087,3034
4855,1835
280,3283
272,16621
372,48952
254,14697
7184,20226
727,5227
596,2176
55675,2563
372,62494
275,4570
4855,8085
277,8150
182,17803
328,726
280,1942
12225,2658
658,17786
401,11895
5104,2472
1204,4593
3398,818
2389,1295
23027,377
10656,2269
638,38022
658,4723
280,2302
401,22193
277,6632
280,611
277,17636
372,58115
174,1061
431,34089
638,1369
174,7711
401,42347
4971,7485
401,39607
277,16932
372,7528
254,21818
182,7432
182,250
355,5791
727,21905
174,16516
272,11971
254,12390
638,3880
2087,356
372,6101
4971,11779
277,7831
1755,16141
372,62678
182,19288
401,11756
193,273
182,49664
658,16397
277,4048
727,5440
596,16657
174,11895
277,8114
254,62729
277,29155
277,7420
638,11915
277,10042
638,26516
277,1952
4855,3877
638,914
1896,19805
355,62786
372,29007
638,12398
11708,5546
401,26974
658,5597
272,7436
5104,23360
182,16166
12541,12540
277,29258
277,2380
401,13791
612,12598
254,12434
658,62863
431,62866
727,6981
5104,479
401,14543
1204,11039
5955,36601
254,4213
638,62886
20811,7485
401,24599
431,3778
258,524
193,9591
2021,6846
277,17482
658,37954
1755,12602
277,39483
355,2107
277,13774
401,22934
277,18071
401,4646
277,7865
254,34505
1834,5546
3069,7485
254,7128
638,12390
658,3027
272,21633
70,7485
658,9315
658,6600
57670,859
596,3713
2021,30034
372,1263
658,8910
638,15516
182,24724
8668,1263
254,8310
272,2740
277,4980
401,26713
182,10365
277,18502
3139,276
401,5846
658,10507
431,2269
1755,3421
277,41856
596,12094
355,1191
596,595
596,1675
272,17470
3028,12282
372,4382
727,71
612,759
277,13357
182,5814
280,11917
372,1205
277,7485
3442,2563
182,17214
193,7419
277,54682
182,12907
2657,2269
17877,17876
1755,31124
401,29101
10656,36571
401,13879
328,4998
1380,3121
658,723
19805,26185
638,12434
401,63105
401,20022
596,13357
277,12598
272,7998
174,5129
372,2696
277,11029
638,25343
280,6205
1755,3333
182,9624
638,40951
272,12618
638,11628
658,33139
254,19891
280,2269
638,48281
1204,2832
254,19220
1755,2059
638,13297
355,3029
401,31641
277,5672
401,28144
3028,41394
328,16397
5955,1263
12660,4692
372,6192
182,45992
272,3473
372,22669
401,2737
277,11682
596,5350
401,18423
63227,377
193,763
328,5791
638,1668
2657,5356
3375,20226
596,2729
277,18716
254,1575
280,6846
277,46746
6114,29299
272,8032
5331,116
3220,1921
272,2572
658,19288
277,36768
182,14349
401,24903
19805,259
612,700
32637,1434
272,2486
596,1586
277,3764
254,17478
272,2397
401,10928
401,6045
727,1188
638,9965
174,4959
596,319
355,5597
638,4556
182,23315
182,50114
193,760
272,1368
638,16143
63353,2205
401,41101
372,58019
658,22431
658,17303
638,63362
727,11197
1896,9044
272,3313
182,3192
638,28696
431,1059
401,22229
254,21322
254,16084
277,1203
254,32019
401,8815
658,12362
272,24724
7028,6272
372,10062
1755,30023
638,9324
658,376
596,16702
8668,8085
372,1107
254,61439
401,27050
277,30137
1755,23975
277,13111
277,63454
658,43048
401,19945
254,1538
277,11665
5135,5877
658,21491
3800,1266
431,8297
182,3530
638,25474
401,2260
2087,373
658,23959
596,15492
596,3121
272,5672
658,36
277,13333
596,5672
277,51199
612,5215
1380,1586
258,63565
658,12094
2389,13879
1755,34422
280,21214
174,4693
401,55218
63596,377
546,3845
638,33634
277,9990
3139,116
1755,4593
328,3357
638,63620
254,3041
272,17146
638,12758
182,4751
19805,6804
20922,2682
277,30336
355,18071
10656,5896
727,17017
638,2013
546,4380
193,2658
658,2832
8640,11709
272,11895
596,977
372,12496
4855,2682
658,24426
182,7921
254,1188
638,1062
277,10729
658,7819
372,11756
254,6431
21847,1138
658,7726
638,9882
277,13963
638,3121
1755,9916
524,5129
431,3946
3069,3034
277,24162
277,46636
612,628
596,31616
182,20468
277,63741
596,1203
355,1841
182,48020
277,103
174,5712
277,1134
401,6831
372,8390
546,15790
277,1381
1755,8297
277,35895
401,6233
280,5597
658,25343
193,2348
596,17017
638,575
277,2211
638,14727
6624,13879
401,3701
182,22849
2087,6911
638,5459
372,39182
596,4556
182,532
182,17182
372,8429
658,24627
193,16049
658,9463
272,7192
6114,14211
3398,628
2212,7485
612,3027
3220,14372
658,8655
254,8342
182,6544
596,16049
638,9916
1755,54492
658,21576
328,4242
372,3078
193,946
727,9559
401,12243
21847,2269
41170,9044
727,3027
70,347
2980,2205
174,6067
272,12907
401,6401
328,10715
174,9965
254,1368
596,31758
277,5215
9961,1472
1755,7810
658,339
182,5864
6232,6709
1755,10417
401,5116
23111,5605
254,12674
8668,11118
1755,5266
64033,377
638,10176
401,4997
596,2676
638,25810
272,46138
11329,42039
401,3563
277,19095
254,64059
277,59629
277,64070
658,55077
23262,2563
280,14325
182,4258
174,19945
2564,6855
638,5817
372,5864
277,2658
280,52226
372,23557
182,28144
193,136
328,9500
658,4729
6102,103
2613,2626
280,4580
401,18187
272,5791
258,9521
401,6846
28948,78
401,6340
727,6401
277,19848
258,64147
596,136
1204,4580
596,64156
328,8712
12639,71
658,664
254,22553
355,4580
7028,51387
658,5008
254,24831
51063,2022
638,8265
8640,4580
372,8761
272,12390
254,31886
372,19596
658,4593
182,7436
638,9062
2087,2022
1204,1921
182,17825
22558,741
596,8655
355,6431
254,494
254,5168
596,5568
401,901
8679,7485
254,11144
182,19213
14762,1781
658,2260
277,4133
658,20009
277,38091
372,59038
658,48580
2389,494
638,24599
182,1255
277,12164
638,2606
280,1538
638,8459
638,2508
727,11895
7184,32504
6114,2348
254,2327
372,18046
2212,50767
4855,116
328,276
254,64364
280,19945
401,14426
1755,1901
18657,2022
280,19304
401,8870
658,276
328,327
64387,2063
277,51613
182,9767
277,6332
52442,2205
182,6332
638,34491
638,723
401,19311
658,10174
1755,3480
277,53
401,16049
638,16657
277,2723
277,5086
182,1817
658,7014
658,16657
182,10272
280,48020
328,5397
254,636
4752,4751
277,5647
658,7283
4835,3801
174,39607
1380,3877
254,448
272,21135
372,2205
328,977
1755,4692
6114,7902
658,4692
277,17773
277,9510
174,5806
658,760
401,41908
372,2443
5893,2205
727,3007
277,6258
3398,2205
182,28741
727,3916
401,22512
277,39224
658,13297
6114,11039
372,13549
182,6798
612,1895
4855,11709
254,23592
254,20787
277,6831
277,17579
3220,7778
277,32205
272,9456
596,23987
638,44796
174,24454
4855,1263
638,26840
277,56100
70,2205
355,30
277,9682
727,5254
277,64652
638,3113
355,3034
658,5289
37424,116
2389,946
401,32198
401,13963
596,12446
596,3434
355,18021
5955,13879
596,4653
272,2942
174,4556
727,3283
272,4252
277,35335
277,5497
328,4693
1896,3938
277,64700
182,13528
658,33533
638,24724
3226,5444
174,7293
727,6632
401,4068
1755,4242
658,14839
259,1895
401,11814
8679,2682
401,5227
277,1825
658,22843
277,4997
277,2390
272,1228
727,19220
612,1719
254,10177
8640,1263
401,9324
638,5108
254,58589
275,22755
3226,3801
182,15247
638,25760
277,2163
658,14372
254,23402
1433,2022
5331,6211
2290,642
277,9216
612,11187
277,14325
372,50524
254,3399
277,9864
3398,71
182,736
638,40872
372,1555
280,9696
277,2260
193,1719
254,1176
277,7778
254,548
3375,8429
272,13416
638,7568
182,2863
277,6413
193,5711
280,50114
5893,2682
174,767
658,10387
182,370
254,2951
6523,4556
182,64923
193,15600
280,2126
277,5598
280,10497
612,1721
1204,3701
8679,8678
254,2271
254,1459
2564,1061
182,4693
372,11971
254,64989
277,2473
5135,3801
3766,377
372,11192
596,6534
277,1735
272,65016
275,3974
328,16226
254,3890
254,18189
182,3701
638,3115
658,53665
254,3714
658,1052
193,21633
401,25810
658,5397
193,2022
596,26907
193,1025
4971,14211
524,18775
182,3537
372,20009
658,3215
259,8085
277,4580
277,12674
182,36261
277,18697
1755,6375
638,6782
182,18394
277,57460
182,1158
254,22846
275,1719
727,1575
596,54630
60933,65116
254,30034
612,8877
2212,43738
254,9302
401,65123
596,12674
272,11348
272,6846
10286,11039
272,1656
638,22063
280,6980
638,4570
658,4544
272,41506
638,2271
21847,2682
280,3473
277,23674
254,2723
65190,859
280,772
727,8877
596,28640
174,3434
727,39607
1755,6805
182,24894
328,32014
3028,7029
182,7755
3398,11637
638,6441
372,18071
182,4213
1896,30
8640,6805
272,2348
596,47376
174,1727
658,65264
658,10545
372,7868
401,20765
658,8022
193,2526
658,972
638,5954
401,5672
2290,2348
658,33603
280,17636
280,12094
44297,2563
638,19650
182,7711
2212,346
272,7831
638,1841
658,62368
65344,2205
658,16802
638,29299
401,23335
254,6782
3800,24483
638,33756
272,1628
182,24200
5104,730
4487,24579
65361,2205
596,5851
174,16629
658,47445
658,2059
372,6045
401,9295
70,1434
401,40420
328,17803
638,5754
277,57930
182,3824
596,64371
658,4382
20922,6534
277,30789
182,4327
193,767
277,32568
277,49411
4855,2022
277,65430
658,15309
612,4580
182,4382
254,14620
182,37954
259,3421
254,12907
3028,2563
277,21123
1380,49716
3220,7485
254,8910
638,250
596,2708
277,25904
277,10366
658,12062
254,6441
596,3215
658,65502
277,65505
658,37107
1380,6981
596,27634
272,8812
22558,2269
6114,628
9961,2626
272,12598
638,128
280,8815
272,27594
401,59091
638,8032
182,14426
272,9559
44297,11565
182,3421
1755,26631
277,4769
372,448
401,26845
401,1586
401,5637
658,3258
280,12598
193,1843
25375,2205
2613,10208
401,7726
401,2626
658,7419
182,32205
2657,3938
280,8712
596,26345
638,1481
1755,22443
727,3877
254,1381
638,33013
638,2351
280,448
638,2526
638,65628
2212,57231
372,194
372,15918
401,2126
658,2643
277,5836
4898,3034
193,9387
272,2061
254,65655
272,5363
280,5379
638,2740
638,7844
1204,8655
524,8085
277,19123
272,14372
174,8032
658,23556
10286,2708
727,3938
4855,7293
4971,1434
3398,12598
174,116
355,2832
1204,1655
254,20009
277,5451
658,11053
3069,5266
277,44382
638,12277
272,3540
401,3473
2290,245
277,29194
372,3898
658,29013
