proxyfor_inv_1,proxyfor_inv_2
135,29036
135,3970
135,8459
31215,27052
192,727
135,29498
135,58278
3642,609
135,40074
321,12937
135,35248
135,52627
135,73242
135,23902
883,66775
243,62219
77,42975
135,74715
135,32636
135,75378
1129,3343
6,74265
135,31158
1109,69621
866,8647
192,4785
135,75388
321,25176
135,37937
17,32624
883,27111
135,13281
135,74650
250,11250
2366,51226
192,431
442,6994
883,7776
2639,1949
321,58890
588,35142
12278,5479
3067,351
77,74573
135,9642
192,36701
700,183
135,5610
1016,8905
135,47367
135,29932
321,21909
12624,57961
135,34638
1568,42229
192,5955
192,10982
135,37234
74942,74941
135,276
5802,3950
17,26562
1966,3966
2639,23396
15077,74701
135,63777
77,18824
503,9681
17703,61179
904,18588
321,21799
1109,8812
321,46631
12104,13249
10297,62717
3805,42444
2241,7924
1162,23720
352,5954
36,41180
135,26992
1568,69944
344,74232
36,272
2639,46464
901,29842
503,61569
135,2211
192,14963
3005,3004
77,75066
192,479
77,74469
883,57275
135,7993
135,6920
135,33424
5802,39458
9501,24203
135,5954
1109,27159
610,609
850,8335
135,3801
135,71682
1568,23989
2079,2778
135,65243
321,2862
1568,41702
5501,944
1183,17766
77,8082
135,12846
135,18587
2639,41370
1162,21909
135,10387
8753,55357
4602,6375
135,34534
135,74933
883,3675
135,1727
135,57148
135,25791
1109,1774
135,58143
2079,612
2175,11253
135,52509
21535,58721
859,75105
4047,17219
135,14954
135,50737
135,9368
77,20117
135,14295
3726,280
