has_part_1,has_part_2
3632,33178
37017,38643
21768,19818
10227,769
40423,39557
39397,38594
8155,24036
25955,21119
40653,40588
39600,40470
24491,25545
14734,16702
18532,21857
28940,26882
15782,16995
39329,40681
16506,10933
7515,35698
3450,30645
36997,39249
27929,33665
39876,40153
19588,5508
27060,11448
39977,37026
37011,38858
4631,18629
5266,7134
36975,39953
36955,40574
32085,27716
9286,5408
36991,39505
38828,39900
36993,39444
36968,40220
4694,320
40390,40637
39190,36854
36972,40076
14841,5259
18029,21129
8155,7728
4694,16716
20685,28892
20220,26925
36594,10843
39600,40541
36944,40955
37003,39163
30125,31191
3337,1455
27211,31413
40681,39836
28359,12208
21632,15937
2336,32487
36975,40043
39123,38963
39397,38660
38663,36844
36972,40111
24868,13943
37981,685
37981,684
39349,40198
40128,40624
36975,40069
39615,40148
9381,18929
22684,40701
36968,40287
36992,39543
22779,4992
28628,36662
37000,39299
20153,29076
12818,18884
2336,7962
34638,22393
33876,5056
23277,5952
36762,13932
23052,4756
40192,38678
33187,18253
39634,39590
6587,15455
23369,11316
37009,39050
36370,1516
4955,25091
2593,40973
18627,35431
40141,15690
21526,11098
37027,38468
16397,6274
6298,24427
14283,22655
5321,30140
29329,14984
24596,30631
27873,2774
38815,40394
25271,17897
24482,34189
11766,26971
6749,26850
36969,40319
31807,36487
1533,8322
37005,39201
32649,26765
37019,38776
37009,39086
8518,12974
36968,40329
11504,26916
38858,39081
39103,39679
36958,40638
36992,39590
32211,40363
25598,32370
17831,19191
36968,40338
37017,38822
36992,39598
32995,16051
37003,39255
36992,39634
39114,39387
38536,40919
31088,9660
660,27222
26585,34566
17604,18065
28566,22303
31457,6406
34509,18310
7722,21298
3337,34359
38807,40725
2795,26585
40969,31045
39397,38816
26137,23893
7075,402
29329,31433
37010,39065
1609,22405
36972,40248
38815,40495
40684,39910
6298,16327
20822,8441
38581,39569
8055,35594
39190,37048
2178,4788
39865,40696
11583,40922
21956,22457
37013,39011
25441,29133
39397,38874
1296,32149
11867,15740
6586,7428
36972,40326
16901,15335
36993,39678
32258,6211
39895,39800
16943,5867
36975,40213
3808,11638
9794,14484
23368,36067
18115,35061
18092,27582
38663,37044
17440,15047
36969,40443
22090,10162
12235,28940
29993,27312
40444,39215
25460,36762
11608,32005
36968,40485
38577,39758
26612,33814
15526,33421
12285,27411
14635,36477
40202,38512
12692,22982
39397,38893
36991,39751
20190,36302
23061,29225
37003,39383
36980,40096
40686,39936
4713,24586
40681,40089
37017,38991
36977,40232
27399,34029
37031,38562
39143,38627
33091,5056
33766,8678
3591,26614
19841,14394
22145,16702
40728,38621
3865,18128
2337,40924
39114,39509
3448,6488
3049,18857
23127,10841
38577,39822
26804,36116
27836,12315
40677,40258
36975,40330
22596,35495
13844,11900
38815,40606
39382,39414
9190,540
40731,38561
36984,40029
29568,15993
13990,31971
15622,22338
2336,8217
37027,38705
36968,40534
27178,40924
3836,10878
25171,29440
37020,38956
23127,19077
19287,7042
5415,11085
34812,33681
185,33951
37017,39053
19286,39843
1533,362
8681,8157
29329,31626
36991,39844
39885,40243
36968,40556
36975,40346
23507,7327
36975,40390
36968,40613
35031,35125
24385,21083
9654,10794
27457,32340
12235,29094
11093,7154
37017,39079
260,31682
27549,4910
27060,28289
13727,15619
25919,39078
12162,6788
40206,38561
2336,101
15225,18341
6298,32929
36040,36644
8913,33785
36968,40643
33105,21105
7947,30964
39705,29497
15534,16961
39387,39360
36983,40154
36975,40408
8039,3553
36977,40346
4263,22303
36992,39885
4138,26182
13961,24782
3909,16901
37039,38468
34129,5797
22947,8367
36983,40203
2076,40963
37017,39156
37021,39032
26950,7144
15348,6376
40206,38583
39895,40031
40143,40534
27096,35399
37000,39668
39414,38561
2048,897
40677,40404
9378,11245
36974,40520
752,16505
7423,22701
40677,40419
36975,40493
38581,39859
40260,36960
39615,40544
36968,40685
25237,27534
39414,38590
9794,31141
13883,19070
37017,39208
38881,38772
12863,9741
36974,40549
37017,39222
38881,38782
36975,40525
37003,39655
37031,38760
29095,6275
37039,38512
20276,1132
25090,7547
10191,18846
38828,40406
14260,31984
40731,38755
26585,18537
28340,21477
40143,40602
39941,38672
24303,23769
38583,39849
36980,40390
40444,39501
13711,32626
107,20175
24214,18339
29673,29328
40692,40007
38881,38805
33711,2453
39209,36835
19000,24312
14724,17617
30763,28302
37003,39682
40147,40523
10176,27534
3496,29808
28784,32308
25016,18039
36828,36920
39941,38694
36974,40558
4065,3989
39397,39179
5875,13416
6564,16632
708,17945
2020,1851
22009,21163
15208,35397
1101,22152
39634,40032
31626,17947
11447,29115
9391,19122
14461,25792
33163,35869
10354,30226
37038,38631
40479,38454
26585,2201
3909,659
36992,40032
19472,9740
27096,27343
40202,38830
21430,6376
38881,38827
22871,10854
37823,38855
23946,10303
36991,40077
36832,36848
36828,36972
36980,40454
40206,38750
36832,36853
12523,3980
3037,27716
2610,40960
36832,36861
40142,40720
5247,174
39135,39167
23127,11150
18555,30007
38828,40498
37017,39292
16961,13872
36995,39981
1912,29842
36985,40289
36985,40294
36828,36968
25,6422
12375,16797
36828,37003
32487,15923
36829,36974
36828,37007
16761,3718
40479,38518
36828,37013
1630,30412
25367,31859
19621,29756
36975,40625
9479,8280
36975,40626
40949,15741
36828,37000
37031,38901
37003,39769
39397,39282
23655,19387
39397,39280
