member_meronym_1,member_meronym_2
9744,34415
6899,24311
19982,11964
24526,18554
7880,26673
9366,13387
31742,24249
18410,11556
23625,13735
36734,545
29292,18276
31561,29854
31195,8433
7404,25060
13413,19007
33398,22052
26033,4637
13261,23726
29669,6607
30468,30985
28050,24022
3173,25164
23309,23532
32417,3332
33013,34033
28438,28401
3063,28582
24944,5640
30848,2838
33444,4279
35219,31166
13745,25128
33142,30053
27237,32880
8058,4831
20435,30750
36710,17755
7169,16010
2122,25014
35718,32129
13261,7394
32457,34918
33026,894
9181,19187
33705,12589
11061,10052
4612,13372
29071,8804
32064,30703
18168,2751
37006,24991
12258,22115
11281,3249
29331,33532
28508,26275
14602,14998
34246,12256
17337,28508
12027,29296
15956,22184
24,8173
11212,5415
15241,27983
15546,18527
10731,20334
34544,3040
30324,2783
18676,36190
11001,28345
13948,35292
18605,5612
23536,16594
7115,1364
10675,5697
24419,5602
6637,32564
29320,17512
34544,35793
1372,15565
12224,23217
21685,8467
29283,2301
36205,691
26504,6530
28073,7037
3664,10055
35330,11434
35831,28673
35777,13963
16629,34140
11267,3751
9266,16629
23410,4155
16244,13314
29685,22616
13742,25335
23672,28796
23445,19469
33650,14388
16927,24921
26098,19145
28211,2795
21831,36740
33589,16281
26119,34881
28211,2796
1010,10441
13197,25866
15546,34966
26076,36209
26468,7673
24229,27925
17337,12202
4052,30833
22533,14991
8480,24645
29910,32063
21650,25983
17655,35126
15178,13619
36699,18233
32304,23406
20162,22970
28877,31339
32138,12166
29241,3670
15460,21269
8279,30898
30570,11616
30570,27998
34354,25375
36140,2777
31898,19624
9821,32257
15487,36835
31780,23268
33130,14185
6971,22317
104,22200
34246,12366
15487,36860
15487,36858
17808,14051
16659,16903
31258,23083
19066,7842
19224,35712
203,2766
7893,10139
25935,24280
6759,28913
17014,5911
15561,18197
16659,33303
28077,7023
6887,8566
13261,23964
8544,6354
32529,16488
33527,34688
16005,20833
1461,29331
6759,28931
11830,19183
2885,1573
17703,975
25083,1571
35606,3049
27648,3975
4056,30811
14150,12815
30295,36598
36495,8269
29502,28444
15487,36911
34035,35353
15487,36910
16388,25363
36829,14277
3915,2437
32304,23491
22935,2636
9181,35798
33871,7677
3445,629
9181,35809
32400,20536
23927,21058
15487,36939
29955,30815
26033,4936
19641,22869
36752,16694
33694,13193
26913,10416
17596,4336
36790,31905
13261,7652
25568,19373
37031,8088
34227,29478
34364,8847
15487,36958
12745,23669
17113,35707
6759,29012
29163,22629
15789,27612
25506,21302
36741,686
15487,36985
33916,22728
11790,4136
15487,36997
28441,12260
7645,1570
24566,17698
24,8449
26572,4658
9606,6317
31794,22993
15487,37012
13123,11990
28387,13946
16659,675
33916,6370
13261,24106
25712,31332
36205,948
28642,22417
19224,3103
32327,22899
31010,14572
31162,26243
31742,8261
16862,10781
11830,2947
28950,12885
30406,16904
35850,12007
8544,22895
35136,1350
6572,34886
34364,25285
31742,24657
20027,27374
7674,33491
15487,37046
29320,34221
35253,30544
36730,33911
12711,24828
13516,32640
28983,11919
33240,27392
33269,26493
23688,12217
12930,34429
18951,11608
15487,37080
18815,32210
29755,20774
31359,20203
6626,486
34692,15195
32816,7795
31258,6939
29143,23352
12423,17390
23836,7661
17962,9530
28508,26668
25100,17651
21456,15934
1461,29560
15178,30314
23450,36037
9863,31247
35196,32376
9726,35505
22966,1902
28077,23706
11281,3699
20381,32904
527,9401
527,9402
3041,29774
11633,9189
34529,3905
9891,14040
27069,22199
18376,29527
23753,26681
32674,12277
13261,24262
14633,30880
8897,28484
22362,37060
704,3939
35182,98
22826,22678
15774,11915
13957,35472
31358,3951
12033,29604
8110,36526
10552,9990
25583,2772
21382,1925
28388,30505
31898,3611
19445,29211
34078,1595
31898,3610
33527,35030
29241,20469
25223,13953
35837,28965
24512,3220
36208,17503
22966,34783
3040,29890
1595,9152
7583,20131
8566,6039
15546,19033
25014,4055
22527,32000
4873,22234
25055,35580
31326,21401
18145,36797
11862,18567
13776,24768
22164,26896
6755,13046
16659,33699
32798,24911
12637,10935
25582,19259
14321,24276
2468,31274
26119,18986
12066,28656
18110,21504
26033,21650
28441,28946
10328,630
23582,32109
10421,14130
35749,15379
21247,6217
25554,20160
6835,26994
19281,18013
29909,32602
35837,29078
28850,32658
12725,8253
15546,19118
222,2641
23345,23105
28055,8172
16659,33765
28514,10323
16659,33779
12951,34050
7265,30089
12745,24052
13335,5760
29910,16244
11599,10437
16659,33805
12745,7674
1746,20966
31536,31367
1604,25374
527,25993
19118,6719
3915,2884
11599,10438
14818,25348
27734,18176
18230,1494
4052,31426
10772,19707
1050,26186
31724,9192
24788,11217
8173,34761
36433,10653
15293,27029
33130,14745
12637,11061
32509,34026
15061,17849
16633,18278
10312,17621
25437,23871
6759,29473
15757,12682
25437,23889
1010,27466
1999,29577
3249,7213
14571,290
23213,27296
27433,11187
20668,24285
23396,21635
34032,36013
7111,34963
33964,5353
34364,25722
8798,15443
33171,29910
15576,18323
8171,2125
34398,24686
35219,15620
22533,32044
12725,24788
3130,27333
14019,33835
30324,3508
30858,36136
20873,34369
7645,34835
6571,18975
18970,27832
15546,2890
27540,24295
33527,18912
9366,14260
16659,17544
19532,26804
32138,29239
21044,12700
30504,14354
24302,26395
34364,25777
18970,27833
19650,6753
29934,15636
11527,29205
29456,30449
31815,22857
11096,9791
24636,16032
4723,10754
35729,32597
25926,25214
25834,28067
23542,812
27349,30245
15760,29065
18022,24493
13918,20644
33164,30237
32177,11677
34280,12026
7880,11212
19066,8520
28268,18165
24839,26156
31680,10691
29241,20762
15934,23687
25567,19968
30309,20449
33202,12684
17644,36233
36957,27330
28050,8549
35224,15524
36319,14346
32692,12099
34502,21560
31701,26457
36699,35382
11991,31262
8870,13327
12348,20218
35496,23506
35837,12937
26016,6097
24486,20761
22126,28407
32229,10129
30324,20027
10533,27334
29320,34766
14450,20604
21382,18697
36983,10201
17120,36143
29567,10738
10143,23068
30181,8087
1010,11281
14838,24988
28077,24186
18231,34496
3915,3154
36015,7494
10615,8453
30599,27940
30848,3835
23582,32476
13308,23277
32089,14515
32089,14514
12408,18408
17748,16722
31229,8403
15291,27352
21121,26832
22659,28313
23445,3947
14164,13145
6759,13323
4182,27679
13261,8374
8574,6223
30876,2991
21498,15178
35313,12891
34364,25926
29013,27975
28514,10675
22780,24591
13515,526
6759,29740
36468,26281
36941,28002
17040,22319
4183,27680
30017,29634
30856,36392
34619,1688
9726,36071
35831,13239
31619,29152
27237,33916
34246,13228
5143,14315
8688,2739
13980,2525
30017,13288
15546,19528
27871,30659
28944,30166
29174,6649
20267,4239
15555,2873
15555,2872
28077,7915
19604,24816
34911,9026
32124,13524
28852,33033
28852,33034
23446,4012
18093,22496
7583,4252
7583,4251
33535,35308
4977,3116
15664,32274
13132,28845
13132,28846
6759,29804
28200,20497
37058,8057
10332,17351
27353,13982
29931,15979
34078,18493
35837,29500
28837,33534
11818,4073
31078,29614
36912,28997
24944,23157
20126,25055
10659,23626
222,19501
36859,30618
30324,3858
16001,21875
34724,31273
23443,4175
18233,1837
26309,13622
9750,2671
79,23948
17849,30126
26309,13623
27871,14381
25634,34576
9424,29174
26438,26030
10772,20150
29755,21507
19768,19800
21240,6937
10621,8456
3472,703
15934,23982
28878,15940
26657,19255
1521,12043
30268,5613
6759,29897
2398,34017
9060,24101
35484,24177
20659,24981
29143,7741
19613,24638
17808,31442
6508,4922
34797,29098
11599,10936
34040,19767
29819,35958
1439,30995
16659,1539
20334,18709
34349,10244
8957,27337
18088,22793
3493,112
15374,8643
15546,19692
29500,13108
36046,23158
34207,14635
7558,5190
11585,27814
12115,11384
28514,27308
28477,12070
5825,26154
20321,2755
28508,27486
4802,25108
35024,22096
12637,27984
28268,34950
31068,13677
33801,10908
4612,14633
25698,32713
23881,23510
16969,8405
15876,25892
32665,29728
23619,15236
2023,29361
7915,26933
6093,34270
34364,9821
10200,21645
15876,9527
34364,26207
7192,32974
16001,5650
32543,33527
18731,35720
23212,27879
3218,25097
36307,31554
36780,33278
28763,36038
16890,10885
15218,13555
1746,5212
17540,7111
8249,32994
7645,35334
34528,21182
1119,8270
1119,8271
27796,33263
6759,13655
2491,31276
6097,17802
34355,10140
28422,30229
30856,36696
10376,32619
11281,20948
10441,30600
9936,13500
33973,5646
8957,27467
3596,13434
16659,18091
11922,17477
10112,24437
36468,10200
25786,30062
15670,32369
34663,17009
31742,9264
8566,23213
10376,32641
33509,36446
29174,6968
5570,1421
1539,11701
25437,24535
6759,13728
16629,2673
18513,26180
15949,7365
16659,34527
29885,17735
12411,2364
25039,4122
10772,20416
23504,35313
28438,29819
36511,8955
28077,24621
7880,11765
12017,14587
13261,8788
30570,12904
9533,26065
24657,15978
6648,17191
20898,1438
27374,30056
17540,23618
30406,17973
36205,2077
16388,26572
34439,24056
20353,18346
6759,30154
27153,20532
7645,19076
26065,21490
27916,29646
17191,1694
14902,7114
12038,30359
7632,19494
9941,13445
34771,30136
11991,15442
13517,904
10552,10895
27237,17943
11991,15441
29368,33827
10328,1469
1324,18446
25512,5910
28438,29885
6648,33627
9266,34394
9690,21251
27916,13321
6621,18099
15864,26471
25991,23836
29331,18596
13335,6588
30856,4118
23504,35422
34246,13723
23442,4564
14616,32421
35723,17092
25926,25887
25500,6326
33171,14278
34797,13017
25132,34136
17808,31801
21498,32097
32251,26438
26033,22586
17308,30908
28438,29945
3596,30006
28380,31746
9607,23892
35306,13669
26631,20423
13261,25315
32304,24812
35179,17583
35212,32946
30122,26914
25581,36615
6046,19608
35253,31677
15451,6584
36468,10401
24944,23612
18238,18502
1852,18555
79,24369
37047,8874
31713,10376
10401,32073
28204,20843
11991,31934
36933,12389
21953,34424
34109,1634
6486,22388
6486,22387
7069,20697
13735,27038
28694,5698
15755,29966
15727,14450
1920,32869
25208,15451
315,33482
5680,31010
11183,7875
15666,32740
8729,34804
34280,12754
33258,28052
36327,14874
15546,20104
16659,34740
32070,32136
16659,1979
17337,13745
2077,28047
34092,18609
36993,26985
15934,24472
6835,11633
27237,34544
36205,18687
33164,31038
4736,11171
22234,25787
25083,3009
34655,33980
16659,2023
14571,1214
5757,12301
16629,35728
29893,34142
36330,14797
8449,27165
19125,7499
12930,19322
34963,8070
31812,23821
3130,28224
21937,2259
27237,18184
79,24504
6832,28155
28465,29288
20918,17479
2437,16959
34256,29977
23677,30253
23445,21060
9726,36763
25083,3056
14602,33071
35846,29881
16066,36834
34645,17965
12711,26158
8574,23342
22979,35552
16066,36863
17508,8531
17508,8532
20782,21728
30237,23537
17540,23927
20267,4929
9784,34994
17540,23930
15565,36019
30184,8821
19798,3108
29283,20361
28630,7830
6759,30488
13011,16905
16074,20249
222,3767
36867,14639
16066,36885
23687,13629
13745,10537
35945,26873
31742,9707
32216,11393
28424,14254
28896,16000
25712,17
13458,35833
1514,29271
1514,29274
29310,35956
12128,11547
9266,1962
17401,11918
9512,10731
13133,29555
16066,36940
13261,25580
29653,8957
14998,4513
16659,18552
35831,14069
25437,24980
29132,25126
28077,8696
6759,30567
19348,17149
18689,4812
28247,36192
27179,20148
3732,26108
16112,35559
32861,24248
17808,15755
16659,34982
16066,36982
36833,32172
17878,29963
16927,10293
3445,2260
17422,11351
24677,32204
21039,30300
290,34533
24767,29416
12677,10981
27353,31165
30856,4489
17364,29529
11096,27234
11281,21498
15293,28211
19641,24502
7632,19939
3626,29441
34394,9508
26674,35844
23442,21350
27237,18390
29143,24839
28441,30244
21272,23109
6018,20839
19880,17107
17970,10782
8631,21753
35919,27812
36205,35332
35010,6843
26762,16745
14571,1459
32384,6333
36952,28538
27410,29446
12476,33657
3056,14375
34576,36670
33085,972
32013,1466
5634,1
15670,186
32013,1465
15670,185
32257,26661
28805,35369
7892,28315
31049,31360
19962,30986
4149,13296
32138,13977
25058,20495
23071,167
34236,30899
18845,92
1119,25319
12745,25362
35782,15719
6759,30715
19809,35763
31683,28117
25506,6637
22533,33265
25195,16270
8249,17316
15061,2753
9252,2610
3063,30629
25195,16269
14465,4850
23250,11053
8967,27850
20659,9469
24980,22978
30055,13107
35016,6779
22981,19409
32291,9321
28330,17422
3915,4245
15652,848
29320,19499
17020,7583
12685,27299
8292,32409
3670,11854
28077,8897
4105,31139
1443,15362
16659,35196
21541,31309
11991,32443
35493,8408
16643,35694
7892,28438
23623,15912
30406,18631
13261,9462
27936,13282
19399,15788
33527,20182
13517,34307
6022,20889
23445,21447
7915,11365
4612,15453
7915,11364
28514,11790
31619,13841
32840,25140
33897,25147
34797,30016
15934,8544
28465,29689
25753,31842
18022,25748
30280,6190
6283,12825
23071,33061
25712,16720
24996,22533
32141,14059
7747,32984
14379,23997
30773,7308
6437,8063
30773,7307
29910,17674
11991,32497
31619,13842
32597,16323
35831,14377
15659,33486
5303,26844
9744,36626
25991,24487
15864,10752
27320,16057
13669,13261
31063,31124
25582,4427
36205,19154
36164,20429
16001,22904
9181,21345
11061,28603
5322,9898
26033,23224
26024,23504
13261,25935
12402,36180
28273,19313
27677,21404
29183,23873
14783,11527
27153,4904
4006,34335
21803,23296
27699,4354
32816,9569
31124,29252
13261,25957
32508,2759
36780,17794
25129,18514
34364,27153
29174,24190
4105,14896
13261,25974
37040,26125
33653,32789
13261,25984
3351,5512
11166,25395
33164,31567
17849,31212
30727,8824
23504,19768
23751,28500
24512,21292
25230,31800
19682,23560
10772,21245
31677,12184
15934,8688
21342,21276
30856,21247
28077,9095
6759,14590
10328,18642
12259,7933
25506,23278
15934,8707
2733,24718
36466,11208
36441,11983
13261,26029
34544,21642
15293,28581
34394,26265
1372,1389
33527,20379
8434,28226
9512,11193
36814,33171
29559,28715
6670,33772
15369,9858
12488,17262
5149,31773
24200,31030
36734,2933
12224,9063
37053,9434
9189,4856
7707,18028
7262,15437
16643,35933
16659,35432
27353,31622
8993,10944
22768,26292
36250,17976
30366,3769
12224,25500
22254,25879
4105,15050
18278,34450
7880,29097
22440,20115
18903,15065
17861,14620
2261,23081
19474,30158
21557,31123
36545,25225
30261,7051
28224,21043
17344,30646
31742,10315
20482,31692
2733,24846
33871,26244
29644,9812
19274,36362
25466,8249
25368,11287
15755,30773
11780,22923
12725,26396
3915,20982
29614,27117
24944,8074
30968,17942
8067,23351
10290,3592
31442,19625
28850,34439
26028,7232
31742,26707
33142,16073
22266,25571
31335,6581
36893,30901
13261,26200
34364,11001
31359,22207
6389,26246
30702,26217
25903,27528
104,24478
36747,35452
9533,10717
20126,10028
4832,8999
19522,12356
10552,11910
31444,3223
21077,13307
36446,12025
26705,19084
19264,20375
21999,17511
27968,12701
9219,36851
9750,4006
17310,15409
31166,28268
22735,27480
3635,29746
31680,12330
28388,32461
8798,33545
21456,17970
28077,9328
6759,31214
32014,1969
1999,31329
25712,745
29955,33050
36446,12035
25196,33119
7066,21716
28271,36101
25208,16361
22335,7123
11166,25698
35219,17346
5697,15008
31124,13213
23965,22153
29536,13287
28507,12414
25926,26890
31475,35092
29174,8120
32461,20909
14968,22528
28514,12224
36899,30792
28268,3461
15893,10253
34619,19561
8253,34103
29065,11539
16885,12290
36327,15807
13278,25803
27704,4571
1461,15293
6304,28999
31258,9086
12711,26993
27704,4570
11790,22785
21103,12617
24196,31420
17337,14678
19404,16137
35831,14783
25723,33230
30770,24231
3509,33740
31258,25484
23508,36361
14450,22262
10772,5204
10200,22935
24996,6634
79,25409
11966,973
16659,35718
20630,10923
11988,16695
13829,8780
3915,21212
3249,25473
21952,19127
3670,28812
26775,687
19798,20372
3130,29169
35831,14849
15613,35416
23753,12467
10792,4654
26492,25860
26865,30683
23753,12468
32834,25864
34146,17977
9842,34109
24944,24692
26281,32398
30406,19235
13973,20744
33949,7678
13011,1410
29241,22577
16335,13069
35493,25357
34104,2881
34104,2882
34544,22010
34876,28103
21122,28504
25882,12012
12725,10285
17331,14953
35334,30325
17808,16569
17769,1396
21500,16807
17902,30032
36882,31501
30017,31296
21500,441
30406,19264
29320,20162
26033,23753
29955,33264
13011,34232
32130,31375
28778,36996
237,37025
3509,33897
33171,31865
5805,28261
30629,28760
34055,20849
7741,17400
33527,20870
29910,1924
32792,27267
2536,31308
36019,25543
20684,25785
33269,12476
30280,6830
34364,27701
34721,16635
27363,15333
21005,15824
24804,29153
36814,879
30876,21144
31335,23294
23871,25296
9744,4492
30087,29208
12217,9744
36250,1992
14278,27796
32508,3329
23220,12725
17808,16659
33535,20668
14229,29309
33026,36421
16388,27936
23582,17913
26816,15955
35248,16696
36814,924
26816,15954
11727,8584
20379,35299
24795,13090
12224,25952
36869,32029
24795,13089
19702,7132
23375,24338
15887,27094
6759,15154
13261,10210
18642,23625
32124,15289
26553,24150
25521,23375
11241,7289
24642,34236
12237,25579
27346,32325
1081,27346
26944,12016
36734,19855
28330,18231
13619,15511
17337,31335
25437,25985
12725,10463
13261,10242
16583,5569
16583,5568
13918,6264
31865,6981
27535,26525
15433,24844
31975,36337
18184,21491
9446,30214
17938,29120
34814,13876
32087,32861
988,30275
16659,35990
17540,25083
16659,36011
34364,27805
24642,1536
32124,31733
17808,33164
29352,35746
29158,8992
28441,14834
17540,25076
30833,22599
25554,6022
25753,32622
17032,24442
31469,35648
14006,19951
30406,35832
33778,29633
17697,36621
9744,4625
21498,709
9722,21704
16779,15921
29788,5879
16659,36046
17913,13558
15546,21386
12681,11897
32064,33617
33259,29335
4052,887
13669,14065
10401,680
31173,28513
17748,35087
36427,13070
29691,8915
26598,6496
15934,9404
18390,31561
36734,36331
33164,15960
14815,11341
11882,3958
28762,21343
28850,18637
3185,27813
20576,29374
33897,9614
23582,34489
14746,13492
19641,9196
32495,3964
36814,17535
22761,10805
15678,1004
13611,32310
11830,5600
31179,11978
16658,3400
12433,36069
34778,15100
21936,36398
12930,20672
1461,15760
745,21575
16658,3401
10358,34873
12259,8708
18259,35699
36814,33964
24668,864
6485,7489
19641,25649
29174,25044
8730,36202
10200,7016
19337,18695
23005,36047
5570,3102
33824,11984
10738,23121
12260,25104
10609,27129
3670,29250
33747,30742
16659,19822
34104,19675
24645,34396
24081,2732
29143,26024
10879,18777
6759,15433
30406,19663
32064,33801
13261,10477
13776,27290
17254,34155
15666,34233
14797,28415
21456,34990
25885,12375
13133,14475
13776,10920
33871,26977
34361,11789
13011,18259
29143,26076
23351,25401
24883,10676
17401,29626
33164,32518
21498,33690
36874,32172
30848,6007
13261,26921
10879,35223
34364,28073
15841,12472
27260,35309
29292,21495
11836,5570
12711,11210
19445,15458
13026,17826
10772,5788
32087,16760
13387,23040
17364,30828
12725,27179
16659,36303
30555,31509
17675,21193
20540,14284
34391,27262
20042,13341
31038,16528
7111,20995
33420,8220
17644,22164
25875,29147
14520,20704
32305,10033
32305,10032
32661,15411
6716,33260
26961,11876
13364,23792
16658,19973
16659,36327
28582,27186
35581,23223
32304,26483
15546,21701
27845,17252
31713,12033
30017,15457
17087,23077
19850,19362
30848,22490
32138,31650
13261,10621
5341,10394
23582,18376
9891,16809
16756,597
24471,7197
29053,28988
28852,35220
36775,18983
7162,19498
3218,27077
31123,13993
924,32661
29931,34559
3313,24138
29118,10606
26033,24350
32064,33994
12725,10915
3604,15131
6759,32014
2854,21999
31166,29057
12745,26674
22785,26725
3664,13278
32064,33983
18390,15516
30505,16806
24677,861
527,28608
17202,35979
35519,8800
24677,860
6759,32027
17540,25506
28850,18951
29174,25286
34151,18486
35382,29480
3596,31793
32138,15346
14185,14825
8173,4599
5322,27441
28667,24636
6981,25174
12725,10952
5714,15304
28023,28240
35671,20508
7172,35644
3670,29518
11790,23558
1429,17072
19310,36196
29174,8962
36441,29453
24839,12263
28101,25834
36037,25601
35837,15416
17310,16292
35701,36018
5805,28896
5669,16735
9750,21300
31124,30439
33269,13094
29174,8993
19641,25991
12637,30119
11281,23012
36319,33246
24875,27592
17748,35533
17032,8578
7355,13648
458,14465
8389,14369
36734,4005
5680,16423
9863,1439
10323,19948
8434,12981
35219,34631
20267,22998
13261,10806
11991,17409
10384,1689
17310,32757
11790,7265
104,9085
12038,15972
21867,22560
28797,4332
7676,3735
15934,9892
12038,15973
13261,27213
19937,33251
13427,22079
24229,31268
8566,8932
34136,35478
32783,11884
29143,26417
28596,26987
14741,14129
12035,16096
31944,21497
29910,19014
23582,18577
35831,15723
15178,16970
24839,12402
12745,26879
6759,15848
3596,15598
35751,18235
9512,12423
21932,37015
13261,10893
36852,494
25161,18831
12637,13862
34221,16521
32982,22163
18022,27172
16607,5501
28020,12132
30439,35449
19399,33626
36383,15021
10257,22129
7203,2121
35334,31195
31985,3926
12677,29039
28438,31959
33240,14167
34364,12091
34280,31079
18092,25028
35230,1630
24597,19981
4812,27106
1429,17289
7732,34885
33087,2546
18184,22170
34256,31872
25571,22575
6637,3315
29174,25567
24944,25623
27436,30291
26618,22877
21305,7355
4612,556
31475,3380
12726,27551
15727,32834
10358,35435
5441,7646
27916,31831
32735,13516
26384,13789
1545,30123
29174,25602
13261,10991
1604,28298
12088,14585
30673,11894
15546,5704
27186,21687
12750,26839
6172,17769
14141,16487
21650,13099
6389,11046
13261,11008
16756,17357
32304,26888
16290,31794
28508,29874
28371,17737
9722,22424
27524,27604
1521,30894
29174,25635
32064,17963
6759,15983
30072,30556
6294,14018
15516,23056
4612,33402
27260,19440
27728,21316
18472,29724
26867,31618
28077,10494
33164,33052
1925,18409
13261,27436
4536,35777
16927,28480
23313,10736
7999,26727
35493,26400
24228,31528
12259,25753
28077,10538
19641,9908
15750,32228
13776,27886
33164,16671
23442,23164
3509,34874
14438,7367
36843,17342
20192,9230
9565,10974
16659,36818
26504,10155
20162,26533
29072,28877
7915,29370
20126,27676
30558,15573
5143,622
28983,15245
29336,20683
28077,10563
32614,33753
6801,31151
29143,10281
1746,7632
6835,30100
25898,28984
9085,9501
32219,29635
12685,28983
33087,35515
22200,28945
19039,12248
17227,2886
10281,21592
11882,4750
34374,28406
27032,10245
33157,33370
31063,32735
30727,26762
12886,22783
15644,19204
20873,20962
13517,36003
36071,8556
36951,14050
3664,13776
20873,20979
5638,34502
6634,3626
9732,22287
23965,7039
2574,31194
25779,32724
34160,2317
6411,26941
10609,11488
28077,10663
21652,29615
33494,22940
32457,22335
29653,27336
1595,28788
13261,11205
32187,30727
26196,36215
31412,21978
27627,24622
28797,4736
9461,30722
16227,17581
33674,17413
22723,29192
17034,25326
29148,26619
32586,18374
33259,13892
29681,26504
15178,965
6648,36015
13261,11236
28815,20576
23618,17867
8919,14774
32064,18185
8919,14775
30505,33744
24355,27779
27853,17644
33431,24979
28499,30386
27236,36774
17618,7268
15546,22354
29609,12376
32495,21214
27353,420
35163,36845
21599,14951
35163,36849
27353,419
23098,17627
14055,3061
4612,875
30238,25666
27320,34200
35138,4861
13619,16570
35163,36827
8643,23380
2891,5091
28694,8009
12685,29158
36478,28841
35163,36838
13261,27698
13268,27482
23373,25525
5793,29824
22238,11561
31450,20896
20126,27871
34544,23306
35011,8830
32753,13267
31742,28222
20803,6912
12224,10705
18061,9980
31368,23450
13712,30122
9181,6755
31174,13103
1999,18
25712,34968
29174,25949
33164,16941
36383,31866
2573,15013
6759,32705
4109,32934
2573,15012
14783,13339
31563,33822
10328,36752
6088,4358
10731,7877
35163,36938
26265,17861
29044,30015
35163,36945
15934,10443
28965,16075
35540,25263
29475,33026
23751,30250
13261,11394
8574,9233
17337,32496
12488,2590
10819,21555
4089,17198
24121,2423
35573,24219
32792,12143
31619,32121
3644,14616
18023,11226
32725,30599
29669,10672
25722,34723
34888,29117
17540,9842
30915,21195
972,31922
28332,19344
35163,36978
15797,14722
27260,36191
23136,192
28949,32983
26033,25074
5428,8479
17254,35083
35163,36956
15755,32412
20212,25329
35163,36963
33916,26469
32064,34739
34528,7501
7880,30785
26601,7482
22365,7751
15546,22522
12301,24826
1222,7822
1222,7823
30017,16293
25554,7192
2987,2262
1372,35945
28711,7647
25437,27221
35163,36999
25108,21030
21651,13532
8842,1005
27072,25710
28508,13962
35163,37036
11599,13839
31987,20796
8821,34422
35163,37045
2322,22907
12224,27241
10185,8528
7632,22141
15178,17586
15337,12671
19750,6941
33696,605
13197,29856
13454,5503
20126,28060
15620,20288
30810,8140
35163,37066
27704,6141
15241,15664
31335,24677
34221,17102
21634,30489
15112,19676
25208,1620
24883,28076
13038,2055
15398,10815
36850,17533
35163,37065
32087,34118
31258,27074
29183,25862
12224,27295
34547,7050
15774,31945
34035,22926
12745,27536
17032,9325
16659,4521
15617,4053
7300,16116
34594,21958
26033,8842
12725,28178
34384,12088
30324,6887
14229,14321
35831,16388
24550,5680
23313,27647
31737,28641
34146,19513
27935,15427
13538,2992
35831,23
6626,20659
13261,11585
30851,23359
79,10625
6648,3596
13261,27964
29475,33240
25895,29531
36886,16484
25139,20197
33404,9768
36876,448
36876,449
9726,6507
31258,10749
35831,82
15670,2462
15670,2461
19205,23957
12043,33000
3063,16465
2230,9521
34405,27924
1514,31724
20966,34929
13261,28012
27299,18825
2930,20603
1595,12840
10381,19004
29747,24874
12259,26323
18022,27893
6650,36372
33916,26692
35798,17504
11538,15920
13619,16942
5198,15852
33071,3744
27353,778
9872,34794
36829,1965
23753,30482
8173,21937
20469,1215
13261,28046
32138,32691
29174,26269
32124,33123
24397,26895
24076,20460
16621,5817
33954,9181
34092,4903
4125,16363
25490,25807
31256,27283
16472,26834
16659,4645
10401,34803
20361,20952
30655,13141
13261,11691
14229,30830
32840,27320
35219,2756
26028,9145
26028,9146
8449,29799
36868,792
12260,26342
27320,18238
15440,9691
14927,25591
28776,22249
18746,5504
27524,28319
26033,9003
32013,20225
17808,34595
9908,17355
28218,6796
10704,9076
17160,21936
35837,15
24944,26393
17697,5295
6801,15389
20390,20127
29955,34911
8286,18516
1302,22029
36446,30280
27363,33359
25140,20347
28558,12690
27982,30548
35306,135
3644,14986
13261,28160
16371,30061
28268,21705
18207,5916
32251,29297
13335,25874
14315,11879
33651,35039
6912,11997
12366,6770
3458,20770
32417,7789
17556,26110
36949,31145
15145,2536
22577,17917
8374,32227
22208,29343
16361,30380
6759,33140
30824,24422
13011,35940
36915,32183
18022,28055
12711,28864
3431,21634
33312,29231
17540,10251
28630,26913
15546,22909
25076,6018
33527,22573
29979,17854
21701,12331
22246,11818
9512,29755
32485,5720
27648,24594
16659,21210
17072,8407
28077,27704
36836,34710
5214,31933
3063,33085
26033,9141
16938,12556
22170,14232
16659,21233
3130,14642
23424,8117
36468,29727
3488,36319
34364,29456
10674,26545
14550,21077
20213,9366
8494,28604
14019,21165
30184,27943
31603,33133
34232,17148
29174,26512
270,21411
33085,3570
1852,5150
21810,25434
5550,21585
8716,5358
35308,32996
26725,4137
36734,5179
4413,7694
17859,33243
35219,35733
29931,3076
79,27363
9566,28186
21473,35889
14783,30297
15757,32870
35712,4111
37070,27552
34364,13133
36140,23616
36743,21307
29910,36511
19432,33651
36386,15989
29644,11988
36871,17342
35312,32908
9821,20293
31619,16290
11599,30723
33142,34616
9266,21121
30052,15738
15546,23062
12198,28546
21233,10599
37016,12835
8449,13689
35831,421
35253,18375
15546,23079
26239,35652
36881,33451
6759,33326
17119,23461
7632,22658
34221,33965
16808,16738
34364,29536
24704,34101
21213,27635
1962,18213
16259,17392
3644,31619
37054,28120
1996,791
3411,6079
17585,9045
28481,31742
27728,5928
11616,13871
20550,15459
13357,25449
13261,28422
20710,26874
19650,10601
12016,34262
16049,7540
30856,7282
31487,36870
2832,7671
24944,26703
30505,1768
29174,26675
15774,32467
6530,24114
4688,32064
6759,33398
19066,12342
31047,17754
13011,36206
12217,28050
629,26835
10792,6699
4802,12161
29174,26690
27728,22362
29691,10656
26323,33142
25033,7593
2977,35980
16779,34095
8888,32973
3488,3764
21363,6705
25533,8496
6530,7771
6530,7770
21979,20366
31444,5476
25140,4317
30828,24599
19183,8763
15154,18963
34386,29000
15416,27233
32304,11599
30812,8728
26977,12920
25437,11510
34146,36423
34723,18539
