derivationally_related_form_1,derivationally_related_form_2
17880,371
21862,7989
559,13032
27745,22230
21010,34407
34646,4898
33858,29327
9087,10808
22107,399
23347,27494
15428,10858
12588,33362
15073,21862
909,2194
130,26345
31501,36882
8393,32342
35738,36629
28161,9372
26096,7853
589,12126
26096,7854
26345,130
19134,27067
4616,18369
16854,32197
14866,28299
22070,1602
8550,27505
17456,13554
23557,21033
10688,26774
19592,12902
21,29770
34165,19912
14556,37950
34508,9281
1893,37293
33770,32161
36188,22739
29709,26963
28239,6990
16899,30857
5187,723
10571,30438
23596,19868
2008,33746
21819,9419
21947,5451
6478,26252
30305,8499
8506,28928
5139,2232
3090,213
9293,4527
14658,34832
4449,23630
11437,3605
34266,16822
9027,12779
6327,30946
35815,34313
23668,17681
6678,20073
7259,2073
2267,25754
24158,2496
7272,1684
29865,22215
19016,30852
31574,34767
27365,34172
4069,35448
19670,10579
37943,33920
38223,25240
38076,29795
27823,19966
31753,29209
34068,22977
3995,37756
38208,25746
9041,12405
10728,25645
9199,7509
24171,2124
21561,17497
21434,21434
3006,2896
15110,20888
10541,31464
6697,19554
27908,17369
7317,342
24181,1852
21939,5819
1973,34934
19089,28638
38358,21133
16676,37895
32380,9822
2151,29428
29657,28723
32493,6341
26103,7824
16758,35368
63,28638
17868,986
36080,26250
12492,36567
36864,1948
35956,30096
15452,10341
27622,26279
25158,37155
7191,4301
31943,23420
30455,4033
794,6016
13489,5692
1985,34637
23759,14996
13489,5691
25592,23704
36338,18287
27494,30305
6813,16051
30473,3490
10336,37906
34048,23718
36443,15011
24191,1641
25228,35033
19985,945
5123,2922
25714,19960
23791,14057
21719,12756
30438,4608
23189,32711
10697,26757
25396,29833
34059,23413
9087,11133
8215,38160
24192,1641
17523,11774
4708,15821
37907,35242
27752,22344
518,14641
4738,14893
2086,31571
32639,1947
27739,22767
2717,12021
4988,7155
32397,9438
12600,33328
32348,10955
11350,6554
2988,3638
21085,32445
2530,17837
4811,12666
9300,4580
17038,26859
584,12638
23656,18307
9090,11102
11197,11322
33662,35785
8674,23996
6185,35626
17457,13887
29504,33640
3057,1528
15234,17259
15234,17258
14589,37253
32580,3811
23097,35667
33608,37481
38348,21611
8862,18196
8513,29008
32266,13572
10851,22078
63,28823
27781,21524
36796,4202
27240,38297
22034,3099
12972,21874
32277,13247
36751,5634
15628,5069
13148,16412
6884,13998
38031,31494
30042,16989
324,20752
30473,3627
8687,23640
30448,4430
4267,29600
2964,4459
10774,24499
6534,24861
4423,24771
11477,2713
6453,27382
2478,19536
8876,17815
24029,6814
25365,30937
759,7297
30421,5271
8491,29758
15084,21983
2971,4268
25990,11584
37936,34452
21038,34016
21861,8503
27958,16102
19053,30018
9232,6794
7165,5342
23300,29458
516,14857
27354,34851
19949,2266
23765,15031
27658,25418
14773,31647
17875,1017
3072,1165
2421,21350
21391,23117
25720,19986
23164,33677
28225,7860
31754,29534
10345,37859
11102,14391
38408,19902
19843,5584
3068,1319
23019,38191
19780,7548
32503,6357
6819,16117
38189,26669
21332,24977
27407,33255
27492,30621
8518,28994
21568,17647
13633,1510
34297,16300
4542,21185
5038,5810
11463,3251
11463,3250
30342,7817
29587,31248
34465,11072
19781,7548
11566,67
21038,34124
25959,12640
37863,36817
10565,31107
6923,12936
6851,15166
34702,3740
17723,5828
21042,34010
36306,19600
8740,22167
32389,9955
10489,33487
10365,37331
23468,24362
725,8489
936,1949
19956,2161
15031,23765
24135,3673
6945,12282
9226,7107
36816,3773
34426,12361
9033,13101
31863,26276
12748,29007
4009,37772
11526,1362
992,240
28090,12183
15464,10360
81,28487
8437,31597
6666,20967
17442,14584
18819,37432
38038,31495
12638,32449
21419,22390
15726,2267
13657,869
12539,35524
34481,10701
38311,23043
12867,25355
6593,23251
26021,10814
32684,867
27264,37812
8402,32720
17519,12226
4635,18422
29714,27423
26147,6927
11463,3372
13040,20020
22069,2269
17279,19690
23092,36090
25608,23624
35732,37461
34333,15299
313,21362
32507,6408
4009,37871
13502,5725
6686,20424
23811,13828
13437,7753
10365,37450
10397,36453
34034,24593
23795,14348
2425,21452
22108,1111
9340,3694
2396,22356
25204,36200
16835,33492
2396,22357
15744,1787
379,19349
33742,33656
20935,37468
11443,4042
25330,32317
29925,20943
4408,25534
19358,20844
29833,23790
28016,14575
8930,16427
19590,13643
11296,8629
6998,10800
1890,38078
4701,16479
4698,16576
16827,33786
8765,21577
3996,38340
15019,24310
23051,37480
7313,1061
10872,21812
29895,21916
19577,14088
29705,27802
1889,38141
2632,15107
13001,21344
38260,24736
38033,31808
10776,24793
30278,10059
38131,28779
229,24079
11223,10942
12487,37297
36312,19635
36200,23110
3072,1486
14683,34754
38059,30988
27985,15624
38285,23987
21666,14910
30298,9456
2633,15107
5219,475
36151,24608
2711,12688
36794,4678
17837,2530
34059,23962
6480,26928
32469,7713
19265,23823
28487,81
25192,36689
2738,11866
4016,37789
2577,16861
21226,28559
7266,2576
29965,19791
7178,5302
12600,33837
723,8807
36254,21443
613,12222
17309,18926
31691,31835
30023,18037
23538,22452
9107,11072
32054,20597
724,8807
30336,8346
17396,16283
15279,16372
25630,23169
17663,7998
30183,13101
15372,13495
21680,14549
29521,33618
80,28798
27416,33364
10633,29340
789,6836
31707,31429
12809,27434
31494,38031
29919,21311
4774,14391
5000,7383
9435,970
38381,21139
17142,24198
23653,18966
19872,5106
22134,523
15629,5574
36338,18980
2742,11863
19470,17594
7296,1765
1986,35301
17506,12929
34477,11141
16827,33979
38151,28324
11322,8034
5162,2392
9343,3859
6673,21089
18819,37793
4022,37738
17153,23895
31495,38038
15596,6641
29892,22217
29892,22216
38027,32199
10838,23082
9344,3860
613,12375
59,29552
28018,14810
2822,9454
14778,32040
31494,38123
8240,38117
25539,26138
28324,5342
10946,19764
11382,6248
12497,37217
25280,34165
13633,2012
21742,12772
31500,37949
9102,11417
2823,9454
11133,13994
13474,6956
36778,5418
7198,4911
36252,21723
59,29611
11516,2130
9281,5884
17168,23521
23189,33502
455,17352
2588,16765
610,12550
37960,34366
8849,19294
15160,20260
8264,37423
30200,12762
16822,34266
34767,2283
37847,37848
37910,35896
2943,5781
257,23512
24065,6359
8473,30962
9282,5884
32054,20837
23092,36541
17442,15082
25252,35117
452,17486
32153,17788
17103,25589
4459,24348
4417,25651
30096,16043
37848,37847
36106,26315
13650,1572
3074,1752
4982,8151
5056,5857
30550,1985
29406,37447
29988,19403
28467,1020
21971,5791
28092,12645
24225,1443
17475,14083
38054,31523
31503,37996
6724,19701
17570,11164
38204,26849
25648,22888
15279,16640
5091,4796
956,1908
18832,37570
9047,13236
14632,36717
5136,3417
22072,2682
23794,14833
26000,11985
23652,19240
8789,21246
15787,914
17846,2640
4016,38150
3001,4078
13518,5726
21505,20275
21577,18044
11467,3780
23051,37907
29599,31531
21332,25653
34235,18899
2730,12499
922,3013
19994,1600
17165,23763
34532,9667
12897,25010
36045,28305
9089,11986
21452,21950
2928,6379
4021,38032
19728,9862
1959,36425
8920,17239
29464,35744
26131,7990
10896,21531
8499,30305
1936,37147
11342,7701
28385,3650
2432,21776
10765,25600
24145,4046
30222,12262
294,22525
4022,38032
2202,28915
30357,8068
10726,26815
38372,21744
4530,22291
9135,10611
72,29419
23364,28272
29929,21358
32220,15873
15237,18063
23996,8674
27533,30092
10897,21531
12706,30999
18959,33770
25618,23946
1934,37252
36105,26510
11419,5356
29745,27079
9464,438
11473,3694
6728,19711
21678,15011
38345,22614
6361,31094
8701,24087
2425,22038
4468,24246
21945,6747
11327,8234
30507,3473
38412,20579
88,28963
21812,10872
33631,37694
15791,931
2743,12205
31860,27082
6158,37414
2637,15495
9416,1958
36690,8411
8849,19529
17844,2824
22058,3264
25614,24096
31883,26391
36737,6994
1948,36864
15477,10679
31970,23692
23110,36200
33894,29600
31973,23590
33962,27494
390,19639
19802,7701
6134,38187
294,22621
17927,281
27299,37428
9286,6016
13384,10059
5199,1656
22062,3182
23043,38311
18933,34651
28128,11771
29542,33476
11494,3131
30042,17974
27976,16479
23547,22710
175,26341
33892,29675
3054,2630
17482,14109
25347,32436
7159,6460
9336,4515
17495,13719
3016,3825
19949,3184
7176,5940
1986,35760
20002,1544
30176,13824
8776,21884
6164,37315
184,26093
17288,20166
25242,35722
13255,14113
11468,3985
4024,38136
21884,8776
19704,10808
4076,36534
38313,23777
4280,30211
29610,31402
24123,4917
389,19764
32348,12085
4800,14100
38210,26950
919,3344
7176,5989
27642,26892
13702,300
30071,17155
2713,13279
15470,11021
25331,33015
2553,18248
10776,25479
12656,32736
21188,30389
25480,28413
34848,140
25251,35508
735,9088
36085,27367
30416,6492
38172,28207
29409,37705
34633,6852
31832,28148
15237,18293
8472,31419
911,3663
36667,9360
1948,37057
21163,31211
17664,8611
36123,26230
36684,8812
13336,11725
36106,26730
22030,4358
38205,27206
251,24147
36632,10431
7092,8689
32197,16854
29425,37277
36567,12492
22011,4957
8516,30094
32001,22975
29598,31931
7273,3096
33743,34481
23629,20362
35760,37493
24230,1719
11219,11857
21412,23540
16793,35681
7015,11112
4827,13403
29553,33339
26201,6177
11562,1240
15220,18910
32492,7756
24144,4424
5000,8059
2933,6605
25282,34677
21531,19882
26398,80
17122,25515
8503,30550
17233,22066
15043,24430
2037,34400
33833,31781
27744,23905
7155,6818
18924,35208
19944,3578
32455,8977
30477,4754
12482,38319
38077,31316
20029,961
13456,8119
11534,2176
23090,37153
6884,15266
30356,8517
28356,4980
23243,32415
21203,30138
2397,23299
2540,18865
832,6284
4525,22879
16728,37810
32171,17829
33649,37528
32601,4491
15629,6340
19133,28804
30018,19053
15669,5123
25486,28462
959,2380
14777,32781
3139,346
15464,11491
4948,9808
6640,22891
9216,8580
32296,14001
13466,7900
19282,24223
14627,37453
13642,2452
19704,11133
37868,37869
9457,1122
35859,34621
36290,21261
33847,31460
4185,33498
34230,19623
16753,37117
30363,8418
14627,37487
601,13539
19540,16248
2633,16087
31514,38296
37869,37868
6940,13649
36188,24449
17224,22534
30180,14105
32520,7102
31782,29976
15767,2161
24281,367
27710,25136
28521,21
13489,7254
21246,28935
17688,8159
14749,33730
9277,6754
30342,9105
13280,13729
21545,19670
5260,210
2520,19614
10666,29233
9432,1953
23118,36456
14708,35018
16713,38403
29761,27126
15572,8242
10409,37221
13150,17786
30474,5022
25304,34222
2434,22302
30533,3190
1016,725
877,5034
2434,22303
49,30704
178,26710
970,2160
32039,22061
31523,38054
32463,8913
4585,21172
4854,12839
13572,4729
6827,17213
37870,37901
8517,30356
1953,37239
37912,36609
734,9497
726,9748
34472,12216
19220,26274
11545,2043
19220,26273
8287,37514
24077,6766
243,24731
8637,26669
28015,15784
23237,32825
13459,8278
244,24731
30152,15084
30445,5999
25353,32804
24297,6
35859,34776
21805,11721
6876,15766
38194,27932
13719,245
16860,33933
10431,36632
38267,25706
1953,37314
11595,560
7269,3599
19016,32647
21441,23011
6979,12587
37977,34708
27330,37087
9481,575
33738,35025
15830,372
38098,30940
17168,24416
19354,22188
250,24595
17235,22340
30218,13084
13708,612
11332,8733
8283,37727
13496,7198
2539,19185
2988,5266
26104,9563
24002,9188
6202,36707
30239,12453
6980,12588
19618,14020
16825,35069
3150,251
4395,27196
9065,13501
13508,6837
21894,9028
15495,10788
2529,19514
17258,21662
34172,21608
16883,33289
8754,23159
17506,13997
13273,14137
2520,19805
27997,16451
187,26597
21731,14112
18964,34352
11480,4199
16989,30042
5046,7053
30520,3785
72,30180
29865,24088
19580,15267
15353,15230
2997,5046
15699,4502
21402,24328
26044,11492
91,29602
15339,15673
11135,14918
28021,15735
7195,5994
17749,6515
7279,3394
19457,19102
19999,2289
30625,565
17956,88
23556,23118
4797,14814
8875,19470
824,6905
23353,29413
21811,11668
2744,12928
17104,26513
22038,4629
6341,32493
36587,12363
24234,2115
20041,1028
26142,8503
22173,460
13093,19806
10635,30466
27367,36085
1941,37853
2643,16091
24211,2860
6956,13474
13705,858
2802,11175
9484,647
12675,32801
34303,17676
27692,26013
17045,28413
25284,35146
5228,1528
14952,27773
405,19975
28217,9777
20026,1560
22117,2273
20026,1559
9447,1822
5127,4674
13362,11529
645,12546
37868,38301
15058,24503
15798,1562
15798,1561
4661,19128
358,21452
244,24986
939,3442
15590,8018
8765,22986
13396,10504
24172,4124
15345,15629
5076,6284
25682,22874
11051,17695
5129,4665
33727,35620
14928,28576
12762,30200
30574,2303
1989,36480
32054,21957
25598,25488
12971,23728
12950,24379
2712,14073
22018,5418
2587,17951
9126,11855
994,1807
12884,26439
305,23175
25910,15851
9484,774
10641,30442
7230,5122
9082,13255
19599,14897
9245,8202
13411,10127
9127,11856
18911,36247
11428,6075
16793,36367
9121,12069
2851,9828
993,1895
21695,15499
612,13708
3082,2675
9052,14212
2825,10647
5269,423
27911,19418
29833,25396
11573,1626
36342,20233
36443,17104
4373,28223
23189,34741
13479,8082
23200,34400
31933,25824
13479,8081
38213,27748
7341,1756
8404,34341
4076,37440
25713,22053
95,29783
36901,2895
610,13819
19785,9213
4481,24894
6199,37170
12712,31886
19529,17168
9350,5030
33813,33132
8633,27271
19931,4700
32243,16272
5139,4517
19780,9409
28300,7425
19786,9213
26096,10232
10958,20752
23939,11566
4076,37492
23692,19215
6673,22531
23241,33218
5234,1602
5155,4057
774,8794
877,5604
38295,25284
31704,33001
33677,37370
36616,11832
4627,20437
28089,14013
2020,35724
12693,32541
26153,8491
8943,17730
7317,2598
20980,37803
4434,26439
1017,1294
4424,26753
27662,27268
10849,24184
21334,26825
8293,37886
38343,23826
29579,33371
5171,3599
9100,12881
9133,11859
4891,12293
9001,15959
6703,21665
1943,38153
4566,22377
9363,4751
17172,24806
25295,35141
29656,31016
2123,32588
38168,29320
28274,8346
37897,37727
495,17525
36012,30625
2649,16288
32722,1526
24134,5605
33799,33697
21804,12325
4567,22377
2220,29598
27967,17879
7049,10979
37938,36444
6180,37917
14661,37151
19116,30113
6758,20012
7376,854
901,4968
19356,22683
23763,17165
14623,38357
15187,20871
21770,13410
11438,6019
35949,32594
3082,2914
17928,1434
32218,17195
14662,37151
32689,2593
2693,14978
2545,19568
3000,5467
32511,8135
36726,8557
2963,6618
7107,9226
29492,36182
30251,12680
4347,29261
31951,25515
563,15493
9165,10979
6678,22540
21767,13529
10409,37958
9165,10980
32226,17008
6357,32503
26014,12972
37928,36856
27958,18237
19976,3542
33682,37416
32559,6677
31970,24936
28236,9616
9102,12953
30170,15222
18980,34432
13690,1815
37915,37252
8518,31074
34102,24383
16886,33802
21568,19734
6287,34704
32730,1415
9497,734
9363,4894
13479,8368
12857,27651
21674,16462
26058,11628
9092,13305
32479,9210
4716,17888
20034,1779
2282,27816
32755,673
4811,14961
23343,30299
8404,34646
29627,32099
37923,37082
27732,25328
27462,33700
801,8210
1061,154
28370,5542
17782,6086
17522,14147
21229,30305
13646,3250
10504,35111
17469,15819
36184,25488
9244,8647
2616,17506
32700,2396
2161,31616
17048,28880
11355,8747
3058,3813
13128,19319
5257,1185
13122,19518
21467,22980
34570,10012
23943,11758
12656,33969
10993,19985
6539,26991
8301,37903
15011,26513
9087,13542
12964,24441
9489,1093
24146,5482
30571,2917
26134,9386
29720,29291
36491,15988
28033,16048
31982,24703
13222,16448
22012,6095
5040,7952
7079,10284
12657,33969
23944,11757
358,22038
12660,33895
29922,23070
10516,34822
14807,32884
13520,7244
15515,10933
34622,8425
10788,26398
15359,15766
19109,30609
11101,16700
23230,33917
1973,37536
34656,7422
37901,37870
21334,27184
15675,5999
25830,18877
15569,9281
32512,8343
28358,6047
21994,6726
31899,27343
17474,15764
6880,16503
505,17525
455,19080
30031,19739
13635,3717
6233,36580
38061,32947
17506,14814
23171,35808
19790,9534
19870,7053
19820,8606
906,5123
11596,1418
4321,30338
37911,37639
38090,32095
2452,22743
20020,2431
5223,2384
23482,26170
11489,4750
5223,2383
21000,37599
11056,18188
32226,17272
21381,25781
15478,12175
38325,24803
397,20938
37938,36835
25929,15894
15303,17609
19689,12712
17871,3536
7227,5827
27961,18426
26007,13465
36727,8823
28317,7419
31707,33399
12941,25313
38171,29600
12526,38188
24095,7220
28479,2411
16884,34172
31728,32765
20041,1832
15633,7419
34000,27857
23352,30282
19341,23551
15114,23525
36200,25204
1951,38362
6682,22784
4211,33850
38146,30461
9468,1967
37986,35396
13757,80
7371,1440
5292,358
15521,10942
4068,38305
25772,20829
17895,2894
17895,2895
30326,10756
13654,3290
15043,25764
36901,3547
9300,7199
404,20827
10475,36310
21409,25025
28356,6305
28540,601
30128,16908
15605,8360
8377,35819
26411,1054
23122,37475
35972,32337
398,21038
21018,37185
27857,21784
296,24210
4847,14204
4847,14205
29899,24041
9397,4233
17761,7098
11463,5725
25585,26702
36678,10473
175,27971
32609,5559
15699,5489
12550,37571
1990,37250
33918,30543
21662,17258
21994,6956
8422,34478
12839,28635
7325,2961
19139,29952
27641,28526
15488,12058
19403,21779
38331,24843
13410,10947
7129,9052
22068,4704
13410,10946
15562,9782
25975,14653
2505,21332
7317,3233
36045,30186
28089,14677
9335,6221
6945,14768
10637,31391
7391,947
19390,22190
20022,2603
4651,20362
2314,27278
26144,9447
13572,5958
774,9484
6916,15698
23640,21534
13177,18210
32195,18466
4673,19699
29759,28474
21235,30571
3000,6025
21037,36713
2906,8945
986,2931
28209,10982
20023,2603
10514,35244
21348,27064
3158,1148
25227,37909
3158,1149
36416,18748
7309,3547
2970,6982
15873,201
11334,9852
15553,10131
15553,10130
12544,37874
2695,15517
142,29125
32627,5126
9081,14162
32631,5029
169,28303
30043,19715
21614,18874
34016,27641
17383,18952
9043,15360
341,22977
4734,17871
34704,6287
11027,19394
26048,12506
36073,29390
32678,3579
5067,7554
5270,1267
31756,32157
15198,21187
29923,23473
16978,31547
4189,34780
170,28299
30343,10451
32514,8685
31923,27005
36567,14124
36726,9200
1017,2050
20103,200
2961,7325
10814,26021
25223,38088
19995,3552
26391,1906
17926,2176
10640,31424
17663,10319
21907,9826
13399,11443
32028,23758
27687,27254
19470,19843
20063,1480
15512,11480
36546,14810
30478,6289
15717,5137
3105,2891
24292,1443
27670,27803
33950,29725
933,4696
8476,33005
15087,24685
17664,10319
21908,9827
36100,28622
8503,32174
4640,20862
27522,32404
32410,11975
15718,5137
36200,25569
6465,29837
38123,31494
19868,7572
15624,8060
8425,34622
10812,26161
13051,22283
10473,36678
28263,9463
36490,16566
8364,36518
5005,9582
35946,33469
19996,3612
2718,14952
2582,19168
9260,8758
589,15421
36481,16866
7375,1673
1062,767
25228,38050
30576,3357
17219,24202
23640,21759
9175,11416
7230,6184
15124,23614
567,16130
17531,14527
12884,27518
8938,18792
38415,22492
2086,34596
36246,24195
17786,6657
25958,15474
17615,11963
992,2982
28183,12028
13255,16048
31932,26876
21957,8424
17572,13309
34452,14295
34909,131
1017,2227
9454,2822
9454,2823
36645,11892
28252,9924
13635,4291
8981,17495
8882,20574
21678,17104
5025,9064
8312,38245
9504,1287
21304,28699
30494,5950
3128,2344
23811,16541
17180,25493
30120,17572
5180,4273
15726,5022
38278,26797
10999,20501
14671,37737
38398,23124
19764,10946
21101,35033
14739,35649
8720,25627
7375,1783
4560,23512
3001,6306
9464,2566
17353,20140
13093,21135
20026,2816
9520,825
4914,12547
34780,4189
9105,13703
768,10002
29561,34928
26205,7884
15558,10270
32697,3240
17142,26720
12816,29745
5270,1530
24029,9825
34646,8404
13725,1583
33732,36716
854,7376
23125,37866
961,4066
15377,15924
2598,18859
9493,1719
15504,11996
1091,44
32023,24185
26252,6478
4467,26466
4530,24519
34908,287
797,9169
36111,28530
9123,13204
32354,13940
33703,37651
18922,37120
23458,27595
26289,5373
6726,21994
19389,22667
24317,959
2569,19803
6460,30252
32085,22318
31952,26439
14690,37265
27793,24295
18923,37120
15720,5357
15106,24387
32507,9251
11486,5542
6498,29103
7212,6967
36340,21521
4585,22874
18918,37310
37924,37925
10887,24119
21090,35517
34541,11775
635,14272
21402,25861
11376,8988
38399,23254
7347,2817
19867,7905
15839,1702
6657,24210
37925,37924
36268,23758
20003,3710
17612,12296
21229,31240
22034,6285
29865,25665
13403,11702
25289,36443
6785,20258
23202,35626
5000,10059
34807,3564
17639,11463
29600,33894
11631,1110
34341,18017
23640,22066
23789,17447
16883,34928
15736,4948
31873,28978
16832,36502
31606,37283
25962,15638
2056,35815
9493,1882
25524,29217
4833,15271
34808,3564
29785,28192
9228,10094
8607,29354
17405,18773
17478,16512
9119,13493
34297,19389
21187,32596
2779,13430
38073,33451
23236,34642
15290,18824
19858,8273
4210,34618
27933,20095
6501,29136
30536,4965
4129,37139
36387,20166
2765,13893
17257,23386
5261,2058
6990,13998
29563,35139
9341,6667
38233,28506
11185,15043
30474,6907
15267,19580
2794,13031
19618,15767
2730,15017
32168,19956
25422,32469
36570,14574
23149,37401
23240,34568
20121,187
650,13972
11483,5827
2716,15463
36619,13042
11557,3555
32054,23496
4951,11733
15637,8142
28144,13634
25289,36603
36537,15624
34159,23811
3026,5880
2640,17846
8777,24203
13281,15663
14985,28372
14851,32524
36731,9625
8321,38352
19802,10124
11477,6061
15360,16761
25781,21381
15638,8142
27588,30927
9090,14535
15634,8273
27689,27790
27866,22298
13493,9119
36254,24414
25829,19933
15314,18210
9182,11706
5276,1725
5030,9350
19595,16587
11071,18699
34744,5743
13064,22451
6880,17543
21154,33794
8397,36066
25240,38223
36299,23054
14788,34562
12732,32759
11557,3645
25397,33351
3138,2500
36739,9463
13153,19715
23773,18186
2446,23955
27675,28289
17475,16804
6233,37643
20029,3188
5223,3414
17734,8800
34501,13289
27666,28588
32493,10020
6885,17432
33905,31769
23519,26064
25578,27769
15268,19721
24184,5477
23704,20356
17730,8943
8852,22015
28202,11982
4792,16802
12582,37467
7163,8845
11498,5533
12653,35264
34664,8266
4128,37396
7154,9125
34675,7929
36502,16832
6798,20166
15104,24825
28018,17699
15375,16431
27494,33962
953,4771
38262,27859
10719,29702
830,8586
326,24211
15811,2923
13452,10516
38034,34903
38226,28956
29598,34289
5136,6183
23896,14446
8394,36269
23124,38398
34931,69
9435,3995
21743,15663
10714,29891
23302,32899
13785,247
28561,934
268,26057
19975,4975
2824,12362
23525,26003
29809,27803
21014,38294
13501,9065
25996,14923
30704,49
17164,26575
6966,15045
28217,11638
19824,9676
18937,37173
31809,31346
6794,20391
9425,4361
13459,10379
25614,26806
9500,2056
36502,16975
19215,28563
495,19068
15896,398
15896,397
19189,29391
4650,21338
27589,31135
30240,14486
17242,24203
13636,4925
28187,12586
21412,26007
2914,9634
20063,2310
19832,9471
26212,8300
34180,23457
27961,19611
29475,38238
23603,23665
15567,10637
17871,4734
2592,19639
10756,28706
6990,14373
30645,1956
27769,25578
4629,22038
3221,148
1016,2972
9185,11873
7271,5674
8880,21341
9471,3021
15285,19392
6772,21154
399,22107
30477,7208
8731,25963
19715,13153
31674,35634
3217,294
21784,14536
6747,21945
9088,14905
15406,15668
11322,11197
34716,6892
38085,33524
36182,26986
11625,1802
24087,8701
32430,12206
36416,19712
13072,22498
11558,3895
8603,29974
28201,12252
1065,1507
17932,2911
23190,36523
36751,9375
6573,27377
31997,25667
21582,20850
24304,2026
10483,37254
11559,3895
14898,31460
36194,26629
6408,32507
17960,2086
26398,2637
13602,6119
4700,19931
27384,37631
10771,28338
25299,36733
13403,12296
21057,37155
6384,33272
17433,18428
17086,29185
32410,12892
23715,20316
10668,31550
5260,2596
38111,32781
21192,33007
32366,14298
34059,27356
32366,14297
13603,6119
15328,18177
19177,29942
34712,7119
38042,34965
29929,24297
25402,33579
13621,5595
13007,24629
74,32331
19918,7000
36483,17780
2921,9619
7139,9938
36111,29299
9369,6358
36804,7826
23610,23652
7151,9584
19919,7001
297,25451
10590,34046
35821,38336
2068,36091
2184,32498
2344,27537
37947,37948
8364,37531
19958,5809
8713,26715
17682,10818
2743,15190
760,11134
25349,35307
23364,31299
15045,27054
10925,23712
2281,29528
37948,37947
36352,21892
32450,11802
2757,14779
7254,6441
24362,389
21187,33272
10622,33110
24211,5063
13312,15256
34722,6929
34243,21780
27724,27257
21332,28801
8514,32931
1057,1960
785,10392
5256,2865
3111,3825
30278,13610
6409,32656
8826,23267
12973,25780
23165,37526
9381,6074
27973,19549
30662,1728
16828,37369
54,33070
6265,37151
21409,26434
34770,5482
10476,37690
2804,13376
33727,37819
25258,38186
27477,34961
33714,38195
10458,38256
7245,6781
25995,15363
17951,2587
19262,27471
17996,1186
4128,37884
38297,27240
36091,30092
2431,24964
12806,31028
21515,23178
26432,1826
15698,6916
11119,17790
34816,4070
17676,11134
7271,6019
17782,7851
176,29359
13042,23736
15796,3895
23198,36588
36584,14846
17787,7706
6377,33746
14852,33167
7025,13666
14711,37547
4754,18530
36284,24132
23679,21679
8822,23513
15308,19052
36744,9917
34754,6073
11584,3435
16824,37617
11499,6081
6334,35117
6641,25600
4966,11995
13428,11811
12591,37771
38065,34494
17166,27009
29863,26616
24331,1524
19031,34754
18980,36338
26104,12093
32804,1022
4254,34099
15828,2980
22023,7554
38216,29839
4138,37704
10715,30420
2679,17396
25930,17525
21157,34419
12656,35791
17111,28772
25930,17517
14854,33203
36309,23468
17795,7555
28089,16122
8846,22850
17834,6372
27526,33603
12972,26014
10716,30420
8705,27226
5122,7230
26426,2183
36045,31678
4579,24072
17888,4716
35985,33540
11344,10961
38303,27222
8853,22654
25730,23773
30506,6792
9155,13298
32059,24181
11036,20537
6827,19944
16844,37089
2353,27566
15124,24889
20121,1059
10753,29319
14710,37721
8890,21529
6767,21812
5126,7153
32036,24899
2129,34526
9498,2702
19865,9015
23731,20239
12753,32879
37973,37471
21933,10431
37944,38367
15187,22955
4260,34015
21203,33080
15187,22972
25754,23090
21343,28762
31678,36045
19699,14207
16866,36481
7426,1452
29871,26546
3002,7523
26496,97
21874,12332
12971,26177
9078,15781
6492,30416
28394,6814
258,27067
4129,38137
38022,36018
9197,12113
4835,16264
5029,10250
15214,22190
5029,10249
15358,17736
12583,38237
7331,4434
27942,20862
28409,6385
26242,8028
825,9520
259,27067
147,30543
30113,19116
32811,1015
872,8075
13096,22345
18923,38326
2860,11986
25910,18330
36105,29984
2132,34558
39,33907
39,33908
36643,13313
6929,16924
14732,37185
12592,37987
12693,34852
34948,299
7457,571
13410,12640
31857,30598
21666,18840
32690,4770
21545,22611
13617,6226
19823,10461
2730,16050
11134,17676
12615,37298
17613,13423
4159,37292
3222,804
30507,6922
35926,35572
9259,10261
14812,34736
2141,34320
15043,27571
22134,4370
25371,35093
5266,2988
4420,29212
19898,8141
1041,2897
25381,34802
19135,31816
15199,22754
18035,381
36717,11072
11197,15743
25523,30391
2116,35117
2603,20023
2603,20022
7341,4220
24246,4468
12863,29649
2083,36150
13646,5374
12999,25443
17008,32226
59,33367
5346,547
12694,34908
27753,26833
32821,796
34923,1187
868,8301
21311,29919
4978,11971
11291,12879
7075,12501
28119,15503
38238,29475
21760,16030
23643,23178
9521,2230
6465,31424
33898,32992
4925,13636
36667,12692
34139,25502
23308,33607
4648,22236
18947,37715
17880,5256
19826,10465
15358,17914
4624,22983
34712,7745
7136,10647
31900,29389
2625,19425
24039,10960
8660,28952
3243,275
30073,20511
14846,33802
19944,6827
28083,16660
7475,164
8747,26268
10710,30952
4491,27140
8499,33962
36118,29730
23165,38067
8411,36690
5333,1041
1016,3798
24160,7241
19030,35201
18041,325
17695,11051
19120,32413
34028,29029
19887,8624
19491,20905
9416,5554
28573,1528
19690,14755
10827,27360
6461,31635
31769,33523
34352,18964
9403,5974
19712,14063
36529,17019
26276,7194
13411,12796
25705,24888
17203,26313
7119,11249
11159,17083
17682,11482
15873,2022
9007,18255
21895,11955
27589,32038
3217,1152
11417,9102
4804,17495
36759,9917
6990,15266
6853,19512
2973,8731
26161,10812
7205,8613
6947,16615
66,33320
19366,24838
4803,17549
7054,13303
7451,996
21730,17090
3234,654
11066,20013
15881,1821
38214,30379
